timestamp,open,high,low,close,volume
2025-11-07,308.0000,315.4400,296.0000,306.3800,27157777
2025-10-31,307.8000,319.3500,301.6300,307.4100,32440643
2025-10-24,281.2500,310.7500,263.5623,307.4600,51704434
2025-10-17,279.7900,285.4500,272.5469,281.2800,19005226
2025-10-10,288.6100,301.0425,277.5000,277.8200,24789984
2025-10-03,286.0000,293.3200,279.6600,288.3700,24519701
2025-09-26,266.6200,288.8500,266.0000,284.3100,34154715
2025-09-19,254.0200,267.8700,254.0000,266.4000,25569601
2025-09-12,248.6300,260.6600,247.0200,253.4400,24066143
2025-09-05,240.9000,249.2800,238.2500,248.5300,14538355
2025-08-29,242.5650,245.9600,239.4300,243.4900,18386656
2025-08-22,239.5700,243.6800,238.6500,242.0900,16264747
2025-08-15,242.2400,243.1500,233.3600,239.7200,32747166
2025-08-08,251.0500,255.0000,241.6500,242.2700,27875384
2025-08-01,260.3000,265.7999,245.6100,250.0500,29960567
2025-07-25,286.2900,288.0800,252.7500,259.7200,46388289
2025-07-18,282.8300,287.1600,279.8700,285.8700,16341671
2025-07-11,292.5000,295.6100,282.2100,283.5900,17664449
2025-07-03,290.9300,295.1081,286.9000,291.9700,11878987
2025-06-27,281.6500,296.1600,280.2100,289.7000,19051199
2025-06-20,279.3050,286.9100,277.2000,280.9700,17965949
2025-06-13,268.1000,283.0600,266.7100,277.2200,20812836
2025-06-06,257.8500,270.1700,257.2200,268.8700,13070565
2025-05-30,261.0000,265.0000,256.7700,259.0600,17566804
2025-05-23,265.4500,269.2800,255.7900,258.6300,15204641
2025-05-16,252.5000,267.9800,244.6500,266.7600,20440246
2025-05-09,243.7400,256.5200,243.6400,249.2000,16977083
2025-05-02,232.8600,245.6900,232.0700,245.5500,20198202
2025-04-25,238.0650,249.3400,224.4401,232.4100,39218052
2025-04-17,239.7700,243.2999,235.8900,238.8100,16190928
2025-04-11,219.2400,237.5800,214.5000,235.4800,31932696
2025-04-04,242.7400,252.7900,226.8800,227.4800,28005665
2025-03-28,247.3100,254.3200,242.0700,244.0000,18354282
2025-03-21,249.2500,254.6300,237.2240,243.8700,27866866
2025-03-14,261.5600,266.4500,241.6800,248.3500,25513710
2025-03-07,254.7350,261.9600,245.1823,261.5400,22284160
2025-02-28,261.5000,263.8450,246.5400,252.4400,25541761
2025-02-21,261.9300,265.0900,259.8300,261.4800,18534169
2025-02-14,250.8600,261.9400,246.8700,261.2800,19898073
