time,MINUS_DI
2021-03-25,7.5807
2021-03-24,8.8689
2021-03-23,9.5644
2021-03-22,10.3432
2021-03-19,8.7041
2021-03-18,9.4726
2021-03-17,10.9300
2021-03-16,11.9638
2021-03-15,11.7313
2021-03-12,12.3348
2021-03-11,12.1831
2021-03-10,13.0552
2021-03-09,15.1913
2021-03-08,16.5543
2021-03-05,19.3166
2021-03-04,22.3567
2021-03-03,21.2887
2021-03-02,23.9871
2021-03-01,25.8063
2021-02-26,30.0454
2021-02-25,17.7583
2021-02-24,19.5958
2021-02-23,22.7133
2021-02-22,24.5477
2021-02-19,28.0837
2021-02-18,24.5290
2021-02-17,26.1191
2021-02-16,26.4348
2021-02-12,24.7277
2021-02-11,23.6751
2021-02-10,22.7641
2021-02-09,24.9844
2021-02-08,26.6291
2021-02-05,29.0309
2021-02-04,30.4911
2021-02-03,33.0796
2021-02-02,30.8828
2021-02-01,32.7245
2021-01-29,34.5902
2021-01-28,33.4847
2021-01-27,31.8625
2021-01-26,35.0875
2021-01-25,39.8668
2021-01-22,42.4740
2021-01-21,11.2233
2021-01-20,12.3747
2021-01-19,13.8325
2021-01-15,14.7732
2021-01-14,15.7834
2021-01-13,18.0795
2021-01-12,13.9339
2021-01-11,15.1478
2021-01-08,16.5137
2021-01-07,12.5403
2021-01-06,13.7510
2021-01-05,17.7823
2021-01-04,20.3447
2020-12-31,18.3469
2020-12-30,20.3991
2020-12-29,21.7059
2020-12-28,17.8276
2020-12-24,19.8480
2020-12-23,21.0521
2020-12-22,22.7049
2020-12-21,24.6776
2020-12-18,12.9474
2020-12-17,13.8872
2020-12-16,12.8629
2020-12-15,13.6248
2020-12-14,15.0534
2020-12-11,17.0154
2020-12-10,12.3856
2020-12-09,10.0693
2020-12-08,10.9543
2020-12-07,11.7431
2020-12-04,13.0602
2020-12-03,15.2699
2020-12-02,16.3038
2020-12-01,15.0018
2020-11-30,16.7648
2020-11-27,14.6901
2020-11-25,15.5027
2020-11-24,16.8869
2020-11-23,20.1374
2020-11-20,23.2392
2020-11-19,24.5229
2020-11-18,22.6575
2020-11-17,24.4919
2020-11-16,25.6087
2020-11-13,27.1025
2020-11-12,29.7380
2020-11-11,24.1185
2020-11-10,25.8211
2020-11-09,28.0282
2020-11-06,35.5837
2020-11-05,37.7003
2020-11-04,42.1764
2020-11-03,37.9824
2020-11-02,41.5495
2020-10-30,44.5251
2020-10-29,50.6249
2020-10-28,55.8818
2020-10-27,50.5444
2020-10-26,48.1523
2020-10-23,42.2330
2020-10-22,43.7387
2020-10-21,42.2404
2020-10-20,39.6147
2020-10-19,21.3133
2020-10-16,23.1132
2020-10-15,24.5736
2020-10-14,21.9420
2020-10-13,23.2649
2020-10-12,18.9639
2020-10-09,16.4747
2020-10-08,11.9670
2020-10-07,17.6214
2020-10-06,19.3649
2020-10-05,21.9862
2020-10-02,23.9492
2020-10-01,20.5057
2020-09-30,21.1693
2020-09-29,22.9931
2020-09-28,24.0006
2020-09-25,27.2900
2020-09-24,29.9935
2020-09-23,25.7787
2020-09-22,24.6018
2020-09-21,26.4894
2020-09-18,13.9479
2020-09-17,15.2684
2020-09-16,14.4298
2020-09-15,16.6223
2020-09-14,17.5526
2020-09-11,18.9517
2020-09-10,20.5988
2020-09-09,19.0889
2020-09-08,21.0527
2020-09-04,20.7484
2020-09-03,14.0850
2020-09-02,18.5970
2020-09-01,24.5519
2020-08-31,21.9115
2020-08-28,17.5803
2020-08-27,18.7028
2020-08-26,19.8865
2020-08-25,18.2246
2020-08-24,20.5556
2020-08-21,23.9931
2020-08-20,22.7868
2020-08-19,20.6160
2020-08-18,18.8888
2020-08-17,19.2319
2020-08-14,20.3207
2020-08-13,17.8811
2020-08-12,14.4173
2020-08-11,12.3809
2020-08-10,14.6423
2020-08-07,16.2170
2020-08-06,17.6072
2020-08-05,18.5650
2020-08-04,20.2487
2020-08-03,21.9572
2020-07-31,23.9741
2020-07-30,23.6026
2020-07-29,17.2513
2020-07-28,18.2405
2020-07-27,17.6237
2020-07-24,15.7700
2020-07-23,11.1186
2020-07-22,11.9665
2020-07-21,13.4980
2020-07-20,16.8709
2020-07-17,18.1252
2020-07-16,19.7647
2020-07-15,21.4304
2020-07-14,24.0750
2020-07-13,23.9835
2020-07-10,26.2715
2020-07-09,29.4085
2020-07-08,27.7615
2020-07-07,26.8874
2020-07-06,22.1883
2020-07-02,23.9683
2020-07-01,26.2524
2020-06-30,26.6457
2020-06-29,28.4814
2020-06-26,30.7241
2020-06-25,33.2439
2020-06-24,36.2477
2020-06-23,30.2832
2020-06-22,29.7428
2020-06-19,26.6617
2020-06-18,30.0158
2020-06-17,28.8441
2020-06-16,30.9149
2020-06-15,35.6419
2020-06-12,36.8497
2020-06-11,41.8590
2020-06-10,18.5740
2020-06-09,16.0630
2020-06-08,14.3890
2020-06-05,16.3030
2020-06-04,19.5799
2020-06-03,21.0258
2020-06-02,23.8352
2020-06-01,24.9520
2020-05-29,26.3800
2020-05-28,22.3884
2020-05-27,24.3653
2020-05-26,27.6130
2020-05-22,31.5462
2020-05-21,29.0172
2020-05-20,26.4027
2020-05-19,28.1375
2020-05-18,29.7771
2020-05-15,34.5841
2020-05-14,36.7053
2020-05-13,33.4145
2020-05-12,22.0857
2020-05-11,24.9532
2020-05-08,25.9033
2020-05-07,27.5889
2020-05-06,29.5083
2020-05-05,30.6427
2020-05-04,32.7234
2020-05-01,29.8782
2020-04-30,23.5699
2020-04-29,20.0211
2020-04-28,21.4146
2020-04-27,22.7357
2020-04-24,23.7995
2020-04-23,25.8311
2020-04-22,27.8007
2020-04-21,29.6591
2020-04-20,22.5921
2020-04-17,24.6453
2020-04-16,26.8103
2020-04-15,25.1110
2020-04-14,17.3566
2020-04-13,18.6469
2020-04-09,16.1168
2020-04-08,17.1064
2020-04-07,18.5219
2020-04-06,19.9260
2020-04-03,22.9943
2020-04-02,24.5524
2020-04-01,26.5527
2020-03-31,20.4065
2020-03-30,21.5032
2020-03-27,23.2486
2020-03-26,24.9382
2020-03-25,27.5443
2020-03-24,31.2911
2020-03-23,36.5114
2020-03-20,34.2597
2020-03-19,32.2660
2020-03-18,33.1045
2020-03-17,36.5775
2020-03-16,42.0022
2020-03-13,41.4249
2020-03-12,44.5819
2020-03-11,31.5000
2020-03-10,36.5866
2020-03-09,43.4507
2020-03-06,37.2540
2020-03-05,32.5134
2020-03-04,35.6392
2020-03-03,40.2313
2020-03-02,48.9969
2020-02-28,57.8702
2020-02-27,49.5730
2020-02-26,38.7448
2020-02-25,38.9804
2020-02-24,31.9195
2020-02-21,23.6865
2020-02-20,23.2632
2020-02-19,22.0641
2020-02-18,23.3521
2020-02-14,24.3273
2020-02-13,15.0560
2020-02-12,15.6903
2020-02-11,16.8484
2020-02-10,18.2742
2020-02-07,15.5344
2020-02-06,13.9984
2020-02-05,15.5046
2020-02-04,20.4613
2020-02-03,22.9238
2020-01-31,26.1579
2020-01-30,35.3669
2020-01-29,27.1323
2020-01-28,24.1471
2020-01-27,26.2786
2020-01-24,18.0509
2020-01-23,12.6372
2020-01-22,12.0537
2020-01-21,17.3153
2020-01-17,19.3219
2020-01-16,16.3736
2020-01-15,18.1269
2020-01-14,21.1824
2020-01-13,23.6054
2020-01-10,17.4021
2020-01-09,19.3692
2020-01-08,21.4383
2020-01-07,24.5298
2020-01-06,27.3880
2020-01-03,27.0402
2020-01-02,21.7644
2019-12-31,24.9092
2019-12-30,27.4879
2019-12-27,13.3904
2019-12-26,14.3947
2019-12-24,15.1623
2019-12-23,13.3034
2019-12-20,14.4796
2019-12-19,16.6181
2019-12-18,17.2852
2019-12-17,18.3274
2019-12-16,17.1872
2019-12-13,17.9837
2019-12-12,19.8252
2019-12-11,22.6236
2019-12-10,23.8988
2019-12-09,25.9010
2019-12-06,28.1747
2019-12-05,31.8066
2019-12-04,32.9846
2019-12-03,36.6556
2019-12-02,30.1262
2019-11-29,30.5274
2019-11-27,29.6096
2019-11-26,25.8875
2019-11-25,28.3554
2019-11-22,31.6186
2019-11-21,33.8579
2019-11-20,36.4674
2019-11-19,29.5485
2019-11-18,31.5214
2019-11-15,29.0692
2019-11-14,30.9538
2019-11-13,30.0448
2019-11-12,26.5099
2019-11-11,28.8344
2019-11-08,26.5924
2019-11-07,21.1634
2019-11-06,23.3899
2019-11-05,24.4357
2019-11-04,25.7545
2019-11-01,28.4578
2019-10-31,30.8729
2019-10-30,33.7154
2019-10-29,35.7842
2019-10-28,30.8182
2019-10-25,32.3771
2019-10-24,34.8573
2019-10-23,37.3048
2019-10-22,39.9736
2019-10-21,43.6399
2019-10-18,43.7996
2019-10-17,44.9863
2019-10-16,24.1809
2019-10-15,24.0386
2019-10-14,26.1198
2019-10-11,22.1590
2019-10-10,25.5127
2019-10-09,28.0276
2019-10-08,30.3964
2019-10-07,21.3327
2019-10-04,22.9499
2019-10-03,24.8981
2019-10-02,22.0668
2019-10-01,12.2130
2019-09-30,14.3289
2019-09-27,16.5899
2019-09-26,18.7577
2019-09-25,21.0097
2019-09-24,23.9066
2019-09-23,26.0288
2019-09-20,22.1087
2019-09-19,21.2436
2019-09-18,24.0821
2019-09-17,25.3847
2019-09-16,20.2029
2019-09-13,17.1569
2019-09-12,18.1341
2019-09-11,16.3779
2019-09-10,16.9494
2019-09-09,18.8674
2019-09-06,20.7599
2019-09-05,21.5739
2019-09-04,26.2278
2019-09-03,28.6356
2019-08-30,27.0971
2019-08-29,28.8019
2019-08-28,31.8965
2019-08-27,35.2082
2019-08-26,37.2994
2019-08-23,39.9736
2019-08-22,29.9088
2019-08-21,31.8454
2019-08-20,35.0574
2019-08-19,31.0327
2019-08-16,33.6329
2019-08-15,36.4919
2019-08-14,36.6250
2019-08-13,36.4088
2019-08-12,40.7735
2019-08-09,37.7415
2019-08-08,35.7305
2019-08-07,39.0513
2019-08-06,35.1070
2019-08-05,38.6845
2019-08-02,26.1384
2019-08-01,21.6400
2019-07-31,26.6508
2019-07-30,16.6442
2019-07-29,12.2033
2019-07-26,12.9311
2019-07-25,13.7656
2019-07-24,12.2407
2019-07-23,13.5790
2019-07-22,8.6960
2019-07-19,9.6525
2019-07-18,10.5946
2019-07-17,16.3230
2019-07-16,11.1393
2019-07-15,11.8751
2019-07-12,12.9219
2019-07-11,14.2924
2019-07-10,15.4134
2019-07-09,17.9702
2019-07-08,12.7452
2019-07-05,13.6281
2019-07-03,11.7866
2019-07-02,12.9385
2019-07-01,13.6593
2019-06-28,16.8114
2019-06-27,17.4905
2019-06-26,16.1263
2019-06-25,17.3848
2019-06-24,13.5104
2019-06-21,14.3268
2019-06-20,15.1904
2019-06-19,17.1848
2019-06-18,19.1331
2019-06-17,21.4452
2019-06-14,22.9256
2019-06-13,21.2842
2019-06-12,22.7185
2019-06-11,21.3717
2019-06-10,23.0264
2019-06-07,25.1008
2019-06-06,27.8823
2019-06-05,29.9660
2019-06-04,34.0785
2019-06-03,41.3492
2019-05-31,44.3395
2019-05-30,40.2559
2019-05-29,42.0970
2019-05-28,37.5605
2019-05-24,35.7178
2019-05-23,39.8029
2019-05-22,25.1646
2019-05-21,26.0255
2019-05-20,28.3726
2019-05-17,26.9677
2019-05-16,26.1580
2019-05-15,28.1411
2019-05-14,30.8760
2019-05-13,34.8591
2019-05-10,35.1494
2019-05-09,38.0121
2019-05-08,31.4460
2019-05-07,34.0257
2019-05-06,32.3605
2019-05-03,27.2488
2019-05-02,29.5676
2019-05-01,28.3156
2019-04-30,31.0899
2019-04-29,34.3396
2019-04-26,35.9137
2019-04-25,38.3443
2019-04-24,31.7785
2019-04-23,34.3423
2019-04-22,38.0034
2019-04-18,40.9937
2019-04-17,44.7746
2019-04-16,14.9410
2019-04-15,16.7074
2019-04-12,14.9031
2019-04-11,15.7202
2019-04-10,16.9524
2019-04-09,18.8019
2019-04-08,13.4999
2019-04-05,13.9973
2019-04-04,14.4190
2019-04-03,12.8923
2019-04-02,13.8635
2019-04-01,14.9879
2019-03-29,17.1272
2019-03-28,18.4619
2019-03-27,19.9005
2019-03-26,16.3506
2019-03-25,18.1133
2019-03-22,16.5766
2019-03-21,19.0833
2019-03-20,23.0920
2019-03-19,19.0523
2019-03-18,21.1514
2019-03-15,20.1123
2019-03-14,22.0880
2019-03-13,23.2633
2019-03-12,25.2270
2019-03-11,28.2161
2019-03-08,32.8658
2019-03-07,29.9634
2019-03-06,20.9938
2019-03-05,17.8359
2019-03-04,19.1480
2019-03-01,13.0266
2019-02-28,14.7240
2019-02-27,11.5799
2019-02-26,5.5323
2019-02-25,5.8925
2019-02-22,6.3320
2019-02-21,6.9181
2019-02-20,7.3138
2019-02-19,8.1625
2019-02-15,8.7701
2019-02-14,9.5900
2019-02-13,9.2377
2019-02-12,10.1389
2019-02-11,11.3128
2019-02-08,12.1369
2019-02-07,13.0392
2019-02-06,7.3955
2019-02-05,7.9137
2019-02-04,8.2292
2019-02-01,7.4502
2019-01-31,8.0353
2019-01-30,8.3479
2019-01-29,7.5795
2019-01-28,8.0818
2019-01-25,8.7226
2019-01-24,9.3223
2019-01-23,9.8627
2019-01-22,15.5513
2019-01-18,11.8042
2019-01-17,13.1836
2019-01-16,14.2884
2019-01-15,15.0001
2019-01-14,15.9406
2019-01-11,15.2802
2019-01-10,16.1852
2019-01-09,17.2926
2019-01-08,18.2146
2019-01-07,19.6693
2019-01-04,21.0178
2019-01-03,24.1815
2019-01-02,26.1291
2018-12-31,29.8074
2018-12-28,31.3587
2018-12-27,33.5326
2018-12-26,37.9720
2018-12-24,39.6303
2018-12-21,34.5613
2018-12-20,35.9749
2018-12-19,26.7268
2018-12-18,31.0682
2018-12-17,33.5923
2018-12-14,22.7733
2018-12-13,21.4561
2018-12-12,19.7256
2018-12-11,21.0799
2018-12-10,23.9085
2018-12-07,25.3368
2018-12-06,28.6803
2018-12-04,25.8155
2018-12-03,17.2747
2018-11-30,18.9634
2018-11-29,21.5919
2018-11-28,23.1386
2018-11-27,26.1363
2018-11-26,27.9124
2018-11-23,31.4353
2018-11-21,31.6008
2018-11-20,34.4326
2018-11-19,27.1339
2018-11-16,26.6770
2018-11-15,27.9754
2018-11-14,28.9759
2018-11-13,30.6903
2018-11-12,30.5937
2018-11-09,29.2131
2018-11-08,29.5121
2018-11-07,31.1151
2018-11-06,33.6180
2018-11-05,37.3303
2018-11-02,43.1645
2018-11-01,47.3571
2018-10-31,49.9268
2018-10-30,50.3215
2018-10-29,50.4552
2018-10-26,43.6234
2018-10-25,42.8896
2018-10-24,40.6904
2018-10-23,42.2547
2018-10-22,46.8762
2018-10-19,49.7379
2018-10-18,49.3605
2018-10-17,45.1002
2018-10-16,33.4881
2018-10-15,39.7054
2018-10-12,43.2520
2018-10-11,47.8218
2018-10-10,42.4507
2018-10-09,30.2456
2018-10-08,31.2640
2018-10-05,30.7427
2018-10-04,23.2745
2018-10-03,12.3597
2018-10-02,13.5281
2018-10-01,14.5947
2018-09-28,16.5290
2018-09-27,15.2221
2018-09-26,15.2613
2018-09-25,19.4885
2018-09-24,15.0440
2018-09-21,8.6706
2018-09-20,9.7112
2018-09-19,11.2233
2018-09-18,12.5330
2018-09-17,11.8007
2018-09-14,12.7371
2018-09-13,13.9865
2018-09-12,16.2849
2018-09-11,18.4779
2018-09-10,18.5581
2018-09-07,20.9941
2018-09-06,20.0817
2018-09-05,23.1787
2018-09-04,26.0816
2018-08-31,23.8864
2018-08-30,26.0543
2018-08-29,20.2100
2018-08-28,22.2959
2018-08-27,21.1831
2018-08-24,23.6514
2018-08-23,25.7354
2018-08-22,24.0806
2018-08-21,21.0258
2018-08-20,21.0170
2018-08-17,22.4281
2018-08-16,24.7385
2018-08-15,27.3815
2018-08-14,25.0511
2018-08-13,26.6753
2018-08-10,21.8147
2018-08-09,18.4941
2018-08-08,19.7008
2018-08-07,20.3344
2018-08-06,21.9542
2018-08-03,24.2546
2018-08-02,31.0799
2018-08-01,27.5698
2018-07-31,25.9043
2018-07-30,25.3519
2018-07-27,27.3564
2018-07-26,20.6650
2018-07-25,23.5784
2018-07-24,22.8242
2018-07-23,24.3098
2018-07-20,20.3487
2018-07-19,18.4829
2018-07-18,25.0966
2018-07-17,24.5975
2018-07-16,22.4672
2018-07-13,15.1272
2018-07-12,16.1685
2018-07-11,17.9498
2018-07-10,20.2797
2018-07-09,21.8283
2018-07-06,24.7002
2018-07-05,27.2373
2018-07-03,30.1680
2018-07-02,32.8535
2018-06-29,28.6072
2018-06-28,31.4229
2018-06-27,37.1822
2018-06-26,37.0980
2018-06-25,40.5149
2018-06-22,32.1391
2018-06-21,33.8944
2018-06-20,28.7454
2018-06-19,29.1863
2018-06-18,30.8701
2018-06-15,31.7870
2018-06-14,26.0966
2018-06-13,21.7730
2018-06-12,20.7889
2018-06-11,22.0695
2018-06-08,23.8563
2018-06-07,23.4102
2018-06-06,26.4981
2018-06-05,28.5047
2018-06-04,30.3262
2018-06-01,32.5203
2018-05-31,35.4120
2018-05-30,34.5666
2018-05-29,38.2999
2018-05-25,26.1302
2018-05-24,27.8808
2018-05-23,27.5785
2018-05-22,21.2245
2018-05-21,22.6704
2018-05-18,25.1931
2018-05-17,26.4785
2018-05-16,28.4298
2018-05-15,30.9762
2018-05-14,27.1014
2018-05-11,28.3227
2018-05-10,29.8940
2018-05-09,32.0621
2018-05-08,34.3290
2018-05-07,34.0151
2018-05-04,36.0986
2018-05-03,41.6629
2018-05-02,37.5283
2018-05-01,36.4087
2018-04-30,33.1339
2018-04-27,33.4852
2018-04-26,33.4605
2018-04-25,34.9180
2018-04-24,36.0368
2018-04-23,38.8944
2018-04-20,40.1153
2018-04-19,38.2080
2018-04-18,36.5601
2018-04-17,18.5344
2018-04-16,21.0268
2018-04-13,22.6474
2018-04-12,22.6147
2018-04-11,25.2031
2018-04-10,24.0264
2018-04-09,26.8710
2018-04-06,30.2417
2018-04-05,22.5469
2018-04-04,23.6045
2018-04-03,29.0541
2018-04-02,31.1595
2018-03-29,27.4626
2018-03-28,27.3350
2018-03-27,29.0513
2018-03-26,32.5112
2018-03-23,37.7076
2018-03-22,31.0569
2018-03-21,22.1523
2018-03-20,23.9270
2018-03-19,22.1040
2018-03-16,13.8341
2018-03-15,14.9579
2018-03-14,16.5566
2018-03-13,14.5862
2018-03-12,16.2130
2018-03-09,17.3474
2018-03-08,19.2472
2018-03-07,22.1644
2018-03-06,25.3100
2018-03-05,27.6627
2018-03-02,31.2435
2018-03-01,31.2086
2018-02-28,25.1800
2018-02-27,24.6961
2018-02-26,27.4566
2018-02-23,30.6542
2018-02-22,33.4304
2018-02-21,32.2575
2018-02-20,35.2641
2018-02-16,32.1361
2018-02-15,34.1438
2018-02-14,37.2997
2018-02-13,42.9533
2018-02-12,43.2284
2018-02-09,46.7104
2018-02-08,46.0225
2018-02-07,40.8895
2018-02-06,43.3929
2018-02-05,49.4514
2018-02-02,32.1249
2018-02-01,24.4536
2018-01-31,23.2065
2018-01-30,23.6618
2018-01-29,15.7172
2018-01-26,17.1880
2018-01-25,18.4549
2018-01-24,19.5160
2018-01-23,22.3532
2018-01-22,25.5701
2018-01-19,27.6552
2018-01-18,5.5041
2018-01-17,6.3030
2018-01-16,8.2011
2018-01-12,9.2184
2018-01-11,8.5781
2018-01-10,9.3659
2018-01-09,7.2083
2018-01-08,7.7798
2018-01-05,8.7146
2018-01-04,9.5563
2018-01-03,11.7249
2018-01-02,16.6666
2017-12-29,18.4126
2017-12-28,20.1933
2017-12-27,21.6269
2017-12-26,22.4528
2017-12-22,24.4586
2017-12-21,26.8386
2017-12-20,21.8163
2017-12-19,21.3851
2017-12-18,22.0616
2017-12-15,24.3022
2017-12-14,17.0430
2017-12-13,17.3421
2017-12-12,12.4456
2017-12-11,14.6905
2017-12-08,15.9620
2017-12-07,17.4896
2017-12-06,13.6012
2017-12-05,11.6812
2017-12-04,10.7061
2017-12-01,12.1640
2017-11-30,13.9299
2017-11-29,15.1801
2017-11-28,16.6348
2017-11-27,17.9578
2017-11-24,18.9155
2017-11-22,19.8691
2017-11-21,21.0318
2017-11-20,23.2753
2017-11-17,27.3015
2017-11-16,29.3237
2017-11-15,33.6580
2017-11-14,31.3699
2017-11-13,31.5734
2017-11-10,26.8319
2017-11-09,25.4141
2017-11-08,28.2016
2017-11-07,30.5311
2017-11-06,32.1237
2017-11-03,28.5424
2017-11-02,24.3129
2017-11-01,21.7463
2017-10-31,22.7978
2017-10-30,24.8166
2017-10-27,25.9604
2017-10-26,25.2014
2017-10-25,26.8313
2017-10-24,21.8619
2017-10-23,7.0509
2017-10-20,6.9589
2017-10-19,7.8101
2017-10-18,8.4540
2017-10-17,20.1944
2017-10-16,18.8981
2017-10-13,16.9563
2017-10-12,18.3400
2017-10-11,15.6373
2017-10-10,14.0515
2017-10-09,16.0447
2017-10-06,18.1880
2017-10-05,17.6324
2017-10-04,19.2354
2017-10-03,18.7791
2017-10-02,20.0685
2017-09-29,23.0217
2017-09-28,24.4167
2017-09-27,21.0716
2017-09-26,16.7666
2017-09-25,18.9752
2017-09-22,20.7530
2017-09-21,18.2904
2017-09-20,19.4159
2017-09-19,21.6769
2017-09-18,22.5296
2017-09-15,24.5132
2017-09-14,16.7493
2017-09-13,17.7561
2017-09-12,18.8709
2017-09-11,21.2183
2017-09-08,25.2994
2017-09-07,22.5226
2017-09-06,18.1016
2017-09-05,20.0418
2017-09-01,20.4382
2017-08-31,22.8079
2017-08-30,24.6710
2017-08-29,26.1941
2017-08-28,25.5535
2017-08-25,23.2962
2017-08-24,25.4083
2017-08-23,28.2480
2017-08-22,33.4217
2017-08-21,35.4430
2017-08-18,35.4954
2017-08-17,31.3984
2017-08-16,29.6971
2017-08-15,32.6167
2017-08-14,28.7635
2017-08-11,30.9082
2017-08-10,33.5248
2017-08-09,36.6285
2017-08-08,33.0885
2017-08-07,34.9445
2017-08-04,28.9045
2017-08-03,30.9675
2017-08-02,32.9107
2017-08-01,31.9491
2017-07-31,33.9835
2017-07-28,35.5311
2017-07-27,38.0554
2017-07-26,37.1280
2017-07-25,32.4180
2017-07-24,35.1389
2017-07-21,33.7382
2017-07-20,33.4210
2017-07-19,36.4865
2017-07-18,18.3653
2017-07-17,21.4047
2017-07-14,15.9316
2017-07-13,17.3502
2017-07-12,18.5754
2017-07-11,20.0951
2017-07-10,18.3200
2017-07-07,19.8672
2017-07-06,21.0377
2017-07-05,14.0955
2017-07-03,16.2537
2017-06-30,19.1840
2017-06-29,17.6278
2017-06-28,11.8133
2017-06-27,12.4777
2017-06-26,12.3094
2017-06-23,13.6562
2017-06-22,14.4180
2017-06-21,15.5730
2017-06-20,12.4621
2017-06-19,11.5498
2017-06-16,12.4621
2017-06-15,14.3585
2017-06-14,15.5763
2017-06-13,10.0778
2017-06-12,10.8744
2017-06-09,13.1031
2017-06-08,15.2069
2017-06-07,17.1852
2017-06-06,21.7401
2017-06-05,23.1880
2017-06-02,24.4515
2017-06-01,26.9481
2017-05-31,29.3357
2017-05-30,31.6784
2017-05-26,30.8214
2017-05-25,27.3589
2017-05-24,29.4537
2017-05-23,27.9739
2017-05-22,31.0109
2017-05-19,33.3052
2017-05-18,36.6052
2017-05-17,34.7128
2017-05-16,36.9066
2017-05-15,42.7510
2017-05-12,46.6665
2017-05-11,50.2558
2017-05-10,46.6502
2017-05-09,47.5288
2017-05-08,48.0302
2017-05-05,51.5271
2017-05-04,36.2470
2017-05-03,37.0374
2017-05-02,38.4125
2017-05-01,39.9542
2017-04-28,38.1655
2017-04-27,39.9976
2017-04-26,40.4026
2017-04-25,40.3971
2017-04-24,43.5339
2017-04-21,45.8299
2017-04-20,49.1124
2017-04-19,53.0293
2017-04-18,23.7635
2017-04-17,26.5364
2017-04-13,29.4828
2017-04-12,29.7946
2017-04-11,31.9296
2017-04-10,23.8186
2017-04-07,24.3814
2017-04-06,20.9256
2017-04-05,19.1367
2017-04-04,23.5092
2017-04-03,25.3231
2017-03-31,25.7535
2017-03-30,27.7667
2017-03-29,29.2359
2017-03-28,30.9557
2017-03-27,34.4276
2017-03-24,31.1318
2017-03-23,33.8967
2017-03-22,37.9939
2017-03-21,36.9357
2017-03-20,34.4297
2017-03-17,33.5595
2017-03-16,29.9861
2017-03-15,35.7491
2017-03-14,36.2573
2017-03-13,32.6454
2017-03-10,29.9631
2017-03-09,34.0166
2017-03-08,19.6969
2017-03-07,15.9805
2017-03-06,17.0632
2017-03-03,17.3512
2017-03-02,14.9890
2017-03-01,16.3235
2017-02-28,19.0676
2017-02-27,20.5234
2017-02-24,19.4051
2017-02-23,15.2668
2017-02-22,16.6937
2017-02-21,17.8838
2017-02-17,14.6200
2017-02-16,11.1050
2017-02-15,12.2685
2017-02-14,13.6868
2017-02-13,12.3550
2017-02-10,13.1346
2017-02-09,14.5652
2017-02-08,15.9671
2017-02-07,17.2478
2017-02-06,19.6447
2017-02-03,18.6886
2017-02-02,20.2563
2017-02-01,21.5702
2017-01-31,21.0434
2017-01-30,18.7131
2017-01-27,8.3700
2017-01-26,9.0968
2017-01-25,9.6401
2017-01-24,11.0987
2017-01-23,13.9088
2017-01-20,14.7472
2017-01-19,18.5036
2017-01-18,15.3585
2017-01-17,16.9143
2017-01-13,14.7499
2017-01-12,15.9789
2017-01-11,18.0446
2017-01-10,20.1925
2017-01-09,10.6945
2017-01-06,11.9900
2017-01-05,13.6254
2017-01-04,14.7173
2017-01-03,17.0825
2016-12-30,19.0114
2016-12-29,17.4398
2016-12-28,18.3869
2016-12-27,15.5243
2016-12-23,16.5456
2016-12-22,16.7517
2016-12-21,18.0662
2016-12-20,14.6125
2016-12-19,15.8549
2016-12-16,16.4827
2016-12-15,10.8696
2016-12-14,11.8912
2016-12-13,13.2080
2016-12-12,16.1437
2016-12-09,17.4959
2016-12-08,19.2840
2016-12-07,20.9015
2016-12-06,26.2860
2016-12-05,25.3974
2016-12-02,27.4306
2016-12-01,30.0342
2016-11-30,14.9263
2016-11-29,11.7780
2016-11-28,12.6980
2016-11-25,13.9921
2016-11-23,14.9430
2016-11-22,13.0409
2016-11-21,13.6579
2016-11-18,15.2887
2016-11-17,16.2939
2016-11-16,17.0140
2016-11-15,18.0228
2016-11-14,18.9839
2016-11-11,15.3203
2016-11-10,16.4857
2016-11-09,21.0356
2016-11-08,15.7950
2016-11-07,18.0097
2016-11-04,21.4494
2016-11-03,23.3826
2016-11-02,25.6643
2016-11-01,27.4271
2016-10-31,25.3560
2016-10-28,27.4257
2016-10-27,30.3557
2016-10-26,33.5692
2016-10-25,37.8755
2016-10-24,37.5733
2016-10-21,40.7333
2016-10-20,37.8578
2016-10-19,40.8626
2016-10-18,43.7377
2016-10-17,26.5447
2016-10-14,28.4992
2016-10-13,30.8897
2016-10-12,30.0424
2016-10-11,28.9663
2016-10-10,20.4719
2016-10-07,23.1585
2016-10-06,21.3887
2016-10-05,19.0958
2016-10-04,20.2387
2016-10-03,17.3714
2016-09-30,14.2877
2016-09-29,15.3357
2016-09-28,21.2978
2016-09-27,23.9608
2016-09-26,27.8317
2016-09-23,23.4419
2016-09-22,20.1046
2016-09-21,21.8025
2016-09-20,20.8949
2016-09-19,23.0479
2016-09-16,25.6886
2016-09-15,28.4197
2016-09-14,32.9051
2016-09-13,26.2643
2016-09-12,30.1496
2016-09-09,31.9018
2016-09-08,19.0098
2016-09-07,14.3030
2016-09-06,16.0287
2016-09-02,17.9687
2016-09-01,19.7109
2016-08-31,20.6572
2016-08-30,18.9176
2016-08-29,20.5725
2016-08-26,23.1425
2016-08-25,27.3575
2016-08-24,29.4446
2016-08-23,20.1293
2016-08-22,21.9732
2016-08-19,21.4764
2016-08-18,17.8859
2016-08-17,19.7860
2016-08-16,15.8594
2016-08-15,10.0669
2016-08-12,10.8181
2016-08-11,8.0007
2016-08-10,9.5753
2016-08-09,10.1318
