time,PLUS_DI
2021-03-26,37.0901
2021-03-25,27.9034
2021-03-24,27.1113
2021-03-23,26.6233
2021-03-22,24.9051
2021-03-19,28.2315
2021-03-18,30.7241
2021-03-17,28.2265
2021-03-16,26.3090
2021-03-15,27.7748
2021-03-12,24.6540
2021-03-11,25.7066
2021-03-10,26.0074
2021-03-09,22.9682
2021-03-08,25.0290
2021-03-05,16.3378
2021-03-04,16.6175
2021-03-03,20.1119
2021-03-02,19.1556
2021-03-01,20.6084
2021-02-26,23.6545
2021-02-25,28.0452
2021-02-24,26.5310
2021-02-23,19.2886
2021-02-22,19.6740
2021-02-19,20.5498
2021-02-18,23.2178
2021-02-17,22.7364
2021-02-16,24.5125
2021-02-12,26.2375
2021-02-11,27.7897
2021-02-10,29.8012
2021-02-09,29.0897
2021-02-08,29.9318
2021-02-05,23.6945
2021-02-04,22.1180
2021-02-03,19.0466
2021-02-02,20.2099
2021-02-01,21.2418
2021-01-29,22.8228
2021-01-28,24.6046
2021-01-27,27.0867
2021-01-26,22.8008
2021-01-25,15.9372
2021-01-22,16.9795
2021-01-21,28.4327
2021-01-20,25.8222
2021-01-19,21.9372
2021-01-15,21.8438
2021-01-14,23.3374
2021-01-13,24.8916
2021-01-12,28.7150
2021-01-11,30.4184
2021-01-08,31.5727
2021-01-07,34.8579
2021-01-06,38.2232
2021-01-05,22.8704
2021-01-04,22.1554
2020-12-31,25.6485
2020-12-30,22.0474
2020-12-29,23.4597
2020-12-28,26.2372
2020-12-24,21.2669
2020-12-23,22.5570
2020-12-22,19.4700
2020-12-21,20.9696
2020-12-18,25.5235
2020-12-17,25.8026
2020-12-16,27.2728
2020-12-15,25.9293
2020-12-14,28.9118
2020-12-11,29.2330
2020-12-10,31.7874
2020-12-09,34.6407
2020-12-08,31.6789
2020-12-07,33.9600
2020-12-04,37.7692
2020-12-03,32.8501
2020-12-02,34.1255
2020-12-01,37.3590
2020-11-30,38.2025
2020-11-27,41.2315
2020-11-25,39.6366
2020-11-24,43.1756
2020-11-23,34.0010
2020-11-20,28.5745
2020-11-19,27.7387
2020-11-18,29.4295
2020-11-17,30.5198
2020-11-16,32.1360
2020-11-13,29.9617
2020-11-12,29.4870
2020-11-11,33.2600
2020-11-10,35.0114
2020-11-09,38.0040
2020-11-06,25.1589
2020-11-05,26.6554
2020-11-04,24.9869
2020-11-03,27.5965
2020-11-02,23.9382
2020-10-30,18.9537
2020-10-29,14.2439
2020-10-28,15.7229
2020-10-27,18.2896
2020-10-26,19.6523
2020-10-23,22.5211
2020-10-22,21.4924
2020-10-21,23.6353
2020-10-20,25.8164
2020-10-19,34.3578
2020-10-16,33.8367
2020-10-15,31.6496
2020-10-14,33.9209
2020-10-13,35.9660
2020-10-12,39.1401
2020-10-09,41.2991
2020-10-08,46.9674
2020-10-07,23.2325
2020-10-06,25.5312
2020-10-05,20.2973
2020-10-02,18.0139
2020-10-01,20.1950
2020-09-30,22.6791
2020-09-29,21.6760
2020-09-28,23.3730
2020-09-25,14.7364
2020-09-24,16.1963
2020-09-23,18.1889
2020-09-22,20.5593
2020-09-21,19.1395
2020-09-18,22.5261
2020-09-17,24.6586
2020-09-16,28.4864
2020-09-15,21.9359
2020-09-14,23.0781
2020-09-11,22.0946
2020-09-10,24.0148
2020-09-09,27.3500
2020-09-08,26.7345
2020-09-04,29.0694
2020-09-03,34.1817
2020-09-02,38.7755
2020-09-01,22.4939
2020-08-31,24.9343
2020-08-28,28.3482
2020-08-27,28.9773
2020-08-26,30.8113
2020-08-25,32.7607
2020-08-24,32.7789
2020-08-21,23.4070
2020-08-20,24.9260
2020-08-19,26.5504
2020-08-18,29.3494
2020-08-17,31.2152
2020-08-14,32.8386
2020-08-13,35.3579
2020-08-12,38.4644
2020-08-11,41.7374
2020-08-10,34.0767
2020-08-07,27.5061
2020-08-06,27.8558
2020-08-05,29.3711
2020-08-04,28.2631
2020-08-03,24.6505
2020-07-31,21.1433
2020-07-30,22.7226
2020-07-29,26.1239
2020-07-28,28.0989
2020-07-27,30.4632
2020-07-24,32.2592
2020-07-23,34.7141
2020-07-22,37.3614
2020-07-21,42.1430
2020-07-20,32.6675
2020-07-17,29.6342
2020-07-16,28.0339
2020-07-15,28.5075
2020-07-14,20.7501
2020-07-13,23.0090
2020-07-10,16.4593
2020-07-09,16.3496
2020-07-08,18.0010
2020-07-07,19.3585
2020-07-06,21.2701
2020-07-02,21.5331
2020-07-01,22.9564
2020-06-30,25.0937
2020-06-29,22.3757
2020-06-26,21.7358
2020-06-25,23.5183
2020-06-24,23.0576
2020-06-23,25.4024
2020-06-22,28.0736
2020-06-19,29.5762
2020-06-18,26.6352
2020-06-17,28.0750
2020-06-16,30.0905
2020-06-15,21.2831
2020-06-12,23.5426
2020-06-11,26.7429
2020-06-10,37.5615
2020-06-09,40.5432
2020-06-08,47.0920
2020-06-05,47.6106
2020-06-04,37.3062
2020-06-03,40.0612
2020-06-02,32.0526
2020-06-01,32.6803
2020-05-29,32.4876
2020-05-28,35.5656
2020-05-27,35.0456
2020-05-26,29.2040
2020-05-22,22.7566
2020-05-21,24.1315
2020-05-20,26.2168
2020-05-19,27.0352
2020-05-18,28.6106
2020-05-15,18.3164
2020-05-14,18.5800
2020-05-13,21.5096
2020-05-12,25.1692
2020-05-11,25.6549
2020-05-08,27.8861
2020-05-07,29.7008
2020-05-06,29.2967
2020-05-05,30.5824
2020-05-04,26.6148
2020-05-01,28.3052
2020-04-30,31.1866
2020-04-29,33.7605
2020-04-28,33.5689
2020-04-27,32.9928
2020-04-24,30.4348
2020-04-23,29.0667
2020-04-22,26.0176
2020-04-21,21.8024
2020-04-20,25.3727
2020-04-17,22.9227
2020-04-16,23.7300
2020-04-15,26.0892
2020-04-14,29.6480
2020-04-13,25.6171
2020-04-09,27.3227
2020-04-08,23.9935
2020-04-07,25.3360
2020-04-06,20.9686
2020-04-03,14.9815
2020-04-02,16.2283
2020-04-01,16.9213
2020-03-31,18.6099
2020-03-30,19.0933
2020-03-27,17.8273
2020-03-26,19.1229
2020-03-25,20.1976
2020-03-24,13.8672
2020-03-23,3.8942
2020-03-20,4.3061
2020-03-19,4.6972
2020-03-18,5.0559
2020-03-17,5.5863
2020-03-16,6.4148
2020-03-13,7.7084
2020-03-12,8.7300
2020-03-11,11.2519
2020-03-10,13.0689
2020-03-09,10.4396
2020-03-06,12.9439
2020-03-05,14.4451
2020-03-04,16.4099
2020-03-03,18.5242
2020-03-02,18.2027
2020-02-28,12.1512
2020-02-27,14.6315
2020-02-26,17.9184
2020-02-25,20.6860
2020-02-24,25.2601
2020-02-21,29.8149
2020-02-20,32.6417
2020-02-19,35.3131
2020-02-18,35.4902
2020-02-14,37.6697
2020-02-13,44.4296
2020-02-12,47.4708
2020-02-11,49.6516
2020-02-10,51.2025
2020-02-07,56.1111
2020-02-06,60.9268
2020-02-05,63.2496
2020-02-04,52.5371
2020-02-03,50.7334
2020-01-31,45.0545
2020-01-30,26.6780
2020-01-29,30.2602
2020-01-28,33.1791
2020-01-27,34.1993
2020-01-24,38.2389
2020-01-23,44.9616
2020-01-22,50.1440
2020-01-21,29.5684
2020-01-17,26.2404
2020-01-16,30.1382
2020-01-15,32.4787
2020-01-14,31.3544
2020-01-13,31.3438
2020-01-10,35.0168
2020-01-09,31.1493
2020-01-08,27.7640
2020-01-07,25.0779
2020-01-06,22.6221
2020-01-03,24.4996
2020-01-02,27.8998
2019-12-31,18.0968
2019-12-30,20.5406
2019-12-27,25.6070
2019-12-26,23.7775
2019-12-24,25.0455
2019-12-23,27.0307
2019-12-20,29.4204
2019-12-19,20.3459
2019-12-18,21.1626
2019-12-17,20.2396
2019-12-16,21.9644
2019-12-13,24.3985
2019-12-12,26.8968
2019-12-11,22.5769
2019-12-10,23.8494
2019-12-09,24.2112
2019-12-06,21.8512
2019-12-05,20.4362
2019-12-04,22.5648
2019-12-03,17.0526
2019-12-02,19.5846
2019-11-29,22.2955
2019-11-27,24.5517
2019-11-26,28.1475
2019-11-25,29.7946
2019-11-22,23.8643
2019-11-21,22.3474
2019-11-20,24.0697
2019-11-19,26.8387
2019-11-18,23.0146
2019-11-15,24.7523
2019-11-14,21.7840
2019-11-13,23.1723
2019-11-12,25.3744
2019-11-11,27.5993
2019-11-08,31.5632
2019-11-07,34.1510
2019-11-06,27.2231
2019-11-05,28.9090
2019-11-04,25.5977
2019-11-01,17.9304
2019-10-31,18.0144
2019-10-30,19.6730
2019-10-29,21.5082
2019-10-28,23.9544
2019-10-25,22.1907
2019-10-24,20.3487
2019-10-23,19.7940
2019-10-22,19.2207
2019-10-21,17.4126
2019-10-18,19.5191
2019-10-17,21.1349
2019-10-16,30.4534
2019-10-15,32.7260
2019-10-14,29.7121
2019-10-11,31.5664
2019-10-10,24.1283
2019-10-09,20.0682
2019-10-08,21.7643
2019-10-07,24.6814
2019-10-04,26.5525
2019-10-03,24.6665
2019-10-02,27.6769
2019-10-01,31.3599
2019-09-30,33.2462
2019-09-27,31.4793
2019-09-26,29.7583
2019-09-25,32.1159
2019-09-24,32.8606
2019-09-23,32.5097
2019-09-20,35.0649
2019-09-19,38.3498
2019-09-18,30.4927
2019-09-17,33.0223
2019-09-16,35.7351
2019-09-13,37.8901
2019-09-12,37.5486
2019-09-11,40.7984
2019-09-10,44.6816
2019-09-09,40.0835
2019-09-06,38.2660
2019-09-05,39.7665
2019-09-04,27.2140
2019-09-03,23.6841
2019-08-30,25.6880
2019-08-29,25.9061
2019-08-28,18.4218
2019-08-27,15.9993
2019-08-26,15.5602
2019-08-23,16.6758
2019-08-22,19.9838
2019-08-21,21.2778
2019-08-20,21.1596
2019-08-19,22.9065
2019-08-16,19.1530
2019-08-15,13.7133
2019-08-14,14.6002
2019-08-13,16.8217
2019-08-12,16.6064
2019-08-09,18.1421
2019-08-08,20.9497
2019-08-07,15.0917
2019-08-06,17.2117
2019-08-05,18.9656
2019-08-02,24.7945
2019-08-01,33.1182
2019-07-31,27.4397
2019-07-30,33.1578
2019-07-29,36.1253
2019-07-26,37.9200
2019-07-25,36.4755
2019-07-24,40.0439
2019-07-23,40.8748
2019-07-22,45.5348
2019-07-19,48.7914
2019-07-18,47.4474
2019-07-17,29.6999
2019-07-16,33.4083
2019-07-15,32.1829
2019-07-12,31.2782
2019-07-11,26.1359
2019-07-10,28.1858
2019-07-09,26.9462
2019-07-08,30.1962
2019-07-05,32.2878
2019-07-03,35.5414
2019-07-02,30.5249
2019-07-01,32.2255
2019-06-28,24.5561
2019-06-27,26.5531
2019-06-26,28.7374
2019-06-25,30.2114
2019-06-24,32.6806
2019-06-21,31.3045
2019-06-20,33.1916
2019-06-19,31.2517
2019-06-18,28.5378
2019-06-17,25.7285
2019-06-14,26.7260
2019-06-13,28.6678
2019-06-12,29.0113
2019-06-11,31.0852
2019-06-10,28.4955
2019-06-07,28.2805
2019-06-06,22.2755
2019-06-05,23.9402
2019-06-04,23.4232
2019-06-03,8.4697
2019-05-31,8.5294
2019-05-30,9.6135
2019-05-29,10.0531
2019-05-28,10.9834
2019-05-24,12.0994
2019-05-23,13.4832
2019-05-22,17.4812
2019-05-21,18.3426
2019-05-20,12.4194
2019-05-17,13.8701
2019-05-16,15.1022
2019-05-15,9.5084
2019-05-14,9.2504
2019-05-13,7.1075
2019-05-10,8.6105
2019-05-09,10.0750
2019-05-08,11.9009
2019-05-07,12.8772
2019-05-06,16.0372
2019-05-03,18.8023
2019-05-02,20.4023
2019-05-01,22.7090
2019-04-30,16.7491
2019-04-29,13.6893
2019-04-26,14.3168
2019-04-25,14.5338
2019-04-24,16.2988
2019-04-23,15.5572
2019-04-22,15.3252
2019-04-18,16.9961
2019-04-17,18.5637
2019-04-16,31.5603
2019-04-15,27.9123
2019-04-12,30.5046
2019-04-11,29.7321
2019-04-10,27.6761
2019-04-09,26.7478
2019-04-08,29.7241
2019-04-05,30.8193
2019-04-04,32.8810
2019-04-03,36.2376
2019-04-02,37.3002
2019-04-01,37.0812
2019-03-29,28.8421
2019-03-28,26.4141
2019-03-27,28.4724
2019-03-26,31.9695
2019-03-25,28.9124
2019-03-22,31.5040
2019-03-21,36.2678
2019-03-20,34.6799
2019-03-19,38.5488
2019-03-18,34.1765
2019-03-15,37.8158
2019-03-14,32.6640
2019-03-13,34.4020
2019-03-12,37.3933
2019-03-11,30.0940
2019-03-08,19.5107
2019-03-07,21.6784
2019-03-06,24.9756
2019-03-05,27.6670
2019-03-04,29.7024
2019-03-01,35.4989
2019-02-28,33.4388
2019-02-27,36.7067
2019-02-26,39.9016
2019-02-25,42.3730
2019-02-22,38.8700
2019-02-21,36.2768
2019-02-20,38.3516
2019-02-19,39.6999
2019-02-15,39.8220
2019-02-14,40.3192
2019-02-13,43.2791
2019-02-12,38.5281
2019-02-11,37.4880
2019-02-08,32.9344
2019-02-07,35.3829
2019-02-06,39.9795
2019-02-05,38.8513
2019-02-04,37.6535
2019-02-01,41.2926
2019-01-31,42.4978
2019-01-30,44.1508
2019-01-29,47.1487
2019-01-28,48.0763
2019-01-25,50.5729
2019-01-24,49.8427
2019-01-23,52.7321
2019-01-22,31.3846
2019-01-18,34.6728
2019-01-17,28.0547
2019-01-16,28.5585
2019-01-15,29.6829
2019-01-14,26.3326
2019-01-11,28.0819
2019-01-10,29.7453
2019-01-09,30.1326
2019-01-08,28.9206
2019-01-07,25.4878
2019-01-04,22.9821
2019-01-03,17.8636
2019-01-02,19.3024
2018-12-31,16.6709
2018-12-28,17.6785
2018-12-27,15.8298
2018-12-26,10.5841
2018-12-24,12.4616
2018-12-21,13.8853
2018-12-20,16.1869
2018-12-19,18.9632
2018-12-18,14.3371
2018-12-17,15.5019
2018-12-14,18.4502
2018-12-13,19.6109
2018-12-12,20.7506
2018-12-11,22.1753
2018-12-10,17.6493
2018-12-07,19.6138
2018-12-06,23.4676
2018-12-04,27.8495
2018-12-03,32.5769
2018-11-30,27.7554
2018-11-29,24.8232
2018-11-28,26.4764
2018-11-27,16.9936
2018-11-26,18.1485
2018-11-23,12.5536
2018-11-21,13.3780
2018-11-20,14.4993
2018-11-19,16.5903
2018-11-16,18.1643
2018-11-15,17.5250
2018-11-14,18.7341
2018-11-13,20.1331
2018-11-12,21.7214
2018-11-09,23.8231
2018-11-08,25.8340
2018-11-07,24.4404
2018-11-06,22.7233
2018-11-05,16.2806
2018-11-02,9.5704
2018-11-01,8.2306
2018-10-31,7.2417
2018-10-30,7.7226
2018-10-29,9.1661
2018-10-26,11.0692
2018-10-25,12.0173
2018-10-24,12.9854
2018-10-23,14.8970
2018-10-22,11.9509
2018-10-19,12.6805
2018-10-18,14.1816
2018-10-17,15.9114
2018-10-16,23.4089
2018-10-15,14.0455
2018-10-12,12.2665
2018-10-11,13.5625
2018-10-10,17.0414
2018-10-09,21.8890
2018-10-08,23.5878
2018-10-05,25.9326
2018-10-04,31.8412
2018-10-03,37.4431
2018-10-02,37.8316
2018-10-01,38.3431
2018-09-28,32.6902
2018-09-27,34.2426
2018-09-26,36.5288
2018-09-25,28.3059
2018-09-24,31.9876
2018-09-21,35.8576
2018-09-20,32.2890
2018-09-19,27.7864
2018-09-18,24.4860
2018-09-17,26.9751
2018-09-14,29.2650
2018-09-13,30.1996
2018-09-12,28.2645
2018-09-11,25.2340
2018-09-10,28.2938
2018-09-07,26.3315
2018-09-06,28.8762
2018-09-05,26.7097
2018-09-04,25.9292
2018-08-31,29.1578
2018-08-30,31.8041
2018-08-29,37.4541
2018-08-28,34.0795
2018-08-27,36.0805
2018-08-24,29.0010
2018-08-23,27.4396
2018-08-22,28.8853
2018-08-21,30.7204
2018-08-20,33.1219
2018-08-17,30.6458
2018-08-16,29.5004
2018-08-15,22.5115
2018-08-14,25.2555
2018-08-13,26.8930
2018-08-10,29.9646
2018-08-09,31.9701
2018-08-08,33.5616
2018-08-07,35.5951
2018-08-06,36.2536
2018-08-03,40.0524
2018-08-02,25.4523
2018-08-01,27.0695
2018-07-31,29.7604
2018-07-30,32.3240
2018-07-27,34.8798
2018-07-26,39.3613
2018-07-25,30.9718
2018-07-24,32.7766
2018-07-23,33.2585
2018-07-20,35.9116
2018-07-19,41.1168
2018-07-18,21.7111
2018-07-17,24.4000
2018-07-16,27.5616
2018-07-13,30.3865
2018-07-12,31.6032
2018-07-11,31.3543
2018-07-10,31.8680
2018-07-09,29.3063
2018-07-06,22.7537
2018-07-05,16.3280
2018-07-03,15.2503
2018-07-02,12.5256
2018-06-29,13.9650
2018-06-28,10.7276
2018-06-27,8.1417
2018-06-26,9.3112
2018-06-25,10.1688
2018-06-22,12.1579
2018-06-21,12.9401
2018-06-20,14.8712
2018-06-19,16.9506
2018-06-18,18.6528
2018-06-15,21.5120
2018-06-14,24.1307
2018-06-13,27.3277
2018-06-12,29.7081
2018-06-11,30.8172
2018-06-08,27.0647
2018-06-07,30.6923
2018-06-06,21.6166
2018-06-05,19.1464
2018-06-04,14.7784
2018-06-01,13.8906
2018-05-31,14.9514
2018-05-30,16.4674
2018-05-29,17.0395
2018-05-25,20.7128
2018-05-24,21.5572
2018-05-23,23.7788
2018-05-22,26.0396
2018-05-21,26.9052
2018-05-18,23.6538
2018-05-17,24.8606
2018-05-16,25.8624
2018-05-15,22.8862
2018-05-14,24.4303
2018-05-11,24.2897
2018-05-10,23.3657
2018-05-09,19.5365
2018-05-08,16.5590
2018-05-07,17.4756
2018-05-04,18.5461
2018-05-03,13.3758
2018-05-02,14.6490
2018-05-01,16.2485
2018-04-30,17.1395
2018-04-27,18.5704
2018-04-26,19.5348
2018-04-25,17.4409
2018-04-24,18.6180
2018-04-23,16.2583
2018-04-20,16.9710
2018-04-19,18.5222
2018-04-18,19.7376
2018-04-17,27.7386
2018-04-16,22.1111
2018-04-13,23.8152
2018-04-12,26.3002
2018-04-11,19.1926
2018-04-10,20.2896
2018-04-09,16.8175
2018-04-06,16.7496
2018-04-05,19.1192
2018-04-04,18.6800
2018-04-03,11.5807
2018-04-02,12.5866
2018-03-29,14.7171
2018-03-28,16.0951
2018-03-27,17.1056
2018-03-26,15.2586
2018-03-23,14.0786
2018-03-22,16.0319
2018-03-21,18.7498
2018-03-20,19.3032
2018-03-19,21.0616
2018-03-16,23.8881
2018-03-15,23.3265
2018-03-14,23.8732
2018-03-13,26.2444
2018-03-12,25.4876
2018-03-09,22.5845
2018-03-08,25.0254
2018-03-07,26.3260
2018-03-06,26.8084
2018-03-05,27.9384
2018-03-02,22.1061
2018-03-01,24.2847
2018-02-28,27.8729
2018-02-27,30.1148
2018-02-26,30.3856
2018-02-23,23.4531
2018-02-22,22.8296
2018-02-21,24.5134
2018-02-20,24.1214
2018-02-16,25.8549
2018-02-15,24.7034
2018-02-14,21.5463
2018-02-13,13.2319
2018-02-12,13.8993
2018-02-09,9.8348
2018-02-08,11.6253
2018-02-07,13.6936
2018-02-06,14.5320
2018-02-05,17.5222
2018-02-02,23.7465
2018-02-01,27.1381
2018-01-31,29.5366
2018-01-30,32.0891
2018-01-29,36.7552
2018-01-26,36.3415
2018-01-25,36.6265
2018-01-24,38.7324
2018-01-23,35.1933
2018-01-22,31.5081
2018-01-19,34.9751
2018-01-18,47.9002
2018-01-17,45.1115
2018-01-16,36.7953
2018-01-12,38.1864
2018-01-11,41.9077
2018-01-10,42.3405
2018-01-09,46.6425
2018-01-08,46.9965
2018-01-05,47.1521
2018-01-04,48.5941
2018-01-03,44.7495
2018-01-02,25.7084
2017-12-29,27.7234
2017-12-28,25.9410
2017-12-27,21.0421
2017-12-26,21.8457
2017-12-22,18.1482
2017-12-21,19.9141
2017-12-20,22.5023
2017-12-19,24.0900
2017-12-18,25.6764
2017-12-15,25.9869
2017-12-14,29.1065
2017-12-13,31.5459
2017-12-12,37.2207
2017-12-11,30.7918
2017-12-08,27.8178
2017-12-07,26.7295
2017-12-06,28.7184
2017-12-05,32.6295
2017-12-04,37.0176
2017-12-01,30.1762
2017-11-30,30.3600
2017-11-29,27.6864
2017-11-28,25.8142
2017-11-27,25.0222
2017-11-24,24.5790
2017-11-22,25.8181
2017-11-21,27.3290
2017-11-20,27.4949
2017-11-17,21.8026
2017-11-16,20.6118
2017-11-15,18.1808
2017-11-14,21.1345
2017-11-13,22.9918
2017-11-10,24.6234
2017-11-09,27.0628
2017-11-08,21.5191
2017-11-07,21.7454
2017-11-06,22.8798
2017-11-03,24.6439
2017-11-02,27.0581
2017-11-01,29.1058
2017-10-31,30.5132
2017-10-30,31.7098
2017-10-27,34.2777
2017-10-26,36.7251
2017-10-25,39.1002
2017-10-24,44.3595
2017-10-23,53.1660
2017-10-20,60.2221
2017-10-19,60.7277
2017-10-18,65.7347
2017-10-17,23.6325
2017-10-16,25.6868
2017-10-13,28.4319
2017-10-12,30.7521
2017-10-11,33.8083
2017-10-10,37.4577
2017-10-09,32.2234
2017-10-06,27.8079
2017-10-05,29.0954
2017-10-04,27.2806
2017-10-03,29.3417
2017-10-02,28.6822
2017-09-29,23.2162
2017-09-28,24.6230
2017-09-27,27.8811
2017-09-26,32.2312
2017-09-25,24.6641
2017-09-22,23.2943
2017-09-21,25.1907
2017-09-20,26.6545
2017-09-19,22.7244
2017-09-18,24.0079
2017-09-15,23.8665
2017-09-14,26.3899
2017-09-13,27.3544
2017-09-12,29.0718
2017-09-11,24.3952
2017-09-08,14.8773
2017-09-07,16.4851
2017-09-06,19.2503
2017-09-05,20.4704
2017-09-01,23.0474
2017-08-31,19.3120
2017-08-30,18.0677
2017-08-29,19.1831
2017-08-28,21.2530
2017-08-25,24.6608
2017-08-24,23.1975
2017-08-23,21.2180
2017-08-22,10.4212
2017-08-21,5.6671
2017-08-18,6.1979
2017-08-17,6.9064
2017-08-16,8.0635
2017-08-15,8.8562
2017-08-14,10.9047
2017-08-11,10.3399
2017-08-10,9.8703
2017-08-09,7.7499
2017-08-08,8.2835
2017-08-07,8.7482
2017-08-04,10.3245
2017-08-03,10.7009
2017-08-02,11.0276
2017-08-01,11.8198
2017-07-31,7.8603
2017-07-28,8.2182
2017-07-27,8.8021
2017-07-26,9.6857
2017-07-25,10.7913
2017-07-24,9.1791
2017-07-21,9.8115
2017-07-20,10.5036
2017-07-19,11.4670
2017-07-18,17.2266
2017-07-17,17.1145
2017-07-14,19.6740
2017-07-13,18.3111
2017-07-12,19.6042
2017-07-11,17.1516
2017-07-10,19.0364
2017-07-07,17.9629
2017-07-06,19.5556
2017-07-05,21.5982
2017-07-03,24.9053
2017-06-30,18.4200
2017-06-29,20.1993
2017-06-28,23.3660
2017-06-27,23.2038
2017-06-26,24.5061
2017-06-23,20.0489
2017-06-22,21.1673
2017-06-21,22.8631
2017-06-20,26.3736
2017-06-19,28.2247
2017-06-16,27.8212
2017-06-15,27.5251
2017-06-14,29.8597
2017-06-13,33.5142
2017-06-12,36.1633
2017-06-09,24.6587
2017-06-08,18.8902
2017-06-07,21.3477
2017-06-06,16.7937
2017-06-05,17.9122
2017-06-02,19.5550
2017-06-01,19.1449
2017-05-31,20.3410
2017-05-30,21.0627
2017-05-26,22.5873
2017-05-25,24.2552
2017-05-24,20.0246
2017-05-23,21.9188
2017-05-22,19.1169
2017-05-19,18.2655
2017-05-18,13.4107
2017-05-17,14.3393
2017-05-16,17.1936
2017-05-15,6.1240
2017-05-12,3.1405
2017-05-11,2.6828
2017-05-10,2.9158
2017-05-09,3.1231
2017-05-08,3.3936
2017-05-05,3.6406
2017-05-04,5.1414
2017-05-03,5.3997
2017-05-02,5.7073
2017-05-01,5.9879
2017-04-28,6.5769
2017-04-27,6.2993
2017-04-26,6.5704
2017-04-25,6.9539
2017-04-24,5.2953
2017-04-21,5.5746
2017-04-20,6.0369
2017-04-19,6.5184
2017-04-18,10.7704
2017-04-17,9.5805
2017-04-13,10.6442
2017-04-12,11.8706
2017-04-11,12.7212
2017-04-10,14.5049
2017-04-07,15.8957
2017-04-06,17.4922
2017-04-05,18.7451
2017-04-04,14.1353
2017-04-03,15.6940
2017-03-31,17.1891
2017-03-30,16.2993
2017-03-29,16.5738
2017-03-28,17.5488
2017-03-27,14.8064
2017-03-24,16.5303
2017-03-23,18.5110
2017-03-22,17.2540
2017-03-21,19.5297
2017-03-20,22.3331
2017-03-17,23.6634
2017-03-16,25.7761
2017-03-15,14.3426
2017-03-14,15.6401
2017-03-13,17.1047
2017-03-10,18.7175
2017-03-09,19.8441
2017-03-08,24.4435
2017-03-07,27.0516
2017-03-06,27.0202
2017-03-03,29.3513
2017-03-02,32.0790
2017-03-01,34.9349
2017-02-28,28.9849
2017-02-27,31.1980
2017-02-24,35.0984
2017-02-23,38.8115
2017-02-22,35.5771
2017-02-21,34.9767
2017-02-17,38.2560
2017-02-16,41.5523
2017-02-15,41.1584
2017-02-14,36.1092
2017-02-13,39.5836
2017-02-10,36.7546
2017-02-09,35.2342
2017-02-08,37.0978
2017-02-07,38.6460
2017-02-06,30.7238
2017-02-03,33.1256
2017-02-02,29.3747
2017-02-01,31.2800
2017-01-31,35.3696
2017-01-30,38.9371
2017-01-27,43.8915
2017-01-26,46.2405
2017-01-25,49.0019
2017-01-24,41.7370
2017-01-23,28.1062
2017-01-20,26.8350
2017-01-19,16.1586
2017-01-18,17.5928
2017-01-17,17.1890
2017-01-13,19.0743
2017-01-12,18.2237
2017-01-11,19.2604
2017-01-10,21.5531
2017-01-09,24.8172
2017-01-06,27.8235
2017-01-05,28.6064
2017-01-04,32.1041
2017-01-03,25.2704
2016-12-30,21.0965
2016-12-29,22.5599
2016-12-28,23.7850
2016-12-27,26.0200
2016-12-23,25.1935
2016-12-22,26.4773
2016-12-21,27.1758
2016-12-20,30.7119
2016-12-19,28.6468
2016-12-16,30.2681
2016-12-15,34.5250
2016-12-14,37.7696
2016-12-13,41.9522
2016-12-12,35.4904
2016-12-09,38.1221
2016-12-08,38.5404
2016-12-07,37.9090
2016-12-06,24.2606
2016-12-05,26.6390
2016-12-02,24.3654
2016-12-01,26.6781
2016-11-30,32.4598
2016-11-29,35.2485
2016-11-28,38.0021
2016-11-25,34.2317
2016-11-23,32.5103
2016-11-22,34.5528
2016-11-21,36.1876
2016-11-18,30.1585
2016-11-17,28.7015
2016-11-16,28.4150
2016-11-15,28.5395
2016-11-14,30.2381
2016-11-11,35.2957
2016-11-10,37.2995
2016-11-09,23.2546
2016-11-08,28.3030
2016-11-07,26.3313
2016-11-04,18.5411
2016-11-03,20.2121
2016-11-02,20.1976
2016-11-01,21.8548
2016-10-31,24.1667
2016-10-28,26.1393
2016-10-27,27.1355
2016-10-26,24.7386
2016-10-25,19.4079
2016-10-24,20.5851
2016-10-21,20.6699
2016-10-20,22.4306
2016-10-19,22.3111
2016-10-18,17.9837
2016-10-17,24.1550
2016-10-14,24.2235
2016-10-13,20.1846
2016-10-12,22.0416
2016-10-11,23.8925
2016-10-10,27.3108
2016-10-07,27.2185
2016-10-06,30.8932
2016-10-05,33.0723
2016-10-04,35.0518
2016-10-03,39.2322
2016-09-30,42.2982
2016-09-29,45.4006
2016-09-28,30.1807
2016-09-27,24.2699
2016-09-26,15.5833
2016-09-23,16.8406
2016-09-22,18.0477
2016-09-21,11.8763
2016-09-20,12.9288
2016-09-19,12.4140
2016-09-16,9.9847
2016-09-15,11.0462
2016-09-14,10.4626
2016-09-13,11.7943
2016-09-12,13.5391
2016-09-09,16.4327
2016-09-08,19.9094
2016-09-07,23.8065
2016-09-06,20.5092
2016-09-02,20.9859
2016-09-01,16.5339
2016-08-31,18.2374
2016-08-30,19.9405
2016-08-29,21.6850
2016-08-26,24.3939
2016-08-25,22.5079
2016-08-24,24.2251
2016-08-23,27.4952
2016-08-22,24.7501
2016-08-19,27.1559
2016-08-18,30.5737
2016-08-17,28.1013
2016-08-16,30.5749
2016-08-15,33.0332
2016-08-12,35.4984
2016-08-11,40.0409
2016-08-10,32.2178
