time,HT_TRENDLINE
2021-03-26,99.9980
2021-03-25,99.7301
2021-03-24,99.5056
2021-03-23,99.1391
2021-03-22,98.8651
2021-03-19,98.5474
2021-03-18,98.2491
2021-03-17,97.8608
2021-03-16,97.4383
2021-03-15,97.0188
2021-03-12,96.5873
2021-03-11,96.2655
2021-03-10,95.9980
2021-03-09,95.8032
2021-03-08,95.7145
2021-03-05,95.6497
2021-03-04,95.5726
2021-03-03,95.4552
2021-03-02,95.2792
2021-03-01,95.1746
2021-02-26,95.0634
2021-02-25,94.9850
2021-02-24,94.9067
2021-02-23,94.8996
2021-02-22,95.0663
2021-02-19,95.4077
2021-02-18,95.7253
2021-02-17,95.8956
2021-02-16,96.1743
2021-02-12,96.4703
2021-02-11,96.7683
2021-02-10,96.9965
2021-02-09,97.2097
2021-02-08,97.3405
2021-02-05,97.4459
2021-02-04,97.5863
2021-02-03,97.7365
2021-02-02,97.9161
2021-02-01,98.0845
2021-01-29,98.2528
2021-01-28,98.3970
2021-01-27,98.5005
2021-01-26,98.5860
2021-01-25,98.6711
2021-01-22,98.7289
2021-01-21,98.6907
2021-01-20,98.4867
2021-01-19,98.3188
2021-01-15,98.2143
2021-01-14,98.0969
2021-01-13,97.9579
2021-01-12,97.7309
2021-01-11,97.4476
2021-01-08,97.0959
2021-01-07,96.7108
2021-01-06,96.4332
2021-01-05,96.3034
2021-01-04,96.2710
2020-12-31,96.3276
2020-12-30,96.2972
2020-12-29,96.1740
2020-12-28,95.9782
2020-12-24,95.7708
2020-12-23,95.5976
2020-12-22,95.4869
2020-12-21,95.3902
2020-12-18,95.2141
2020-12-17,94.8939
2020-12-16,94.5023
2020-12-15,94.0563
2020-12-14,93.5880
2020-12-11,93.1856
2020-12-10,92.6936
2020-12-09,92.1324
2020-12-08,91.5523
2020-12-07,91.2362
2020-12-04,91.0026
2020-12-03,90.8218
2020-12-02,90.5766
2020-12-01,90.1759
2020-11-30,89.8371
2020-11-27,89.5333
2020-11-25,89.2627
2020-11-24,89.0611
2020-11-23,88.9915
2020-11-20,89.0761
2020-11-19,89.1968
2020-11-18,89.4677
2020-11-17,89.8083
2020-11-16,90.2118
2020-11-13,90.5382
2020-11-12,90.8641
2020-11-11,90.9304
2020-11-10,91.0156
2020-11-09,91.0866
2020-11-06,91.2533
2020-11-05,91.5036
2020-11-04,91.7432
2020-11-03,91.9886
2020-11-02,92.2599
2020-10-30,92.6039
2020-10-29,93.0317
2020-10-28,93.5184
2020-10-27,93.9886
2020-10-26,94.3481
2020-10-23,94.6632
2020-10-22,94.9357
2020-10-21,95.1571
2020-10-20,95.3288
2020-10-19,95.3325
2020-10-16,95.2689
2020-10-15,95.1631
2020-10-14,94.8586
2020-10-13,94.5366
2020-10-12,94.0691
2020-10-09,93.6006
2020-10-08,93.2306
2020-10-07,92.9892
2020-10-06,93.0524
2020-10-05,93.1948
2020-10-02,93.2919
2020-10-01,93.3556
2020-09-30,93.3621
2020-09-29,93.3919
2020-09-28,93.5356
2020-09-25,93.7557
2020-09-24,94.0851
2020-09-23,94.4160
2020-09-22,94.6120
2020-09-21,94.7592
2020-09-18,94.8816
2020-09-17,94.9298
2020-09-16,94.9596
2020-09-15,95.0377
2020-09-14,95.1548
2020-09-11,95.2501
2020-09-10,95.3835
2020-09-09,95.5468
2020-09-08,95.7013
2020-09-04,95.8393
2020-09-03,95.9284
2020-09-02,95.9946
2020-09-01,96.0338
2020-08-31,96.1195
2020-08-28,96.1255
2020-08-27,96.0686
2020-08-26,95.9746
2020-08-25,95.8545
2020-08-24,95.7406
2020-08-21,95.6701
2020-08-20,95.6962
2020-08-19,95.7275
2020-08-18,95.7726
2020-08-17,95.8098
2020-08-14,95.7551
2020-08-13,95.6344
2020-08-12,95.3986
2020-08-11,95.0696
2020-08-10,94.6627
2020-08-07,94.2165
2020-08-06,93.8905
2020-08-05,93.6258
2020-08-04,93.4014
2020-08-03,93.2301
2020-07-31,93.0630
2020-07-30,92.8829
2020-07-29,92.6629
2020-07-28,92.3623
2020-07-27,92.1205
2020-07-24,91.8549
2020-07-23,91.6831
2020-07-22,91.5323
2020-07-21,91.4091
2020-07-20,91.3724
2020-07-17,91.3673
2020-07-16,91.4048
2020-07-15,91.6162
2020-07-14,92.0563
2020-07-13,92.6112
2020-07-10,92.9838
2020-07-09,93.3267
2020-07-08,93.6457
2020-07-07,93.8173
2020-07-06,93.9306
2020-07-02,93.9424
2020-07-01,93.8788
2020-06-30,93.7850
2020-06-29,93.6773
2020-06-26,93.5809
2020-06-25,93.5896
2020-06-24,93.6747
2020-06-23,93.7633
2020-06-22,93.8304
2020-06-19,93.8880
2020-06-18,93.8992
2020-06-17,93.8736
2020-06-16,93.8611
2020-06-15,93.9161
2020-06-12,94.0082
2020-06-11,94.0262
2020-06-10,93.9306
2020-06-09,93.6143
2020-06-08,93.2378
2020-06-05,92.8376
2020-06-04,92.5197
2020-06-03,92.2668
2020-06-02,92.0247
2020-06-01,91.8407
2020-05-29,91.6700
2020-05-28,91.5424
2020-05-27,91.5034
2020-05-26,91.5861
2020-05-22,91.7659
2020-05-21,91.9172
2020-05-20,92.0702
2020-05-19,92.1198
2020-05-18,92.1078
2020-05-15,92.0352
2020-05-14,91.9667
2020-05-13,91.9658
2020-05-12,91.8894
2020-05-11,91.6941
2020-05-08,91.5243
2020-05-07,91.2782
2020-05-06,90.9170
2020-05-05,90.3772
2020-05-04,89.6737
2020-05-01,89.0412
2020-04-30,88.2940
2020-04-29,87.5721
2020-04-28,86.8139
2020-04-27,85.8813
2020-04-24,84.8630
2020-04-23,84.0843
2020-04-22,83.4306
2020-04-21,82.9882
2020-04-20,82.6057
2020-04-17,82.4825
2020-04-16,82.6440
2020-04-15,83.0011
2020-04-14,83.4783
2020-04-13,84.0496
2020-04-09,84.9635
2020-04-08,85.9530
2020-04-07,87.0599
2020-04-06,88.1207
2020-04-03,89.0173
2020-04-02,90.1339
2020-04-01,91.4208
2020-03-31,93.2996
2020-03-30,95.0701
2020-03-27,96.3973
2020-03-26,97.5477
2020-03-25,98.7197
2020-03-24,99.6652
2020-03-23,100.4644
2020-03-20,101.2801
2020-03-19,102.0736
2020-03-18,102.8309
2020-03-17,103.5971
2020-03-16,104.4033
2020-03-13,105.3108
2020-03-12,106.1945
2020-03-11,107.0436
2020-03-10,107.6766
2020-03-09,108.2863
2020-03-06,108.9314
2020-03-05,109.4937
2020-03-04,110.0713
2020-03-03,110.6021
2020-03-02,111.1012
2020-02-28,111.4579
2020-02-27,111.6330
2020-02-26,111.6077
2020-02-25,111.4402
2020-02-24,111.1958
2020-02-21,110.8574
2020-02-20,110.2338
2020-02-19,109.7513
2020-02-18,109.1453
2020-02-14,108.3831
2020-02-13,107.6968
2020-02-12,106.9324
2020-02-11,106.3366
2020-02-10,105.6314
2020-02-07,104.9195
2020-02-06,104.2462
2020-02-05,103.6320
2020-02-04,103.1617
2020-02-03,102.8157
2020-01-31,102.5272
2020-01-30,102.2881
2020-01-29,102.1758
2020-01-28,102.0566
2020-01-27,101.9270
2020-01-24,101.7186
2020-01-23,101.3888
2020-01-22,101.0262
2020-01-21,100.6643
2020-01-17,100.4408
2020-01-16,100.3097
2020-01-15,100.2192
2020-01-14,100.1575
2020-01-13,100.0687
2020-01-10,99.9644
2020-01-09,99.8774
2020-01-08,99.8267
2020-01-07,99.8243
2020-01-06,99.8397
2020-01-03,99.8258
2020-01-02,99.7997
2019-12-31,99.7751
2019-12-30,99.7621
2019-12-27,99.7177
2019-12-26,99.5723
2019-12-24,99.4104
2019-12-23,99.2641
2019-12-20,99.1523
2019-12-19,99.1335
2019-12-18,99.1465
2019-12-17,99.1837
2019-12-16,99.2118
2019-12-13,99.2036
2019-12-12,99.1879
2019-12-11,99.1957
2019-12-10,99.2232
2019-12-09,99.2684
2019-12-06,99.3647
2019-12-05,99.5260
2019-12-04,99.7340
2019-12-03,99.9589
2019-12-02,100.1412
2019-11-29,100.2399
2019-11-27,100.2196
2019-11-26,100.1382
2019-11-25,100.0137
2019-11-22,99.9348
2019-11-21,99.8963
2019-11-20,99.8445
2019-11-19,99.7841
2019-11-18,99.7036
2019-11-15,99.6296
2019-11-14,99.6105
2019-11-13,99.6552
2019-11-12,99.7410
2019-11-11,99.9207
2019-11-08,100.0910
2019-11-07,100.2151
2019-11-06,100.3436
2019-11-05,100.4964
2019-11-04,100.6754
2019-11-01,100.9835
2019-10-31,101.3931
2019-10-30,101.7398
2019-10-29,101.9934
2019-10-28,102.2037
2019-10-25,102.3816
2019-10-24,102.6928
2019-10-23,103.0197
2019-10-22,103.3355
2019-10-21,103.6461
2019-10-18,103.9398
2019-10-17,104.1582
2019-10-16,104.2824
2019-10-15,104.3069
2019-10-14,104.3504
2019-10-11,104.4091
2019-10-10,104.4738
2019-10-09,104.5357
2019-10-08,104.4919
2019-10-07,104.3587
2019-10-04,104.0499
2019-10-03,103.6373
2019-10-02,103.2388
2019-10-01,102.7276
2019-09-30,102.2766
2019-09-27,101.8179
2019-09-26,101.4661
2019-09-25,101.1617
2019-09-24,100.8500
2019-09-23,100.6434
2019-09-20,100.5666
2019-09-19,100.6159
2019-09-18,100.7063
2019-09-17,100.8809
2019-09-16,100.9936
2019-09-13,101.1384
2019-09-12,101.3721
2019-09-11,101.4360
2019-09-10,101.2852
2019-09-09,101.0323
2019-09-06,100.9325
2019-09-05,101.0814
2019-09-04,101.3998
2019-09-03,101.7721
2019-08-30,102.1425
2019-08-29,102.3579
2019-08-28,102.5533
2019-08-27,102.8250
2019-08-26,103.1492
2019-08-23,103.5012
2019-08-22,103.7563
2019-08-21,103.9577
2019-08-20,104.1504
2019-08-19,104.3206
2019-08-16,104.4645
2019-08-15,104.6408
2019-08-14,104.8345
2019-08-13,105.0193
2019-08-12,105.0921
2019-08-09,105.1173
2019-08-08,105.0296
2019-08-07,104.8909
2019-08-06,104.6615
2019-08-05,104.3693
2019-08-02,103.9984
2019-08-01,103.5139
2019-07-31,103.0963
2019-07-30,102.7413
2019-07-29,102.4009
2019-07-26,102.0272
2019-07-25,101.5968
2019-07-24,101.2873
2019-07-23,101.1611
2019-07-22,101.0706
2019-07-19,100.9470
2019-07-18,100.7555
2019-07-17,100.4892
2019-07-16,100.2177
2019-07-15,99.8771
2019-07-12,99.6384
2019-07-11,99.4732
2019-07-10,99.3781
2019-07-09,99.2838
2019-07-08,99.1505
2019-07-05,98.9598
2019-07-03,98.7263
2019-07-02,98.4711
2019-07-01,98.3719
2019-06-28,98.2817
2019-06-27,98.2016
2019-06-26,98.0599
2019-06-25,97.7064
2019-06-24,97.3887
2019-06-21,96.9676
2019-06-20,96.6373
2019-06-19,96.2808
2019-06-18,96.0131
2019-06-17,95.8141
2019-06-14,95.6917
2019-06-13,95.6140
2019-06-12,95.5942
2019-06-11,95.6873
2019-06-10,95.7927
2019-06-07,95.8506
2019-06-06,95.9552
2019-06-05,96.0823
2019-06-04,96.2473
2019-06-03,96.5490
2019-05-31,96.9644
2019-05-30,97.3430
2019-05-29,97.7048
2019-05-28,98.0352
2019-05-24,98.3116
2019-05-23,98.5286
2019-05-22,98.6944
2019-05-21,98.8004
2019-05-20,98.9074
2019-05-17,99.0842
2019-05-16,99.2628
2019-05-15,99.5153
2019-05-14,99.8666
2019-05-13,100.2022
2019-05-10,100.5194
2019-05-09,100.7677
2019-05-08,100.9522
2019-05-07,101.1340
2019-05-06,101.2962
2019-05-03,101.3889
2019-05-02,101.4609
2019-05-01,101.4992
2019-04-30,101.5471
2019-04-29,101.6382
2019-04-26,101.7505
2019-04-25,101.8163
2019-04-24,101.8581
2019-04-23,101.8853
2019-04-22,101.8743
2019-04-18,101.8697
2019-04-17,101.8089
2019-04-16,101.7206
2019-04-15,101.5580
2019-04-12,101.3842
2019-04-11,101.2126
2019-04-10,101.0321
2019-04-09,100.8499
2019-04-08,100.6325
2019-04-05,100.3541
2019-04-04,100.0420
2019-04-03,99.8015
2019-04-02,99.6031
2019-04-01,99.4848
2019-03-29,99.4027
2019-03-28,99.3650
2019-03-27,99.3117
2019-03-26,99.2047
2019-03-25,99.0553
2019-03-22,98.8762
2019-03-21,98.6461
2019-03-20,98.4310
2019-03-19,98.2171
2019-03-18,98.0213
2019-03-15,97.8923
2019-03-14,97.7924
2019-03-13,97.7358
2019-03-12,97.6903
2019-03-11,97.6531
2019-03-08,97.6607
2019-03-07,97.6253
2019-03-06,97.5344
2019-03-05,97.4147
2019-03-04,97.2770
2019-03-01,97.0132
2019-02-28,96.6380
2019-02-27,96.1468
2019-02-26,95.4908
2019-02-25,94.9666
2019-02-22,94.4447
2019-02-21,93.9309
2019-02-20,93.4222
2019-02-19,92.8893
2019-02-15,92.2748
2019-02-14,91.5765
2019-02-13,90.7626
2019-02-12,89.9432
2019-02-11,89.1876
2019-02-08,88.3246
2019-02-07,87.5264
2019-02-06,86.8362
2019-02-05,86.3630
2019-02-04,86.0341
2019-02-01,85.7648
2019-01-31,85.4999
2019-01-30,85.1620
2019-01-29,84.7984
2019-01-28,84.3552
2019-01-25,83.8823
2019-01-24,83.4548
2019-01-23,83.0773
2019-01-22,82.7917
2019-01-18,82.6388
2019-01-17,82.5307
2019-01-16,82.4503
2019-01-15,82.4444
2019-01-14,82.4639
2019-01-11,82.5096
2019-01-10,82.5558
2019-01-09,82.5934
2019-01-08,82.6430
2019-01-07,82.7314
2019-01-04,82.9409
2019-01-03,83.1305
2019-01-02,83.2991
2018-12-31,83.4805
2018-12-28,83.6731
2018-12-27,83.9384
2018-12-26,84.2652
2018-12-24,84.6604
2018-12-21,84.9681
2018-12-20,85.1395
2018-12-19,85.2803
2018-12-18,85.3783
2018-12-17,85.5020
2018-12-14,85.6028
2018-12-13,85.6321
2018-12-12,85.6820
2018-12-11,85.7530
2018-12-10,85.7748
2018-12-07,85.6972
2018-12-06,85.4733
2018-12-04,85.1453
2018-12-03,84.8854
2018-11-30,84.8288
2018-11-29,85.0648
2018-11-28,85.5512
2018-11-27,86.2666
2018-11-26,87.1759
2018-11-23,88.3737
2018-11-21,89.7067
2018-11-20,91.0533
2018-11-19,92.2235
2018-11-16,93.2919
2018-11-15,94.0478
2018-11-14,94.6984
2018-11-13,95.2555
2018-11-12,95.8002
2018-11-09,96.3421
2018-11-08,96.7730
2018-11-07,97.2034
2018-11-06,97.6226
2018-11-05,97.9640
2018-11-02,98.3619
2018-11-01,98.8083
2018-10-31,99.3105
2018-10-30,99.8044
2018-10-29,100.2668
2018-10-26,100.6828
2018-10-25,101.1191
2018-10-24,101.5991
2018-10-23,102.0269
2018-10-22,102.3703
2018-10-19,102.7027
2018-10-18,102.9973
2018-10-17,103.2353
2018-10-16,103.4077
2018-10-15,103.5232
2018-10-12,103.6738
2018-10-11,103.8127
2018-10-10,103.9561
2018-10-09,104.0531
2018-10-08,104.1200
2018-10-05,104.1911
2018-10-04,104.2102
2018-10-03,104.1602
2018-10-02,104.0586
2018-10-01,103.9085
2018-09-28,103.7611
2018-09-27,103.6174
2018-09-26,103.4483
2018-09-25,103.2604
2018-09-24,103.1110
2018-09-21,102.9393
2018-09-20,102.7757
2018-09-19,102.6209
2018-09-18,102.4996
2018-09-17,102.3710
2018-09-14,102.2743
2018-09-13,102.1992
2018-09-12,102.1437
2018-09-11,102.1440
2018-09-10,102.1521
2018-09-07,102.1463
2018-09-06,102.1060
2018-09-05,102.0019
2018-09-04,101.8643
2018-08-31,101.7307
2018-08-30,101.5956
2018-08-29,101.5042
2018-08-28,101.4125
2018-08-27,101.3113
2018-08-24,101.1959
2018-08-23,101.0387
2018-08-22,100.9268
2018-08-21,100.8738
2018-08-20,100.8353
2018-08-17,100.8110
2018-08-16,100.7951
2018-08-15,100.8032
2018-08-14,100.7738
2018-08-13,100.7890
2018-08-10,100.7880
2018-08-09,100.7365
2018-08-08,100.6496
2018-08-07,100.5060
2018-08-06,100.3149
2018-08-03,100.1056
2018-08-02,99.8710
2018-08-01,99.7365
2018-07-31,99.5701
2018-07-30,99.3742
2018-07-27,99.2025
2018-07-26,99.0456
2018-07-25,98.9123
2018-07-24,98.7698
2018-07-23,98.6461
2018-07-20,98.5473
2018-07-19,98.4637
2018-07-18,98.3941
2018-07-17,98.3703
2018-07-16,98.3678
2018-07-13,98.3333
2018-07-12,98.2873
2018-07-11,98.2959
2018-07-10,98.3107
2018-07-09,98.3149
2018-07-06,98.3919
2018-07-05,98.4883
2018-07-03,98.6550
2018-07-02,98.8178
2018-06-29,99.0170
2018-06-28,99.2049
2018-06-27,99.4020
2018-06-26,99.5692
2018-06-25,99.6529
2018-06-22,99.6791
2018-06-21,99.7109
2018-06-20,99.7338
2018-06-19,99.7652
2018-06-18,99.7829
2018-06-15,99.7832
2018-06-14,99.7335
2018-06-13,99.6762
2018-06-12,99.5801
2018-06-11,99.4793
2018-06-08,99.3705
2018-06-07,99.2534
2018-06-06,99.1835
2018-06-05,99.1173
2018-06-04,99.0813
2018-06-01,99.0605
2018-05-31,99.0872
2018-05-30,99.1091
2018-05-29,99.1548
2018-05-25,99.2038
2018-05-24,99.2258
2018-05-23,99.2252
2018-05-22,99.1984
2018-05-21,99.1612
2018-05-18,99.1340
2018-05-17,99.1346
2018-05-16,99.2125
2018-05-15,99.3802
2018-05-14,99.6398
2018-05-11,99.9979
2018-05-10,100.2913
2018-05-09,100.8016
2018-05-08,101.3347
2018-05-07,101.8803
2018-05-04,102.3823
2018-05-03,102.7346
2018-05-02,103.0854
2018-05-01,103.3567
2018-04-30,103.5457
2018-04-27,103.7704
2018-04-26,103.9551
2018-04-25,104.1462
2018-04-24,104.3419
2018-04-23,104.5296
2018-04-20,104.7843
2018-04-19,105.0233
2018-04-18,105.1834
2018-04-17,105.2320
2018-04-16,105.1709
2018-04-13,105.1723
2018-04-12,105.2740
2018-04-11,105.3815
2018-04-10,105.5496
2018-04-09,105.7587
2018-04-06,105.9929
2018-04-05,106.1938
2018-04-04,106.3346
2018-04-03,106.5153
2018-04-02,106.6993
2018-03-29,106.8474
2018-03-28,106.9468
2018-03-27,107.0514
2018-03-26,107.1895
2018-03-23,107.3315
2018-03-22,107.4574
2018-03-21,107.4252
2018-03-20,107.2981
2018-03-19,107.2262
2018-03-16,107.1082
2018-03-15,106.9229
2018-03-14,106.6900
2018-03-13,106.3944
2018-03-12,106.0823
2018-03-09,105.7728
2018-03-08,105.5368
2018-03-07,105.4401
2018-03-06,105.4368
2018-03-05,105.5863
2018-03-02,105.9033
2018-03-01,106.3288
2018-02-28,106.7041
2018-02-27,107.0588
2018-02-26,107.3284
2018-02-23,107.6538
2018-02-22,108.0077
2018-02-21,108.4522
2018-02-20,108.7279
2018-02-16,108.9344
2018-02-15,109.0139
2018-02-14,109.0442
2018-02-13,109.0718
2018-02-12,109.1799
2018-02-09,109.3316
2018-02-08,109.4370
2018-02-07,109.4471
2018-02-06,109.4650
2018-02-05,109.3614
2018-02-02,109.2345
2018-02-01,109.0751
2018-01-31,109.0358
2018-01-30,108.9412
2018-01-29,108.7964
2018-01-26,108.4677
2018-01-25,108.1629
2018-01-24,107.8988
2018-01-23,107.5742
2018-01-22,107.2578
2018-01-19,106.9760
2018-01-18,106.6752
2018-01-17,106.3530
2018-01-16,106.0941
2018-01-12,105.8555
2018-01-11,105.5865
2018-01-10,105.3089
2018-01-09,105.0183
2018-01-08,104.7728
2018-01-05,104.5272
2018-01-04,104.2726
2018-01-03,104.0475
2018-01-02,103.8718
2017-12-29,103.7346
2017-12-28,103.5930
2017-12-27,103.4355
2017-12-26,103.3455
2017-12-22,103.2150
2017-12-21,103.1317
2017-12-20,103.0842
2017-12-19,103.0430
2017-12-18,103.0256
2017-12-15,103.0428
2017-12-14,103.0269
2017-12-13,102.9560
2017-12-12,102.8650
2017-12-11,102.7526
2017-12-08,102.6530
2017-12-07,102.5452
2017-12-06,102.4136
2017-12-05,102.2421
2017-12-04,102.0714
2017-12-01,101.9345
2017-11-30,101.8585
2017-11-29,101.8095
2017-11-28,101.7671
2017-11-27,101.7676
2017-11-24,101.7667
2017-11-22,101.7555
2017-11-21,101.7942
2017-11-20,101.8864
2017-11-17,102.0859
2017-11-16,102.4063
2017-11-15,102.8047
2017-11-14,103.1799
2017-11-13,103.3708
2017-11-10,103.3664
2017-11-09,103.1148
2017-11-08,102.8246
2017-11-07,102.6329
2017-11-06,102.4253
2017-11-03,102.2580
2017-11-02,102.0480
2017-11-01,101.8086
2017-10-31,101.5737
2017-10-30,101.3507
2017-10-27,101.1178
2017-10-26,100.8752
2017-10-25,100.5187
2017-10-24,100.1058
2017-10-23,99.6774
2017-10-20,99.1731
2017-10-19,98.6901
2017-10-18,98.3211
2017-10-17,98.0936
2017-10-16,98.0216
2017-10-13,97.9526
2017-10-12,97.8870
2017-10-11,97.8134
2017-10-10,97.7101
2017-10-09,97.5700
2017-10-06,97.4073
2017-10-05,97.2627
2017-10-04,97.1280
2017-10-03,96.9983
2017-10-02,96.8548
2017-09-29,96.7373
2017-09-28,96.6301
2017-09-27,96.5126
2017-09-26,96.3914
2017-09-25,96.2309
2017-09-22,96.0912
2017-09-21,96.0166
2017-09-20,95.9382
2017-09-19,95.8603
2017-09-18,95.7790
2017-09-15,95.7042
2017-09-14,95.6329
2017-09-13,95.5827
2017-09-12,95.5586
2017-09-11,95.5668
2017-09-08,95.6065
2017-09-07,95.6826
2017-09-06,95.7276
2017-09-05,95.7957
2017-09-01,95.9055
2017-08-31,96.0637
2017-08-30,96.2924
2017-08-29,96.3797
2017-08-28,96.3701
2017-08-25,96.2382
2017-08-24,96.1538
2017-08-23,96.1708
2017-08-22,96.2362
2017-08-21,96.4698
2017-08-18,96.6958
2017-08-17,96.9856
2017-08-16,97.2272
2017-08-15,97.4187
2017-08-14,97.5649
2017-08-11,97.7566
2017-08-10,97.9267
2017-08-09,98.1500
2017-08-08,98.4361
2017-08-07,98.7124
2017-08-04,99.0006
2017-08-03,99.3080
2017-08-02,99.6319
2017-08-01,99.9357
2017-07-31,100.1693
2017-07-28,100.3695
2017-07-27,100.5904
2017-07-26,100.8312
2017-07-25,101.0976
2017-07-24,101.3870
2017-07-21,101.6624
2017-07-20,101.8889
2017-07-19,102.0766
2017-07-18,102.2023
2017-07-17,102.2439
2017-07-14,102.2667
2017-07-13,102.2823
2017-07-12,102.3088
2017-07-11,102.3095
2017-07-10,102.2962
2017-07-07,102.2570
2017-07-06,102.2132
2017-07-05,102.1755
2017-07-03,102.1078
2017-06-30,102.0208
2017-06-29,101.9477
2017-06-28,101.8511
2017-06-27,101.7590
2017-06-26,101.6661
2017-06-23,101.5641
2017-06-22,101.4769
2017-06-21,101.4182
2017-06-20,101.3736
2017-06-19,101.3068
2017-06-16,101.2257
2017-06-15,101.1177
2017-06-14,101.0194
2017-06-13,100.9400
2017-06-12,100.9104
2017-06-09,100.9288
2017-06-08,101.0156
2017-06-07,101.1682
2017-06-06,101.3242
2017-06-05,101.4759
2017-06-02,101.6352
2017-06-01,101.8117
2017-05-31,101.9856
2017-05-30,102.1620
2017-05-26,102.3331
2017-05-25,102.5047
2017-05-24,102.7064
2017-05-23,102.9829
2017-05-22,103.4449
2017-05-19,103.9393
2017-05-18,104.4471
2017-05-17,104.9511
2017-05-16,105.3086
2017-05-15,105.7933
2017-05-12,106.3256
2017-05-11,106.8822
2017-05-10,107.4128
2017-05-09,107.9173
2017-05-08,108.4058
2017-05-05,108.8547
2017-05-04,109.3936
2017-05-03,109.8989
2017-05-02,110.3404
2017-05-01,110.8107
2017-04-28,111.3047
2017-04-27,111.8276
2017-04-26,112.2697
2017-04-25,112.7028
2017-04-24,113.1806
2017-04-21,113.7011
2017-04-20,114.1756
2017-04-19,114.5876
2017-04-18,114.9086
2017-04-17,115.1076
2017-04-13,115.3040
2017-04-12,115.5641
2017-04-11,115.7636
2017-04-10,115.9627
2017-04-07,116.1383
2017-04-06,116.2846
2017-04-05,116.4097
2017-04-04,116.5484
2017-04-03,116.6772
2017-03-31,116.8069
2017-03-30,116.9268
2017-03-29,117.0680
2017-03-28,117.1776
2017-03-27,117.2612
2017-03-24,117.3192
2017-03-23,117.3508
2017-03-22,117.4063
2017-03-21,117.4842
2017-03-20,117.6208
2017-03-17,117.7718
2017-03-16,117.9031
2017-03-15,118.0148
2017-03-14,118.0887
2017-03-13,118.1371
2017-03-10,118.1277
2017-03-09,118.1098
2017-03-08,118.0719
2017-03-07,117.9610
2017-03-06,117.8837
2017-03-03,117.7783
2017-03-02,117.7096
2017-03-01,117.6072
2017-02-28,117.4490
2017-02-27,117.2342
2017-02-24,117.0167
2017-02-23,116.6965
2017-02-22,116.4209
2017-02-21,116.1752
2017-02-17,115.9374
2017-02-16,115.5816
2017-02-15,115.0838
2017-02-14,114.5961
2017-02-13,114.1013
2017-02-10,113.6497
2017-02-09,113.2607
2017-02-08,112.9215
2017-02-07,112.6203
2017-02-06,112.3410
2017-02-03,112.0334
2017-02-02,111.7520
2017-02-01,111.5411
2017-01-31,111.3320
2017-01-30,111.0285
2017-01-27,110.6327
2017-01-26,110.1761
2017-01-25,109.7430
2017-01-24,109.3913
2017-01-23,109.1926
2017-01-20,109.0971
2017-01-19,109.0580
2017-01-18,109.0636
2017-01-17,109.0623
2017-01-13,109.0491
2017-01-12,109.0678
2017-01-11,109.0800
2017-01-10,109.0745
2017-01-09,109.0300
2017-01-06,108.9236
2017-01-05,108.7343
2017-01-04,108.4925
2017-01-03,108.2201
2016-12-30,107.9820
2016-12-29,107.7678
2016-12-28,107.5584
2016-12-27,107.4040
2016-12-23,107.1787
2016-12-22,106.8898
2016-12-21,106.5478
2016-12-20,106.2222
2016-12-19,105.8864
2016-12-16,105.4829
2016-12-15,105.0347
2016-12-14,104.5261
2016-12-13,104.1155
2016-12-12,103.8571
2016-12-09,103.6554
2016-12-08,103.4069
2016-12-07,103.1198
2016-12-06,102.8578
2016-12-05,102.6328
2016-12-02,102.3815
2016-12-01,102.1040
2016-11-30,101.8011
2016-11-29,101.4631
2016-11-28,101.1307
2016-11-25,100.8076
2016-11-23,100.5257
2016-11-22,100.3099
2016-11-21,100.1202
2016-11-18,99.9557
2016-11-17,99.7867
2016-11-16,99.6119
2016-11-15,99.4642
2016-11-14,99.3352
2016-11-11,99.2488
2016-11-10,99.2256
2016-11-09,99.2599
2016-11-08,99.3429
2016-11-07,99.4142
2016-11-04,99.4998
2016-11-03,99.5957
2016-11-02,99.6568
2016-11-01,99.7237
2016-10-31,99.7576
2016-10-28,99.8000
2016-10-27,99.8659
2016-10-26,99.9453
2016-10-25,100.0613
2016-10-24,100.1967
2016-10-21,100.3393
2016-10-20,100.4769
2016-10-19,100.5884
2016-10-18,100.6779
2016-10-17,100.7156
2016-10-14,100.7082
2016-10-13,100.7463
2016-10-12,100.7832
2016-10-11,100.8306
2016-10-10,100.8651
2016-10-07,100.8481
2016-10-06,100.8450
2016-10-05,100.8513
2016-10-04,100.8847
2016-10-03,100.9547
2016-09-30,101.0069
2016-09-29,101.0159
2016-09-28,101.1127
2016-09-27,101.2352
2016-09-26,101.4053
2016-09-23,101.6016
2016-09-22,101.7408
2016-09-21,101.8669
2016-09-20,102.0159
2016-09-19,102.1946
2016-09-16,102.4139
2016-09-15,102.6408
2016-09-14,102.8289
2016-09-13,103.0114
2016-09-12,103.1724
2016-09-09,103.3110
2016-09-08,103.4387
2016-09-07,103.5115
2016-09-06,103.5462
2016-09-02,103.6332
2016-09-01,103.7167
2016-08-31,103.7511
2016-08-30,103.7517
2016-08-29,103.7372
2016-08-26,103.7569
2016-08-25,103.7941
2016-08-24,103.8009
2016-08-23,103.7477
2016-08-22,103.5944
2016-08-19,103.3873
2016-08-18,103.0863
2016-08-17,102.6954
2016-08-16,102.2240
2016-08-15,101.7171
2016-08-12,101.1930
2016-08-11,100.8547
2016-08-10,100.7063
