time,PHASE,QUADRATURE
2019-05-13,0.0632,-1.9328
2019-05-10,0.0499,-0.8479
2019-05-09,0.4599,-1.1939
2019-05-08,0.9108,0.4691
2019-05-07,0.1738,1.4899
2019-05-06,-0.2028,1.1384
2019-05-03,-0.5940,1.2283
2019-05-02,-0.7049,0.4492
2019-05-01,-0.4923,2.3322
2019-04-30,-1.8870,2.9781
2019-04-29,-2.4530,1.2663
2019-04-26,-3.0470,-1.2170
2019-04-25,-1.6147,-4.4533
2019-04-24,0.4048,-2.9000
2019-04-23,0.5170,-0.9458
2019-04-22,0.7903,-0.0979
2019-04-18,0.3851,1.1610
2019-04-17,-0.2454,0.7731
2019-04-16,-0.2892,-0.4638
2019-04-15,0.1607,-0.7609
2019-04-12,0.2045,-1.3310
2019-04-11,0.9870,-2.1078
2019-04-10,1.7453,-1.5293
2019-04-09,2.2283,-0.2232
2019-04-08,1.9719,1.6341
2019-04-05,0.9781,2.5800
2019-04-04,0.0467,1.9647
2019-04-03,-0.2237,0.7379
2019-04-02,-0.3108,0.7635
2019-04-01,-0.8414,-0.8190
2019-03-29,0.2632,-2.2456
2019-03-28,0.7120,-1.0555
2019-03-27,0.7932,-1.8399
2019-03-26,1.6764,-1.6121
2019-03-25,1.6160,-0.6267
2019-03-22,1.8288,-1.3751
2019-03-21,2.3578,-0.3304
2019-03-20,2.3885,2.0318
2019-03-19,1.7305,5.5770
2019-03-18,-0.4012,8.4433
2019-03-15,-2.6227,4.3224
2019-03-14,-2.3621,-1.2210
2019-03-13,-1.5053,-2.0606
2019-03-12,-1.0856,-2.2979
2019-03-11,-0.4986,-1.5557
2019-03-08,-0.5894,-0.6874
2019-03-07,-0.4443,-2.2528
2019-03-06,0.6048,-2.3377
2019-03-05,0.9620,-0.9807
2019-03-04,1.0973,-0.1993
2019-03-01,0.8224,0.3939
2019-02-28,0.5651,-0.8158
2019-02-27,1.2428,-2.4436
2019-02-26,2.0762,-1.5319
2019-02-25,1.9964,-0.7542
2019-02-22,2.4797,-0.8885
2019-02-21,2.7611,2.1350
2019-02-20,1.3196,3.6420
2019-02-19,0.4051,2.1431
2019-02-15,-0.0067,0.1139
2019-02-14,0.6086,-1.6365
2019-02-13,1.2608,-0.6082
2019-02-12,1.0550,0.7303
2019-02-11,0.6050,0.9499
2019-02-08,0.2443,-1.1129
2019-02-07,0.9481,-3.5913
2019-02-06,1.6471,-6.3097
2019-02-05,3.6146,-10.8821
2019-02-04,6.3958,-8.6902
2019-02-01,7.4840,-4.7662
2019-01-31,9.0689,2.9899
2019-01-30,5.8971,11.8878
2019-01-29,2.3205,7.2084
2019-01-28,2.1408,4.4011
2019-01-25,0.6788,3.2373
2019-01-24,0.6615,0.4646
2019-01-23,0.3698,-0.3494
2019-01-22,0.7613,-3.0367
2019-01-18,2.1151,-3.8340
2019-01-17,3.1151,-3.0243
2019-01-16,3.8675,-1.0331
2019-01-15,3.7621,0.4184
2019-01-14,3.6823,2.5506
2019-01-11,1.8373,3.5850
2019-01-10,1.1750,-0.2913
2019-01-09,2.3518,-0.5346
2019-01-08,2.0848,1.5259
2019-01-07,1.9956,3.0201
2019-01-04,0.5975,7.7887
2019-01-03,-3.0767,7.6311
2019-01-02,-4.4092,1.8987
2018-12-31,-3.8321,-0.8023
2018-12-28,-3.1536,-1.8070
2018-12-27,-2.4396,-0.7833
2018-12-26,-3.0621,-0.7408
2018-12-24,-2.3312,-2.9002
2018-12-21,-0.7942,-2.3248
2018-12-20,-0.4310,-0.2741
2018-12-19,-0.6568,0.4584
2018-12-18,-0.9786,1.8836
2018-12-17,-2.3947,0.4214
2018-12-14,-1.5141,-2.9085
2018-12-13,-0.4396,-3.0504
2018-12-12,0.5480,-4.9623
2018-12-11,2.8570,-3.1021
2018-12-10,2.4017,-0.5031
2018-12-07,2.9505,-0.3060
2018-12-06,2.8074,2.7725
2018-12-04,1.4818,5.0150
2018-12-03,-0.3841,5.3021
2018-11-30,-1.8187,3.5053
2018-11-29,-2.5539,1.1020
2018-11-28,-2.3751,-2.5064
2018-11-27,-0.5199,-2.8819
2018-11-26,-0.2140,1.2235
2018-11-23,-1.4328,2.4974
2018-11-21,-2.3498,-0.1295
2018-11-20,-2.1811,-6.7184
2018-11-19,0.4161,-14.7290
2018-11-16,4.4593,-15.8928
2018-11-15,7.3574,-9.9411
2018-11-14,8.8312,1.5111
2018-11-13,7.0958,16.1219
2018-11-12,2.4111,25.5210
2018-11-09,-2.7029,25.7931
2018-11-08,-6.8441,21.5898
2018-11-07,-11.2159,12.9112
2018-11-06,-11.7847,-3.5353
2018-11-05,-9.2376,-13.3429
2018-11-02,-6.0059,-11.3228
2018-11-01,-4.7371,-7.0353
2018-10-31,-2.9820,-1.4891
2018-10-30,-3.8780,10.1907
2018-10-29,-7.6859,10.0190
2018-10-26,-9.7426,2.9878
2018-10-25,-9.8988,-8.9663
2018-10-24,-3.6873,-13.5472
2018-10-23,-0.7092,1.0266
2018-10-22,-4.5674,9.6024
2018-10-19,-7.1224,7.1188
2018-10-18,-8.4728,0.9569
2018-10-17,-6.9329,-6.7406
2018-10-16,-5.1595,-5.3718
2018-10-15,-5.0093,-5.5814
2018-10-12,-3.3878,-10.3096
2018-10-11,-0.5775,-9.5640
2018-10-10,1.2111,-6.2536
2018-10-09,1.9703,-1.8908
2018-10-08,1.5489,1.5524
2018-10-05,0.9122,1.2538
2018-10-04,0.9553,1.3883
2018-10-03,0.1149,1.4543
2018-10-02,-0.1579,-0.9863
2018-10-01,0.8681,-2.0191
2018-09-28,1.5915,-0.4764
2018-09-27,1.2092,0.7570
2018-09-26,0.6985,0.4462
2018-09-25,0.6577,-0.0495
2018-09-24,0.7977,-0.7703
2018-09-21,1.5521,-0.3952
2018-09-20,1.2890,1.1884
2018-09-19,0.5072,1.3052
2018-09-18,0.1577,1.1387
2018-09-17,-0.3428,0.6950
2018-09-14,-0.2378,-0.2559
2018-09-13,0.0347,0.1235
2018-09-12,-0.2902,0.2571
2018-09-11,-0.3088,-0.1957
2018-09-10,-0.2363,-0.5698
2018-09-07,0.1979,-0.9406
2018-09-06,0.6341,-0.3668
2018-09-05,0.5435,0.1868
2018-09-04,0.4320,0.5279
2018-08-31,-0.0255,0.5697
2018-08-30,-0.2451,-0.2488
2018-08-29,0.1030,-1.2054
2018-08-28,0.8868,-1.3507
2018-08-27,1.4106,-0.4818
2018-08-24,1.3904,0.9420
2018-08-23,0.6630,1.9702
2018-08-22,-0.2585,2.1778
2018-08-21,-1.1956,1.0848
2018-08-20,-1.1156,-0.9381
2018-08-17,-0.4271,-1.7437
2018-08-16,0.1726,-2.6966
2018-08-15,1.3755,-1.8636
2018-08-14,1.4390,-0.3749
2018-08-13,1.8618,1.1895
2018-08-10,0.6792,4.5352
2018-08-09,-1.4086,3.0287
2018-08-08,-1.3045,-0.0085
2018-08-07,-1.0160,-0.2449
2018-08-06,-0.9833,-0.9729
2018-08-03,-0.4512,-1.4828
2018-08-02,-0.0714,-0.6505
2018-08-01,-0.1775,-0.9601
2018-07-31,0.1961,-1.1282
2018-07-30,0.3769,-2.0496
2018-07-27,1.8589,-1.2495
2018-07-26,1.3692,3.5172
2018-07-25,-0.9084,2.1815
2018-07-24,-0.5368,-1.6100
2018-07-23,0.3611,-2.5926
2018-07-20,1.3576,-2.9053
2018-07-19,1.9584,-1.8484
2018-07-18,2.2470,-1.5983
2018-07-17,2.9575,-0.4729
2018-07-16,2.6678,1.5129
2018-07-13,1.9166,2.2031
2018-07-12,1.1334,2.0073
2018-07-11,0.7078,1.3370
2018-07-10,0.6060,1.0234
2018-07-09,0.4372,2.2222
2018-07-06,-0.7688,2.9713
2018-07-05,-1.6603,1.9286
2018-07-03,-2.0562,0.9864
2018-07-02,-2.1594,-0.0049
2018-06-29,-1.9327,-0.2305
2018-06-28,-1.9964,-0.6369
2018-06-27,-1.4811,-0.9478
2018-06-26,-1.2861,-0.7560
2018-06-25,-0.9934,-0.9141
2018-06-22,-0.8000,-1.0543
2018-06-21,-0.3814,-1.8170
2018-06-20,0.5224,-2.0293
2018-06-19,1.1346,-1.5718
2018-06-18,1.5636,-1.1098
2018-06-15,1.8128,-0.6137
2018-06-14,2.0029,0.1365
2018-06-13,1.7975,1.2695
2018-06-12,1.2625,2.0712
2018-06-11,0.4881,3.2502
2018-06-08,-0.7940,2.7925
2018-06-07,-1.1019,1.6614
2018-06-06,-1.7311,1.1570
2018-06-05,-1.8626,-1.1355
2018-06-04,-0.9532,-2.0047
2018-06-01,-0.4834,-1.6598
2018-05-31,0.0629,-1.7019
2018-05-30,0.5964,-0.7552
2018-05-29,0.4634,0.3692
2018-05-25,0.1497,-0.0852
2018-05-24,0.4340,-0.3423
2018-05-23,0.3269,-0.4982
2018-05-22,0.6706,-1.3614
2018-05-21,1.2588,-1.0796
2018-05-18,1.5402,-0.0682
2018-05-17,1.3637,1.1957
2018-05-16,0.6564,1.9637
2018-05-15,0.0459,1.6473
2018-05-14,-0.1743,1.8101
2018-05-11,-1.0632,2.5669
2018-05-10,-2.1987,0.7578
2018-05-09,-1.6639,-1.4157
2018-05-08,-1.0150,-1.5269
2018-05-07,-0.4528,-1.7625
2018-05-04,0.4308,-0.2896
2018-05-03,0.0504,2.6893
2018-05-02,-1.1036,5.0375
2018-05-01,-3.0757,8.1549
2018-04-30,-6.4025,6.3597
2018-04-27,-7.7500,1.2116
2018-04-26,-7.8812,-6.1824
2018-04-25,-3.1336,-13.2091
2018-04-24,1.3852,-7.6885
2018-04-23,1.1081,-3.8995
2018-04-20,2.7667,-3.1465
2018-04-19,2.8224,1.1724
2018-04-18,1.9741,1.6445
2018-04-17,1.5161,2.3920
2018-04-16,0.1712,1.7569
2018-04-13,0.4475,-0.7878
2018-04-12,1.4188,0.6658
2018-04-11,0.1710,3.1061
2018-04-10,-1.3515,0.7100
2018-04-09,-0.3171,-1.8449
2018-04-06,0.6749,0.5753
2018-04-05,-0.3610,2.2354
2018-04-04,-0.8031,3.0953
2018-04-03,-2.6694,4.6906
2018-04-02,-4.4983,0.7922
2018-03-29,-3.1119,-2.5558
2018-03-28,-2.1869,-1.7867
2018-03-27,-1.9298,-2.5315
2018-03-26,-0.6110,-3.0443
2018-03-23,0.2391,-1.3869
2018-03-22,0.0288,-0.9558
2018-03-21,0.4125,-2.0066
2018-03-20,1.4982,-2.3047
2018-03-19,2.2031,-0.0180
2018-03-16,1.2758,0.7588
2018-03-15,1.5048,0.0727
2018-03-14,1.4543,1.6296
2018-03-13,0.7520,2.0613
2018-03-12,0.0608,2.8784
2018-03-09,-1.5172,0.9498
2018-03-08,-0.8126,-2.5318
2018-03-07,0.4501,-3.0752
2018-03-06,1.8494,-1.7548
2018-03-05,1.8552,2.3045
2018-03-02,-0.2435,3.1265
2018-03-01,-1.0120,-0.6369
2018-02-28,0.0167,-4.1687
2018-02-27,1.8801,-5.0399
2018-02-26,3.4306,-3.7584
2018-02-23,4.5226,0.6900
2018-02-22,3.0394,6.4018
2018-02-21,0.6982,7.3080
2018-02-20,-0.8229,9.5606
2018-02-16,-4.4511,10.6989
2018-02-15,-6.1119,3.4800
2018-02-14,-5.2350,4.6416
2018-02-13,-8.3457,4.0419
2018-02-12,-7.8791,-6.6190
2018-02-09,-4.9124,-7.7419
2018-02-08,-3.5330,-6.1784
2018-02-07,-2.7217,-6.0204
2018-02-06,-1.1223,-7.2292
2018-02-05,1.3136,-5.0643
2018-02-02,1.6396,0.5005
2018-02-01,0.7329,2.8639
2018-01-31,0.1585,3.1892
2018-01-30,-1.1349,3.4586
2018-01-29,-2.5048,-2.2833
2018-01-26,0.2632,-8.2743
2018-01-25,3.2826,-2.9314
2018-01-24,2.0710,3.1351
2018-01-23,0.3567,1.6694
2018-01-22,0.5233,-1.2137
2018-01-19,1.2536,-2.6483
2018-01-18,2.0460,-4.2176
2018-01-17,3.3859,-5.0537
2018-01-16,4.7103,-3.4508
2018-01-12,5.5408,-0.5236
2018-01-11,5.2358,3.4666
2018-01-10,3.1352,5.6662
2018-01-09,1.3119,3.4890
2018-01-08,1.2113,1.3788
2018-01-05,1.0962,1.7991
2018-01-04,0.4719,1.8888
2018-01-03,0.0458,2.1414
2018-01-02,-0.7785,1.9445
2017-12-29,-0.9619,0.4363
2017-12-28,-0.6506,0.5464
2017-12-27,-0.9596,2.1225
2017-12-26,-2.0171,1.3538
2017-12-22,-2.0524,-1.6416
2017-12-21,-1.3172,-4.0046
2017-12-20,0.3148,-4.5373
2017-12-19,1.2102,-0.3345
2017-12-18,0.3080,2.6244
2017-12-15,-0.5709,1.5480
2017-12-14,-0.8539,-1.0005
2017-12-13,0.0166,-3.4915
2017-12-12,1.3279,-3.0884
2017-12-11,1.8139,-0.6893
2017-12-08,1.5207,0.2927
2017-12-07,1.4648,0.6199
2017-12-06,1.0697,0.9919
2017-12-05,0.7042,0.1180
2017-12-04,0.9110,-0.7929
2017-12-01,1.2752,-1.1637
2017-11-30,1.8738,-0.8202
2017-11-29,1.9825,1.1966
2017-11-28,1.0737,2.0275
2017-11-27,0.5776,2.2135
2017-11-24,-0.4406,2.2595
2017-11-22,-0.9601,0.6190
2017-11-21,-0.7756,0.0289
2017-11-20,-0.8587,-0.5265
2017-11-17,-0.2536,-0.6626
2017-11-16,-0.1874,0.6339
2017-11-15,-0.6784,1.2890
2017-11-14,-1.3211,1.1763
2017-11-13,-1.7477,-0.0907
2017-11-10,-1.2487,-1.4884
2017-11-09,-0.4363,-1.2533
2017-11-08,-0.1116,-0.0687
2017-11-07,-0.1737,1.7654
2017-11-06,-1.1733,3.8604
2017-11-03,-2.9503,3.5367
2017-11-02,-4.1660,-0.1442
2017-11-01,-3.6005,-6.2886
2017-10-31,-0.3406,-12.6920
2017-10-30,4.4762,-11.8442
2017-10-27,7.7198,-6.7798
2017-10-26,9.6812,2.4919
2017-10-25,5.3063,11.0005
2017-10-24,0.6862,7.5896
2017-10-23,0.1604,3.1045
2017-10-20,-0.3230,1.0062
2017-10-19,0.0207,-1.1776
2017-10-18,0.7412,-1.0948
2017-10-17,0.9299,0.2726
2017-10-16,0.3745,0.6136
2017-10-13,0.3102,-0.0935
2017-10-12,0.4572,-0.1179
2017-10-11,0.5500,-0.1923
2017-10-10,0.7234,0.5825
2017-10-09,0.0945,1.1155
2017-10-06,-0.2375,0.0290
2017-10-05,0.0281,-0.7515
2017-10-04,0.4224,-1.0078
2017-10-03,0.8000,-0.2846
2017-10-02,0.5093,0.6545
2017-09-29,0.3185,0.2005
2017-09-28,0.5579,0.7575
2017-09-27,0.0198,1.8755
2017-09-26,-0.7177,0.5514
2017-09-25,-0.5501,-1.5780
2017-09-22,0.1747,-3.2029
2017-09-21,1.3377,-2.7999
2017-09-20,1.9040,-0.7733
2017-09-19,1.8783,1.7351
2017-09-18,0.6462,3.4558
2017-09-15,-0.4501,0.9905
2017-09-14,0.1572,-0.6998
2017-09-13,0.2260,-0.4100
2017-09-12,0.5699,-0.9831
2017-09-11,0.7784,1.0344
2017-09-08,-0.1481,0.6846
2017-09-07,0.1446,-1.7376
2017-09-06,0.4840,-3.0165
2017-09-05,1.5345,-4.3547
2017-09-01,2.7626,-1.0438
2017-08-31,2.2600,3.3974
2017-08-30,1.0966,5.6891
2017-08-29,-0.3437,5.9030
2017-08-28,-1.4183,3.0262
2017-08-25,-1.6778,-1.0977
2017-08-24,-0.6100,-2.9006
2017-08-23,0.0595,-1.4182
2017-08-22,0.1450,-0.2636
2017-08-21,0.0943,0.7888
2017-08-18,-0.3556,1.5278
2017-08-17,-0.7978,0.9713
2017-08-16,-0.9184,0.3316
2017-08-15,-1.0323,-0.5290
2017-08-14,-0.5818,-1.7409
2017-08-11,0.0981,-0.8011
2017-08-10,-0.1164,0.1600
2017-08-09,-0.0460,0.2051
2017-08-08,-0.1796,1.3858
2017-08-07,-0.8952,1.4845
2017-08-04,-1.1610,1.0273
2017-08-03,-1.3983,0.8739
2017-08-02,-1.3933,1.3443
2017-08-01,-2.0472,2.8767
2017-07-31,-3.0490,1.9487
2017-07-28,-3.3056,1.0845
2017-07-27,-4.0342,-1.5011
2017-07-26,-2.3744,-4.7213
2017-07-25,-0.5860,-3.1478
2017-07-24,-0.2171,-1.9270
2017-07-21,0.4215,-1.0650
2017-07-20,0.3800,0.1282
2017-07-19,0.3039,0.7793
2017-07-18,-0.1526,1.3617
2017-07-17,-0.5726,1.2362
2017-07-14,-1.0903,0.8231
2017-07-13,-1.1733,-0.9981
2017-07-12,-0.2350,-1.4492
2017-07-11,-0.1447,0.1605
2017-07-10,-0.6031,-0.5734
2017-07-07,0.0621,-1.2067
2017-07-06,0.3312,-0.4351
2017-07-05,0.4381,0.1562
2017-07-03,0.1836,0.8953
2017-06-30,-0.2478,0.8024
2017-06-29,-0.4845,-0.0397
2017-06-28,-0.2405,-1.0601
2017-06-27,0.3312,-1.1448
2017-06-26,0.5929,-0.4738
2017-06-23,0.4894,0.0655
2017-06-22,0.2185,-0.7837
2017-06-21,0.7548,-2.3041
2017-06-20,1.7175,-1.5192
2017-06-19,1.9957,0.9528
2017-06-16,1.0819,3.0260
2017-06-15,-0.2211,2.4564
2017-06-14,-0.4877,0.2439
2017-06-13,-0.0556,-0.2235
2017-06-12,-0.1486,0.0753
2017-06-09,-0.1084,-0.3309
2017-06-08,0.0600,0.0887
2017-06-07,-0.2423,0.2601
2017-06-06,-0.2705,-0.9607
2017-06-05,0.3540,-1.3893
2017-06-02,0.6777,-0.4560
2017-06-01,0.5894,0.0741
2017-05-31,0.5834,0.3974
2017-05-30,0.4065,0.8290
2017-05-26,-0.0434,0.9479
2017-05-25,-0.3519,-0.8685
2017-05-24,0.7870,-1.4279
2017-05-23,1.0603,2.2862
2017-05-22,-0.5709,4.0341
2017-05-19,-1.5393,3.4000
2017-05-18,-2.4169,3.2775
2017-05-17,-3.1567,1.5786
2017-05-16,-3.2938,0.3125
2017-05-15,-3.4691,-1.8594
2017-05-12,-2.1641,-3.8267
2017-05-11,-1.0334,-2.1126
2017-05-10,-1.0356,-0.8337
2017-05-09,-0.9483,-0.7025
2017-05-08,-0.7651,-0.8066
2017-05-05,-0.3070,0.1711
2017-05-04,-0.6688,2.1035
2017-05-03,-1.2521,3.3375
2017-05-02,-2.3959,6.6481
2017-05-01,-5.0408,5.1218
2017-04-28,-5.7132,2.3704
2017-04-27,-6.8440,-1.2215
2017-04-26,-5.0160,-9.3928
2017-04-25,-1.0895,-5.9770
2017-04-24,-1.3703,-0.3936
2017-04-21,-1.6016,-0.4493
2017-04-20,-1.5592,1.0346
2017-04-19,-2.1171,0.9998
2017-04-18,-2.0918,-0.6287
2017-04-17,-1.9043,-1.0340
2017-04-13,-1.7481,-2.6013
2017-04-12,-0.7095,-3.8930
2017-04-11,0.1931,-1.9644
2017-04-10,0.1568,-0.1895
2017-04-07,0.0363,0.5319
2017-04-06,-0.2173,0.6087
2017-04-05,-0.1536,0.3813
2017-04-04,-0.2882,1.3794
2017-04-03,-0.8320,1.2311
2017-03-31,-0.7866,0.2234
2017-03-30,-0.7600,1.5135
2017-03-29,-1.6235,0.9122
2017-03-28,-1.3998,-1.3333
2017-03-27,-0.8219,-1.3244
2017-03-24,-0.3815,-0.3494
2017-03-23,-0.5024,2.3532
2017-03-22,-1.7003,3.3575
2017-03-21,-2.2047,0.9717
2017-03-20,-1.9974,-0.1067
2017-03-17,-2.0919,-0.6981
2017-03-16,-1.7650,-2.3744
2017-03-15,-0.8024,-2.2297
2017-03-14,-0.4367,-1.3223
2017-03-13,-0.1879,-0.7123
2017-03-10,-0.1880,-0.6461
2017-03-09,0.3104,-0.2932
2017-03-08,0.0279,1.3695
2017-03-07,-0.8543,0.4150
2017-03-06,-0.3733,-1.2501
2017-03-03,0.2304,-0.6831
2017-03-02,0.1983,0.0463
2017-03-01,-0.0601,-0.1395
2017-02-28,0.0145,-1.0391
2017-02-27,0.6472,-1.7905
2017-02-24,1.4898,-1.5720
2017-02-23,1.8868,-0.5997
2017-02-22,1.7946,-0.1278
2017-02-21,1.8770,-0.1001
2017-02-17,1.8235,0.4530
2017-02-16,1.4812,0.0891
2017-02-15,1.9121,0.1818
2017-02-14,1.6251,1.8182
2017-02-13,0.7551,2.4229
2017-02-10,-0.0008,2.7918
2017-02-09,-1.1757,2.2281
2017-02-08,-1.7756,0.0245
2017-02-07,-1.4338,-2.7806
2017-02-06,0.1698,-5.0059
2017-02-03,2.1666,-5.0914
2017-02-02,3.8739,-3.6640
2017-02-01,4.8478,-0.1228
2017-01-31,3.7948,2.5180
2017-01-30,2.6208,2.9293
2017-01-27,1.3622,3.5588
2017-01-26,-0.2010,1.9517
2017-01-25,0.0886,0.0285
2017-01-24,0.2232,0.5627
2017-01-23,-0.0158,0.5527
2017-01-20,-0.0848,1.1459
2017-01-19,-1.0822,1.1553
2017-01-18,-1.2842,-1.7787
2017-01-17,0.2866,-2.8449
2017-01-13,1.0399,-1.5345
2017-01-12,1.4567,-0.4762
2017-01-11,1.2805,1.5626
2017-01-10,0.1647,1.8663
2017-01-09,-0.1598,0.9059
2017-01-06,-0.3730,0.5044
2017-01-05,-0.3697,-0.1325
2017-01-04,-0.2149,-0.2064
2017-01-03,-0.1985,-0.1633
2016-12-30,-0.0616,-0.1025
2016-12-29,-0.0622,0.3054
2016-12-28,-0.4064,0.3464
2016-12-27,-0.6335,-1.1586
2016-12-23,0.2069,-2.8305
2016-12-22,1.3651,-3.4747
2016-12-21,2.4060,-2.6291
2016-12-20,2.5165,-2.3584
2016-12-19,3.4147,-3.2958
2016-12-16,4.6877,-0.9322
2016-12-15,4.5667,4.5345
2016-12-14,2.3645,9.7160
2016-12-13,-0.5627,8.8481
2016-12-12,-1.8167,5.0627
2016-12-09,-2.8900,0.9256
2016-12-08,-2.1880,-4.0159
2016-12-07,-0.4674,-5.2461
2016-12-06,0.8593,-4.0534
2016-12-05,1.4932,-1.7496
2016-12-02,1.2516,-0.8761
2016-12-01,1.6316,-1.9721
2016-11-30,2.5353,-0.6766
2016-11-29,2.2721,2.0922
2016-11-28,1.2220,2.7593
2016-11-25,0.4303,1.0225
2016-11-23,0.4185,-1.6113
2016-11-22,1.0174,-4.8410
2016-11-21,3.0474,-7.7171
2016-11-18,5.2603,-2.4413
2016-11-17,3.9789,3.6600
2016-11-16,2.9298,1.9413
2016-11-15,3.1928,3.2737
2016-11-14,1.5417,5.0433
2016-11-11,0.0601,3.0057
2016-11-10,-0.4131,1.1058
2016-11-09,-0.4399,-1.7451
2016-11-08,0.7721,-3.0027
2016-11-07,1.2526,-1.8626
2016-11-04,1.8272,-1.1721
2016-11-03,1.9662,2.2275
2016-11-02,0.6303,3.6100
2016-11-01,-0.0276,3.5396
2016-10-31,-1.1408,3.6139
2016-10-28,-1.6350,0.9706
2016-10-27,-1.4794,0.7581
2016-10-26,-2.1203,-0.2179
2016-10-25,-1.3157,-2.0367
2016-10-24,-0.4628,-0.2385
2016-10-21,-1.1019,0.7266
2016-10-20,-1.3319,0.3256
2016-10-19,-1.5194,-0.5053
2016-10-18,-0.7982,-1.1632
2016-10-17,-0.5740,0.1021
2016-10-14,-0.9565,-0.0746
2016-10-13,-0.6670,-0.3750
2016-10-12,-0.8986,-0.5135
2016-10-11,-0.5971,-2.5798
2016-10-10,0.6870,-3.1877
2016-10-07,1.5142,-1.5154
2016-10-06,1.7305,-0.1440
2016-10-05,1.5718,1.5660
2016-10-04,0.3849,2.1261
2016-10-03,-0.1843,0.2553
2016-09-30,0.4125,-0.5933
2016-09-29,0.6349,0.4760
2016-09-28,0.1727,0.8714
2016-09-27,-0.0491,1.3932
2016-09-26,-0.8739,1.6215
2016-09-23,-1.1090,0.8650
2016-09-22,-1.3753,1.7579
2016-09-21,-2.3504,0.6146
2016-09-20,-1.7143,-0.5242
2016-09-19,-2.0784,-0.0901
2016-09-16,-1.9929,-2.8705
2016-09-15,0.0678,-3.5502
2016-09-14,0.8019,-0.8680
2016-09-13,0.4491,0.0902
2016-09-12,0.3711,0.2276
2016-09-09,0.2160,0.4948
2016-09-08,0.1149,0.1716
2016-09-07,0.2724,0.6710
2016-09-06,-0.2716,1.3672
2016-09-02,-0.8087,0.8391
2016-09-01,-0.9413,0.1215
2016-08-31,-0.7466,-0.4525
2016-08-30,-0.4743,0.0238
2016-08-29,-0.7708,0.2079
2016-08-26,-0.5720,0.0656
2016-08-25,-0.7934,1.0445
2016-08-24,-1.4591,-0.0615
2016-08-23,-0.9519,-1.5896
2016-08-22,-0.4749,-2.3162
2016-08-19,0.4862,-3.0383
2016-08-18,1.1565,-1.8296
2016-08-17,1.1408,-1.7730
2016-08-16,1.8994,-2.3213
2016-08-15,2.6250,0.3299
2016-08-12,1.9573,4.1553
2016-08-11,0.4763,5.1001
2016-08-10,-0.4073,2.9724
2016-08-09,-0.4714,1.3613
2016-08-08,-0.7408,0.9223
2016-08-05,-0.9523,-1.1404
2016-08-04,-0.2758,-2.3598
2016-08-03,0.2744,-2.1913
2016-08-02,0.9302,-2.0361
2016-08-01,1.3907,-0.1936
2016-07-29,0.8997,0.6631
2016-07-28,0.8190,0.1139
2016-07-27,0.7454,-0.0135
2016-07-26,0.7092,-0.9643
2016-07-25,1.3167,-1.8626
2016-07-22,2.1162,-1.5326
2016-07-21,2.4926,-0.5182
2016-07-20,2.4243,0.2119
2016-07-19,2.2819,0.6740
2016-07-18,1.8917,1.0726
2016-07-15,1.2965,0.6656
2016-07-14,1.1562,-0.7551
2016-07-13,1.8241,-1.8000
2016-07-12,2.8618,-1.2689
2016-07-11,3.4653,2.1339
2016-07-08,1.8239,6.9417
2016-07-07,-1.3622,8.1608
2016-07-06,-4.3692,5.1631
2016-07-05,-5.6120,-2.0764
2016-07-01,-2.2940,-7.3607
2016-06-30,0.2877,-4.7469
2016-06-29,0.8111,-2.9833
2016-06-28,1.8795,-0.8329
2016-06-27,1.2389,2.1483
2016-06-24,0.3028,2.6200
2016-06-23,-0.5413,2.2845
2016-06-22,-1.0635,1.1470
2016-06-21,-1.2467,-0.0692
2016-06-20,-0.9812,-1.1283
2016-06-17,-0.3363,-1.4143
2016-06-16,0.1802,-0.8467
2016-06-15,0.2992,-0.0672
2016-06-14,0.0530,0.3004
2016-06-13,-0.1178,-0.2379
2016-06-10,0.1849,-0.6297
2016-06-09,0.3073,-0.9848
2016-06-08,0.9034,-1.8554
2016-06-07,1.8797,-1.5686
2016-06-06,2.3049,-0.8538
2016-06-03,2.7575,0.2982
2016-06-02,2.1286,2.3697
2016-06-01,0.6783,2.5419
2016-05-31,0.0081,2.0925
2016-05-27,-0.9705,1.5706
2016-05-26,-1.2627,-0.1156
2016-05-25,-0.7121,-0.9630
2016-05-24,-0.2558,-0.8389
2016-05-23,-0.1374,-0.8334
2016-05-20,0.0639,-1.5295
2016-05-19,0.8845,-2.4222
2016-05-18,2.0581,-2.0895
2016-05-17,2.6183,-0.3702
2016-05-16,2.4176,1.1700
2016-05-13,1.8544,3.1249
2016-05-12,0.1002,4.4548
2016-05-11,-1.4905,3.3786
2016-05-10,-2.2213,1.2377
2016-05-09,-2.2291,-0.3823
2016-05-06,-1.9941,-2.5343
2016-05-05,-0.3904,-3.7402
2016-05-04,0.7977,-2.0768
2016-05-03,1.0322,-0.1591
2016-05-02,0.8219,2.1412
2016-04-29,-0.0052,3.5699
2016-04-28,-1.3516,5.2758
2016-04-27,-4.2377,1.4050
2016-04-26,-2.5285,-6.6931
2016-04-25,0.8092,-5.1086
2016-04-22,1.0094,-2.3684
2016-04-21,1.8721,-0.9336
2016-04-20,1.3427,3.2734
2016-04-19,0.1015,3.7421
2016-04-18,-0.5210,4.1169
2016-04-15,-1.8891,3.0415
2016-04-14,-2.2336,-1.6227
2016-04-13,-1.2979,-5.1479
2016-04-12,0.4315,-7.9663
