time,ADOSC
2021-11-18,-5360427.6441
2021-11-17,-4822743.9229
2021-11-16,-4224522.4982
2021-11-15,-3375749.5566
2021-11-12,-2692905.3690
2021-11-11,-1694937.9257
2021-11-10,-881521.9831
2021-11-09,-295384.7393
2021-11-08,-527822.5896
2021-11-05,-2000673.7922
2021-11-04,-3516056.8533
2021-11-03,-4275290.1416
2021-11-02,-6088620.7927
2021-11-01,-7474414.5484
2021-10-29,-9022684.6257
2021-10-28,-9193135.4948
2021-10-27,-9740006.4954
2021-10-26,-8821852.1560
2021-10-25,-7958618.2398
2021-10-22,-6765680.2904
2021-10-21,-4162629.9839
2021-10-20,53961.6590
2021-10-19,-616049.7995
2021-10-18,-696960.8290
2021-10-15,-507386.6243
2021-10-14,-1260856.8800
2021-10-13,-1783917.2935
2021-10-12,-1765638.5348
2021-10-11,-1320712.4891
2021-10-08,-1117578.7288
2021-10-07,-1403613.4742
2021-10-06,-1046511.1919
2021-10-05,-1052965.6516
2021-10-04,-660635.4847
2021-10-01,-1018942.1283
2021-09-30,-1638755.9900
2021-09-29,-1367067.2344
2021-09-28,-1706305.6792
2021-09-27,-1513357.1048
2021-09-24,-1982026.7668
2021-09-23,-2272464.0019
2021-09-22,-2676904.7552
2021-09-21,-2750959.0364
2021-09-20,-2349686.8843
2021-09-17,-2510610.3268
2021-09-16,-2145491.7406
2021-09-15,-2197168.0789
2021-09-14,-2322143.0276
2021-09-13,-1880422.5973
2021-09-10,-1450675.7990
2021-09-09,-664345.0937
2021-09-08,-284419.9929
2021-09-07,-307215.2972
2021-09-03,63536.0720
2021-09-02,62626.1720
2021-09-01,-237492.3883
2021-08-31,-34158.2363
2021-08-30,-196807.5447
2021-08-27,15372.1927
2021-08-26,-8379.4453
2021-08-25,452587.8793
2021-08-24,569969.9976
2021-08-23,486160.7719
2021-08-20,376685.3995
2021-08-19,323844.3780
2021-08-18,765582.4875
2021-08-17,1155806.6966
2021-08-16,787380.3111
2021-08-13,279026.0403
2021-08-12,-35217.6041
2021-08-11,-441994.1326
2021-08-10,-622041.2554
2021-08-09,-891305.9184
2021-08-06,-648396.3985
2021-08-05,-1032678.2008
2021-08-04,-955307.9827
2021-08-03,-767910.2767
2021-08-02,-882412.3755
2021-07-30,-297748.6743
2021-07-29,283083.7958
2021-07-28,618717.8713
2021-07-27,767844.5541
2021-07-26,348364.1691
2021-07-23,-343221.2429
2021-07-22,-642711.7548
2021-07-21,-503581.1721
2021-07-20,-742809.5769
2021-07-19,152565.9827
2021-07-16,-562768.7285
2021-07-15,-564266.9566
2021-07-14,-1391134.0509
2021-07-13,-1707697.3805
2021-07-12,-2124503.9116
2021-07-09,-2645466.0732
2021-07-08,-3430282.1079
2021-07-07,-4269863.9233
2021-07-06,-4238243.7670
2021-07-02,-3296136.3367
2021-07-01,-1174368.4797
2021-06-30,-1312348.3979
2021-06-29,-1746808.3003
2021-06-28,-1695158.9786
2021-06-25,-1730520.8572
2021-06-24,-2375365.5165
2021-06-23,-2344030.2662
2021-06-22,-2026134.5001
2021-06-21,-2110173.5252
2021-06-18,-1758174.1011
2021-06-17,-19760.1858
2021-06-16,768612.6091
2021-06-15,1151729.5934
2021-06-14,1153042.3645
2021-06-11,1144395.8695
2021-06-10,1154840.9268
2021-06-09,1279339.8563
2021-06-08,683114.4755
2021-06-07,507150.4652
2021-06-04,464.5597
2021-06-03,-845202.7468
2021-06-02,-1527343.7388
2021-06-01,-1838530.9844
2021-05-28,-1424630.9675
2021-05-27,-912755.4339
2021-05-26,-164886.2136
2021-05-25,133909.5287
2021-05-24,412572.1831
2021-05-21,483564.1864
2021-05-20,457047.5502
2021-05-19,-54472.9010
2021-05-18,-686380.3380
2021-05-17,-529972.8508
2021-05-14,-565441.4698
2021-05-13,-491588.9277
2021-05-12,-435385.2824
2021-05-11,513346.3462
2021-05-10,648149.7259
2021-05-07,1139742.3305
2021-05-06,467276.6443
2021-05-05,-545313.1848
2021-05-04,-285165.9354
2021-05-03,-480453.3284
2021-04-30,-311558.0930
2021-04-29,184145.2327
2021-04-28,585195.4045
2021-04-27,543845.1537
2021-04-26,828705.4888
2021-04-23,1701553.4338
2021-04-22,1858566.8868
2021-04-21,2089237.8781
2021-04-20,525605.0412
2021-04-19,853847.8764
2021-04-16,1140983.9953
2021-04-15,1241650.7589
2021-04-14,1462055.1711
2021-04-13,1067613.2109
2021-04-12,1704513.4345
2021-04-09,1501271.5699
2021-04-08,933150.0163
2021-04-07,649465.5590
2021-04-06,420860.8884
2021-04-05,804813.5967
2021-04-01,543691.8503
2021-03-31,859865.6620
2021-03-30,1529386.7800
2021-03-29,1940310.4234
2021-03-26,1952263.8833
2021-03-25,1016811.0697
2021-03-24,710238.6069
2021-03-23,1524891.0653
2021-03-22,1760869.2706
2021-03-19,1681402.7976
2021-03-18,2413642.9085
2021-03-17,1735648.2628
2021-03-16,1006081.9343
2021-03-15,230069.7337
2021-03-12,-507806.2202
2021-03-11,-1089433.0323
2021-03-10,-1021994.4779
2021-03-09,-1701381.2544
2021-03-08,-1081290.7640
2021-03-05,-1425331.4367
2021-03-04,-1955982.7533
2021-03-03,-1753859.2690
2021-03-02,-2109887.7683
2021-03-01,-821036.0414
2021-02-26,430743.5548
2021-02-25,2200984.1401
2021-02-24,2701444.0336
2021-02-23,1891421.6387
2021-02-22,1568403.8617
2021-02-19,1031288.0404
2021-02-18,1293617.0658
2021-02-17,699167.9301
2021-02-16,569059.3011
2021-02-12,535581.7695
2021-02-11,694746.4030
2021-02-10,1042204.2192
2021-02-09,555730.0985
2021-02-08,-489811.2059
2021-02-05,-1866013.7901
2021-02-04,-3266698.4914
2021-02-03,-4186191.5202
2021-02-02,-4176352.8171
2021-02-01,-3322621.3898
2021-01-29,-2881018.5345
2021-01-28,-605999.4036
2021-01-27,797532.5200
2021-01-26,948202.5497
2021-01-25,-519797.1745
2021-01-22,-195004.3848
2021-01-21,749695.2142
2021-01-20,-383103.9413
2021-01-19,-699551.6545
2021-01-15,-850603.1338
2021-01-14,-655411.1888
2021-01-13,-342756.1126
2021-01-12,460644.1325
2021-01-11,281189.1127
2021-01-08,278330.2832
2021-01-07,100788.9119
2021-01-06,205410.5217
2021-01-05,-66123.4462
2021-01-04,-565549.4269
2020-12-31,-568629.2353
2020-12-30,-1074557.3841
2020-12-29,-996791.6011
2020-12-28,-582446.5223
2020-12-24,-264682.1810
2020-12-23,-343545.0440
2020-12-22,-409708.9365
2020-12-21,-1097821.4234
2020-12-18,-1826545.5159
2020-12-17,-2323936.1549
2020-12-16,-2471175.9802
2020-12-15,-2373268.2345
2020-12-14,-2706237.0252
2020-12-11,-1749280.6942
2020-12-10,-1204322.7987
2020-12-09,-468902.9220
2020-12-08,-436068.8578
2020-12-07,-146726.3633
2020-12-04,817433.8856
2020-12-03,339088.8247
2020-12-02,874654.6234
2020-12-01,976545.9933
2020-11-30,2107970.3900
2020-11-27,2552594.2890
2020-11-25,2127657.8338
2020-11-24,885702.5190
2020-11-23,-428660.4577
2020-11-20,-946960.2724
2020-11-19,-579235.5137
2020-11-18,-759924.9420
2020-11-17,-353293.3129
2020-11-16,-881949.7338
2020-11-13,-1924771.4160
2020-11-12,-2493430.6597
2020-11-11,-2497787.9897
2020-11-10,-2783786.5045
2020-11-09,-3098282.8216
2020-11-06,-2139349.5638
2020-11-05,-2452378.6783
2020-11-04,-3119464.2355
2020-11-03,-3221193.6948
2020-11-02,-3828063.0486
2020-10-30,-5095868.8682
2020-10-29,-7105067.6873
2020-10-28,-7855992.3909
2020-10-27,-7323654.7651
2020-10-26,-7223471.3406
2020-10-23,-7127142.7598
2020-10-22,-7731788.8420
2020-10-21,-8136893.9340
2020-10-20,-6137041.2232
2020-10-19,-4095396.0128
2020-10-16,-4143960.0370
2020-10-15,-5103150.1175
2020-10-14,-5696579.2660
2020-10-13,-5635742.3103
2020-10-12,-5011784.6744
2020-10-09,-4134337.2046
2020-10-08,-2267210.3613
2020-10-07,-809824.1061
2020-10-06,-984539.2694
2020-10-05,-630291.8668
2020-10-02,-771999.6860
2020-10-01,-831299.9646
2020-09-30,-682303.5738
2020-09-29,-800707.0935
2020-09-28,-1094974.2735
2020-09-25,-1674407.9549
2020-09-24,-2168260.2092
2020-09-23,-2294185.5480
2020-09-22,-2207333.2553
2020-09-21,-2657683.0224
2020-09-18,-3170121.8197
2020-09-17,-2869249.7820
2020-09-16,-3413571.7877
2020-09-15,-3435083.3294
2020-09-14,-3124708.3573
2020-09-11,-2763450.8133
2020-09-10,-2421159.0939
2020-09-09,-1791493.8695
2020-09-08,-1372356.3920
2020-09-04,-665116.6907
2020-09-03,-107617.8991
2020-09-02,79759.4196
2020-09-01,-824761.2519
2020-08-31,-864641.6995
2020-08-28,-485118.7049
2020-08-27,-784340.2930
2020-08-26,-728231.8279
2020-08-25,-349109.1213
2020-08-24,-229585.0402
2020-08-21,-738737.1091
2020-08-20,-740238.3612
2020-08-19,-220316.0368
2020-08-18,424599.8551
2020-08-17,841803.3952
2020-08-14,1579609.8388
2020-08-13,1836608.9958
2020-08-12,2662139.2707
2020-08-11,3254158.2954
2020-08-10,3835403.9772
2020-08-07,3127153.2467
2020-08-06,2488369.5899
2020-08-05,1976183.7081
2020-08-04,1589829.7040
2020-08-03,475316.0150
2020-07-31,-643318.8130
2020-07-30,-1688682.2752
2020-07-29,-1964807.6971
2020-07-28,-2122042.2826
2020-07-27,-1925852.8286
2020-07-24,-2211406.7549
2020-07-23,-1552641.5669
2020-07-22,-921060.1833
2020-07-21,-688164.2179
2020-07-20,1158354.0825
2020-07-17,317205.6037
2020-07-16,-483218.5570
2020-07-15,-1234825.6664
2020-07-14,-1727411.0711
2020-07-13,-2517483.0047
2020-07-10,-2626724.4753
2020-07-09,-3259129.7713
2020-07-08,-2978377.5616
2020-07-07,-3012117.0255
2020-07-06,-2529778.6109
2020-07-02,-2322330.3872
2020-07-01,-2141213.2871
2020-06-30,-2216184.8638
2020-06-29,-3299689.9568
2020-06-26,-4226383.2937
2020-06-25,-4277249.3981
2020-06-24,-4890568.9561
2020-06-23,-3896987.9197
2020-06-22,-2735162.0432
2020-06-19,-2038208.8883
2020-06-18,-1159162.3115
2020-06-17,-1545421.5841
2020-06-16,-1443490.4652
2020-06-15,-1530299.8386
2020-06-12,-1654524.3453
2020-06-11,-730433.5954
2020-06-10,1712985.5298
2020-06-09,2727733.1853
2020-06-08,2991228.1798
2020-06-05,2607621.3500
2020-06-04,3062079.6945
2020-06-03,2270900.7905
2020-06-02,1621020.5834
2020-06-01,905523.9208
2020-05-29,358123.2149
2020-05-28,-685236.2142
2020-05-27,-584585.7227
2020-05-26,-1216221.0161
2020-05-22,-984426.4177
2020-05-21,-558626.4114
2020-05-20,103194.3420
2020-05-19,264887.4227
2020-05-18,346904.5839
2020-05-15,-343543.4260
2020-05-14,-1098347.1023
2020-05-13,-1502403.4682
2020-05-12,-630173.8869
2020-05-11,-83516.1561
2020-05-08,-460780.1879
2020-05-07,-709779.0754
2020-05-06,44567.5645
2020-05-05,544904.4560
2020-05-04,1319556.6226
2020-05-01,1595296.3392
2020-04-30,2828239.2841
2020-04-29,4004025.1045
2020-04-28,4427346.7514
2020-04-27,5174516.8015
2020-04-24,5457623.1630
2020-04-23,4787097.3360
2020-04-22,4283163.9407
2020-04-21,3164321.9614
2020-04-20,1309558.9541
2020-04-17,1292049.2636
2020-04-16,1028125.0165
2020-04-15,1557024.9340
2020-04-14,1402561.8649
2020-04-13,1168692.5106
2020-04-09,621625.2796
2020-04-08,522665.8805
2020-04-07,230141.6469
2020-04-06,755854.0375
2020-04-03,59157.0994
2020-04-02,215545.5159
2020-04-01,-113129.8857
2020-03-31,908219.4136
2020-03-30,1311722.7743
2020-03-27,832480.9901
2020-03-26,1174369.5186
2020-03-25,173198.5460
2020-03-24,254276.8343
2020-03-23,-565168.9970
2020-03-20,-72042.5892
2020-03-19,1327701.8865
2020-03-18,1346397.8300
2020-03-17,671868.2464
2020-03-16,-379386.2894
2020-03-13,-58284.4294
2020-03-12,-514300.2913
2020-03-11,1284790.0847
2020-03-10,1323886.4037
2020-03-09,53045.3970
2020-03-06,950802.5340
2020-03-05,12887.2878
2020-03-04,-77399.4283
2020-03-03,-910026.8480
2020-03-02,-917146.4134
2020-02-28,-2513854.6531
2020-02-27,-2790611.3056
2020-02-26,-710397.6332
2020-02-25,826158.5156
2020-02-24,2085836.9615
2020-02-21,2638425.7263
2020-02-20,3020417.5416
2020-02-19,3291713.9711
2020-02-18,3942961.7114
2020-02-14,4457575.4585
2020-02-13,5564471.3419
2020-02-12,5892225.8737
2020-02-11,6135419.9026
2020-02-10,6829436.0979
2020-02-07,6900110.4596
2020-02-06,7774159.2249
2020-02-05,7346143.1414
2020-02-04,5269121.5451
2020-02-03,3781551.3229
2020-01-31,1914309.5196
2020-01-30,-682758.1642
2020-01-29,-934424.9263
2020-01-28,-128130.9983
2020-01-27,557837.8292
2020-01-24,1683549.5899
2020-01-23,2988977.8438
2020-01-22,3522765.0250
2020-01-21,3513863.4877
2020-01-17,2280253.6495
2020-01-16,1410953.7849
2020-01-15,1263928.8329
2020-01-14,1662360.9480
2020-01-13,1943007.3041
2020-01-10,1535347.2965
2020-01-09,1489530.7834
2020-01-08,754966.8897
2020-01-07,335074.2486
2020-01-06,74794.1233
2020-01-03,-398524.5524
2020-01-02,-707919.3002
2019-12-31,-1058560.3602
2019-12-30,-1464462.3841
2019-12-27,-1050423.3040
2019-12-26,-1106414.7245
2019-12-24,-1158827.2837
2019-12-23,-1257415.3412
2019-12-20,-1391817.3224
2019-12-19,-1518986.4575
2019-12-18,-1850435.0046
2019-12-17,-1836401.1882
2019-12-16,-1956525.2228
2019-12-13,-1760204.2796
2019-12-12,-1780584.0749
2019-12-11,-2158922.4079
2019-12-10,-1687560.4008
2019-12-09,-1480232.5496
2019-12-06,-1393615.2597
2019-12-05,-1086455.4081
2019-12-04,-528506.7039
2019-12-03,-128163.2865
2019-12-02,-369849.9990
2019-11-29,-88462.4419
2019-11-27,-74465.0816
2019-11-26,439978.0261
2019-11-25,517838.5934
2019-11-22,9917.1730
2019-11-21,-197159.4807
2019-11-20,-157201.0868
2019-11-19,363433.5426
2019-11-18,708006.7532
2019-11-15,504348.1933
2019-11-14,754009.8342
2019-11-13,823560.0144
2019-11-12,1277560.5598
2019-11-11,1726323.7984
2019-11-08,2087371.8816
2019-11-07,2090020.9539
2019-11-06,2524668.0359
2019-11-05,2024289.9949
2019-11-04,2182640.8093
2019-11-01,1757861.9323
2019-10-31,1662551.2210
2019-10-30,2163914.9175
2019-10-29,2342219.7234
2019-10-28,3044513.2096
2019-10-25,3216621.6557
2019-10-24,3063553.1381
2019-10-23,2790452.3862
2019-10-22,1880827.8047
2019-10-21,843832.5859
2019-10-18,-22483.8697
2019-10-17,-632237.7902
2019-10-16,-339222.9416
2019-10-15,-344658.8066
2019-10-14,-446764.9053
2019-10-11,-366612.4275
2019-10-10,21909.9148
2019-10-09,-5318.9075
2019-10-08,260741.9740
2019-10-07,828791.9819
2019-10-04,920749.1685
2019-10-03,322813.8028
2019-10-02,-147069.9244
2019-10-01,-111759.5274
2019-09-30,274314.1611
2019-09-27,142058.1249
2019-09-26,105012.3941
2019-09-25,-224720.2306
2019-09-24,-311593.6618
2019-09-23,52215.0134
2019-09-20,396204.7991
2019-09-19,1423108.8195
2019-09-18,1722113.6225
2019-09-17,1527117.7618
2019-09-16,1527715.0126
2019-09-13,1950555.3984
2019-09-12,2120526.5785
2019-09-11,1933612.3636
2019-09-10,1820733.7409
2019-09-09,1117697.2299
2019-09-06,676841.1787
2019-09-05,616947.1847
2019-09-04,-156089.7390
2019-09-03,-682287.1283
2019-08-30,-1030285.5776
2019-08-29,-1569507.2123
2019-08-28,-2066768.4869
2019-08-27,-2733068.2038
2019-08-26,-2934513.0890
2019-08-23,-2651603.3688
2019-08-22,-2023193.3879
2019-08-21,-1664810.4341
2019-08-20,-1178727.7734
2019-08-19,-629152.8678
2019-08-16,-293911.8888
2019-08-15,-363405.5508
2019-08-14,-461104.7778
2019-08-13,36189.6649
2019-08-12,-289741.4924
2019-08-09,-81362.7835
2019-08-08,-85478.5680
2019-08-07,-1007069.4835
2019-08-06,-1423832.0965
2019-08-05,-817233.6054
2019-08-02,236471.8909
2019-08-01,1193480.6953
2019-07-31,1523246.7187
2019-07-30,1668421.2382
2019-07-29,1723507.3153
2019-07-26,1581136.4198
2019-07-25,1123646.2485
2019-07-24,939560.2317
2019-07-23,1192733.8047
2019-07-22,1299412.9907
2019-07-19,2121957.5643
2019-07-18,2247345.2973
2019-07-17,380486.2025
2019-07-16,-14226.1776
2019-07-15,-364834.9763
2019-07-12,-967080.5543
2019-07-11,-1463739.3542
2019-07-10,-1633380.0829
2019-07-09,-1472346.7222
2019-07-08,-1275379.3684
2019-07-05,-1540072.6084
2019-07-03,-2140821.6409
2019-07-02,-2470344.5583
2019-07-01,-2465075.0459
2019-06-28,-1787617.6707
2019-06-27,-796765.0621
2019-06-26,-514708.0332
2019-06-25,-37580.3965
2019-06-24,292523.4624
2019-06-21,314956.2398
2019-06-20,32363.2396
2019-06-19,138713.7971
2019-06-18,291641.3292
2019-06-17,395928.4863
2019-06-14,700589.9639
2019-06-13,783444.2768
2019-06-12,843899.3502
2019-06-11,977402.7632
2019-06-10,852364.0892
2019-06-07,802255.4867
2019-06-06,750485.2786
2019-06-05,480556.4134
2019-06-04,271899.7065
2019-06-03,-462656.6652
2019-05-31,-651991.2856
2019-05-30,-166236.1320
2019-05-29,-104492.3091
2019-05-28,204161.4945
2019-05-24,1172739.5545
2019-05-23,1620490.4121
2019-05-22,1898332.7782
2019-05-21,1935265.0608
2019-05-20,1911977.6147
2019-05-17,1685480.0752
2019-05-16,1796277.3955
2019-05-15,1432259.6031
2019-05-14,1208141.7803
2019-05-13,1277357.1156
2019-05-10,1486164.6606
2019-05-09,771059.5578
2019-05-08,231619.8223
2019-05-07,205870.1734
2019-05-06,255936.3321
2019-05-03,145544.8812
2019-05-02,558320.4136
2019-05-01,1181905.9421
2019-04-30,1362952.2001
2019-04-29,1078158.3879
2019-04-26,1523700.5995
2019-04-25,1814824.9940
2019-04-24,2259245.9216
2019-04-23,2740093.2933
2019-04-22,2690106.5038
2019-04-18,2967472.0122
2019-04-17,2355210.5626
2019-04-16,2154563.4058
2019-04-15,1534589.1432
2019-04-12,1390202.2326
2019-04-11,1032609.3641
2019-04-10,899697.5543
2019-04-09,888485.6191
2019-04-08,1055914.2247
2019-04-05,792191.8821
2019-04-04,769000.9842
2019-04-03,1098997.4765
2019-04-02,1018195.6874
2019-04-01,776244.4015
2019-03-29,-38263.4654
2019-03-28,-503673.7605
2019-03-27,-601943.6292
2019-03-26,-541937.4794
2019-03-25,-548306.8769
2019-03-22,-499061.1193
2019-03-21,-300434.3462
2019-03-20,-541641.6207
2019-03-19,-315820.5558
2019-03-18,-162641.0741
2019-03-15,-292272.9113
2019-03-14,268046.0354
2019-03-13,-57194.8490
2019-03-12,-122629.6817
2019-03-11,-260328.0459
2019-03-08,-1108331.4417
2019-03-07,-1419433.4242
2019-03-06,-933754.6837
2019-03-05,-387902.4803
2019-03-04,102045.5559
2019-03-01,423752.9813
2019-02-28,833787.7868
2019-02-27,1316795.9539
2019-02-26,1666124.6601
2019-02-25,2353993.8358
2019-02-22,2900209.4257
2019-02-21,2877245.6458
2019-02-20,3172550.9308
2019-02-19,3344368.3498
2019-02-15,3036208.2843
2019-02-14,3117618.3549
2019-02-13,3590616.1115
2019-02-12,3563128.8037
2019-02-11,3697877.7372
2019-02-08,4282081.1163
2019-02-07,4094081.7571
2019-02-06,4238845.2368
2019-02-05,3919552.0355
2019-02-04,3684221.5333
2019-02-01,3470897.2202
2019-01-31,3836234.0509
2019-01-30,3870551.7320
2019-01-29,4053662.5488
2019-01-28,4291615.0180
2019-01-25,3968005.1842
2019-01-24,3736623.7059
2019-01-23,3780199.6068
2019-01-22,3873554.1643
2019-01-18,4256748.2261
2019-01-17,4098585.0415
2019-01-16,3535618.4603
2019-01-15,3226402.5129
2019-01-14,2692112.8589
2019-01-11,2065370.7232
2019-01-10,1318472.0895
2019-01-09,640485.5398
2019-01-08,379137.0715
2019-01-07,-66222.3169
2019-01-04,-779601.0900
2019-01-03,-1597160.9213
2019-01-02,-1762555.4632
2018-12-31,-2879142.5856
2018-12-28,-3816613.3902
2018-12-27,-4683715.7346
2018-12-26,-6554638.3761
2018-12-24,-7499790.3437
2018-12-21,-6468286.6907
2018-12-20,-4924407.2055
2018-12-19,-3941125.5674
2018-12-18,-2791724.3724
2018-12-17,-1968420.1014
2018-12-14,-1025956.2796
2018-12-13,-389660.9066
2018-12-12,225902.6889
2018-12-11,971199.3318
2018-12-10,1371161.6084
2018-12-07,1171353.0093
2018-12-06,1915447.1227
2018-12-04,1397322.2187
2018-12-03,2308057.1481
2018-11-30,2240010.0964
2018-11-29,1615130.8161
2018-11-28,1845687.7482
2018-11-27,692928.2267
2018-11-26,-107329.4998
2018-11-23,-154789.0733
2018-11-21,313925.2549
2018-11-20,725975.3144
2018-11-19,1576248.7639
2018-11-16,1797882.8716
2018-11-15,1342011.3420
2018-11-14,1035223.7172
2018-11-13,1870960.1588
2018-11-12,2362473.5890
2018-11-09,2763736.3680
2018-11-08,1896997.0565
2018-11-07,523462.1101
2018-11-06,-2513639.0618
2018-11-05,-4784386.0439
2018-11-02,-6726743.6777
2018-11-01,-7674279.8960
2018-10-31,-9469596.0724
2018-10-30,-8461768.7507
2018-10-29,-4969304.3807
2018-10-26,-3758283.6360
2018-10-25,-4243980.9994
2018-10-24,-4552120.1609
2018-10-23,-4645144.9349
2018-10-22,-5810146.1987
2018-10-19,-6164982.8411
2018-10-18,-5152967.1216
2018-10-17,-3675546.7160
2018-10-16,-2584423.4850
2018-10-15,-4041851.8542
2018-10-12,-4169066.5201
2018-10-11,-4034340.5998
2018-10-10,-2501848.9881
2018-10-09,-1720627.8028
2018-10-08,-1591101.5723
2018-10-05,-1776331.1444
2018-10-04,-1654611.3704
2018-10-03,-1793412.6300
2018-10-02,-2121139.9910
2018-10-01,-2930881.1368
2018-09-28,-3327598.9650
2018-09-27,-3129735.6638
2018-09-26,-2419237.8711
2018-09-25,-1299680.8671
2018-09-24,-675615.5629
2018-09-21,-48534.8950
2018-09-20,679190.3406
2018-09-19,-56423.4319
2018-09-18,-79404.1249
2018-09-17,-162635.6516
2018-09-14,160761.9033
2018-09-13,-26311.2695
2018-09-12,-643510.9145
2018-09-11,-232706.9234
2018-09-10,-37921.8883
2018-09-07,740416.9682
2018-09-06,1142566.6262
2018-09-05,1041438.4273
2018-09-04,495746.3564
2018-08-31,252474.2391
2018-08-30,30535.4177
2018-08-29,143400.9908
2018-08-28,7710.6307
2018-08-27,137036.9702
2018-08-24,358908.9293
2018-08-23,24872.7509
2018-08-22,150395.1347
2018-08-21,757637.3976
2018-08-20,1164166.4775
2018-08-17,994824.9517
2018-08-16,365291.1476
2018-08-15,-353277.5553
2018-08-14,-897680.4872
2018-08-13,-674535.3527
2018-08-10,-218498.8215
2018-08-09,-19860.2084
2018-08-08,353849.9121
2018-08-07,160260.8431
2018-08-06,-116260.4102
2018-08-03,-586589.1741
2018-08-02,-1879009.2406
2018-08-01,-1908927.6762
2018-07-31,-1502436.8815
2018-07-30,-1404486.1510
2018-07-27,-1165846.0218
2018-07-26,-564981.1015
2018-07-25,-59578.9097
2018-07-24,-430530.9470
2018-07-23,-64962.6879
2018-07-20,410547.2465
2018-07-19,1028952.4766
2018-07-18,313230.9651
2018-07-17,-140645.2213
2018-07-16,510171.5981
2018-07-13,433393.7154
2018-07-12,831348.5062
2018-07-11,728312.1116
2018-07-10,732899.9702
2018-07-09,514834.1247
2018-07-06,-296963.8089
2018-07-05,-950537.9493
2018-07-03,-1637043.4403
2018-07-02,-1625691.1806
2018-06-29,-1849342.2109
2018-06-28,-1417061.6457
2018-06-27,-1445568.0790
2018-06-26,-530316.2108
2018-06-25,46651.2603
2018-06-22,1083415.9394
2018-06-21,1516417.2069
2018-06-20,2090869.6117
2018-06-19,2192891.1092
2018-06-18,1370509.0617
2018-06-15,213126.6873
2018-06-14,-759182.2090
2018-06-13,-48108.7725
2018-06-12,406885.2162
2018-06-11,537131.8048
2018-06-08,375250.9674
2018-06-07,-254099.6933
2018-06-06,-291997.8750
2018-06-05,-973837.2165
2018-06-04,-1195900.8287
2018-06-01,-1248287.9681
2018-05-31,-555334.7114
2018-05-30,262305.6350
2018-05-29,333949.0722
2018-05-25,799994.2267
2018-05-24,1240832.6743
2018-05-23,946385.6046
2018-05-22,759668.9398
2018-05-21,1288757.5491
2018-05-18,1551468.7720
2018-05-17,2021513.4950
2018-05-16,2026973.5141
2018-05-15,1837526.7973
2018-05-14,1788222.5661
2018-05-11,2132104.8068
2018-05-10,1896335.3195
2018-05-09,1147923.6868
2018-05-08,583422.3166
2018-05-07,128290.3007
2018-05-04,-257744.1106
2018-05-03,-1265724.5387
2018-05-02,-1970534.5717
2018-05-01,-1885955.8301
2018-04-30,-2613609.5267
2018-04-27,-2402335.8028
2018-04-26,-3031031.9418
2018-04-25,-3817571.8210
2018-04-24,-4963606.4643
2018-04-23,-5239944.2271
2018-04-20,-5530499.6027
2018-04-19,-4093707.5953
2018-04-18,-2864953.3055
2018-04-17,-683971.8131
2018-04-16,-1095062.1506
2018-04-13,-613796.0944
2018-04-12,-515642.2716
2018-04-11,-887387.6089
2018-04-10,-1122746.2960
2018-04-09,-893499.7187
2018-04-06,-728083.3147
2018-04-05,-791839.1585
2018-04-04,-1389425.1288
2018-04-03,-2447774.7801
2018-04-02,-2859133.9723
2018-03-29,-3117588.7988
2018-03-28,-3749899.4727
2018-03-27,-3824127.7469
2018-03-26,-3919082.9537
2018-03-23,-4317321.5642
2018-03-22,-3595648.3365
2018-03-21,-2927357.1792
2018-03-20,-2644193.4391
2018-03-19,-2136868.2031
2018-03-16,-1357133.2858
2018-03-15,-526951.7448
2018-03-14,-100183.6237
2018-03-13,467375.8974
2018-03-12,677286.3180
2018-03-09,164272.8418
2018-03-08,-363997.3213
2018-03-07,-231412.4792
2018-03-06,-836364.1341
2018-03-05,-846790.5705
2018-03-02,-1403380.6618
2018-03-01,-1509322.4967
2018-02-28,-765968.4130
2018-02-27,81089.9951
2018-02-26,560092.0631
2018-02-23,172736.0542
2018-02-22,297599.8432
2018-02-21,1080107.2940
2018-02-20,1632014.0805
2018-02-16,1489824.8147
2018-02-15,1354333.8567
2018-02-14,298477.5608
2018-02-13,-928714.4070
2018-02-12,-1650995.0382
2018-02-09,-2168876.0974
2018-02-08,-2799032.0574
2018-02-07,-2144374.4006
2018-02-06,-2562342.5498
2018-02-05,-3831475.8098
2018-02-02,-3012352.0516
2018-02-01,-2187238.3455
2018-01-31,-1781345.3060
2018-01-30,-1548038.4339
2018-01-29,-1131861.2819
2018-01-26,-1281523.8501
2018-01-25,-1747911.6320
2018-01-24,-1436018.5708
2018-01-23,-1314528.0317
2018-01-22,-2094657.2763
2018-01-19,-1148520.2118
2018-01-18,806559.9449
2018-01-17,1373314.8399
2018-01-16,1149623.2203
2018-01-12,2256266.7130
2018-01-11,2966114.4866
2018-01-10,2670226.7403
2018-01-09,1938327.6707
2018-01-08,1389478.4604
2018-01-05,288825.4892
2018-01-04,-869169.0898
2018-01-03,-2078989.2215
2018-01-02,-2825748.2227
2017-12-29,-3218834.2423
2017-12-28,-3437873.7155
2017-12-27,-4419458.7257
2017-12-26,-5087337.6782
2017-12-22,-5239444.4467
2017-12-21,-5306619.2168
2017-12-20,-4551325.3639
2017-12-19,-3847760.2325
2017-12-18,-2890517.2404
2017-12-15,-1699305.0246
2017-12-14,-431797.7436
2017-12-13,513507.6329
