time,OBV
2007-05-18,-54113415.0000
2007-05-11,-90738267.0000
2007-05-04,-127326403.0000
2007-04-27,-167396359.0000
2007-04-20,-228352321.0000
2007-04-13,-174183435.0000
2007-04-05,-145421576.0000
2007-03-30,-165502473.0000
2007-03-23,-129893706.0000
2007-03-16,-158038008.0000
2007-03-09,-119939552.0000
2007-03-02,-165445885.0000
2007-02-23,-110606827.0000
2007-02-16,-88972934.0000
2007-02-09,-117265035.0000
2007-02-02,-81001891.0000
2007-01-26,-116746114.0000
2007-01-19,-160206470.0000
2007-01-12,-99041831.0000
2007-01-05,-145934219.0000
2006-12-29,-174116177.0000
2006-12-22,-190651239.0000
2006-12-15,-165536990.0000
2006-12-08,-197350973.0000
2006-12-01,-227467612.0000
2006-11-24,-198404294.0000
2006-11-17,-184220641.0000
2006-11-10,-209143263.0000
2006-11-03,-239954760.0000
2006-10-27,-271448249.0000
2006-10-20,-308097261.0000
2006-10-13,-379085200.0000
2006-10-06,-407184942.0000
2006-09-29,-434107515.0000
2006-09-22,-460946095.0000
2006-09-15,-429262757.0000
2006-09-08,-457950141.0000
2006-09-01,-441101175.0000
2006-08-25,-464360971.0000
2006-08-18,-445470108.0000
2006-08-11,-476121986.0000
2006-08-04,-456190772.0000
2006-07-28,-434328852.0000
2006-07-21,-461175904.0000
2006-07-14,-514118670.0000
2006-07-07,-475075885.0000
2006-06-30,-456038897.0000
2006-06-23,-428008714.0000
2006-06-16,-399693496.0000
2006-06-09,-365018075.0000
2006-06-02,-322821392.0000
2006-05-26,-298206085.0000
2006-05-19,-325635027.0000
2006-05-12,-295688154.0000
2006-05-05,-272341540.0000
2006-04-28,-298010378.0000
2006-04-21,-336173998.0000
2006-04-13,-299094032.0000
2006-04-07,-279960287.0000
2006-03-31,-304834270.0000
2006-03-24,-280630041.0000
2006-03-17,-307353036.0000
2006-03-10,-333684725.0000
2006-03-03,-358483396.0000
2006-02-24,-333700311.0000
2006-02-17,-312764727.0000
2006-02-10,-284528795.0000
2006-02-03,-318864894.0000
2006-01-27,-283754860.0000
2006-01-20,-249790196.0000
2006-01-13,-213397243.0000
2006-01-06,-181836078.0000
2005-12-30,-220494353.0000
2005-12-23,-202061743.0000
2005-12-16,-230615658.0000
2005-12-09,-189502317.0000
2005-12-02,-161858735.0000
2005-11-25,-134908127.0000
2005-11-18,-153938107.0000
2005-11-11,-186070805.0000
2005-11-04,-208834483.0000
2005-10-28,-241421565.0000
2005-10-21,-214441672.0000
2005-10-14,-255534930.0000
2005-10-07,-293556295.0000
2005-09-30,-325900495.0000
2005-09-23,-357402562.0000
2005-09-16,-324242481.0000
2005-09-09,-297977005.0000
2005-09-02,-317517643.0000
2005-08-26,-291188257.0000
2005-08-19,-267956077.0000
2005-08-12,-291894622.0000
2005-08-05,-268287659.0000
2005-07-29,-244997739.0000
2005-07-22,-219493228.0000
2005-07-15,-266578079.0000
2005-07-08,-314341053.0000
2005-07-01,-353449736.0000
2005-06-24,-385538712.0000
2005-06-17,-350717584.0000
2005-06-10,-385829710.0000
2005-06-03,-359884519.0000
2005-05-27,-334806566.0000
2005-05-20,-360851755.0000
2005-05-13,-396736770.0000
2005-05-06,-361458225.0000
2005-04-29,-320598121.0000
2005-04-22,-374061271.0000
2005-04-15,-300747133.0000
2005-04-08,-235744092.0000
2005-04-01,-206793011.0000
2005-03-24,-180064575.0000
2005-03-18,-199838262.0000
2005-03-11,-172885459.0000
2005-03-04,-147192877.0000
2005-02-25,-124150650.0000
2005-02-18,-104611058.0000
2005-02-11,-83688131.0000
2005-02-04,-61613664.0000
2005-01-28,-82252288.0000
2005-01-21,-111192491.0000
2005-01-14,-81322917.0000
2005-01-07,-54063846.0000
2004-12-31,-25387443.0000
2004-12-23,-43693696.0000
2004-12-17,-62681104.0000
2004-12-10,-33685567.0000
2004-12-03,-5492940.0000
2004-11-26,-36259667.0000
2004-11-19,-54354314.0000
2004-11-12,-25840461.0000
2004-11-05,-55223226.0000
2004-10-29,-87400903.0000
2004-10-22,-116574260.0000
2004-10-15,-158338737.0000
2004-10-08,-132757240.0000
2004-10-01,-110473885.0000
2004-09-24,-133972274.0000
2004-09-17,-109738652.0000
2004-09-10,-85463294.0000
2004-09-03,-104285958.0000
2004-08-27,-86204699.0000
2004-08-20,-68468935.0000
2004-08-13,-90983352.0000
2004-08-06,-118385308.0000
2004-07-30,-96612506.0000
2004-07-23,-120589963.0000
2004-07-16,-149944173.0000
2004-07-09,-187429360.0000
2004-07-02,-160014120.0000
2004-06-25,-137514243.0000
2004-06-18,-114479756.0000
2004-06-10,-91021744.0000
2004-06-04,-110233520.0000
2004-05-28,-93903579.0000
2004-05-21,-115600545.0000
2004-05-14,-143522886.0000
2004-05-07,-110448996.0000
2004-04-30,-137279625.0000
2004-04-23,-109256972.0000
2004-04-16,-81962440.0000
2004-04-08,-49113126.0000
2004-04-02,-32166463.0000
2004-03-26,-58365519.0000
2004-03-19,-87112421.0000
2004-03-12,-58370957.0000
2004-03-05,-23996785.0000
2004-02-27,-1240533.0000
2004-02-20,25621373.0000
2004-02-13,46434784.0000
2004-02-06,25013228.0000
2004-01-30,58154377.0000
2004-01-23,25870112.0000
2004-01-16,-1210408.0000
2004-01-09,-52037639.0000
2004-01-02,-22023090.0000
2003-12-26,-3098860.0000
2003-12-19,8593432.0000
2003-12-12,-26429366.0000
2003-12-05,-58796161.0000
2003-11-28,-87807282.0000
2003-11-21,-103884510.0000
2003-11-14,-77488179.0000
2003-11-07,-107697390.0000
2003-10-31,-77907626.0000
2003-10-24,-107834522.0000
2003-10-17,-77106601.0000
2003-10-10,-27319512.0000
2003-10-03,-56322580.0000
2003-09-26,-93573462.0000
2003-09-19,-57491799.0000
2003-09-12,-101464905.0000
2003-09-05,-144979759.0000
2003-08-29,-187894836.0000
2003-08-22,-162483733.0000
2003-08-15,-194507544.0000
2003-08-08,-217749767.0000
2003-08-01,-186065801.0000
2003-07-25,-149574524.0000
2003-07-18,-114877661.0000
2003-07-11,-67508402.0000
2003-07-03,-101233951.0000
2003-06-27,-125036621.0000
2003-06-20,-95926757.0000
2003-06-13,-135135333.0000
2003-06-06,-178301659.0000
2003-05-30,-105128313.0000
2003-05-23,-133146886.0000
2003-05-16,-98800641.0000
2003-05-09,-139386171.0000
2003-05-02,-176265514.0000
2003-04-25,-217435026.0000
2003-04-17,-179711351.0000
2003-04-11,-223865416.0000
2003-04-04,-182092571.0000
2003-03-28,-133621665.0000
2003-03-21,-89086858.0000
2003-03-14,-149894288.0000
2003-03-07,-200211489.0000
2003-02-28,-165741607.0000
2003-02-21,-124268440.0000
2003-02-14,-152479581.0000
2003-02-07,-196071002.0000
2003-01-31,-156973092.0000
2003-01-24,-112859299.0000
2003-01-17,-76794580.0000
2003-01-10,-20885673.0000
2003-01-03,-73189854.0000
2002-12-27,-104323833.0000
2002-12-20,-82921838.0000
2002-12-13,-44701837.0000
2002-12-06,-5628300.0000
2002-11-29,37540432.0000
2002-11-22,7831419.0000
2002-11-15,-39344329.0000
2002-11-08,-91047479.0000
2002-11-01,-36540526.0000
2002-10-25,-95247692.0000
2002-10-18,-149354447.0000
2002-10-11,-224931292.0000
2002-10-04,-295082849.0000
2002-09-27,-231413669.0000
2002-09-20,-169314430.0000
2002-09-13,-106833609.0000
2002-09-06,-76107675.0000
2002-08-30,-50827739.0000
2002-08-23,-17841295.0000
2002-08-16,-57169847.0000
2002-08-09,-101670973.0000
2002-08-02,-142356605.0000
2002-07-26,-195204184.0000
2002-07-19,-128255688.0000
2002-07-12,-190355345.0000
2002-07-05,-137714665.0000
2002-06-28,-177234322.0000
2002-06-21,-236168261.0000
2002-06-14,-182683459.0000
2002-06-07,-134748524.0000
2002-05-31,-95336397.0000
2002-05-24,-72772191.0000
2002-05-17,-46609013.0000
2002-05-10,-85674704.0000
2002-05-03,-21488799.0000
2002-04-26,23345373.0000
2002-04-19,56792791.0000
2002-04-12,2546291.0000
2002-04-05,118545387.0000
2002-03-28,156566021.0000
2002-03-22,183104923.0000
2002-03-15,209653551.0000
2002-03-08,165400222.0000
2002-03-01,115489811.0000
2002-02-22,61152309.0000
2002-02-15,111908830.0000
2002-02-08,153685544.0000
2002-02-01,190925861.0000
2002-01-25,249493596.0000
2002-01-18,289273393.0000
2002-01-11,342237392.0000
2002-01-04,375516297.0000
2001-12-28,346853388.0000
2001-12-21,332784480.0000
2001-12-14,296321864.0000
2001-12-07,258206671.0000
2001-11-30,210997764.0000
2001-11-23,179998406.0000
2001-11-16,161921226.0000
2001-11-09,123645891.0000
2001-11-02,84541182.0000
2001-10-26,123365039.0000
2001-10-19,78206815.0000
2001-10-12,11746591.0000
2001-10-05,-38731693.0000
2001-09-28,-87378746.0000
2001-09-21,-152031480.0000
2001-09-10,-72672612.0000
2001-09-07,-61886783.0000
2001-08-31,-18663345.0000
2001-08-24,21431297.0000
2001-08-17,-13446316.0000
2001-08-10,17608272.0000
2001-08-03,45454986.0000
2001-07-27,19253630.0000
2001-07-20,53393290.0000
2001-07-13,103914042.0000
2001-07-06,56757436.0000
2001-06-29,83286609.0000
2001-06-22,46435717.0000
2001-06-15,81923251.0000
2001-06-08,123261170.0000
2001-06-01,92808346.0000
2001-05-25,121342911.0000
2001-05-18,85598165.0000
2001-05-11,51574402.0000
2001-05-04,91070000.0000
2001-04-27,133028824.0000
2001-04-20,92365889.0000
2001-04-12,11257378.0000
2001-04-06,54012103.0000
2001-03-30,-10382689.0000
2001-03-23,-65128131.0000
2001-03-16,-124657454.0000
2001-03-09,-52150096.0000
2001-03-02,-3893411.0000
2001-02-23,58775272.0000
2001-02-16,103639047.0000
2001-02-09,65850102.0000
2001-02-02,27831561.0000
2001-01-26,62025718.0000
2001-01-19,19889074.0000
2001-01-12,-38065601.0000
2001-01-05,1003543.0000
2000-12-29,-45272333.0000
2000-12-22,-12804809.0000
2000-12-15,-65332835.0000
2000-12-08,-21947477.0000
2000-12-01,-61204378.0000
2000-11-24,-27349126.0000
2000-11-17,-3665700.0000
2000-11-10,-34473745.0000
2000-11-03,-253125.0000
2000-10-27,-41827858.0000
2000-10-20,9206899.0000
2000-10-13,86304210.0000
2000-10-06,126141641.0000
2000-09-29,80179670.0000
2000-09-22,112983065.0000
2000-09-15,136130520.0000
2000-09-08,165418728.0000
2000-09-01,186549600.0000
2000-08-25,154383847.0000
2000-08-18,128733732.0000
2000-08-11,153565143.0000
2000-08-04,122332317.0000
2000-07-28,97211791.0000
2000-07-21,126975405.0000
2000-07-14,71661253.0000
2000-07-07,97886773.0000
2000-06-30,138271158.0000
2000-06-23,172759345.0000
2000-06-16,201905087.0000
2000-06-09,229481828.0000
2000-06-02,189910604.0000
2000-05-26,170522158.0000
2000-05-19,137890098.0000
2000-05-12,106829653.0000
2000-05-05,141776930.0000
2000-04-28,164947187.0000
2000-04-20,127826323.0000
2000-04-14,173309331.0000
2000-04-07,217397811.0000
2000-03-31,167875989.0000
2000-03-24,214420895.0000
2000-03-17,174577816.0000
2000-03-10,135885859.0000
2000-03-03,180431022.0000
2000-02-25,180431022.0000
2000-02-18,216532978.0000
2000-02-11,244355845.0000
2000-02-04,272403810.0000
2000-01-28,238059239.0000
2000-01-21,272917396.0000
2000-01-14,229058094.0000
2000-01-07,184431657.0000
1999-12-31,130942043.0000
1999-12-23,148527915.0000
1999-12-17,167506642.0000
1999-12-10,126911280.0000
1999-12-03,188234073.0000
1999-11-26,148831255.0000
1999-11-19,109956039.0000
1999-11-12,45573904.0000
