timestamp,open,high,low,close
2026-05-15 14:40:00,1.16320,1.16320,1.16280,1.16280
2026-05-15 14:35:00,1.16320,1.16330,1.16300,1.16310
2026-05-15 14:30:00,1.16320,1.16330,1.16290,1.16310
2026-05-15 14:25:00,1.16350,1.16370,1.16310,1.16330
2026-05-15 14:20:00,1.16270,1.16360,1.16260,1.16360
2026-05-15 14:15:00,1.16260,1.16300,1.16220,1.16260
2026-05-15 14:10:00,1.16230,1.16270,1.16220,1.16250
2026-05-15 14:05:00,1.16240,1.16240,1.16210,1.16220
2026-05-15 14:00:00,1.16240,1.16250,1.16210,1.16230
2026-05-15 13:55:00,1.16200,1.16240,1.16180,1.16230
2026-05-15 13:50:00,1.16220,1.16230,1.16200,1.16210
2026-05-15 13:45:00,1.16260,1.16290,1.16220,1.16230
2026-05-15 13:40:00,1.16250,1.16270,1.16240,1.16270
2026-05-15 13:35:00,1.16290,1.16300,1.16240,1.16260
2026-05-15 13:30:00,1.16310,1.16320,1.16250,1.16280
2026-05-15 13:25:00,1.16280,1.16310,1.16270,1.16300
2026-05-15 13:20:00,1.16280,1.16290,1.16260,1.16270
2026-05-15 13:15:00,1.16260,1.16290,1.16250,1.16270
2026-05-15 13:10:00,1.16260,1.16280,1.16250,1.16250
2026-05-15 13:05:00,1.16250,1.16280,1.16220,1.16250
2026-05-15 13:00:00,1.16270,1.16280,1.16260,1.16260
2026-05-15 12:55:00,1.16230,1.16270,1.16220,1.16260
2026-05-15 12:50:00,1.16190,1.16240,1.16180,1.16240
