time,RSI
2003-07-25,49.4566
2003-07-18,55.3238
2003-07-11,53.1814
2003-07-03,51.6153
2003-06-27,53.1991
2003-06-20,50.6091
2003-06-13,45.6429
2003-06-06,61.9075
2003-05-30,54.6519
2003-05-23,63.1928
2003-05-16,62.4468
2003-05-09,61.7339
2003-05-02,57.2349
2003-04-25,57.9159
2003-04-17,48.6471
2003-04-11,56.4185
2003-04-04,50.6369
2003-03-28,57.1775
2003-03-21,48.8977
2003-03-14,47.7771
2003-03-07,50.3995
2003-02-28,51.8117
2003-02-21,49.1171
2003-02-14,47.6751
2003-02-07,48.9633
2003-01-31,48.6877
2003-01-24,52.7268
2003-01-17,62.6301
2003-01-10,55.7976
2003-01-03,49.4375
2002-12-27,53.3121
2002-12-20,53.1317
2002-12-13,54.9133
2002-12-06,65.6718
2002-11-29,62.1892
2002-11-22,58.5368
2002-11-15,55.2782
2002-11-08,60.9889
2002-11-01,54.1379
2002-10-25,52.4912
2002-10-18,35.7217
2002-10-11,26.1517
2002-10-04,28.4263
2002-09-27,31.9918
2002-09-20,41.1067
2002-09-13,41.6898
2002-09-06,43.8677
2002-08-30,52.6355
2002-08-23,51.1473
2002-08-16,37.0829
2002-08-09,29.9617
2002-08-02,32.4203
2002-07-26,33.3112
2002-07-19,27.5045
2002-07-12,31.4871
2002-07-05,29.5100
2002-06-28,19.4522
2002-06-21,25.6259
2002-06-14,26.9808
2002-06-07,29.6796
2002-05-31,31.6250
2002-05-24,34.2358
2002-05-17,23.0112
2002-05-10,23.9314
2002-05-03,26.0996
2002-04-26,29.4865
2002-04-19,24.3835
2002-04-12,25.0495
2002-04-05,42.1395
2002-03-28,45.1649
2002-03-22,47.3757
2002-03-15,41.9674
2002-03-08,39.9476
2002-03-01,29.0588
2002-02-22,32.3443
2002-02-15,36.6204
2002-02-08,40.5619
2002-02-01,42.7312
2002-01-25,50.4159
2002-01-18,62.7006
2002-01-11,77.4748
2002-01-04,75.0984
2001-12-28,74.3404
2001-12-21,72.2792
2001-12-14,72.1201
2001-12-07,66.0373
2001-11-30,68.8992
2001-11-23,67.5170
2001-11-16,65.5659
2001-11-09,61.6853
2001-11-02,62.7836
2001-10-26,51.7480
2001-10-19,46.6716
2001-10-12,43.1743
2001-10-05,28.5539
2001-09-28,28.6380
2001-09-21,30.7790
2001-09-10,32.9993
2001-09-07,37.8565
2001-08-31,48.4307
2001-08-24,43.6463
2001-08-17,44.1571
2001-08-10,47.4459
2001-08-03,43.2035
2001-07-27,44.2991
2001-07-20,48.1899
2001-07-13,45.0756
2001-07-06,55.4128
2001-06-29,55.8243
2001-06-22,56.1697
2001-06-15,59.5122
2001-06-08,56.4456
2001-06-01,62.1398
2001-05-25,62.9765
2001-05-18,57.1320
2001-05-11,63.6451
2001-05-04,63.9145
2001-04-27,62.1931
2001-04-20,44.4080
2001-04-12,46.9765
2001-04-06,45.6858
2001-03-30,43.0727
2001-03-23,37.8762
2001-03-16,43.7056
2001-03-09,48.4847
2001-03-02,51.5756
2001-02-23,61.9827
2001-02-16,58.5408
2001-02-09,57.4384
2001-02-02,60.9931
2001-01-26,58.7707
2001-01-19,43.5839
2001-01-12,43.2854
2001-01-05,31.5540
2000-12-29,34.7926
2000-12-22,33.9383
2000-12-15,40.0294
2000-12-08,39.4277
2000-12-01,42.8650
2000-11-24,43.6832
2000-11-17,33.1903
2000-11-10,38.4698
2000-11-03,30.4867
2000-10-27,31.2016
2000-10-20,43.5060
2000-10-13,48.0240
2000-10-06,44.1186
2000-09-29,58.2027
2000-09-22,59.2779
2000-09-15,62.9330
2000-09-08,70.2876
2000-09-01,68.3107
2000-08-25,61.3427
2000-08-18,60.4009
2000-08-11,57.3031
2000-08-04,51.3306
2000-07-28,55.4605
2000-07-21,44.7653
2000-07-14,45.0165
2000-07-07,49.0396
2000-06-30,53.5481
2000-06-23,54.0745
2000-06-16,60.0456
2000-06-09,50.7430
2000-06-02,50.0670
2000-05-26,48.4522
2000-05-19,46.6786
2000-05-12,49.8098
2000-05-05,53.2180
2000-04-28,44.9651
2000-04-20,46.2735
2000-04-14,65.3973
2000-04-07,62.1988
2000-03-31,68.1684
2000-03-24,57.0345
2000-03-17,50.8449
2000-03-10,58.3322
2000-03-03,52.7202
2000-02-25,63.3774
2000-02-18,70.3106
2000-02-11,70.2248
2000-02-04,66.8147
2000-01-28,87.1977
2000-01-21,86.4238
