time,MACD,MACD_Hist,MACD_Signal
2025-11-07,9.5637,4.7360,4.8276
2025-11-06,8.1750,4.4402,3.7348
2025-11-05,7.2428,4.4347,2.8081
2025-11-04,6.3538,4.1660,2.1878
2025-11-03,4.9047,2.9234,1.9813
2025-10-31,3.7212,1.6140,2.1072
2025-10-30,2.4221,-0.1064,2.5285
2025-10-29,1.1367,-2.1033,3.2400
2025-10-28,-0.0713,-4.2827,4.2113
2025-10-27,-0.2721,-5.6785,5.4065
2025-10-24,-0.1646,-6.9542,6.7896
2025-10-23,1.6593,-6.6625,8.3218
2025-10-22,4.4960,-5.2268,9.7229
2025-10-21,6.0373,-4.8061,10.8434
2025-10-20,7.5130,-4.3340,11.8470
2025-10-17,8.8260,-3.8333,12.6592
2025-10-16,9.8785,-3.3890,13.2675
2025-10-15,10.6847,-2.9832,13.6679
2025-10-14,12.1758,-1.7157,13.8916
2025-10-13,13.6259,-0.2416,13.8675
2025-10-10,14.2685,0.6678,13.6007
2025-10-09,14.5810,1.3685,13.2125
2025-10-08,15.0697,2.3564,12.7133
2025-10-07,14.8232,2.6923,12.1309
2025-10-06,14.3002,2.7394,11.5608
2025-10-03,13.4818,2.5138,10.9680
2025-10-02,12.6979,2.3084,10.3895
2025-10-01,11.9590,2.1360,9.8230
2025-09-30,11.2249,1.9996,9.2252
2025-09-29,10.7746,2.1364,8.6381
2025-09-26,10.0888,2.0361,8.0527
2025-09-25,9.8274,2.3527,7.4747
2025-09-24,9.6929,2.8578,6.8351
2025-09-23,8.9648,2.8713,6.0935
2025-09-22,8.2753,2.9501,5.3252
2025-09-19,7.5998,3.0973,4.5025
2025-09-18,6.5787,2.9250,3.6537
2025-09-17,5.9409,3.1221,2.8188
2025-09-16,5.5055,3.5764,1.9291
2025-09-15,4.8869,3.9261,0.9607
2025-09-12,4.0712,4.1114,-0.0402
2025-09-11,3.0188,4.0679,-1.0491
2025-09-10,2.0498,4.1353,-2.0855
2025-09-09,0.8712,4.1256,-3.2543
2025-09-08,-0.0400,4.4286,-4.4686
2025-09-05,-0.9354,4.7586,-5.6939
2025-09-04,-2.0661,4.8409,-6.9071
2025-09-03,-3.2098,4.8668,-8.0766
2025-09-02,-4.1217,5.0878,-9.2094
2025-08-29,-5.0090,5.3348,-10.3438
2025-08-28,-6.3085,5.1563,-11.4648
2025-08-27,-8.4698,3.9887,-12.4585
2025-08-26,-10.0573,3.1601,-13.2174
2025-08-25,-11.0676,2.7263,-13.7940
2025-08-22,-11.8537,2.4326,-14.2863
2025-08-21,-12.5920,2.1289,-14.7209
2025-08-20,-13.4051,1.6959,-15.1010
2025-08-19,-14.3314,0.9168,-15.2481
2025-08-18,-15.0976,0.0782,-15.1758
2025-08-15,-15.2521,-0.3861,-14.8660
2025-08-14,-15.2993,-0.8749,-14.4243
2025-08-13,-15.2468,-1.3764,-13.8703
2025-08-12,-15.4986,-2.2818,-13.2168
2025-08-11,-15.7656,-3.3217,-12.4439
2025-08-08,-16.0128,-4.4816,-11.5311
2025-08-07,-14.7290,-4.2649,-10.4641
2025-08-06,-13.6808,-4.2993,-9.3815
2025-08-05,-12.3090,-4.0924,-8.2166
2025-08-04,-11.2770,-4.2891,-6.9879
2025-08-01,-10.3135,-4.5409,-5.7726
2025-07-31,-9.3651,-4.7438,-4.6213
2025-07-30,-8.5422,-5.0417,-3.5005
2025-07-29,-7.5510,-5.2258,-2.3252
2025-07-28,-6.4093,-5.2928,-1.1165
2025-07-25,-4.9858,-5.1078,0.1220
2025-07-24,-3.1967,-4.5518,1.3550
2025-07-23,-1.2505,-3.8230,2.5725
2025-07-22,-0.3391,-4.0549,3.7158
2025-07-21,0.0484,-4.7746,4.8230
2025-07-18,0.7217,-5.1925,5.9143
2025-07-17,2.0354,-4.9582,6.9935
2025-07-16,3.3276,-4.6194,7.9470
2025-07-15,4.7372,-4.0546,8.7918
2025-07-14,6.1111,-3.3938,9.5049
2025-07-11,7.7609,-2.3280,10.0889
2025-07-10,9.0393,-1.4297,10.4690
2025-07-09,9.6253,-1.0084,10.6337
2025-07-08,9.8698,-0.7573,10.6271
2025-07-07,10.4351,-0.0340,10.4692
2025-07-03,10.6165,0.4669,10.1496
2025-07-02,10.9309,1.1730,9.7579
2025-07-01,11.1549,1.8647,9.2902
2025-06-30,11.3676,2.6817,8.6860
2025-06-27,11.1816,3.2079,7.9736
2025-06-26,10.5213,3.2995,7.2218
2025-06-25,9.5664,3.0323,6.5340
2025-06-24,8.4481,2.5341,5.9140
2025-06-23,7.5589,2.1605,5.3984
2025-06-20,7.0913,2.0894,5.0019
2025-06-18,6.7221,1.9735,4.7486
2025-06-17,5.7166,1.0463,4.6703
2025-06-16,4.9567,0.1243,4.8324
2025-06-13,4.4147,-0.8201,5.2349
2025-06-12,4.3317,-1.4784,5.8101
2025-06-11,3.9860,-2.5262,6.5121
2025-06-10,3.8077,-3.4663,7.2739
2025-06-09,3.9904,-4.0905,8.0809
2025-06-06,4.8114,-4.0715,8.8829
2025-06-05,6.0172,-3.6029,9.6200
2025-06-04,7.1756,-3.0328,10.2084
2025-06-03,8.5790,-2.0511,10.6301
2025-06-02,9.5924,-1.2070,10.7993
2025-05-30,10.6497,-0.1346,10.7843
2025-05-29,10.8421,0.2733,10.5688
2025-05-28,11.0702,0.8101,10.2601
2025-05-27,11.2083,1.3803,9.8280
2025-05-23,11.4460,2.1383,9.3077
2025-05-22,11.3127,2.7235,8.5891
2025-05-21,10.9705,3.2470,7.7235
2025-05-20,10.1023,3.2562,6.8461
2025-05-19,9.4566,3.5127,5.9438
2025-05-16,8.7107,3.6730,5.0376
2025-05-15,8.0641,3.9173,4.1468
2025-05-14,7.1810,3.9100,3.2710
2025-05-13,6.5258,4.0994,2.4264
2025-05-12,4.9786,3.3684,1.6102
2025-05-09,3.5217,2.6644,0.8573
2025-05-08,3.0740,2.8822,0.1917
2025-05-07,1.9820,2.5979,-0.6159
2025-05-06,1.3007,2.6516,-1.3509
2025-05-05,0.6930,2.9021,-2.2091
2025-05-02,0.1821,3.2687,-3.0866
2025-05-01,-0.4201,3.4667,-3.8868
2025-04-30,-0.8199,3.7527,-4.5726
2025-04-29,-1.7976,3.3850,-5.1826
2025-04-28,-2.4688,3.2591,-5.7278
2025-04-25,-4.1944,2.0354,-6.2298
2025-04-24,-4.6330,1.8424,-6.4754
2025-04-23,-6.4236,0.1364,-6.5599
2025-04-22,-7.2045,-0.8307,-6.3738
2025-04-21,-7.0195,-1.0610,-5.9584
2025-04-17,-6.5920,-1.0182,-5.5737
2025-04-16,-6.3104,-1.1689,-5.1415
2025-04-15,-6.7042,-1.9855,-4.7187
2025-04-14,-6.9869,-2.7593,-4.2276
2025-04-11,-6.4042,-2.6544,-3.7498
2025-04-10,-5.3943,-1.9524,-3.4419
2025-04-09,-4.7480,-1.4683,-3.2798
2025-04-08,-3.4663,-0.2409,-3.2255
2025-04-07,-3.5571,-0.2491,-3.3080
2025-04-04,-2.7015,0.6298,-3.3314
2025-04-03,-2.5057,1.0109,-3.5166
2025-04-02,-2.2840,1.4526,-3.7366
2025-04-01,-2.6872,1.2501,-3.9373
2025-03-31,-3.6327,0.4482,-4.0809
2025-03-28,-3.9353,0.1364,-4.0717
2025-03-27,-4.2593,-0.2109,-4.0485
2025-03-26,-4.2094,-0.2242,-3.9852
2025-03-25,-3.7671,0.1095,-3.8766
2025-03-24,-4.3689,-0.6240,-3.7449
2025-03-21,-4.4851,-1.0390,-3.4461
2025-03-20,-4.0906,-1.0349,-3.0556
2025-03-19,-3.9801,-1.3459,-2.6342
2025-03-18,-3.5496,-1.5632,-1.9864
2025-03-17,-3.7262,-2.5646,-1.1617
2025-03-14,-3.6900,-3.5706,-0.1194
2025-03-13,-3.2320,-4.3192,1.0872
2025-03-12,-2.5818,-4.9424,2.3607
2025-03-11,-1.6792,-5.3713,3.6920
2025-03-10,-0.9711,-5.9882,5.0171
2025-03-07,-0.2976,-6.6616,6.3640
2025-03-06,1.8501,-5.9681,7.8181
2025-03-05,3.8728,-5.3606,9.2334
2025-03-04,5.6540,-4.9184,10.5724
2025-03-03,7.1697,-4.6246,11.7944
2025-02-28,8.2290,-4.7239,12.9529
2025-02-27,9.4008,-4.6354,14.0361
2025-02-26,10.2461,-4.5810,14.8271
2025-02-25,11.1513,-4.2169,15.3682
2025-02-24,12.7895,-2.8687,15.6581
2025-02-21,14.5875,-1.0586,15.6461
2025-02-20,15.9236,0.6156,15.3081
2025-02-19,16.6519,1.9870,14.6649
2025-02-18,17.5964,3.8335,13.7629
2025-02-14,17.9780,5.4051,12.5729
2025-02-13,16.5195,5.3868,11.1327
2025-02-12,15.1159,5.4235,9.6925
2025-02-11,13.7609,5.5585,8.2024
2025-02-10,12.6812,6.0025,6.6787
2025-02-07,11.5450,6.3172,5.2278
2025-02-06,10.1351,6.2562,3.8789
2025-02-05,8.5344,5.8730,2.6614
2025-02-04,6.8861,5.3141,1.5720
2025-02-03,5.0164,4.4097,0.6068
2025-01-31,3.5569,3.7540,-0.1970
2025-01-30,1.7056,2.5973,-0.8916
2025-01-29,0.0476,1.5278,-1.4801
2025-01-28,-0.3767,1.5382,-1.9149
2025-01-27,-0.5952,1.7382,-2.3334
2025-01-24,-0.8223,1.9168,-2.7391
2025-01-23,-1.2708,1.8434,-3.1141
2025-01-22,-1.8008,1.6549,-3.4557
2025-01-21,-2.2176,1.5324,-3.7499
2025-01-17,-2.6948,1.2744,-3.9691
2025-01-16,-3.5909,0.5036,-4.0944
2025-01-15,-3.8647,0.1748,-4.0395
2025-01-14,-4.1433,-0.2774,-3.8660
2025-01-13,-4.2469,-0.6962,-3.5507
2025-01-10,-4.1975,-1.1238,-3.0737
2025-01-08,-4.3452,-1.8604,-2.4849
2025-01-07,-4.4483,-2.7703,-1.6780
2025-01-06,-4.1906,-3.5033,-0.6873
2025-01-03,-3.8225,-4.2483,0.4258
2025-01-02,-3.0967,-4.7161,1.6194
2024-12-31,-2.3027,-5.1131,2.8104
2024-12-30,-1.3059,-5.2735,3.9675
2024-12-27,0.0458,-5.0249,5.0707
2024-12-26,1.1024,-4.9826,6.0850
2024-12-24,2.9167,-4.1007,7.0174
2024-12-23,4.4678,-3.3235,7.7913
2024-12-20,5.8276,-2.5921,8.4197
2024-12-19,6.9199,-1.9563,8.8761
2024-12-18,7.6220,-1.4927,9.1147
2024-12-17,8.1117,-1.0215,9.1332
2024-12-16,8.6223,-0.3315,8.9537
2024-12-13,9.1745,0.5937,8.5808
2024-12-12,9.4943,1.4534,8.0409
2024-12-11,9.8815,2.5439,7.3375
2024-12-10,10.1240,3.6802,6.4438
2024-12-09,9.9350,4.5637,5.3712
2024-12-06,9.0671,4.8879,4.1792
2024-12-05,7.7888,4.8367,2.9521
2024-12-04,6.4961,4.7625,1.7336
2024-12-03,5.2658,4.7699,0.4959
2024-12-02,4.3157,5.0645,-0.7488
2024-11-29,3.1638,5.1607,-1.9969
2024-11-27,1.8375,5.0974,-3.2599
2024-11-26,0.4712,4.9513,-4.4801
2024-11-25,-0.7930,4.8254,-5.6184
2024-11-22,-1.9773,4.6703,-6.6476
2024-11-21,-3.1776,4.3877,-7.5653
2024-11-20,-4.6426,3.6882,-8.3308
2024-11-19,-5.9367,2.8728,-8.8095
2024-11-18,-6.9174,2.0812,-8.9985
2024-11-15,-8.2029,0.7458,-8.9488
2024-11-14,-9.1445,-0.5600,-8.5845
2024-11-13,-9.7738,-1.8136,-7.9602
2024-11-12,-10.0559,-2.9494,-7.1065
2024-11-11,-10.2362,-4.2345,-6.0017
2024-11-08,-10.0673,-5.3645,-4.7028
2024-11-07,-8.9505,-5.6942,-3.2563
2024-11-06,-7.6384,-5.8859,-1.7526
2024-11-05,-6.4694,-6.1813,-0.2880
2024-11-04,-4.9246,-6.0647,1.1401
2024-11-01,-3.5258,-5.9319,2.4060
2024-10-31,-2.0901,-5.5994,3.5093
2024-10-30,-0.1129,-4.5383,4.4254
2024-10-29,1.4537,-3.6367,5.0904
2024-10-28,2.9514,-2.6283,5.5797
2024-10-25,4.5830,-1.3323,5.9154
2024-10-24,5.5424,-0.5499,6.0923
2024-10-23,6.3840,0.1950,6.1891
2024-10-22,6.4686,0.2639,6.2048
2024-10-21,6.4034,0.1876,6.2158
2024-10-18,6.1551,-0.0916,6.2467
2024-10-17,5.8721,-0.4295,6.3016
2024-10-16,5.8573,-0.5726,6.4299
2024-10-15,5.9725,-0.6037,6.5762
2024-10-14,6.1754,-0.6056,6.7810
2024-10-11,6.4132,-0.6209,7.0341
2024-10-10,6.5253,-0.7612,7.2864
2024-10-09,6.5681,-0.9596,7.5277
2024-10-08,6.6812,-1.0581,7.7393
2024-10-07,6.6492,-1.2423,7.8915
2024-10-04,7.0272,-0.9604,7.9876
2024-10-03,7.1733,-0.8207,7.9940
2024-10-02,7.8159,-0.1447,7.9606
2024-10-01,8.4533,0.6234,7.8299
2024-09-30,8.6844,1.0858,7.5987
2024-09-27,8.6966,1.3950,7.3016
2024-09-26,8.4726,1.5227,6.9499
2024-09-25,8.0506,1.4548,6.5958
2024-09-24,7.5146,1.2533,6.2613
2024-09-23,7.0846,1.1125,5.9721
2024-09-20,6.8726,1.1376,5.7350
2024-09-19,6.6399,1.1102,5.5297
2024-09-18,6.3721,1.0307,5.3414
2024-09-17,6.0107,0.8439,5.1669
2024-09-16,5.5313,0.5317,4.9996
2024-09-13,5.2856,0.4263,4.8593
2024-09-12,5.0403,0.3153,4.7250
2024-09-11,4.9118,0.3077,4.6041
2024-09-10,4.9506,0.4647,4.4859
2024-09-09,5.0251,0.6640,4.3612
2024-09-06,4.9452,0.7085,4.2367
2024-09-05,4.8014,0.7245,4.0769
2024-09-04,4.5048,0.6160,3.8888
2024-09-03,4.2690,0.6069,3.6621
2024-08-30,4.0764,0.6783,3.3981
2024-08-29,3.9522,0.8106,3.1416
2024-08-28,3.8486,0.9041,2.9445
2024-08-27,3.8278,1.0344,2.7934
2024-08-26,3.9049,1.2169,2.6880
2024-08-23,3.5067,0.8667,2.6400
2024-08-22,3.1092,0.4218,2.6874
2024-08-21,2.4646,-0.3305,2.7951
2024-08-20,1.8923,-1.0660,2.9583
2024-08-19,1.7678,-1.4414,3.2093
2024-08-16,2.1784,-1.3142,3.4926
2024-08-15,2.4887,-1.3132,3.8018
2024-08-14,2.8795,-1.2711,4.1506
2024-08-13,3.4727,-1.0255,4.4982
2024-08-12,3.9331,-0.8470,4.7800
2024-08-09,4.0785,-0.9302,5.0086
2024-08-08,3.9339,-1.2439,5.1779
2024-08-07,4.1510,-1.1522,5.3032
2024-08-06,4.3175,-1.0474,5.3649
2024-08-05,4.9618,-0.4384,5.4002
2024-08-02,5.6275,0.2673,5.3602
2024-08-01,6.0079,0.7754,5.2325
2024-07-31,6.0092,0.9462,5.0630
2024-07-30,5.9903,1.1322,4.8581
2024-07-29,5.6017,0.9937,4.6080
2024-07-26,5.0624,0.7204,4.3420
2024-07-25,4.7055,0.6193,4.0862
2024-07-24,4.6353,0.8034,3.8319
2024-07-23,4.6020,0.9895,3.6124
2024-07-22,4.4787,1.0599,3.4188
2024-07-19,4.4820,1.2217,3.2603
2024-07-18,4.1652,1.0457,3.1195
2024-07-17,3.7394,0.7479,2.9914
2024-07-16,3.2074,0.3372,2.8702
2024-07-15,2.7600,0.0112,2.7489
2024-07-12,2.4173,-0.2057,2.6229
2024-07-11,2.6601,0.1435,2.5166
2024-07-10,2.8591,0.4798,2.3793
2024-07-09,3.0519,0.8374,2.2145
2024-07-08,3.2155,1.2052,2.0102
2024-07-05,3.0124,1.2656,1.7468
2024-07-03,2.6483,1.1898,1.4584
2024-07-02,2.1153,0.9632,1.1520
2024-07-01,1.6266,0.7620,0.8647
2024-06-28,1.4602,0.8551,0.6051
2024-06-27,1.4241,1.0835,0.3406
2024-06-26,1.3766,1.2910,0.0855
2024-06-25,1.2132,1.3577,-0.1445
2024-06-24,0.8450,1.1734,-0.3284
2024-06-21,0.4168,0.8126,-0.3959
2024-06-20,-0.1093,0.2440,-0.3533
2024-06-18,-0.4710,-0.2514,-0.2196
2024-06-17,-0.7099,-0.6892,-0.0207
2024-06-14,-0.9202,-1.1505,0.2303
2024-06-13,-0.8712,-1.4035,0.5323
2024-06-12,-0.6937,-1.5351,0.8414
2024-06-11,-0.4421,-1.5276,1.0855
2024-06-10,0.2378,-1.0180,1.2558
2024-06-07,0.7996,-0.4912,1.2908
2024-06-06,1.0943,-0.1009,1.1952
2024-06-05,1.3188,0.3352,0.9836
2024-06-04,1.5494,0.9029,0.6465
2024-06-03,1.7976,1.6327,0.1649
2024-05-31,1.9105,2.3703,-0.4598
2024-05-30,1.5039,2.7113,-1.2073
2024-05-29,1.0906,3.1070,-2.0164
2024-05-28,0.5524,3.4337,-2.8813
2024-05-24,-0.0610,3.7305,-3.7914
2024-05-23,-0.8096,3.9222,-4.7318
2024-05-22,-1.7150,3.9618,-5.6767
2024-05-21,-2.7852,3.7036,-6.4888
2024-05-20,-3.8247,3.3167,-7.1414
2024-05-17,-4.8176,2.8195,-7.6371
2024-05-16,-5.7776,2.2119,-7.9895
2024-05-15,-6.6939,1.5009,-8.1948
2024-05-14,-7.6385,0.5909,-8.2293
2024-05-13,-8.5239,-0.4521,-8.0719
2024-05-10,-9.3143,-1.5737,-7.7406
2024-05-09,-9.0235,-1.7527,-7.2707
2024-05-08,-8.6588,-1.8859,-6.7729
2024-05-07,-8.2861,-2.0429,-6.2431
2024-05-06,-7.9889,-2.3365,-5.6523
2024-05-03,-7.6255,-2.5498,-5.0757
2024-05-02,-7.0047,-2.4793,-4.5254
2024-05-01,-6.2212,-2.2023,-4.0189
2024-04-30,-5.5421,-1.9356,-3.6065
2024-04-29,-5.0860,-1.8351,-3.2508
2024-04-26,-4.5433,-1.6045,-2.9388
2024-04-25,-3.8904,-1.2079,-2.6826
2024-04-24,-2.9687,-0.4566,-2.5122
2024-04-23,-2.7991,-0.3605,-2.4386
2024-04-22,-2.6730,-0.3021,-2.3709
2024-04-19,-2.4458,-0.1677,-2.2781
2024-04-18,-2.5101,-0.3418,-2.1683
2024-04-17,-2.3412,-0.3346,-2.0066
2024-04-16,-2.2779,-0.4560,-1.8219
2024-04-15,-2.2368,-0.6218,-1.6149
2024-04-12,-2.3571,-0.9867,-1.3704
2024-04-11,-2.3066,-1.2804,-1.0261
2024-04-10,-2.1897,-1.5997,-0.5900
2024-04-09,-1.8380,-1.7188,-0.1193
2024-04-08,-1.4571,-1.8260,0.3689
2024-04-05,-1.0550,-1.9417,0.8867
2024-04-04,-0.6791,-2.1306,1.4515
2024-04-03,-0.4152,-2.4316,2.0164
2024-04-02,-0.0355,-2.6143,2.5787
2024-04-01,0.7411,-2.3410,3.0821
2024-03-28,1.6185,-1.8564,3.4749
2024-03-27,2.0470,-1.7112,3.7582
2024-03-26,2.5554,-1.4154,3.9708
2024-03-25,3.2030,-0.8723,4.0752
2024-03-22,4.0287,-0.0292,4.0579
2024-03-21,4.4049,0.4941,3.9108
2024-03-20,4.6454,0.9818,3.6636
2024-03-19,4.4949,1.1809,3.3139
2024-03-18,4.2765,1.3362,2.9403
2024-03-15,4.1681,1.6065,2.5616
2024-03-14,3.9603,1.8296,2.1307
2024-03-13,3.4952,1.7785,1.7167
2024-03-12,3.0476,1.6538,1.3938
2024-03-11,2.7044,1.5257,1.1787
2024-03-08,2.1800,1.1255,1.0545
2024-03-07,1.4985,0.4618,1.0366
2024-03-06,1.1318,-0.0123,1.1440
2024-03-05,0.8686,-0.4771,1.3457
2024-03-04,0.2902,-1.3728,1.6630
2024-03-01,0.2341,-1.9216,2.1557
2024-02-29,0.5889,-2.1302,2.7191
2024-02-28,1.1119,-2.2334,3.3453
2024-02-27,1.5868,-2.4501,4.0369
2024-02-26,2.0191,-2.7768,4.7958
2024-02-23,2.4651,-3.1938,5.6589
2024-02-22,2.9468,-3.6132,6.5600
2024-02-21,3.7238,-3.6860,7.4098
2024-02-20,4.7244,-3.4359,8.1603
2024-02-16,5.3049,-3.4818,8.7867
2024-02-15,6.2252,-3.0891,9.3143
2024-02-14,7.3364,-2.3270,9.6635
2024-02-13,8.4166,-1.3952,9.8118
2024-02-12,9.7866,0.0115,9.7751
2024-02-09,10.5755,1.0933,9.4823
2024-02-08,10.5948,1.6200,8.9748
2024-02-07,10.4784,2.1475,8.3309
2024-02-06,10.3619,2.8185,7.5433
2024-02-05,10.0531,3.4228,6.6302
2024-02-02,9.3678,3.6986,5.6692
2024-02-01,8.6718,3.9640,4.7078
2024-01-31,8.0862,4.3274,3.7588
2024-01-30,7.1509,4.3120,2.8389
2024-01-29,6.0085,3.9833,2.0251
2024-01-26,4.7998,3.4629,1.3369
2024-01-25,3.3901,2.6133,0.7768
2024-01-24,2.1440,1.7683,0.3757
2024-01-23,1.4040,1.2873,0.1167
2024-01-22,0.7150,0.7648,-0.0498
2024-01-19,0.1308,0.2470,-0.1161
2024-01-18,-0.1930,-0.1130,-0.0800
2024-01-17,-0.1729,-0.2033,0.0304
2024-01-16,-0.1853,-0.3633,0.1780
2024-01-12,-0.2418,-0.6094,0.3675
2024-01-11,-0.2198,-0.8303,0.6105
2024-01-10,-0.1869,-1.0708,0.8839
2024-01-09,-0.0944,-1.2830,1.1886
2024-01-08,0.1182,-1.3772,1.4954
2024-01-05,0.4556,-1.3494,1.8051
2024-01-04,0.8010,-1.3237,2.1248
2024-01-03,1.1552,-1.2974,2.4526
2024-01-02,1.5208,-1.2634,2.7842
2023-12-29,1.9452,-1.1584,3.1036
2023-12-28,2.2401,-1.1527,3.3929
2023-12-27,2.5557,-1.0993,3.6551
2023-12-26,2.6665,-1.2130,3.8795
2023-12-22,2.9053,-1.1775,4.0828
2023-12-21,3.3331,-0.9257,4.2589
2023-12-20,3.7517,-0.6390,4.3907
2023-12-19,4.1396,-0.3564,4.4960
2023-12-18,4.3947,-0.1683,4.5630
2023-12-15,4.5490,-0.0609,4.6099
2023-12-14,4.5997,-0.0476,4.6474
2023-12-13,4.5757,-0.0965,4.6722
2023-12-12,4.4962,-0.2158,4.7120
2023-12-11,4.4901,-0.2840,4.7741
2023-12-08,4.5199,-0.3258,4.8457
2023-12-07,4.6990,-0.2133,4.9122
2023-12-06,4.7428,-0.2235,4.9664
2023-12-05,4.8163,-0.1988,5.0151
2023-12-04,4.8867,-0.1730,5.0597
2023-12-01,4.8231,-0.2645,5.0877
2023-11-30,4.9336,-0.1736,5.1072
2023-11-29,5.0553,-0.0224,5.0776
2023-11-28,5.1345,0.1527,4.9818
2023-11-27,5.1190,0.2810,4.8380
2023-11-24,5.1861,0.5200,4.6661
2023-11-22,5.1812,0.7283,4.4530
2023-11-21,5.2178,1.0452,4.1726
2023-11-20,5.1382,1.3180,3.8202
2023-11-17,4.9988,1.5978,3.4009
2023-11-16,4.6676,1.7288,2.9388
2023-11-15,4.1930,1.7360,2.4570
2023-11-14,3.8402,1.8556,1.9846
2023-11-13,3.5721,2.0872,1.4849
2023-11-10,3.2676,2.3042,0.9634
2023-11-09,2.6582,2.2247,0.4335
2023-11-08,2.0464,2.0979,-0.0514
2023-11-07,1.3644,1.8639,-0.4995
2023-11-06,0.8399,1.7328,-0.8929
2023-11-03,0.3309,1.5474,-1.2165
2023-11-02,-0.0586,1.4206,-1.4792
2023-11-01,-0.6572,1.0464,-1.7036
2023-10-31,-1.1212,0.7579,-1.8791
2023-10-30,-1.5013,0.5117,-2.0130
2023-10-27,-1.7061,0.4298,-2.1359
2023-10-26,-1.9861,0.2535,-2.2396
2023-10-25,-2.1765,0.1432,-2.3197
2023-10-24,-2.0722,0.3061,-2.3783
2023-10-23,-2.0338,0.4092,-2.4430
2023-10-20,-2.0780,0.4205,-2.4984
2023-10-19,-2.2369,0.2890,-2.5259
2023-10-18,-2.3261,0.1703,-2.4963
2023-10-17,-2.6078,-0.1912,-2.4166
2023-10-16,-2.6393,-0.3477,-2.2916
2023-10-13,-2.7067,-0.5701,-2.1366
2023-10-12,-2.7035,-0.7703,-1.9332
2023-10-11,-2.6549,-0.9744,-1.6805
2023-10-10,-2.5328,-1.1349,-1.3979
2023-10-09,-2.3255,-1.2447,-1.0809
2023-10-06,-1.9703,-1.2349,-0.7354
2023-10-05,-1.6085,-1.2170,-0.3915
2023-10-04,-1.4832,-1.4311,-0.0521
2023-10-03,-1.2437,-1.5421,0.2984
2023-10-02,-0.8765,-1.5193,0.6428
2023-09-29,-0.4291,-1.3872,0.9581
2023-09-28,-0.1113,-1.3592,1.2480
2023-09-27,0.3205,-1.1986,1.5191
2023-09-26,0.7832,-0.9607,1.7439
2023-09-25,1.1248,-0.7889,1.9137
2023-09-22,1.4463,-0.5943,2.0406
2023-09-21,1.6711,-0.4405,2.1116
2023-09-20,1.8559,-0.2681,2.1240
2023-09-19,1.9612,-0.1390,2.1002
2023-09-18,2.1800,0.1513,2.0287
2023-09-15,2.3288,0.4403,1.8885
2023-09-14,2.3438,0.6472,1.6966
2023-09-13,2.3110,0.8298,1.4812
2023-09-12,2.2673,1.0125,1.2548
2023-09-11,2.0851,1.0467,1.0384
2023-09-08,1.7832,0.9342,0.8490
2023-09-07,1.6412,0.9335,0.7077
2023-09-06,1.3176,0.6946,0.6230
2023-09-05,0.9187,0.3019,0.6169
2023-09-01,0.6012,-0.1020,0.7032
2023-08-31,0.4053,-0.4698,0.8751
2023-08-30,0.2733,-0.8377,1.1110
2023-08-29,0.3202,-1.0833,1.4035
2023-08-28,0.3801,-1.3543,1.7344
2023-08-25,0.5116,-1.5893,2.1009
2023-08-24,0.8790,-1.6212,2.5002
2023-08-23,1.2623,-1.6268,2.8891
2023-08-22,1.6957,-1.5482,3.2439
2023-08-21,2.1481,-1.4021,3.5502
2023-08-18,2.5286,-1.2676,3.7962
2023-08-17,2.9058,-1.0735,3.9793
2023-08-16,3.2984,-0.8075,4.1059
2023-08-15,3.6783,-0.4803,4.1586
2023-08-14,4.1056,-0.0351,4.1408
2023-08-11,4.3794,0.3325,4.0468
2023-08-10,4.4552,0.5665,3.8887
2023-08-09,4.4528,0.7709,3.6819
2023-08-08,4.3617,0.9251,3.4366
2023-08-07,4.1762,1.0252,3.1510
2023-08-04,4.0457,1.2292,2.8165
2023-08-03,3.7725,1.3329,2.4396
2023-08-02,3.5176,1.4708,2.0468
2023-08-01,3.2603,1.6131,1.6472
2023-07-31,2.9562,1.7075,1.2487
2023-07-28,2.5941,1.7127,0.8813
2023-07-27,2.2455,1.7165,0.5290
2023-07-26,1.7911,1.5831,0.2081
2023-07-25,1.1656,1.2444,-0.0788
2023-07-24,0.6535,0.9834,-0.3299
2023-07-21,0.2376,0.7832,-0.5456
2023-07-20,-0.0787,0.6327,-0.7114
2023-07-19,-0.3267,0.4737,-0.8005
2023-07-18,-0.3499,0.4642,-0.8141
2023-07-17,-0.5771,0.1723,-0.7494
2023-07-14,-0.6426,-0.0473,-0.5952
2023-07-13,-0.7910,-0.4168,-0.3742
2023-07-12,-1.0945,-1.0029,-0.0916
2023-07-11,-1.2875,-1.5653,0.2779
2023-07-10,-1.2544,-1.9636,0.7092
2023-07-07,-0.8808,-2.0705,1.1897
2023-07-06,-0.4491,-2.1259,1.6768
2023-07-05,0.2322,-1.9289,2.1611
2023-07-03,0.8106,-1.8057,2.6163
2023-06-30,1.3470,-1.6739,3.0209
2023-06-29,1.7521,-1.6027,3.3548
2023-06-28,2.2306,-1.3894,3.6200
2023-06-27,2.5951,-1.2317,3.8268
2023-06-26,3.0695,-0.8937,3.9632
2023-06-23,3.5028,-0.5103,4.0131
2023-06-22,3.9098,-0.0928,4.0027
2023-06-21,4.3293,0.4014,3.9279
2023-06-20,4.4520,0.6671,3.7849
2023-06-16,4.3518,0.7414,3.6104
2023-06-15,4.1390,0.7230,3.4159
