time,MIDPRICE
2021-03-29,104.5422
2021-03-26,104.3089
2021-03-25,102.7393
2021-03-24,102.2925
2021-03-23,101.2843
2021-03-22,100.8830
2021-03-19,100.3769
2021-03-18,99.3371
2021-03-17,98.1509
2021-03-16,97.8583
2021-03-15,97.8583
2021-03-12,97.8148
2021-03-11,97.8148
2021-03-10,97.6567
2021-03-09,97.1071
2021-03-08,97.1071
2021-03-05,95.9941
2021-03-04,95.9704
2021-03-03,95.9704
2021-03-02,95.9704
2021-03-01,95.9704
2021-02-26,95.9704
2021-02-25,95.9704
2021-02-24,95.6304
2021-02-23,95.5987
2021-02-22,95.5987
2021-02-19,95.5987
2021-02-18,95.1733
2021-02-17,94.8807
2021-02-16,94.8807
2021-02-12,94.8807
2021-02-11,94.8807
2021-02-10,94.8807
2021-02-09,94.7763
2021-02-08,94.7763
2021-02-05,94.5149
2021-02-04,94.4798
2021-02-03,97.3866
2021-02-02,97.3866
2021-02-01,97.3866
2021-01-29,97.3866
2021-01-28,97.3866
2021-01-27,97.3866
2021-01-26,97.3866
2021-01-25,97.3866
2021-01-22,97.3866
2021-01-21,100.9352
2021-01-20,100.7947
2021-01-19,100.0748
2021-01-15,99.4623
2021-01-14,99.4623
2021-01-13,99.4623
2021-01-12,99.4623
2021-01-11,99.4623
2021-01-08,99.4623
2021-01-07,99.4623
2021-01-06,99.2165
2021-01-05,96.9184
2021-01-04,96.8872
2020-12-31,96.8872
2020-12-30,96.8872
2020-12-29,96.8872
2020-12-28,96.8872
2020-12-24,96.8765
2020-12-23,97.0159
2020-12-22,97.3124
2020-12-21,97.3124
2020-12-18,97.9835
2020-12-17,97.9835
2020-12-16,97.9250
2020-12-15,97.5817
2020-12-14,97.5817
2020-12-11,97.5817
2020-12-10,97.5817
2020-12-09,97.4646
2020-12-08,96.8345
2020-12-07,95.4552
2020-12-04,95.2289
2020-12-03,94.3120
2020-12-02,94.3120
2020-12-01,94.3120
2020-11-30,94.1103
2020-11-27,93.7670
2020-11-25,92.9425
2020-11-24,92.9425
2020-11-23,91.2980
2020-11-20,90.9956
2020-11-19,90.3450
2020-11-18,90.1987
2020-11-17,89.4870
2020-11-16,89.4870
2020-11-13,89.4870
2020-11-12,88.1750
2020-11-11,87.7133
2020-11-10,87.4709
2020-11-09,87.4709
2020-11-06,85.2473
2020-11-05,85.6205
2020-11-04,85.6205
2020-11-03,86.0322
2020-11-02,86.9787
2020-10-30,89.7488
2020-10-29,89.7488
2020-10-28,89.7488
2020-10-27,91.3301
2020-10-26,92.0265
2020-10-23,92.8114
2020-10-22,94.2542
2020-10-21,96.2971
2020-10-20,97.0859
2020-10-19,98.9134
2020-10-16,98.7056
2020-10-15,97.8477
2020-10-14,97.8477
2020-10-13,97.8477
2020-10-12,97.8477
2020-10-09,97.8477
2020-10-08,97.1243
2020-10-07,92.8422
2020-10-06,92.8422
2020-10-05,92.2535
2020-10-02,92.2535
2020-10-01,92.8768
2020-09-30,93.1192
2020-09-29,93.2231
2020-09-28,93.2231
2020-09-25,93.2231
2020-09-24,93.2231
2020-09-23,93.9733
2020-09-22,94.0310
2020-09-21,94.0310
2020-09-18,94.6697
2020-09-17,96.2587
2020-09-16,96.2587
2020-09-15,96.2587
2020-09-14,96.2587
2020-09-11,96.2587
2020-09-10,96.2587
2020-09-09,96.4395
2020-09-08,96.4395
2020-09-04,96.6434
2020-09-03,96.9935
2020-09-02,96.5126
2020-09-01,95.7893
2020-08-31,95.8508
2020-08-28,95.8508
2020-08-27,95.8508
2020-08-26,95.8508
2020-08-25,96.2240
2020-08-24,97.2552
2020-08-21,97.2552
2020-08-20,97.4475
2020-08-19,97.6014
2020-08-18,97.5227
2020-08-17,97.2227
2020-08-14,96.5885
2020-08-13,96.1859
2020-08-12,96.1859
2020-08-11,96.1859
2020-08-10,94.9432
2020-08-07,94.1267
2020-08-06,94.4670
2020-08-05,95.1218
2020-08-04,95.1597
2020-08-03,96.1852
2020-07-31,96.1852
2020-07-30,96.3941
2020-07-29,96.5915
2020-07-28,96.5877
2020-07-27,94.9812
2020-07-24,94.9812
2020-07-23,93.9824
2020-07-22,93.9482
2020-07-21,93.9482
2020-07-20,92.0113
2020-07-17,91.4644
2020-07-16,91.0276
2020-07-15,90.8302
2020-07-14,90.0288
2020-07-13,90.0288
2020-07-10,90.0288
2020-07-09,90.0288
2020-07-08,90.2871
2020-07-07,90.6858
2020-07-06,90.6858
2020-07-02,92.1746
2020-07-01,92.1746
2020-06-30,92.1746
2020-06-29,92.4329
2020-06-26,92.4329
2020-06-25,92.4329
2020-06-24,92.4329
2020-06-23,94.9736
2020-06-22,95.4940
2020-06-19,96.3599
2020-06-18,96.3599
2020-06-17,96.3599
2020-06-16,96.3599
2020-06-15,96.3599
2020-06-12,96.3599
2020-06-11,96.3599
2020-06-10,98.0309
2020-06-09,98.0309
2020-06-08,97.5638
2020-06-05,95.6383
2020-06-04,93.8799
2020-06-03,93.8799
2020-06-02,92.8810
2020-06-01,92.8810
2020-05-29,91.9923
2020-05-28,90.6858
2020-05-27,90.2529
2020-05-26,89.6794
2020-05-22,89.6794
2020-05-21,89.6794
2020-05-20,89.6794
2020-05-19,89.6794
2020-05-18,89.6794
2020-05-15,89.6794
2020-05-14,89.6794
2020-05-13,91.3131
2020-05-12,93.2002
2020-05-11,93.2002
2020-05-08,93.2002
2020-05-07,93.2002
2020-05-06,93.0990
2020-05-05,92.5107
2020-05-04,90.4533
2020-05-01,90.4533
2020-04-30,90.4533
2020-04-29,90.4533
2020-04-28,90.0373
2020-04-27,89.5839
2020-04-24,88.9056
2020-04-23,88.9056
2020-04-22,88.9056
2020-04-21,88.9056
2020-04-20,88.1823
2020-04-17,86.2299
2020-04-16,86.2299
2020-04-15,86.0800
2020-04-14,86.0800
2020-04-13,85.2330
2020-04-09,85.2330
2020-04-08,84.1238
2020-04-07,83.3443
2020-04-06,80.5299
2020-04-03,76.5876
2020-04-02,76.5876
2020-04-01,76.5876
2020-03-31,76.5876
2020-03-30,76.4564
2020-03-27,76.3402
2020-03-26,76.3402
2020-03-25,76.0891
2020-03-24,79.8741
2020-03-23,80.7360
2020-03-20,82.2913
2020-03-19,83.6928
2020-03-18,85.1768
2020-03-17,85.9226
2020-03-16,86.6046
2020-03-13,88.7819
2020-03-12,89.3328
2020-03-11,95.3550
2020-03-10,97.3674
2020-03-09,99.0650
2020-03-06,102.1455
2020-03-05,103.9555
2020-03-04,104.1729
2020-03-03,104.2741
2020-03-02,104.2741
2020-02-28,105.2746
2020-02-27,107.8679
2020-02-26,110.6261
2020-02-25,111.2482
2020-02-24,112.7921
2020-02-21,114.0888
2020-02-20,114.8986
2020-02-19,114.5505
2020-02-18,113.3379
2020-02-14,112.2328
2020-02-13,111.0795
2020-02-12,108.9212
2020-02-11,108.9212
2020-02-10,108.9212
2020-02-07,108.9212
2020-02-06,108.9212
2020-02-05,108.4354
2020-02-04,105.4465
2020-02-03,104.6678
2020-01-31,104.1152
2020-01-30,104.1152
2020-01-29,104.3897
2020-01-28,104.3303
2020-01-27,104.1523
2020-01-24,104.1523
2020-01-23,104.1523
2020-01-22,103.7259
2020-01-21,101.1449
2020-01-17,100.6924
2020-01-16,100.6405
2020-01-15,100.5923
2020-01-14,100.2252
2020-01-13,100.2252
2020-01-10,100.2252
2020-01-09,99.8247
2020-01-08,99.5021
2020-01-07,99.5874
2020-01-06,99.6875
2020-01-03,99.6875
2020-01-02,99.6875
2019-12-31,99.6875
2019-12-30,99.7246
2019-12-27,100.0806
2019-12-26,100.0806
2019-12-24,100.0806
2019-12-23,100.0806
2019-12-20,100.0064
2019-12-19,99.5169
2019-12-18,99.1201
2019-12-17,99.1201
2019-12-16,98.7715
2019-12-13,98.7715
2019-12-12,98.7715
2019-12-11,98.7901
2019-12-10,98.9532
2019-12-09,98.9532
2019-12-06,98.9532
2019-12-05,98.9532
2019-12-04,98.9532
2019-12-03,98.9532
2019-12-02,99.6170
2019-11-29,99.7171
2019-11-27,99.7171
2019-11-26,99.7171
2019-11-25,99.9063
2019-11-22,100.1065
2019-11-21,100.2586
2019-11-20,100.8259
2019-11-19,101.0039
2019-11-18,101.0039
2019-11-15,101.0410
2019-11-14,100.7446
2019-11-13,100.4294
2019-11-12,100.4184
2019-11-11,100.4184
2019-11-08,100.4184
2019-11-07,100.4184
2019-11-06,99.6864
2019-11-05,99.4959
2019-11-04,98.7225
2019-11-01,98.0554
2019-10-31,98.0554
2019-10-30,98.0554
2019-10-29,100.3718
2019-10-28,100.6541
2019-10-25,100.6541
2019-10-24,100.9400
2019-10-23,100.9400
2019-10-22,100.9400
2019-10-21,100.9400
2019-10-18,101.4348
2019-10-17,101.6767
2019-10-16,103.6339
2019-10-15,103.6339
2019-10-14,104.6785
2019-10-11,104.6785
2019-10-10,104.6785
2019-10-09,104.6785
2019-10-08,104.6785
2019-10-07,105.0193
2019-10-04,105.0193
2019-10-03,105.0193
2019-10-02,105.5251
2019-10-01,105.5068
2019-09-30,105.2209
2019-09-27,104.6785
2019-09-26,104.6565
2019-09-25,104.6565
2019-09-24,104.6895
2019-09-23,104.8141
2019-09-20,104.7958
2019-09-19,104.7958
2019-09-18,103.9124
2019-09-17,102.8495
2019-09-16,102.1825
2019-09-13,102.1825
2019-09-12,102.1825
2019-09-11,100.9766
2019-09-10,100.9766
2019-09-09,99.7598
2019-09-06,99.1550
2019-09-05,99.1550
2019-09-04,97.2234
2019-09-03,97.0915
2019-08-30,97.1868
2019-08-29,97.1868
2019-08-28,97.1868
2019-08-27,97.1868
2019-08-26,97.2747
2019-08-23,97.2747
2019-08-22,98.7995
2019-08-21,99.2063
2019-08-20,99.2063
2019-08-19,99.3608
2019-08-16,100.3137
2019-08-15,103.1580
2019-08-14,103.4256
2019-08-13,104.0963
2019-08-12,104.2319
2019-08-09,104.8443
2019-08-08,104.8443
2019-08-07,104.8443
2019-08-06,105.8370
2019-08-05,105.8370
2019-08-02,108.1705
2019-08-01,108.4132
2019-07-31,106.5762
2019-07-30,106.4856
2019-07-29,106.4856
2019-07-26,106.4856
2019-07-25,106.3805
2019-07-24,105.8878
2019-07-23,105.7030
2019-07-22,105.4638
2019-07-19,105.3334
2019-07-18,104.8732
2019-07-17,102.6014
2019-07-16,102.6014
2019-07-15,102.4094
2019-07-12,101.7282
2019-07-11,101.3622
2019-07-10,101.3622
2019-07-09,101.3296
2019-07-08,101.3296
2019-07-05,101.3296
2019-07-03,101.3296
2019-07-02,100.6303
2019-07-01,100.2535
2019-06-28,99.5868
2019-06-27,99.4890
2019-06-26,99.4890
2019-06-25,99.4817
2019-06-24,99.4817
2019-06-21,99.0796
2019-06-20,98.4636
2019-06-19,97.5614
2019-06-18,96.9817
2019-06-17,96.2171
2019-06-14,95.4816
2019-06-13,95.4055
2019-06-12,95.4055
2019-06-11,95.4055
2019-06-10,95.0033
2019-06-07,94.7751
2019-06-06,94.9236
2019-06-05,95.5106
2019-06-04,95.6229
2019-06-03,95.6229
2019-05-31,95.6229
2019-05-30,96.1555
2019-05-29,96.1555
2019-05-28,96.8621
2019-05-24,96.9237
2019-05-23,96.9237
2019-05-22,97.1121
2019-05-21,97.1121
2019-05-20,97.4019
2019-05-17,97.8244
2019-05-16,97.9354
2019-05-15,98.0356
2019-05-14,98.2254
2019-05-13,98.2254
2019-05-10,98.7544
2019-05-09,98.9754
2019-05-08,99.5367
2019-05-07,99.5367
2019-05-06,100.0810
2019-05-03,100.0810
2019-05-02,100.0810
2019-05-01,99.6227
2019-04-30,100.8436
2019-04-29,100.8436
2019-04-26,100.8436
2019-04-25,100.8436
2019-04-24,100.8436
2019-04-23,100.8436
2019-04-22,100.8436
2019-04-18,100.8436
2019-04-17,100.8436
2019-04-16,102.8415
2019-04-15,102.5085
2019-04-12,102.3832
2019-04-11,101.8175
2019-04-10,101.4415
2019-04-09,101.1909
2019-04-08,101.1909
2019-04-05,101.1730
2019-04-04,101.1730
2019-04-03,101.1730
2019-04-02,101.0763
2019-04-01,100.8830
2019-03-29,100.4211
2019-03-28,100.4211
2019-03-27,100.3173
2019-03-26,100.2421
2019-03-25,100.2421
2019-03-22,99.5224
2019-03-21,98.7132
2019-03-20,98.5628
2019-03-19,98.5628
2019-03-18,98.0866
2019-03-15,98.0723
2019-03-14,97.9828
2019-03-13,97.9828
2019-03-12,97.9828
2019-03-11,98.1296
2019-03-08,98.1296
2019-03-07,98.5056
2019-03-06,99.2539
2019-03-05,99.4150
2019-03-04,99.4150
2019-03-01,99.4329
2019-02-28,99.0713
2019-02-27,99.0713
2019-02-26,98.5879
2019-02-25,98.2406
2019-02-22,97.2345
2019-02-21,97.1593
2019-02-20,97.1593
2019-02-19,96.9660
2019-02-15,96.5401
2019-02-14,96.4434
2019-02-13,96.4434
2019-02-12,95.8276
2019-02-11,95.4516
2019-02-08,95.2736
2019-02-07,95.2205
2019-02-06,94.8667
2019-02-05,94.1766
2019-02-04,90.9280
2019-02-01,90.9280
2019-01-31,90.5777
2019-01-30,90.5777
2019-01-29,90.5777
2019-01-28,90.1531
2019-01-25,90.1531
2019-01-24,90.1531
2019-01-23,90.1531
2019-01-22,86.2392
2019-01-18,85.4217
2019-01-17,83.8152
2019-01-16,83.0508
2019-01-15,82.6721
2019-01-14,82.6474
2019-01-11,82.6474
2019-01-10,81.8618
2019-01-09,80.4498
2019-01-08,80.1561
2019-01-07,79.5404
2019-01-04,79.0662
2019-01-03,80.0499
2019-01-02,80.0499
2018-12-31,80.0499
2018-12-28,80.3472
2018-12-27,80.5878
2018-12-26,80.9735
2018-12-24,81.8547
2018-12-21,82.8951
2018-12-20,83.4259
2018-12-19,84.6185
2018-12-18,84.9263
2018-12-17,85.5173
2018-12-14,86.7382
2018-12-13,86.7382
2018-12-12,86.7382
2018-12-11,86.6851
2018-12-10,86.5754
2018-12-07,86.1684
2018-12-06,86.1684
2018-12-04,86.0941
2018-12-03,86.0941
2018-11-30,85.4217
2018-11-29,84.8662
2018-11-28,84.8556
2018-11-27,84.5583
2018-11-26,85.0254
2018-11-23,85.3793
2018-11-21,85.3793
2018-11-20,85.3793
2018-11-19,86.1218
2018-11-16,84.6158
2018-11-15,84.1056
2018-11-14,84.1056
2018-11-13,83.9484
2018-11-12,83.9484
2018-11-09,83.9484
2018-11-08,83.8882
2018-11-07,84.5196
2018-11-06,85.8824
2018-11-05,85.9558
2018-11-02,85.9558
2018-11-01,85.9558
2018-10-31,86.4799
2018-10-30,88.1607
2018-10-29,92.1616
2018-10-26,94.0520
2018-10-25,94.5517
2018-10-24,95.2017
2018-10-23,96.3198
2018-10-22,96.5539
2018-10-19,96.8020
2018-10-18,98.4793
2018-10-17,100.0133
2018-10-16,102.4313
2018-10-15,102.4313
2018-10-12,102.4313
2018-10-11,102.4313
2018-10-10,103.7312
2018-10-09,105.2792
2018-10-08,105.3665
2018-10-05,105.6076
2018-10-04,105.7788
2018-10-03,105.7788
2018-10-02,105.5517
2018-10-01,105.1394
2018-09-28,105.1149
2018-09-27,105.1149
2018-09-26,104.9926
2018-09-25,104.3497
2018-09-24,104.0771
2018-09-21,104.0771
2018-09-20,103.6054
2018-09-19,103.1092
2018-09-18,102.8541
2018-09-17,102.7703
2018-09-14,102.7703
2018-09-13,102.6654
2018-09-12,102.3090
2018-09-11,102.2916
2018-09-10,102.2916
2018-09-07,102.2916
2018-09-06,102.2706
2018-09-05,102.2706
2018-09-04,102.2706
2018-08-31,102.2706
2018-08-30,102.2496
2018-08-29,102.1378
2018-08-28,101.2013
2018-08-27,101.2013
2018-08-24,101.0406
2018-08-23,101.0406
2018-08-22,101.0406
2018-08-21,101.0406
2018-08-20,101.0406
2018-08-17,100.7715
2018-08-16,100.5650
2018-08-15,100.3334
2018-08-14,100.3334
2018-08-13,100.3334
2018-08-10,100.3334
2018-08-09,100.3334
2018-08-08,100.8000
2018-08-07,100.8000
2018-08-06,100.8000
2018-08-03,100.8000
2018-08-02,100.8000
2018-08-01,101.5882
2018-07-31,101.3808
2018-07-30,101.3808
2018-07-27,101.3808
2018-07-26,101.3808
2018-07-25,101.3808
2018-07-24,101.3808
2018-07-23,101.3808
2018-07-20,101.2875
2018-07-19,100.8381
2018-07-18,99.1788
2018-07-17,98.9852
2018-07-16,98.5808
2018-07-13,98.5808
2018-07-12,98.4425
2018-07-11,98.0484
2018-07-10,97.8410
2018-07-09,97.5403
2018-07-06,96.9250
2018-07-05,96.9941
2018-07-03,97.4712
2018-07-02,97.4712
2018-06-29,97.4712
2018-06-28,97.7996
2018-06-27,98.3215
2018-06-26,98.7778
2018-06-25,98.7951
2018-06-22,99.6593
2018-06-21,99.6766
2018-06-20,100.2228
2018-06-19,100.4094
2018-06-18,100.4405
2018-06-15,100.1433
2018-06-14,99.9497
2018-06-13,99.7526
2018-06-12,99.7526
2018-06-11,99.4242
2018-06-08,99.1788
2018-06-07,99.1788
2018-06-06,98.4944
2018-06-05,99.0060
2018-06-04,99.0060
2018-06-01,99.0060
2018-05-31,99.0060
2018-05-30,99.0060
2018-05-29,99.0060
2018-05-25,99.9428
2018-05-24,99.9428
2018-05-23,99.9428
2018-05-22,99.3758
2018-05-21,99.0554
2018-05-18,98.7616
2018-05-17,98.1530
2018-05-16,97.9989
2018-05-15,97.9989
2018-05-14,97.9989
2018-05-11,98.2253
2018-05-10,98.2253
2018-05-09,98.2253
2018-05-08,98.2253
2018-05-07,98.2253
2018-05-04,98.2253
2018-05-03,98.4271
2018-05-02,99.5930
2018-05-01,101.2410
2018-04-30,104.6636
2018-04-27,104.6636
2018-04-26,104.6636
2018-04-25,104.6636
2018-04-24,104.7388
2018-04-23,104.7388
2018-04-20,104.8004
2018-04-19,105.5218
2018-04-18,106.0826
2018-04-17,105.8056
2018-04-16,104.8551
2018-04-13,104.8551
2018-04-12,104.7730
2018-04-11,103.9593
2018-04-10,103.9593
2018-04-09,103.3848
2018-04-06,103.3848
2018-04-05,103.4977
2018-04-04,104.5063
2018-04-03,104.7970
2018-04-02,105.4192
2018-03-29,106.1715
2018-03-28,106.1715
2018-03-27,106.1715
2018-03-26,106.2159
2018-03-23,106.2159
2018-03-22,107.3989
2018-03-21,108.4486
2018-03-20,108.3324
2018-03-19,108.3324
2018-03-16,107.9973
2018-03-15,107.3579
2018-03-14,107.3579
2018-03-13,107.3579
2018-03-12,106.9852
2018-03-09,106.5612
2018-03-08,106.5612
2018-03-07,106.5612
2018-03-06,106.5612
2018-03-05,106.5612
2018-03-02,106.5612
2018-03-01,106.8724
2018-02-28,105.9184
2018-02-27,105.7953
2018-02-26,105.4876
2018-02-23,103.3233
2018-02-22,103.3233
2018-02-21,103.3233
2018-02-20,103.3233
2018-02-16,103.3233
2018-02-15,104.2055
2018-02-14,104.9264
2018-02-13,105.2175
2018-02-12,105.8200
2018-02-09,106.3683
2018-02-08,107.4283
2018-02-07,107.4658
2018-02-06,107.5775
2018-02-05,107.8788
2018-02-02,110.8810
2018-02-01,111.6392
2018-01-31,112.4549
2018-01-30,112.4549
2018-01-29,112.4549
2018-01-26,112.4549
2018-01-25,112.4549
2018-01-24,112.4549
2018-01-23,112.4549
2018-01-22,112.4549
2018-01-19,112.4515
2018-01-18,111.8660
2018-01-17,110.1601
2018-01-16,107.9160
2018-01-12,107.7569
2018-01-11,107.6824
2018-01-10,107.3440
2018-01-09,107.3067
2018-01-08,106.7584
2018-01-05,106.4132
2018-01-04,106.2168
2018-01-03,105.3673
2018-01-02,103.6749
2017-12-29,103.6444
2017-12-28,103.7764
2017-12-27,104.3248
2017-12-26,104.7039
2017-12-22,104.7039
2017-12-21,104.7039
2017-12-20,104.8866
2017-12-19,104.8866
2017-12-18,104.8866
2017-12-15,104.8866
2017-12-14,105.1845
2017-12-13,105.1845
2017-12-12,104.9340
2017-12-11,104.4195
2017-12-08,104.3925
2017-12-07,104.2943
2017-12-06,104.2943
2017-12-05,104.2503
2017-12-04,103.8103
2017-12-01,102.8456
2017-11-30,102.1890
2017-11-29,101.4819
2017-11-28,101.2517
2017-11-27,101.1028
2017-11-24,101.0893
2017-11-22,101.0893
2017-11-21,101.0893
2017-11-20,100.9200
2017-11-17,100.8693
2017-11-16,100.9212
2017-11-15,101.2631
2017-11-14,101.8334
2017-11-13,101.9890
2017-11-10,102.2851
2017-11-09,102.2851
2017-11-08,102.3488
2017-11-07,102.7677
2017-11-06,103.8837
2017-11-03,105.2309
2017-11-02,105.6398
2017-11-01,105.6398
2017-10-31,105.6398
2017-10-30,103.4514
2017-10-27,103.4514
2017-10-26,103.4514
2017-10-25,103.4514
2017-10-24,103.4514
2017-10-23,103.4514
2017-10-20,103.4413
2017-10-19,103.0224
2017-10-18,103.0224
2017-10-17,98.8836
2017-10-16,98.8836
2017-10-13,98.5820
2017-10-12,98.4848
2017-10-11,98.2468
2017-10-10,98.2468
2017-10-09,97.8581
2017-10-06,97.7743
2017-10-05,97.7743
2017-10-04,97.7341
2017-10-03,97.7341
2017-10-02,97.7341
2017-09-29,97.7341
2017-09-28,97.6905
2017-09-27,97.6905
2017-09-26,97.6905
2017-09-25,97.3420
2017-09-22,96.9834
2017-09-21,96.5243
2017-09-20,96.5243
2017-09-19,96.5243
2017-09-18,96.5243
2017-09-15,96.5243
2017-09-14,96.5243
2017-09-13,96.5209
2017-09-12,96.5209
2017-09-11,96.1053
2017-09-08,95.9411
2017-09-07,96.0283
2017-09-06,95.5926
2017-09-05,95.4921
2017-09-01,95.0731
2017-08-31,95.0731
2017-08-30,95.0731
2017-08-29,95.0731
2017-08-28,95.0731
2017-08-25,94.9491
2017-08-24,94.7782
2017-08-23,94.6643
2017-08-22,94.6643
2017-08-21,94.6643
2017-08-18,94.8937
2017-08-17,95.3283
2017-08-16,95.3283
2017-08-15,95.3283
2017-08-14,95.6256
2017-08-11,95.6256
2017-08-10,95.6256
2017-08-09,95.6256
2017-08-08,95.9107
2017-08-07,96.2523
2017-08-04,96.5474
2017-08-03,96.6734
2017-08-02,96.9918
2017-08-01,97.4627
2017-07-31,98.8025
2017-07-28,98.8025
2017-07-27,98.9103
2017-07-26,99.1855
2017-07-25,99.6266
2017-07-24,99.6266
2017-07-21,99.8621
2017-07-20,99.9284
2017-07-19,99.9284
2017-07-18,102.1055
2017-07-17,102.1669
2017-07-14,102.1669
2017-07-13,102.1669
2017-07-12,102.1669
2017-07-11,102.1669
2017-07-10,102.1967
2017-07-07,102.1967
2017-07-06,102.2266
2017-07-05,102.5284
2017-07-03,102.5284
2017-06-30,102.4737
2017-06-29,102.4165
2017-06-28,102.4165
2017-06-27,102.4073
2017-06-26,102.4073
2017-06-23,102.8517
2017-06-22,102.5002
2017-06-21,102.1818
2017-06-20,102.1420
2017-06-19,102.1420
2017-06-16,102.1420
2017-06-15,102.1420
2017-06-14,102.1420
2017-06-13,102.1420
2017-06-12,102.1420
2017-06-09,101.1687
2017-06-08,101.1471
2017-06-07,101.1471
2017-06-06,101.1339
2017-06-05,101.1339
2017-06-02,101.0211
2017-06-01,100.7624
2017-05-31,100.8984
2017-05-30,100.8984
2017-05-26,100.8984
2017-05-25,100.8619
2017-05-24,100.7923
2017-05-23,100.7923
2017-05-22,100.7923
2017-05-19,100.7923
2017-05-18,100.8347
2017-05-17,101.9382
2017-05-16,102.0400
2017-05-15,102.0531
2017-05-12,102.3585
2017-05-11,102.4144
2017-05-10,102.8587
2017-05-09,103.1539
2017-05-08,103.4626
2017-05-05,103.4626
2017-05-04,105.2458
2017-05-03,105.3936
2017-05-02,105.5118
2017-05-01,108.5037
2017-04-28,108.7992
2017-04-27,108.7992
2017-04-26,108.7992
2017-04-25,108.7992
2017-04-24,109.0850
2017-04-21,109.2065
2017-04-20,109.3838
2017-04-19,110.3231
2017-04-18,113.4036
2017-04-17,113.4036
2017-04-13,113.4036
2017-04-12,113.4036
2017-04-11,113.4036
2017-04-10,114.0670
2017-04-07,114.1589
2017-04-06,114.4261
2017-04-05,114.4261
2017-04-04,114.2094
2017-04-03,114.3933
2017-03-31,114.3933
2017-03-30,114.5772
2017-03-29,115.3030
2017-03-28,115.3030
2017-03-27,115.3030
2017-03-24,115.5349
2017-03-23,115.6959
2017-03-22,115.6959
2017-03-21,116.5169
2017-03-20,116.9274
2017-03-17,116.9274
2017-03-16,116.9373
2017-03-15,117.1212
2017-03-14,117.4926
2017-03-13,117.7123
2017-03-10,117.7123
2017-03-09,117.7123
2017-03-08,118.8289
2017-03-07,118.8289
2017-03-06,118.7764
2017-03-03,118.7764
2017-03-02,118.8552
2017-03-01,118.8552
2017-02-28,118.6023
2017-02-27,118.6023
2017-02-24,118.0801
2017-02-23,117.8010
2017-02-22,117.7911
2017-02-21,117.3422
2017-02-17,116.8470
2017-02-16,116.8470
2017-02-15,116.2908
2017-02-14,115.4880
2017-02-13,115.4124
2017-02-10,115.0742
2017-02-09,114.7228
2017-02-08,114.7185
2017-02-07,114.7348
2017-02-06,114.1712
2017-02-03,113.7965
2017-02-02,112.4899
2017-02-01,112.4247
2017-01-31,112.4247
2017-01-30,112.4247
2017-01-27,112.4247
2017-01-26,112.3466
2017-01-25,112.3466
2017-01-24,111.2160
2017-01-23,109.6683
2017-01-20,109.4695
2017-01-19,109.2350
2017-01-18,109.2350
2017-01-17,109.2350
2017-01-13,109.2350
2017-01-12,109.2350
2017-01-11,109.2350
2017-01-10,109.2350
2017-01-09,109.2871
2017-01-06,109.2871
2017-01-05,109.1893
2017-01-04,109.1893
2017-01-03,108.6615
2016-12-30,108.9417
2016-12-29,109.1828
2016-12-28,109.1959
2016-12-27,109.2161
2016-12-23,109.1574
2016-12-22,109.0056
2016-12-21,108.8805
2016-12-20,107.6326
2016-12-19,107.1569
2016-12-16,107.1569
2016-12-15,106.9874
2016-12-14,106.9516
2016-12-13,106.9516
2016-12-12,105.9213
2016-12-09,105.8985
2016-12-08,105.6640
2016-12-07,105.3968
2016-12-06,105.2273
2016-12-05,105.2273
2016-12-02,105.2273
2016-12-01,105.2273
2016-11-30,105.1394
2016-11-29,104.9830
2016-11-28,104.9830
2016-11-25,104.5040
2016-11-23,104.4421
2016-11-22,102.3080
2016-11-21,102.3080
2016-11-18,101.9366
2016-11-17,101.7776
2016-11-16,101.7550
2016-11-15,101.7130
2016-11-14,101.7130
2016-11-11,101.5435
2016-11-10,101.4849
2016-11-09,99.7809
2016-11-08,99.3239
2016-11-07,98.7905
2016-11-04,98.2513
2016-11-03,98.1641
2016-11-02,98.1641
2016-11-01,98.1641
2016-10-31,97.5926
2016-10-28,98.0608
2016-10-27,98.0608
2016-10-26,98.0608
2016-10-25,98.0608
2016-10-24,98.4031
2016-10-21,98.9003
2016-10-20,98.9003
2016-10-19,98.9003
2016-10-18,98.9003
2016-10-17,100.3599
2016-10-14,100.3599
2016-10-13,100.7822
2016-10-12,102.7106
2016-10-11,102.9722
2016-10-10,102.9464
2016-10-07,102.8334
2016-10-06,102.8334
2016-10-05,102.8334
2016-10-04,102.8334
2016-10-03,102.8334
2016-09-30,102.8334
2016-09-29,102.8334
2016-09-28,100.6941
2016-09-27,100.2404
2016-09-26,100.4697
2016-09-23,100.6634
2016-09-22,100.6634
2016-09-21,101.5288
2016-09-20,101.7064
2016-09-19,101.7064
2016-09-16,101.7064
2016-09-15,101.7064
2016-09-14,101.7645
2016-09-13,102.2327
2016-09-12,102.2327
2016-09-09,102.4943
2016-09-08,103.2047
2016-09-07,103.2047
2016-09-06,103.0691
2016-09-02,103.0691
2016-09-01,103.0691
2016-08-31,103.2822
2016-08-30,103.2822
2016-08-29,103.2822
2016-08-26,103.5954
2016-08-25,103.9054
2016-08-24,104.3865
2016-08-23,104.6481
2016-08-22,104.6481
2016-08-19,104.7740
2016-08-18,104.8774
2016-08-17,104.5249
2016-08-16,104.4224
2016-08-15,104.4224
2016-08-12,104.4224
2016-08-11,104.4224
