time,MIDPOINT
2021-03-25,103.0675
2021-03-24,101.9130
2021-03-23,101.8853
2021-03-22,100.7150
2021-03-19,100.5212
2021-03-18,99.9875
2021-03-17,98.5048
2021-03-16,98.3269
2021-03-15,98.3269
2021-03-12,98.0461
2021-03-11,97.5796
2021-03-10,97.5796
2021-03-09,96.3697
2021-03-08,96.3697
2021-03-05,95.7371
2021-03-04,95.7371
2021-03-03,95.7371
2021-03-02,95.7371
2021-03-01,95.7371
2021-02-26,95.7371
2021-02-25,95.7608
2021-02-24,95.7608
2021-02-23,95.3773
2021-02-22,95.3773
2021-02-19,95.3773
2021-02-18,95.5496
2021-02-17,94.8083
2021-02-16,94.8083
2021-02-12,94.8083
2021-02-11,94.8044
2021-02-10,94.8044
2021-02-09,94.7490
2021-02-08,94.7022
2021-02-05,94.0584
2021-02-04,94.0584
2021-02-03,97.6324
2021-02-02,97.6324
2021-02-01,97.6324
2021-01-29,97.6324
2021-01-28,97.6324
2021-01-27,97.6324
2021-01-26,97.6324
2021-01-25,97.6324
2021-01-22,97.6441
2021-01-21,100.8864
2021-01-20,100.2738
2021-01-19,99.6613
2021-01-15,98.8029
2021-01-14,98.8029
2021-01-13,98.8029
2021-01-12,98.7483
2021-01-11,98.7483
2021-01-08,98.7483
2021-01-07,98.7483
2021-01-06,98.6741
2021-01-05,97.3593
2021-01-04,97.2578
2020-12-31,97.2578
2020-12-30,97.2461
2020-12-29,97.2773
2020-12-28,97.2773
2020-12-24,97.2773
2020-12-23,97.2773
2020-12-22,97.6129
2020-12-21,97.6129
2020-12-18,97.6675
2020-12-17,97.8275
2020-12-16,97.8275
2020-12-15,97.8275
2020-12-14,97.6831
2020-12-11,97.6831
2020-12-10,97.6831
2020-12-09,97.6831
2020-12-08,97.6831
2020-12-07,96.4853
2020-12-04,95.2562
2020-12-03,94.2496
2020-12-02,94.1833
2020-12-01,94.1052
2020-11-30,94.1052
2020-11-27,94.1052
2020-11-25,93.2196
2020-11-24,93.2196
2020-11-23,91.5301
2020-11-20,90.8551
2020-11-19,90.0566
2020-11-18,90.0566
2020-11-17,89.2332
2020-11-16,89.2332
2020-11-13,89.0577
2020-11-12,88.9653
2020-11-11,87.9073
2020-11-10,87.0378
2020-11-09,86.1092
2020-11-06,85.1896
2020-11-05,85.6629
2020-11-04,85.6629
2020-11-03,85.6629
2020-11-02,86.1900
2020-10-30,89.3256
2020-10-29,89.4834
2020-10-28,89.4834
2020-10-27,90.9915
2020-10-26,91.6302
2020-10-23,93.2115
2020-10-22,93.4347
2020-10-21,94.8582
2020-10-20,95.7470
2020-10-19,97.5168
2020-10-16,97.5168
2020-10-15,96.9781
2020-10-14,96.9781
2020-10-13,96.9781
2020-10-12,96.9781
2020-10-09,96.9781
2020-10-08,96.3549
2020-10-07,93.1692
2020-10-06,92.3766
2020-10-05,92.3766
2020-10-02,92.2689
2020-10-01,92.6652
2020-09-30,93.4962
2020-09-29,93.4962
2020-09-28,93.4962
2020-09-25,93.4962
2020-09-24,93.4962
2020-09-23,93.7809
2020-09-22,94.3273
2020-09-21,94.3273
2020-09-18,94.4465
2020-09-17,94.4465
2020-09-16,95.7008
2020-09-15,95.7008
2020-09-14,95.7008
2020-09-11,95.7008
2020-09-10,95.7008
2020-09-09,95.9509
2020-09-08,95.9509
2020-09-04,96.3702
2020-09-03,96.7011
2020-09-02,96.6973
2020-09-01,95.7354
2020-08-31,95.7354
2020-08-28,95.7354
2020-08-27,95.7354
2020-08-26,95.7354
2020-08-25,96.1279
2020-08-24,96.1471
2020-08-21,96.2856
2020-08-20,96.2856
2020-08-19,96.5511
2020-08-18,96.5490
2020-08-17,96.5490
2020-08-14,96.1161
2020-08-13,95.5958
2020-08-12,95.5806
2020-08-11,95.5806
2020-08-10,95.5806
2020-08-07,94.7534
2020-08-06,94.6091
2020-08-05,95.0344
2020-08-04,95.5433
2020-08-03,95.5433
2020-07-31,95.5433
2020-07-30,95.5433
2020-07-29,95.9649
2020-07-28,95.5813
2020-07-27,94.6698
2020-07-24,94.1381
2020-07-23,93.8153
2020-07-22,92.8127
2020-07-21,91.9391
2020-07-20,91.9391
2020-07-17,91.4606
2020-07-16,91.0428
2020-07-15,90.6593
2020-07-14,89.8123
2020-07-13,89.8123
2020-07-10,89.8123
2020-07-09,89.8123
2020-07-08,90.0820
2020-07-07,90.0820
2020-07-06,90.1959
2020-07-02,90.7276
2020-07-01,91.3695
2020-06-30,91.3695
2020-06-29,91.7454
2020-06-26,91.7454
2020-06-25,91.7454
2020-06-24,91.7454
2020-06-23,94.1419
2020-06-22,94.9015
2020-06-19,96.3751
2020-06-18,96.3751
2020-06-17,96.3751
2020-06-16,96.3751
2020-06-15,96.3751
2020-06-12,96.3751
2020-06-11,96.3751
2020-06-10,98.8513
2020-06-09,98.8513
2020-06-08,97.7993
2020-06-05,95.1180
2020-06-04,93.9748
2020-06-03,93.9748
2020-06-02,92.8165
2020-06-01,92.6417
2020-05-29,92.1062
2020-05-28,92.0949
2020-05-27,91.6315
2020-05-26,90.1959
2020-05-22,90.5111
2020-05-21,90.6631
2020-05-20,90.6631
2020-05-19,90.6631
2020-05-18,90.6631
2020-05-15,90.6631
2020-05-14,90.6631
2020-05-13,91.0064
2020-05-12,93.8260
2020-05-11,93.8260
2020-05-08,93.8260
2020-05-07,93.8260
2020-05-06,93.7024
2020-05-05,92.9379
2020-05-04,91.9823
2020-05-01,91.9823
2020-04-30,91.9823
2020-04-29,91.5963
2020-04-28,90.6894
2020-04-27,90.5582
2020-04-24,90.1085
2020-04-23,89.8050
2020-04-22,89.8050
2020-04-21,89.5089
2020-04-20,89.4640
2020-04-17,86.2861
2020-04-16,86.2861
2020-04-15,85.8364
2020-04-14,85.8364
2020-04-13,84.9332
2020-04-09,84.9332
2020-04-08,84.1050
2020-04-07,82.4749
2020-04-06,82.4299
2020-04-03,77.8355
2020-04-02,77.8355
2020-04-01,77.8355
2020-03-31,77.8355
2020-03-30,77.8355
2020-03-27,77.8205
2020-03-26,77.8205
2020-03-25,75.9692
2020-03-24,79.7242
2020-03-23,82.2725
2020-03-20,82.5049
2020-03-19,84.9969
2020-03-18,85.6790
2020-03-17,87.4291
2020-03-16,87.4291
2020-03-13,88.8569
2020-03-12,88.8569
2020-03-11,94.4781
2020-03-10,96.5205
2020-03-09,97.2550
2020-03-06,102.7413
2020-03-05,104.4577
2020-03-04,104.9748
2020-03-03,104.9748
2020-03-02,105.4433
2020-02-28,105.4433
2020-02-27,107.7105
2020-02-26,110.5736
2020-02-25,111.3081
2020-02-24,113.0769
2020-02-21,114.3548
2020-02-20,114.6771
2020-02-19,114.6771
2020-02-18,113.4973
2020-02-14,112.4442
2020-02-13,111.5023
2020-02-12,108.9213
2020-02-11,108.8508
2020-02-10,108.8508
2020-02-07,108.8508
2020-02-06,108.8508
2020-02-05,108.6913
2020-02-04,106.0139
2020-02-03,104.9607
2020-01-31,104.0782
2020-01-30,104.0782
2020-01-29,104.0225
2020-01-28,103.7259
2020-01-27,103.7259
2020-01-24,103.7259
2020-01-23,103.7259
2020-01-22,103.5367
2020-01-21,101.3711
2020-01-17,101.0188
2020-01-16,100.8964
2020-01-15,100.4366
2020-01-14,100.4143
2020-01-13,99.9582
2020-01-10,99.9582
2020-01-09,99.9582
2020-01-08,99.4687
2020-01-07,99.5169
2020-01-06,99.5317
2020-01-03,99.5317
2020-01-02,99.5317
2019-12-31,99.5317
2019-12-30,99.5317
2019-12-27,100.0212
2019-12-26,100.0212
2019-12-24,99.8840
2019-12-23,99.8840
2019-12-20,99.8840
2019-12-19,99.5836
2019-12-18,99.0979
2019-12-17,99.0979
2019-12-16,99.0979
2019-12-13,99.0979
2019-12-12,99.0979
2019-12-11,98.7752
2019-12-10,99.0126
2019-12-09,99.3389
2019-12-06,99.3389
2019-12-05,99.3389
2019-12-04,99.3686
2019-12-03,99.4168
2019-12-02,99.7097
2019-11-29,99.8173
2019-11-27,99.8173
2019-11-26,99.8173
2019-11-25,99.8173
2019-11-22,99.6764
2019-11-21,100.4254
2019-11-20,100.4551
2019-11-19,100.7518
2019-11-18,100.7518
2019-11-15,100.7518
2019-11-14,100.7347
2019-11-13,100.0750
2019-11-12,100.0750
2019-11-11,100.0750
2019-11-08,100.0750
2019-11-07,100.0750
2019-11-06,99.8807
2019-11-05,99.5545
2019-11-04,99.4739
2019-11-01,98.4293
2019-10-31,98.4293
2019-10-30,98.4293
2019-10-29,100.6797
2019-10-28,101.0059
2019-10-25,101.0059
2019-10-24,101.0059
2019-10-23,101.0059
2019-10-22,101.0059
2019-10-21,101.0059
2019-10-18,101.5594
2019-10-17,101.6217
2019-10-16,103.1317
2019-10-15,103.1317
2019-10-14,103.3737
2019-10-11,104.0187
2019-10-10,104.0187
2019-10-09,104.0187
2019-10-08,104.0187
2019-10-07,105.0816
2019-10-04,105.2282
2019-10-03,105.2282
2019-10-02,105.2282
2019-10-01,105.2282
2019-09-30,105.2282
2019-09-27,104.5429
2019-09-26,104.5868
2019-09-25,104.5868
2019-09-24,104.5868
2019-09-23,105.1659
2019-09-20,105.1659
2019-09-19,104.6858
2019-09-18,104.6858
2019-09-17,103.1281
2019-09-16,102.3144
2019-09-13,102.3144
2019-09-12,102.3144
2019-09-11,101.8233
2019-09-10,101.2405
2019-09-09,99.9100
2019-09-06,99.1587
2019-09-05,99.1587
2019-09-04,97.4543
2019-09-03,97.1648
2019-08-30,97.1648
2019-08-29,96.9852
2019-08-28,96.9852
2019-08-27,96.9852
2019-08-26,97.2601
2019-08-23,97.2601
2019-08-22,98.0005
2019-08-21,99.4555
2019-08-20,99.4555
2019-08-19,99.4555
2019-08-16,99.4555
2019-08-15,101.4592
2019-08-14,102.5716
2019-08-13,103.6235
2019-08-12,103.6235
2019-08-09,104.5631
2019-08-08,105.2464
2019-08-07,105.2464
2019-08-06,105.8334
2019-08-05,105.8443
2019-08-02,108.1958
2019-08-01,108.5545
2019-07-31,108.5545
2019-07-30,106.6813
2019-07-29,106.6813
2019-07-26,106.6813
2019-07-25,106.2102
2019-07-24,105.6631
2019-07-23,105.3841
2019-07-22,104.7392
2019-07-19,104.7174
2019-07-18,104.6993
2019-07-17,102.4891
2019-07-16,102.4891
2019-07-15,102.4130
2019-07-12,101.6847
2019-07-11,101.2499
2019-07-10,101.2499
2019-07-09,101.2499
2019-07-08,101.2499
2019-07-05,101.2499
2019-07-03,101.2499
2019-07-02,100.4745
2019-07-01,100.0977
2019-06-28,99.3875
2019-06-27,99.3875
2019-06-26,99.3875
2019-06-25,99.3586
2019-06-24,99.3586
2019-06-21,99.2571
2019-06-20,98.6122
2019-06-19,97.5759
2019-06-18,97.0578
2019-06-17,96.9019
2019-06-14,95.7352
2019-06-13,95.2715
2019-06-12,95.2715
2019-06-11,95.2715
2019-06-10,94.8330
2019-06-07,94.3149
2019-06-06,94.0903
2019-06-05,95.4164
2019-06-04,95.4526
2019-06-03,95.4526
2019-05-31,95.4526
2019-05-30,96.3874
2019-05-29,96.4309
2019-05-28,96.7099
2019-05-24,97.0578
2019-05-23,97.0578
2019-05-22,97.0578
2019-05-21,97.0578
2019-05-20,97.0279
2019-05-17,97.8801
2019-05-16,97.8801
2019-05-15,97.8801
2019-05-14,97.9445
2019-05-13,97.9445
2019-05-10,99.3576
2019-05-09,99.3649
2019-05-08,99.6083
2019-05-07,99.6083
2019-05-06,99.9628
2019-05-03,99.9628
2019-05-02,99.9628
2019-05-01,99.9628
2019-04-30,101.6027
2019-04-29,101.6027
2019-04-26,101.6027
2019-04-25,101.6027
2019-04-24,101.6957
2019-04-23,101.6957
2019-04-22,101.6957
2019-04-18,101.7745
2019-04-17,101.7745
2019-04-16,102.8487
2019-04-15,102.5658
2019-04-12,102.5658
2019-04-11,102.0001
2019-04-10,101.5239
2019-04-09,101.2804
2019-04-08,101.2804
2019-04-05,101.2589
2019-04-04,101.2589
2019-04-03,101.2589
2019-04-02,101.1408
2019-04-01,101.1408
2019-03-29,100.4748
2019-03-28,100.4748
2019-03-27,100.3352
2019-03-26,100.2528
2019-03-25,100.1526
2019-03-22,99.9485
2019-03-21,99.0104
2019-03-20,98.6703
2019-03-19,98.6703
2019-03-18,98.5700
2019-03-15,98.2907
2019-03-14,98.2084
2019-03-13,98.2084
2019-03-12,98.2084
2019-03-11,98.3946
2019-03-08,98.3946
2019-03-07,98.4912
2019-03-06,99.0713
2019-03-05,99.3792
2019-03-04,99.3792
2019-03-01,99.3792
2019-02-28,98.8922
2019-02-27,98.8922
2019-02-26,98.7383
2019-02-25,97.9076
2019-02-22,97.7322
2019-02-21,97.3491
2019-02-20,97.3491
2019-02-19,97.3491
2019-02-15,97.1092
2019-02-14,96.6930
2019-02-13,96.6930
2019-02-12,96.1667
2019-02-11,95.6947
2019-02-08,95.6947
2019-02-07,95.6487
2019-02-06,95.1391
2019-02-05,94.8667
2019-02-04,91.1970
2019-02-01,90.9245
2019-01-31,90.8077
2019-01-30,90.5919
2019-01-29,90.5742
2019-01-28,90.1177
2019-01-25,90.0115
2019-01-24,89.6293
2019-01-23,89.6293
2019-01-22,86.2215
2019-01-18,85.6270
2019-01-17,84.7565
2019-01-16,83.0543
2019-01-15,83.0543
2019-01-14,83.0543
2019-01-11,83.0543
2019-01-10,83.0543
2019-01-09,82.1272
2019-01-08,80.4710
2019-01-07,79.8765
2019-01-04,79.5828
2019-01-03,79.2679
2019-01-02,79.3457
2018-12-31,79.3457
2018-12-28,80.4958
2018-12-27,80.7895
2018-12-26,80.9417
2018-12-24,80.9417
2018-12-21,82.1343
2018-12-20,82.8703
2018-12-19,84.9334
2018-12-18,84.9334
2018-12-17,85.4288
2018-12-14,86.5754
2018-12-13,86.5754
2018-12-12,86.5754
2018-12-11,86.5754
2018-12-10,86.5754
2018-12-07,85.8146
2018-12-06,85.8146
2018-12-04,85.8146
2018-12-03,85.8146
2018-11-30,85.4465
2018-11-29,84.9971
2018-11-28,84.9971
2018-11-27,84.4911
2018-11-26,84.4911
2018-11-23,85.1882
2018-11-21,85.1917
2018-11-20,85.1917
2018-11-19,86.2534
2018-11-16,85.6700
2018-11-15,84.1360
2018-11-14,84.1360
2018-11-13,84.0521
2018-11-12,84.0416
2018-11-09,84.0416
2018-11-08,83.9850
2018-11-07,84.5092
2018-11-06,84.7747
2018-11-05,86.1724
2018-11-02,86.1724
2018-11-01,86.1724
2018-10-31,86.1724
2018-10-30,87.1648
2018-10-29,92.5146
2018-10-26,94.3141
2018-10-25,94.8942
2018-10-24,95.1597
2018-10-23,95.8201
2018-10-22,96.5609
2018-10-19,96.9628
2018-10-18,97.6931
2018-10-17,99.7128
2018-10-16,102.1168
2018-10-15,102.3020
2018-10-12,102.3020
2018-10-11,102.3020
2018-10-10,103.5844
2018-10-09,105.1743
2018-10-08,105.5762
2018-10-05,105.7579
2018-10-04,105.7579
2018-10-03,105.7579
2018-10-02,105.7579
2018-10-01,105.3735
2018-09-28,104.6712
2018-09-27,104.6712
2018-09-26,104.6712
2018-09-25,104.1016
2018-09-24,104.0736
2018-09-21,103.7801
2018-09-20,103.6403
2018-09-19,102.9100
2018-09-18,102.8716
2018-09-17,102.8716
2018-09-14,102.8716
2018-09-13,102.8716
2018-09-12,102.3789
2018-09-11,102.3789
2018-09-10,102.3789
2018-09-07,102.3789
2018-09-06,102.3510
2018-09-05,102.3055
2018-09-04,102.3055
2018-08-31,102.3055
2018-08-30,102.3055
2018-08-29,102.3055
2018-08-28,101.5438
2018-08-27,101.3516
2018-08-24,101.0616
2018-08-23,101.0616
2018-08-22,101.0616
2018-08-21,101.0616
2018-08-20,101.0616
2018-08-17,100.9043
2018-08-16,100.9237
2018-08-15,100.4751
2018-08-14,100.4751
2018-08-13,100.4751
2018-08-10,100.4751
2018-08-09,100.4751
2018-08-08,100.4751
2018-08-07,100.4751
2018-08-06,100.4751
2018-08-03,100.4751
2018-08-02,100.1329
2018-08-01,101.1941
2018-07-31,101.5467
2018-07-30,101.1907
2018-07-27,101.1907
2018-07-26,101.1907
2018-07-25,101.1907
2018-07-24,101.1907
2018-07-23,101.1907
2018-07-20,101.1907
2018-07-19,100.8415
2018-07-18,99.5141
2018-07-17,98.8712
2018-07-16,98.8712
2018-07-13,98.8712
2018-07-12,98.8712
2018-07-11,97.6267
2018-07-10,97.5472
2018-07-09,97.4366
2018-07-06,96.7763
2018-07-05,96.4134
2018-07-03,96.8282
2018-07-02,97.2672
2018-06-29,97.4677
2018-06-28,97.7823
2018-06-27,97.7823
2018-06-26,98.5670
2018-06-25,98.7467
2018-06-22,99.5971
2018-06-21,99.5971
2018-06-20,100.0741
2018-06-19,100.5131
2018-06-18,100.4440
2018-06-15,100.2158
2018-06-14,99.8391
2018-06-13,99.6178
2018-06-12,99.6178
2018-06-11,99.4865
2018-06-08,99.3344
2018-06-07,99.0647
2018-06-06,98.8400
2018-06-05,98.9714
2018-06-04,99.1097
2018-06-01,99.1097
2018-05-31,99.1097
2018-05-30,99.1097
2018-05-29,99.1097
2018-05-25,99.9462
2018-05-24,99.9808
2018-05-23,99.9808
2018-05-22,99.5902
2018-05-21,99.1867
2018-05-18,98.8894
2018-05-17,98.8894
2018-05-16,98.5441
2018-05-15,98.4300
2018-05-14,98.4300
2018-05-11,98.4093
2018-05-10,98.6322
2018-05-09,98.7143
2018-05-08,98.7143
2018-05-07,98.7143
2018-05-04,98.7143
2018-05-03,98.7143
2018-05-02,99.2066
2018-05-01,100.4170
2018-04-30,104.5610
2018-04-27,104.5610
2018-04-26,104.5610
2018-04-25,104.5610
2018-04-24,104.5610
2018-04-23,104.5610
2018-04-20,104.5610
2018-04-19,105.5184
2018-04-18,105.8911
2018-04-17,106.4997
2018-04-16,105.2825
2018-04-13,105.2825
2018-04-12,105.2825
2018-04-11,104.3661
2018-04-10,104.3661
2018-04-09,103.9319
2018-04-06,103.6037
2018-04-05,103.6037
2018-04-04,104.4824
2018-04-03,104.4824
2018-04-02,104.7081
2018-03-29,105.7030
2018-03-28,105.7030
2018-03-27,105.7030
2018-03-26,105.7030
2018-03-23,105.7030
2018-03-22,106.7972
2018-03-21,108.2024
2018-03-20,108.2024
2018-03-19,108.0383
2018-03-16,108.0383
2018-03-15,107.6178
2018-03-14,107.3852
2018-03-13,107.3852
2018-03-12,107.3852
2018-03-09,107.0604
2018-03-08,106.8108
2018-03-07,106.5954
2018-03-06,106.5954
2018-03-05,106.5954
2018-03-02,106.5954
2018-03-01,106.5954
2018-02-28,106.5954
2018-02-27,105.7646
2018-02-26,105.7646
2018-02-23,104.5200
2018-02-22,103.8635
2018-02-21,103.8635
2018-02-20,103.8635
2018-02-16,103.8635
2018-02-15,104.2909
2018-02-14,105.4316
2018-02-13,105.8716
2018-02-12,105.8716
2018-02-09,106.9209
2018-02-08,107.1036
2018-02-07,108.2680
2018-02-06,108.2680
2018-02-05,108.2680
2018-02-02,110.4681
2018-02-01,111.5986
2018-01-31,112.2011
2018-01-30,112.2011
2018-01-29,112.2011
2018-01-26,112.2011
2018-01-25,112.2011
2018-01-24,112.2011
2018-01-23,112.2011
2018-01-22,112.2011
2018-01-19,112.2011
2018-01-18,111.9743
2018-01-17,110.7287
2018-01-16,107.7874
2018-01-12,107.5064
2018-01-11,107.5064
2018-01-10,107.4015
2018-01-09,107.1815
2018-01-08,106.9479
2018-01-05,106.2778
2018-01-04,106.0104
2018-01-03,104.9239
2018-01-02,103.4887
2017-12-29,103.4177
2017-12-28,103.4177
2017-12-27,103.4041
2017-12-26,104.3315
2017-12-22,104.3315
2017-12-21,104.3315
2017-12-20,104.6700
2017-12-19,104.6700
2017-12-18,104.6700
2017-12-15,104.6700
2017-12-14,105.0322
2017-12-13,105.0322
2017-12-12,105.0254
2017-12-11,104.5651
2017-12-08,104.3992
2017-12-07,104.3518
2017-12-06,104.3281
2017-12-05,104.3281
2017-12-04,103.9017
2017-12-01,102.8050
2017-11-30,102.5376
2017-11-29,101.7625
2017-11-28,101.3970
2017-11-27,101.2311
2017-11-24,101.2209
2017-11-22,101.2209
2017-11-21,101.2209
2017-11-20,100.7335
2017-11-17,100.6625
2017-11-16,100.6625
2017-11-15,101.1819
2017-11-14,101.8498
2017-11-13,101.8599
2017-11-10,102.2177
2017-11-09,102.2818
2017-11-08,102.2818
2017-11-07,102.2818
2017-11-06,102.7912
2017-11-03,104.2691
2017-11-02,105.7068
2017-11-01,105.7554
2017-10-31,105.7554
2017-10-30,103.4246
2017-10-27,103.4246
2017-10-26,103.4246
2017-10-25,103.4246
2017-10-24,103.4246
2017-10-23,103.4246
2017-10-20,103.4246
2017-10-19,103.0124
2017-10-18,102.5532
2017-10-17,98.8568
2017-10-16,98.8568
2017-10-13,98.8568
2017-10-12,98.3876
2017-10-11,98.3876
2017-10-10,98.3876
2017-10-09,98.0156
2017-10-06,97.8112
2017-10-05,97.8112
2017-10-04,97.8112
2017-10-03,97.8112
2017-10-02,97.5397
2017-09-29,97.5062
2017-09-28,97.5062
2017-09-27,97.5062
2017-09-26,97.5062
2017-09-25,97.3152
2017-09-22,97.3152
2017-09-21,96.6650
2017-09-20,96.6650
2017-09-19,96.6650
2017-09-18,96.6650
2017-09-15,96.6650
2017-09-14,96.6650
2017-09-13,96.6650
2017-09-12,96.5879
2017-09-11,96.2863
2017-09-08,96.0249
2017-09-07,96.0450
2017-09-06,95.9210
2017-09-05,95.5423
2017-09-01,95.3144
2017-08-31,94.9894
2017-08-30,94.9894
2017-08-29,94.9894
2017-08-28,94.9894
2017-08-25,94.9894
2017-08-24,94.7213
2017-08-23,94.5738
2017-08-22,94.5738
2017-08-21,94.5738
2017-08-18,94.5738
2017-08-17,95.2923
2017-08-16,95.6508
2017-08-15,95.6508
2017-08-14,95.6973
2017-08-11,95.6973
2017-08-10,95.6973
2017-08-09,95.6973
2017-08-08,95.7847
2017-08-07,96.0599
2017-08-04,96.3319
2017-08-03,96.6270
2017-08-02,96.8194
2017-08-01,96.8194
2017-07-31,98.9219
2017-07-28,98.9219
2017-07-27,99.2602
2017-07-26,99.3563
2017-07-25,99.5653
2017-07-24,99.5653
2017-07-21,99.9267
2017-07-20,100.0760
2017-07-19,100.0760
2017-07-18,101.6777
2017-07-17,102.1221
2017-07-14,102.1221
2017-07-13,102.1221
2017-07-12,102.1221
2017-07-11,102.1221
2017-07-10,102.1221
2017-07-07,102.1221
2017-07-06,102.1221
2017-07-05,102.5566
2017-07-03,102.5964
2017-06-30,102.5101
2017-06-29,102.5300
2017-06-28,102.5300
2017-06-27,102.5300
2017-06-26,102.5300
2017-06-23,102.5300
2017-06-22,102.5300
2017-06-21,101.9696
2017-06-20,101.5982
2017-06-19,101.5982
2017-06-16,101.5982
2017-06-15,101.5318
2017-06-14,101.5318
2017-06-13,101.5318
2017-06-12,101.5318
2017-06-09,101.1737
2017-06-08,100.8752
2017-06-07,100.8752
2017-06-06,101.1239
2017-06-05,101.1239
2017-06-02,101.1239
2017-06-01,100.8089
2017-05-31,100.8089
2017-05-30,100.9681
2017-05-26,100.9681
2017-05-25,100.8321
2017-05-24,100.8321
2017-05-23,100.8321
2017-05-22,100.8321
2017-05-19,100.8321
2017-05-18,100.8321
2017-05-17,102.1009
2017-05-16,102.1009
2017-05-15,102.1174
2017-05-12,102.1174
2017-05-11,102.6010
2017-05-10,102.8099
2017-05-09,103.0951
2017-05-08,103.4232
2017-05-05,103.7122
2017-05-04,104.8879
2017-05-03,105.3969
2017-05-02,105.4659
2017-05-01,108.0111
2017-04-28,108.7565
2017-04-27,108.7565
2017-04-26,108.7565
2017-04-25,108.8616
2017-04-24,108.8945
2017-04-21,109.2032
2017-04-20,109.7352
2017-04-19,109.8764
2017-04-18,112.9898
2017-04-17,112.9898
2017-04-13,112.9898
2017-04-12,113.3346
2017-04-11,113.3346
2017-04-10,113.5382
2017-04-07,113.8469
2017-04-06,113.9487
2017-04-05,114.1885
2017-04-04,114.4807
2017-04-03,114.4807
2017-03-31,114.7697
2017-03-30,114.7697
2017-03-29,115.2755
2017-03-28,115.2755
2017-03-27,115.2755
2017-03-24,115.2952
2017-03-23,115.5054
2017-03-22,115.5054
2017-03-21,116.0374
2017-03-20,116.9241
2017-03-17,116.9537
2017-03-16,116.9767
2017-03-15,116.9964
2017-03-14,117.4627
2017-03-13,117.7057
2017-03-10,117.9422
2017-03-09,117.9422
2017-03-08,118.6713
2017-03-07,118.6713
2017-03-06,118.6713
2017-03-03,118.6713
2017-03-02,118.6713
2017-03-01,118.6713
2017-02-28,118.5826
2017-02-27,118.5695
2017-02-24,118.3461
2017-02-23,117.8634
2017-02-22,117.5218
2017-02-21,117.5218
2017-02-17,116.9647
2017-02-16,116.9516
2017-02-15,116.5476
2017-02-14,115.9441
2017-02-13,115.6912
2017-02-10,115.4679
2017-02-09,114.9851
2017-02-08,114.9987
2017-02-07,114.9987
2017-02-06,114.9987
2017-02-03,113.9366
2017-02-02,113.7802
2017-02-01,112.5616
2017-01-31,112.5583
2017-01-30,112.5583
2017-01-27,112.5583
2017-01-26,112.5583
2017-01-25,112.4378
2017-01-24,111.2420
2017-01-23,109.6553
2017-01-20,109.4989
2017-01-19,109.1665
2017-01-18,109.1665
2017-01-17,109.1665
2017-01-13,109.1665
2017-01-12,109.1665
2017-01-11,109.1665
2017-01-10,109.1665
2017-01-09,109.3197
2017-01-06,109.3197
2017-01-05,109.2317
2017-01-04,109.2317
2017-01-03,108.6908
2016-12-30,108.6908
2016-12-29,108.8928
2016-12-28,109.0525
2016-12-27,109.2121
2016-12-23,108.8277
2016-12-22,108.8277
2016-12-21,108.7821
2016-12-20,108.5963
2016-12-19,107.1497
2016-12-16,106.9835
2016-12-15,106.9835
2016-12-14,106.9770
2016-12-13,106.9053
2016-12-12,106.3286
2016-12-09,106.3286
2016-12-08,105.9507
2016-12-07,105.7650
2016-12-06,105.6770
2016-12-05,105.6770
2016-12-02,105.6770
2016-12-01,105.6705
2016-11-30,105.5043
2016-11-29,105.3023
2016-11-28,105.1524
2016-11-25,104.7028
2016-11-23,104.5822
2016-11-22,103.4744
2016-11-21,103.4744
2016-11-18,102.8285
2016-11-17,101.7662
2016-11-16,101.7468
2016-11-15,101.6112
2016-11-14,101.6112
2016-11-11,101.6112
2016-11-10,101.2690
2016-11-09,99.6236
2016-11-08,99.5784
2016-11-07,99.0037
2016-11-04,98.2481
2016-11-03,97.9445
2016-11-02,97.9445
2016-11-01,97.9445
2016-10-31,97.9445
2016-10-28,98.2933
2016-10-27,98.2933
2016-10-26,98.2933
2016-10-25,98.2933
2016-10-24,98.2997
2016-10-21,99.0198
2016-10-20,99.3718
2016-10-19,99.3718
2016-10-18,99.3912
2016-10-17,100.3599
2016-10-14,100.5310
2016-10-13,100.9314
2016-10-12,101.1155
2016-10-11,101.2769
2016-10-10,101.5611
2016-10-07,101.0154
2016-10-06,101.0154
2016-10-05,101.0154
2016-10-04,101.0154
2016-10-03,101.0154
2016-09-30,101.0154
2016-09-29,100.7893
2016-09-28,100.7893
2016-09-27,100.2985
2016-09-26,100.0854
2016-09-23,100.7893
2016-09-22,100.7893
2016-09-21,101.0186
2016-09-20,101.8711
2016-09-19,101.8711
2016-09-16,101.8711
2016-09-15,101.9389
2016-09-14,101.9389
2016-09-13,102.4685
2016-09-12,102.4685
2016-09-09,102.4685
2016-09-08,103.3177
2016-09-07,103.3177
2016-09-06,102.9012
2016-09-02,102.8721
2016-09-01,102.8721
2016-08-31,103.2273
2016-08-30,103.2273
2016-08-29,103.2273
2016-08-26,103.3952
2016-08-25,103.5179
2016-08-24,104.1637
2016-08-23,104.4705
2016-08-22,104.4705
2016-08-19,104.4834
2016-08-18,104.6126
2016-08-17,104.5242
2016-08-16,104.2424
2016-08-15,104.2136
2016-08-12,104.2136
2016-08-11,104.2136
2016-08-10,103.7517
2016-08-09,103.7517
