timestamp,value
2025-06-01,16.2261904761905
2025-05-01,17.4313636363636
2025-04-01,18.1718181818182
2025-03-01,19.0561904761905
2025-02-01,20.1855
2025-01-01,18.93
2024-12-01,20.3118181818182
2024-11-01,21.6552380952381
2024-10-01,22.3552173913043
2024-09-01,20.6247619047619
2024-08-01,18.4195454545455
2024-07-01,19.3517391304348
2024-06-01,19.1695
2024-05-01,18.7995652173913
2024-04-01,20.6472727272727
2024-03-01,21.7690476190476
2024-02-01,23.3419047619048
2024-01-01,22.4747826086957
2023-12-01,22.1457142857143
2023-11-01,27.3095454545455
2023-10-01,26.9036363636364
2023-09-01,26.5638095238095
2023-08-01,24.1930434782609
2023-07-01,24.0080952380952
2023-06-01,24.7622727272727
2023-05-01,25.7295652173913
2023-04-01,24.582
2023-03-01,20.9617391304348
2023-02-01,21.4035
2023-01-01,19.9431818181818
2022-12-01,20.065
2022-11-01,19.4059090909091
2022-10-01,18.3009523809524
2022-09-01,18.1859090909091
2022-08-01,18.0626086956522
2022-07-01,18.34
2022-06-01,18.7940909090909
2022-05-01,19.2809090909091
2022-04-01,19.6990476190476
2022-03-01,19.1078260869565
2022-02-01,18.2031578947368
2022-01-01,18.461
2021-12-01,19.1672727272727
2021-11-01,19.7461904761905
2021-10-01,19.6190476190476
2021-09-01,19.2642857142857
2021-08-01,19.3836363636364
2021-07-01,17.7147619047619
2021-06-01,17.2140909090909
2021-05-01,17.2033333333333
2021-04-01,16.237619047619
2021-03-01,15.805652173913
2021-02-01,17.0005263157895
2021-01-01,15.9163157894737
2020-12-01,14.6677272727273
2020-11-01,14.9335
2020-10-01,14.2877272727273
2020-09-01,12.4414285714286
2020-08-01,12.8142857142857
2020-07-01,11.9018181818182
2020-06-01,11.8281818181818
2020-05-01,10.641
2020-04-01,10.0519047619048
2020-03-01,11.805
2020-02-01,15.0710526315789
2020-01-01,14.1666666666667
2019-12-01,13.3352380952381
2019-11-01,12.687
2019-10-01,12.4573913043478
2019-09-01,11.158
2019-08-01,11.5554545454546
2019-07-01,12.1286363636364
