timestamp,value
2026-03-01,76.93863636363636
2026-02-01,73.96
2026-01-01,74.48636363636364
2025-12-01,74.06590909090909
2025-11-01,75.28
2025-10-01,75.98434782608696
2025-09-01,77.97727272727273
2025-08-01,78.57380952380952
2025-07-01,78.90652173913043
2025-06-01,78.19047619047619
2025-05-01,77.98863636363636
2025-04-01,78.28181818181818
2025-03-01,77.63809523809524
2025-02-01,78.0975
2025-01-01,78.23695652173913
2024-12-01,79.90454545454545
2024-11-01,81.55238095238095
2024-10-01,83.69347826086957
2024-09-01,82.55714285714286
2024-08-01,79.92727272727273
2024-07-01,81.38260869565217
2024-06-01,83.24
2024-05-01,85.88913043478261
2024-04-01,90.60227272727273
2024-03-01,99.56428571428571
2024-02-01,99.35238095238095
2024-01-01,92.10652173913043
2023-12-01,90.40714285714286
2023-11-01,90.43181818181818
2023-10-01,95.68636363636364
2023-09-01,97.76904761904762
2023-08-01,95.99565217391304
2023-07-01,93.26904761904762
2023-06-01,92.41818181818182
2023-05-01,93.88478260869565
2023-04-01,95.1325
2023-03-01,95.3913043478261
2023-02-01,99.43
2023-01-01,100.3113636363636
2022-12-01,100.8863636363636
2022-11-01,101.1659090909091
2022-10-01,100.2761904761905
2022-09-01,117.9409090909091
2022-08-01,124.7586956521739
2022-07-01,131.0357142857143
2022-06-01,154.4454545454545
2022-05-01,163.9795454545455
2022-04-01,155.3157894736842
2022-03-01,141.1260869565217
2022-02-01,138.405
2022-01-01,132.3325
2021-12-01,120.0404761904762
2021-11-01,126.5431818181818
2021-10-01,117.3833333333333
2021-09-01,103.6818181818182
2021-08-01,101.3047619047619
2021-07-01,97.7
2021-06-01,94.50454545454545
2021-05-01,90.88684210526316
2021-04-01,90.73
2021-03-01,91.45217391304348
2021-02-01,92.76
2021-01-01,87.235
2020-12-01,81.02142857142857
2020-11-01,77.72380952380952
2020-10-01,74.81590909090909
2020-09-01,70.81363636363636
2020-08-01,70
2020-07-01,68.52391304347826
2020-06-01,67.8
2020-05-01,65.70263157894737
2020-04-01,63.5325
2020-03-01,67.68636363636364
2020-02-01,76.5675
2020-01-01,79.06818181818182
2019-12-01,75.83
2019-11-01,74.85714285714286
2019-10-01,73.88478260869565
2019-09-01,71.31190476190476
2019-08-01,70.77619047619048
2019-07-01,75.5391304347826
2019-06-01,77.65
2019-05-01,80.13809523809524
2019-04-01,87.2475
2019-03-01,83.80952380952381
2019-02-01,81.15
2019-01-01,82.35454545454545
2018-12-01,85.99736842105263
2018-11-01,86.775
2018-10-01,86.8
2018-09-01,90.355
2018-08-01,94.55227272727273
2018-07-01,96.17954545454545
2018-06-01,97.70714285714286
2018-05-01,94.47857142857143
2018-04-01,92.2375
2018-03-01,92.13571428571429
2018-02-01,88.2675
2018-01-01,91.05681818181818
2017-12-01,85.42368421052632
2017-11-01,80.41136363636364
2017-10-01,78.60454545454545
2017-09-01,80.6047619047619
2017-08-01,79.3409090909091
2017-07-01,84.08809523809524
2017-06-01,84.76363636363636
2017-05-01,88.63809523809524
2017-04-01,87.03611111111111
2017-03-01,86.78260869565217
2017-02-01,85.155
2017-01-01,82.33095238095238
2016-12-01,79.5025
2016-11-01,78.92272727272727
2016-10-01,78.51666666666667
2016-09-01,77.86136363636364
2016-08-01,80.26136363636364
2016-07-01,81.06428571428571
2016-06-01,74.10227272727273
2016-05-01,70.2775
2016-04-01,69.27857142857143
2016-03-01,65.45714285714286
2016-02-01,66.57142857142857
2016-01-01,68.75
2015-12-01,70.38809523809524
2015-11-01,69.22142857142857
2015-10-01,69.02727272727273
2015-09-01,68.73636363636364
2015-08-01,71.8225
2015-07-01,72.34782608695652
2015-06-01,72.35227272727273
2015-05-01,72.86315789473684
2015-04-01,71.7025
2015-03-01,69.35227272727273
2015-02-01,69.8425
2015-01-01,67.35
2014-12-01,68.3047619047619
2014-11-01,67.525
2014-10-01,70.34347826086957
2014-09-01,73.38181818181818
2014-08-01,73.995
2014-07-01,83.83695652173913
2014-06-01,90.89761904761905
2014-05-01,92.7125
2014-04-01,94.2025
2014-03-01,96.94761904761905
2014-02-01,94.05
2014-01-01,90.96363636363636
2013-12-01,87.4875
2013-11-01,84.64761904761905
2013-10-01,89.34782608695652
2013-09-01,90.09285714285714
2013-08-01,92.71428571428571
2013-07-01,92.61521739130435
2013-06-01,93.08
2013-05-01,92.62272727272727
2013-04-01,92.535
2013-03-01,94.4475
2013-02-01,89.71
2013-01-01,85.50681818181818
2012-12-01,83.37368421052632
2012-11-01,80.87272727272727
2012-10-01,81.95217391304348
2012-09-01,84.15
2012-08-01,84.39772727272727
2012-07-01,83.96818181818182
2012-06-01,82.18157894736842
2012-05-01,88.5340909090909
2012-04-01,100.0973684210526
2012-03-01,99.50454545454545
2012-02-01,100.7452380952381
2012-01-01,101.1142857142857
2011-12-01,95.445
2011-11-01,104.6840909090909
2011-10-01,110.6119047619048
2011-09-01,116.8772727272727
2011-08-01,114.0977272727273
2011-07-01,149.25
2011-06-01,164.925
2011-05-01,165.52
2011-04-01,216.6166666666667
