time,T3
2004-01-23,46.0763
2004-01-16,45.9125
2004-01-09,45.7703
2004-01-02,45.6023
2003-12-26,45.4297
2003-12-19,45.2726
2003-12-12,45.1326
2003-12-05,45.0059
2003-11-28,44.8549
2003-11-21,44.6724
2003-11-14,44.4350
2003-11-07,44.1489
2003-10-31,43.8104
2003-10-24,43.4249
2003-10-17,43.0004
2003-10-10,42.5806
2003-10-03,42.2290
2003-09-26,41.9473
2003-09-19,41.7607
2003-09-12,41.7197
2003-09-05,41.7988
2003-08-29,41.9617
2003-08-22,42.1311
2003-08-15,42.2959
2003-08-08,42.4275
2003-08-01,42.5005
2003-07-25,42.5136
2003-07-18,42.4964
2003-07-11,42.4484
2003-07-03,42.3907
2003-06-27,42.2964
2003-06-20,42.1449
2003-06-13,41.9282
2003-06-06,41.6190
2003-05-30,41.2222
2003-05-23,40.8485
2003-05-16,40.4844
2003-05-09,40.1975
2003-05-02,40.0032
2003-04-25,39.9034
2003-04-17,39.8718
2003-04-11,39.9024
2003-04-04,39.9474
2003-03-28,40.0498
2003-03-21,40.1798
2003-03-14,40.3509
2003-03-07,40.4989
2003-02-28,40.6096
2003-02-21,40.6836
2003-02-14,40.7000
2003-02-07,40.6110
2003-01-31,40.3881
2003-01-24,40.0326
2003-01-17,39.5572
2003-01-10,39.0223
2003-01-03,38.4761
2002-12-27,37.8197
2002-12-20,37.0103
2002-12-13,36.1047
2002-12-06,35.1576
2002-11-29,34.2729
2002-11-22,33.5881
2002-11-15,33.1047
2002-11-08,32.8306
2002-11-01,32.7903
2002-10-25,33.0320
2002-10-18,33.4521
2002-10-11,33.9434
2002-10-04,34.2961
2002-09-27,34.4253
2002-09-20,34.3687
2002-09-13,34.2119
2002-09-06,34.0784
2002-08-30,34.0224
2002-08-23,34.1279
2002-08-16,34.4869
2002-08-09,35.0649
2002-08-02,35.7540
2002-07-26,36.5197
2002-07-19,37.3801
2002-07-12,38.3198
2002-07-05,39.2972
2002-06-28,40.3283
2002-06-21,41.3599
2002-06-14,42.3483
2002-06-07,43.3897
2002-05-31,44.4993
2002-05-24,45.6994
2002-05-17,46.9848
2002-05-10,48.3175
2002-05-03,49.5851
2002-04-26,50.7553
2002-04-19,51.8157
2002-04-12,52.7534
2002-04-05,53.5210
2002-03-28,54.1805
2002-03-22,54.9238
2002-03-15,55.7546
2002-03-08,56.6357
2002-03-01,57.4651
2002-02-22,58.1384
2002-02-15,58.5337
2002-02-08,58.6288
2002-02-01,58.4150
2002-01-25,57.8925
2002-01-18,57.0841
2002-01-11,56.0792
2002-01-04,54.9886
2001-12-28,53.8978
2001-12-21,52.8190
2001-12-14,51.7845
2001-12-07,50.8208
2001-11-30,49.9663
2001-11-23,49.2302
2001-11-16,48.6913
2001-11-09,48.3982
2001-11-02,48.3834
2001-10-26,48.6549
2001-10-19,49.2137
2001-10-12,49.9581
2001-10-05,50.8225
2001-09-28,51.7224
2001-09-21,52.5389
2001-09-10,53.2384
2001-09-07,53.8213
2001-08-31,54.3078
2001-08-24,54.7497
2001-08-17,55.1944
2001-08-10,55.5876
2001-08-03,55.9031
2001-07-27,56.1156
2001-07-20,56.1607
2001-07-13,56.0198
2001-07-06,55.6951
2001-06-29,55.1747
2001-06-22,54.5376
2001-06-15,53.7965
2001-06-08,52.9801
2001-06-01,52.1396
2001-05-25,51.3013
2001-05-18,50.5662
2001-05-11,49.9816
2001-05-04,49.5520
2001-04-27,49.3834
2001-04-20,49.4769
2001-04-12,49.7270
2001-04-06,49.9007
2001-03-30,49.9713
2001-03-23,49.8618
2001-03-16,49.4909
2001-03-09,48.8200
2001-03-02,47.9651
2001-02-23,47.0490
2001-02-16,46.2106
2001-02-09,45.6238
2001-02-02,45.3324
2001-01-26,45.4135
2001-01-19,45.9351
2001-01-12,46.8205
2001-01-05,47.8696
2000-12-29,49.0226
2000-12-22,50.1634
2000-12-15,51.3235
2000-12-08,52.5057
2000-12-01,53.7809
2000-11-24,55.1205
