time,KAMA
2003-07-18,41.1732
2003-07-11,41.1538
2003-07-03,41.1406
2003-06-27,41.1332
2003-06-20,41.0671
2003-06-13,41.0608
2003-06-06,41.0640
2003-05-30,40.8884
2003-05-23,40.8039
2003-05-16,40.3849
2003-05-09,40.0913
2003-05-02,39.8651
2003-04-25,39.7472
2003-04-17,39.5792
2003-04-11,39.5783
2003-04-04,39.4558
2003-03-28,39.4445
2003-03-21,39.3219
2003-03-14,39.3175
2003-03-07,39.3182
2003-02-28,39.3142
2003-02-21,39.3092
2003-02-14,39.3062
2003-02-07,39.3264
2003-01-31,39.3210
2003-01-24,39.3201
2003-01-17,39.2950
2003-01-10,39.1445
2003-01-03,39.0770
2002-12-27,39.0796
2002-12-20,38.9498
2002-12-13,38.7784
2002-12-06,38.5362
2002-11-29,37.4885
2002-11-22,37.2397
2002-11-15,37.1335
2002-11-08,37.1084
2002-11-01,37.0783
2002-10-25,37.0657
2002-10-18,37.0649
2002-10-11,37.2145
2002-10-04,37.9275
2002-09-27,38.4703
2002-09-20,38.5987
2002-09-13,38.6136
2002-09-06,38.6255
2002-08-30,38.6685
2002-08-23,38.6341
2002-08-16,38.6222
2002-08-09,38.7886
2002-08-02,39.4042
2002-07-26,39.9464
2002-07-19,40.1400
2002-07-12,40.6668
2002-07-05,40.9821
2002-06-28,41.6013
2002-06-21,43.0693
2002-06-14,43.6038
2002-06-07,44.7031
2002-05-31,45.6647
2002-05-24,46.5866
2002-05-17,47.0864
2002-05-10,48.8404
2002-05-03,49.7519
2002-04-26,50.5953
2002-04-19,51.2567
2002-04-12,52.7188
2002-04-05,54.3946
2002-03-28,54.5870
2002-03-22,54.7683
2002-03-15,54.9213
2002-03-08,55.3504
2002-03-01,55.9690
2002-02-22,57.9181
2002-02-15,59.7217
2002-02-08,60.2194
2002-02-01,60.5649
2002-01-25,60.7456
2002-01-18,60.7766
2002-01-11,60.8512
2002-01-04,60.0204
2001-12-28,59.2206
2001-12-21,58.1529
2001-12-14,57.0260
2001-12-07,55.2028
2001-11-30,53.9385
2001-11-23,52.1378
2001-11-16,50.6668
2001-11-09,49.9930
2001-11-02,49.9234
2001-10-26,49.7787
2001-10-19,49.7571
2001-10-12,49.7432
2001-10-05,49.7709
2001-09-28,50.6090
2001-09-21,51.7808
2001-09-10,52.4630
2001-09-07,53.3168
2001-08-31,53.8034
2001-08-24,53.8186
2001-08-17,54.0887
2001-08-10,54.2116
2001-08-03,54.2689
2001-07-27,54.6140
2001-07-20,54.6704
2001-07-13,54.6872
2001-07-06,54.7924
2001-06-29,54.7815
2001-06-22,54.5444
2001-06-15,54.3387
2001-06-08,53.8689
2001-06-01,53.5433
2001-05-25,52.2972
2001-05-18,51.5617
2001-05-11,51.4343
2001-05-04,51.1469
2001-04-27,51.0953
2001-04-20,51.0331
2001-04-12,51.2625
2001-04-06,51.4307
2001-03-30,51.5947
2001-03-23,51.6218
2001-03-16,51.6752
2001-03-09,51.8120
2001-03-02,51.8346
2001-02-23,51.7495
2001-02-16,51.2631
2001-02-09,50.9833
2001-02-02,50.8699
2001-01-26,50.6385
2001-01-19,50.3418
2001-01-12,50.4153
2001-01-05,50.4316
2000-12-29,50.7809
2000-12-22,51.4174
2000-12-15,52.3547
2000-12-08,52.6038
2000-12-01,53.1334
2000-11-24,53.4263
2000-11-17,53.7139
2000-11-10,55.9850
2000-11-03,57.1064
2000-10-27,58.5910
2000-10-20,59.9677
2000-10-13,60.0458
2000-10-06,60.0889
2000-09-29,60.1158
2000-09-22,59.8592
2000-09-15,59.4965
2000-09-08,59.0035
2000-09-01,58.0875
2000-08-25,57.4180
2000-08-18,57.3902
2000-08-11,57.2773
2000-08-04,57.2498
2000-07-28,57.2881
2000-07-21,57.3109
2000-07-14,57.4003
2000-07-07,57.5898
2000-06-30,57.6773
2000-06-23,57.7340
2000-06-16,57.7707
2000-06-09,57.7626
2000-06-02,57.9957
2000-05-26,58.0256
2000-05-19,58.0608
2000-05-12,58.1364
2000-05-05,58.1729
2000-04-28,58.1832
2000-04-20,58.4190
2000-04-14,58.6004
2000-04-07,58.4498
2000-03-31,58.4416
2000-03-24,58.3887
2000-03-17,58.4768
2000-03-10,58.6787
2000-03-03,58.6981
2000-02-25,58.8137
2000-02-18,58.8733
2000-02-11,58.8904
2000-02-04,58.9559
2000-01-28,59.0486
2000-01-21,58.5742
