time,WMA
2003-07-18,42.9688
2003-07-11,42.9018
2003-07-03,42.9372
2003-06-27,43.0587
2003-06-20,43.0389
2003-06-13,43.1688
2003-06-06,43.5764
2003-05-30,43.0925
2003-05-23,42.9611
2003-05-16,42.4043
2003-05-09,41.8125
2003-05-02,41.1988
2003-04-25,40.8195
2003-04-17,40.3408
2003-04-11,40.4009
2003-04-04,40.0399
2003-03-28,40.0037
2003-03-21,39.7252
2003-03-14,39.8916
2003-03-07,40.1032
2003-02-28,40.1877
2003-02-21,40.1962
2003-02-14,40.3853
2003-02-07,40.7634
2003-01-31,41.1132
2003-01-24,41.5082
2003-01-17,41.5649
2003-01-10,40.9183
2003-01-03,40.7972
2002-12-27,41.0943
2002-12-20,40.9704
2002-12-13,40.6480
2002-12-06,39.9990
2002-11-29,38.4224
2002-11-22,37.0933
2002-11-15,36.0381
2002-11-08,35.2454
2002-11-01,34.0478
2002-10-25,33.5158
2002-10-18,33.0976
2002-10-11,33.8472
2002-10-04,35.1746
2002-09-27,36.3374
2002-09-20,37.1563
2002-09-13,37.2264
2002-09-06,37.2499
2002-08-30,37.0478
2002-08-23,36.2369
2002-08-16,35.5062
2002-08-09,35.6238
2002-08-02,36.1761
2002-07-26,36.6440
2002-07-19,37.1138
2002-07-12,37.9646
2002-07-05,38.5004
2002-06-28,39.2802
2002-06-21,40.6702
2002-06-14,41.3453
2002-06-07,42.1152
2002-05-31,42.8380
2002-05-24,43.5938
2002-05-17,44.2784
2002-05-10,45.6484
2002-05-03,47.0522
2002-04-26,48.3345
2002-04-19,49.3762
2002-04-12,50.8367
2002-04-05,52.4054
2002-03-28,52.5595
2002-03-22,52.6774
2002-03-15,52.8385
2002-03-08,53.4174
2002-03-01,54.2570
2002-02-22,55.7408
2002-02-15,57.1136
2002-02-08,58.2549
2002-02-01,59.2071
2002-01-25,60.0700
2002-01-18,60.4882
2002-01-11,60.2890
2002-01-04,59.5003
2001-12-28,58.7323
2001-12-21,57.8246
2001-12-14,56.8873
2001-12-07,55.7047
2001-11-30,54.7856
2001-11-23,53.5644
2001-11-16,52.2811
2001-11-09,51.0344
2001-11-02,50.0514
2001-10-26,48.9652
2001-10-19,48.6155
2001-10-12,48.5871
2001-10-05,48.7857
2001-09-28,49.6853
2001-09-21,50.7286
2001-09-10,51.6942
2001-09-07,52.6264
2001-08-31,53.3031
2001-08-24,53.4190
2001-08-17,53.8497
2001-08-10,54.3251
2001-08-03,54.7005
2001-07-27,55.4084
2001-07-20,56.0935
2001-07-13,56.5897
2001-07-06,57.3594
2001-06-29,57.4957
2001-06-22,57.4485
2001-06-15,57.2385
2001-06-08,56.6449
2001-06-01,56.1640
2001-05-25,55.0693
2001-05-18,53.7366
2001-05-11,52.9405
2001-05-04,51.6077
2001-04-27,50.2398
2001-04-20,49.0577
2001-04-12,49.6128
2001-04-06,50.0850
2001-03-30,50.7610
2001-03-23,51.6223
2001-03-16,52.8916
2001-03-09,53.4113
2001-03-02,53.3584
2001-02-23,52.8746
2001-02-16,51.4306
2001-02-09,50.2169
2001-02-02,49.0375
2001-01-26,47.4768
2001-01-19,46.0278
2001-01-12,46.0629
2001-01-05,46.1195
2000-12-29,47.0850
2000-12-22,47.8449
2000-12-15,48.9109
2000-12-08,49.3840
2000-12-01,50.1596
2000-11-24,50.7560
2000-11-17,51.4940
2000-11-10,53.4821
2000-11-03,55.0225
2000-10-27,57.3901
2000-10-20,59.8733
2000-10-13,60.8834
2000-10-06,61.4405
2000-09-29,62.3111
2000-09-22,61.9219
2000-09-15,61.2773
2000-09-08,60.2207
2000-09-01,58.5357
2000-08-25,56.9666
2000-08-18,56.1783
2000-08-11,55.3802
2000-08-04,54.8198
2000-07-28,54.7728
2000-07-21,54.3064
2000-07-14,54.7493
2000-07-07,55.2390
2000-06-30,55.2990
2000-06-23,54.8902
2000-06-16,54.5368
2000-06-09,53.6811
2000-06-02,53.9411
2000-05-26,54.2828
2000-05-19,54.7638
2000-05-12,55.4784
2000-05-05,55.7932
2000-04-28,55.7134
2000-04-20,56.7099
2000-04-14,57.6460
2000-04-07,56.5715
2000-03-31,55.9424
2000-03-24,54.8120
2000-03-17,55.1028
2000-03-10,56.0115
2000-03-03,56.3798
2000-02-25,57.2683
2000-02-18,57.4534
2000-02-11,57.2484
2000-02-04,56.9541
2000-01-28,57.0252
2000-01-21,55.9137
2000-01-14,54.7355
