time,TEMA
2003-07-25,42.7261
2003-07-18,43.1427
2003-07-11,42.7984
2003-07-03,42.6929
2003-06-27,42.8394
2003-06-20,42.7465
2003-06-13,43.1737
2003-06-06,44.8295
2003-05-30,44.1520
2003-05-23,44.6064
2003-05-16,43.9918
2003-05-09,43.1743
2003-05-02,42.0753
2003-04-25,41.4757
2003-04-17,40.4431
2003-04-11,40.9082
2003-04-04,40.1913
2003-03-28,40.2614
2003-03-21,39.2820
2003-03-14,39.3689
2003-03-07,39.7075
2003-02-28,39.7345
2003-02-21,39.5217
2003-02-14,39.7998
2003-02-07,40.5383
2003-01-31,41.3034
2003-01-24,42.4740
2003-01-17,43.0172
2003-01-10,41.3633
2003-01-03,41.0277
2002-12-27,42.1282
2002-12-20,42.7283
2002-12-13,43.5370
2002-12-06,44.0915
2002-11-29,42.1464
2002-11-22,40.4479
2002-11-15,39.0969
2002-11-08,38.0743
2002-11-01,35.0423
2002-10-25,32.8608
2002-10-18,30.2034
2002-10-11,30.5000
2002-10-04,32.7511
2002-09-27,35.1848
2002-09-20,37.4109
2002-09-13,37.9122
2002-09-06,38.4813
2002-08-30,38.6980
2002-08-23,36.8925
2002-08-16,34.5971
2002-08-09,34.0914
2002-08-02,34.5586
2002-07-26,34.5552
2002-07-19,34.3981
2002-07-12,35.2931
2002-07-05,35.2387
2002-06-28,35.6872
2002-06-21,38.1575
2002-06-14,38.9720
2002-06-07,39.8161
2002-05-31,40.2243
2002-05-24,40.3217
2002-05-17,39.7829
2002-05-10,40.9848
2002-05-03,42.5695
2002-04-26,44.1331
2002-04-19,45.2382
2002-04-12,47.9037
2002-04-05,51.6624
2002-03-28,51.7515
2002-03-22,51.3620
2002-03-15,50.4564
2002-03-08,50.1862
2002-03-01,50.2918
2002-02-22,52.2737
2002-02-15,54.3212
2002-02-08,56.2699
2002-02-01,58.2401
2002-01-25,60.6430
2002-01-18,62.5226
2002-01-11,63.2289
2002-01-04,62.4162
2001-12-28,61.7886
2001-12-21,60.9103
2001-12-14,60.0656
2001-12-07,58.6865
2001-11-30,58.2268
2001-11-23,57.0088
2001-11-16,55.4579
2001-11-09,53.6117
2001-11-02,51.8676
2001-10-26,49.0679
2001-10-19,47.5978
2001-10-12,46.4504
2001-10-05,45.4976
2001-09-28,46.3771
2001-09-21,47.8195
2001-09-10,49.3957
2001-09-07,51.1414
2001-08-31,52.4157
2001-08-24,52.0693
2001-08-17,52.4079
2001-08-10,52.8761
2001-08-03,52.9334
2001-07-27,53.8778
2001-07-20,55.0586
2001-07-13,55.8806
2001-07-06,57.7714
2001-06-29,58.1672
2001-06-22,58.5904
2001-06-15,59.0365
2001-06-08,58.7916
2001-06-01,59.3093
2001-05-25,58.5326
2001-05-18,57.0163
2001-05-11,56.8854
2001-05-04,54.9088
2001-04-27,51.8060
2001-04-20,47.9840
2001-04-12,48.3479
2001-04-06,48.1785
2001-03-30,48.3518
2001-03-23,49.4173
2001-03-16,52.4583
2001-03-09,54.6123
2001-03-02,56.0549
2001-02-23,57.0346
2001-02-16,55.3666
2001-02-09,54.0717
2001-02-02,52.4380
2001-01-26,48.8832
2001-01-19,44.6223
2001-01-12,43.6916
2001-01-05,42.5556
2000-12-29,44.0851
2000-12-22,45.0337
2000-12-15,46.8321
2000-12-08,46.9401
2000-12-01,47.4482
2000-11-24,46.9110
2000-11-17,45.9990
2000-11-10,48.1686
2000-11-03,48.9870
2000-10-27,52.5768
2000-10-20,57.6433
2000-10-13,59.6055
2000-10-06,61.0308
2000-09-29,64.2003
2000-09-22,64.7878
2000-09-15,65.2331
2000-09-08,64.8114
2000-09-01,62.3269
2000-08-25,59.4638
2000-08-18,58.0637
2000-08-11,56.2688
2000-08-04,54.7484
2000-07-28,54.5395
2000-07-21,53.0359
2000-07-14,54.0857
2000-07-07,55.5772
2000-06-30,56.4141
2000-06-23,56.1968
2000-06-16,55.6727
2000-06-09,53.0081
2000-06-02,52.6764
2000-05-26,52.4828
2000-05-19,52.8584
