time,SMA
2003-07-18,43.1960
2003-07-11,43.2487
2003-07-03,43.2028
2003-06-27,43.2203
2003-06-20,42.8940
2003-06-13,42.8609
2003-06-06,42.8159
2003-05-30,42.4765
2003-05-23,42.1391
2003-05-16,41.5942
2003-05-09,41.1482
2003-05-02,40.7685
2003-04-25,40.4632
2003-04-17,40.0937
2003-04-11,40.0708
2003-04-04,39.8298
2003-03-28,39.9252
2003-03-21,40.2127
2003-03-14,40.4021
2003-03-07,40.3718
2003-02-28,40.4070
2003-02-21,40.3942
2003-02-14,40.5371
2003-02-07,41.1106
2003-01-31,41.4355
2003-01-24,41.5775
2003-01-17,41.3900
2003-01-10,41.0631
2003-01-03,40.7151
2002-12-27,40.5390
2002-12-20,39.6132
2002-12-13,38.4458
2002-12-06,37.3565
2002-11-29,36.0950
2002-11-22,35.4502
2002-11-15,35.0216
2002-11-08,34.8434
2002-11-01,34.7632
2002-10-25,34.9751
2002-10-18,34.8439
2002-10-11,35.1593
2002-10-04,35.8461
2002-09-27,36.4284
2002-09-20,36.6554
2002-09-13,36.6979
2002-09-06,36.6678
2002-08-30,36.3100
2002-08-23,36.0889
2002-08-16,35.9997
2002-08-09,36.4801
2002-08-02,37.2279
2002-07-26,37.9868
2002-07-19,38.4397
2002-07-12,39.1015
2002-07-05,39.6831
2002-06-28,40.5275
2002-06-21,41.4883
2002-06-14,42.0500
2002-06-07,43.3615
2002-05-31,44.6124
2002-05-24,45.8255
2002-05-17,46.7671
2002-05-10,47.9202
2002-05-03,48.7616
2002-04-26,49.6050
2002-04-19,50.4112
2002-04-12,51.4841
2002-04-05,52.5820
2002-03-28,53.0894
2002-03-22,53.7948
2002-03-15,54.6857
2002-03-08,55.6019
2002-03-01,56.5332
2002-02-22,57.6154
2002-02-15,58.5368
2002-02-08,59.0215
2002-02-01,59.4178
2002-01-25,59.6787
2002-01-18,59.6160
2002-01-11,59.1050
2002-01-04,58.3708
2001-12-28,57.3561
2001-12-21,56.2362
2001-12-14,55.1205
2001-12-07,53.6961
2001-11-30,52.5366
2001-11-23,51.4272
2001-11-16,50.4831
2001-11-09,49.8323
2001-11-02,49.6840
2001-10-26,49.3924
2001-10-19,49.5102
2001-10-12,49.8737
2001-10-05,50.2109
2001-09-28,50.9043
2001-09-21,51.7352
2001-09-10,52.3594
2001-09-07,53.2286
2001-08-31,53.9024
2001-08-24,54.2450
2001-08-17,54.8194
2001-08-10,55.2251
2001-08-03,55.7305
2001-07-27,56.3835
2001-07-20,56.6587
2001-07-13,57.0356
2001-07-06,57.5241
2001-06-29,57.5428
2001-06-22,56.6589
2001-06-15,55.8785
2001-06-08,54.9295
2001-06-01,54.0231
2001-05-25,52.6992
2001-05-18,51.6901
2001-05-11,51.2642
2001-05-04,50.7444
2001-04-27,50.6519
2001-04-20,50.4790
2001-04-12,51.1327
2001-04-06,51.8261
2001-03-30,52.4223
2001-03-23,52.3421
2001-03-16,52.4619
2001-03-09,51.7875
2001-03-02,51.0923
2001-02-23,50.2163
2001-02-16,49.3088
2001-02-09,48.5763
2001-02-02,48.1290
2001-01-26,47.5798
2001-01-19,46.6967
2001-01-12,46.9957
2001-01-05,46.9897
2000-12-29,47.4952
2000-12-22,48.6113
2000-12-15,49.9802
2000-12-08,50.7776
2000-12-01,52.1924
2000-11-24,53.4228
2000-11-17,54.7310
2000-11-10,56.7693
2000-11-03,58.2655
2000-10-27,59.6396
2000-10-20,60.8985
2000-10-13,61.1475
2000-10-06,60.8702
2000-09-29,60.9388
2000-09-22,59.9329
2000-09-15,58.9021
2000-09-08,57.9429
2000-09-01,56.9491
2000-08-25,56.1262
2000-08-18,56.0230
2000-08-11,55.4407
2000-08-04,54.9990
2000-07-28,54.7749
2000-07-21,54.2708
2000-07-14,54.4511
2000-07-07,54.8335
2000-06-30,54.4913
2000-06-23,54.0304
2000-06-16,54.5834
2000-06-09,54.6201
2000-06-02,55.4375
2000-05-26,55.5431
2000-05-19,55.4374
2000-05-12,55.7267
2000-05-05,55.5492
2000-04-28,55.5244
2000-04-20,56.2208
2000-04-14,56.8184
2000-04-07,56.1472
2000-03-31,56.2341
2000-03-24,55.9640
2000-03-17,56.3187
2000-03-10,56.7329
2000-03-03,56.7150
2000-02-25,56.9304
2000-02-18,56.7319
2000-02-11,56.5770
2000-02-04,56.0274
2000-01-28,55.7357
2000-01-21,54.4501
2000-01-14,52.9995
