time,EMA
2004-01-16,45.6344
2004-01-09,45.6455
2004-01-02,45.5713
2003-12-26,45.3585
2003-12-19,45.1283
2003-12-12,44.7804
2003-12-05,44.6784
2003-11-28,44.5114
2003-11-21,44.5151
2003-11-14,44.4229
2003-11-07,44.3492
2003-10-31,44.2380
2003-10-24,44.2241
2003-10-17,44.1461
2003-10-10,43.6351
2003-10-03,43.2721
2003-09-26,42.9936
2003-09-19,42.3218
2003-09-12,41.7823
2003-09-05,41.2614
2003-08-29,41.2955
2003-08-22,41.2874
2003-08-15,41.3661
2003-08-08,41.5931
2003-08-01,41.9018
2003-07-25,41.9560
2003-07-18,42.0742
2003-07-11,41.9090
2003-07-03,41.8397
2003-06-27,41.8547
2003-06-20,41.7745
2003-06-13,41.8635
2003-06-06,42.3153
2003-05-30,41.8717
2003-05-23,41.8263
2003-05-16,41.3791
2003-05-09,40.8879
2003-05-02,40.3440
2003-04-25,40.0272
2003-04-17,39.6012
2003-04-11,39.7322
2003-04-04,39.4395
2003-03-28,39.4506
2003-03-21,39.1108
2003-03-14,39.1881
2003-03-07,39.3432
2003-02-28,39.3727
2003-02-21,39.3204
2003-02-14,39.4420
2003-02-07,39.6922
2003-01-31,39.8932
2003-01-24,40.1621
2003-01-17,40.1258
2003-01-10,39.3088
2003-01-03,39.0168
2002-12-27,39.2000
2002-12-20,39.1208
2002-12-13,39.0406
2002-12-06,38.7881
2002-11-29,37.6419
2002-11-22,36.6786
2002-11-15,35.9234
2002-11-08,35.3541
2002-11-01,34.1899
2002-10-25,33.5196
2002-10-18,32.8654
2002-10-11,33.3981
2002-10-04,34.5927
2002-09-27,35.7283
2002-09-20,36.6540
2002-09-13,36.8779
2002-09-06,37.1019
2002-08-30,37.1833
2002-08-23,36.6005
2002-08-16,36.0038
2002-08-09,36.1876
2002-08-02,36.7707
2002-07-26,37.2165
2002-07-19,37.6648
2002-07-12,38.5256
2002-07-05,39.0727
2002-06-28,39.8501
2002-06-21,41.3228
2002-06-14,42.1423
2002-06-07,42.9717
2002-05-31,43.6560
2002-05-24,44.2673
2002-05-17,44.7235
2002-05-10,45.8520
2002-05-03,47.0883
2002-04-26,48.2695
2002-04-19,49.2487
2002-04-12,50.7138
2002-04-05,52.3950
2002-03-28,52.6416
2002-03-22,52.7458
2002-03-15,52.7307
2002-03-08,53.0136
2002-03-01,53.4690
2002-02-22,54.5625
2002-02-15,55.5647
2002-02-08,56.4062
2002-02-01,57.1214
2002-01-25,57.8314
2002-01-18,58.1793
2002-01-11,57.9752
2002-01-04,57.1786
2001-12-28,56.4512
2001-12-21,55.6388
2001-12-14,54.8538
2001-12-07,53.9107
2001-11-30,53.3272
2001-11-23,52.4936
2001-11-16,51.6061
2001-11-09,50.7074
2001-11-02,49.9575
2001-10-26,48.9809
2001-10-19,48.6454
2001-10-12,48.5413
2001-10-05,48.6131
2001-09-28,49.3905
2001-09-21,50.3319
2001-09-10,51.2530
2001-09-07,52.1492
2001-08-31,52.7910
2001-08-24,52.8277
2001-08-17,53.1251
2001-08-10,53.4536
2001-08-03,53.6249
2001-07-27,54.0908
2001-07-20,54.5729
2001-07-13,54.8533
2001-07-06,55.4175
2001-06-29,55.3429
2001-06-22,55.2245
2001-06-15,55.0547
2001-06-08,54.5940
2001-06-01,54.3637
2001-05-25,53.6347
2001-05-18,52.6783
2001-05-11,52.2461
2001-05-04,51.1872
2001-04-27,49.8711
2001-04-20,48.5232
2001-04-12,48.8176
2001-04-06,48.9265
2001-03-30,49.1742
2001-03-23,49.7168
2001-03-16,50.8433
2001-03-09,51.4679
2001-03-02,51.6959
2001-02-23,51.6486
2001-02-16,50.6368
2001-02-09,49.8362
2001-02-02,48.9964
2001-01-26,47.6324
2001-01-19,46.2919
2001-01-12,46.3689
2001-01-05,46.4902
2000-12-29,47.6186
2000-12-22,48.5077
2000-12-15,49.6630
2000-12-08,50.1896
2000-12-01,50.8876
2000-11-24,51.2573
2000-11-17,51.5936
2000-11-10,53.0600
2000-11-03,53.9886
2000-10-27,55.8164
2000-10-20,57.9144
2000-10-13,58.6568
2000-10-06,59.0812
2000-09-29,59.9611
2000-09-22,59.7443
2000-09-15,59.3978
2000-09-08,58.6894
2000-09-01,57.2862
2000-08-25,55.8898
2000-08-18,55.1425
2000-08-11,54.3444
2000-08-04,53.7504
2000-07-28,53.6894
2000-07-21,53.2215
2000-07-14,53.7013
2000-07-07,54.2606
2000-06-30,54.5030
2000-06-23,54.3376
2000-06-16,54.0811
2000-06-09,53.1570
2000-06-02,53.1879
2000-05-26,53.3006
2000-05-19,53.6286
2000-05-12,54.2466
2000-05-05,54.5610
2000-04-28,54.4772
2000-04-20,55.5143
2000-04-14,56.5789
2000-04-07,55.6143
2000-03-31,54.9507
2000-03-24,53.5970
2000-03-17,53.5704
2000-03-10,54.1889
2000-03-03,54.3003
2000-02-25,55.0137
2000-02-18,55.0848
2000-02-11,54.7376
2000-02-04,54.3260
2000-01-28,54.3249
2000-01-21,53.1852
2000-01-14,52.0285
