time,DEMA
2004-06-18,44.1470
2004-06-10,43.8546
2004-06-04,43.7726
2004-05-28,43.8340
2004-05-21,44.0189
2004-05-14,44.8411
2004-05-07,45.4552
2004-04-30,46.2195
2004-04-23,46.6745
2004-04-16,47.0368
2004-04-08,47.1710
2004-04-02,47.2532
2004-03-26,47.5786
2004-03-19,48.3965
2004-03-12,49.1887
2004-03-05,49.3666
2004-02-27,49.5776
2004-02-20,49.6297
2004-02-13,49.0883
2004-02-06,48.4785
2004-01-30,47.6996
2004-01-23,46.9053
2004-01-16,46.2406
2004-01-09,46.3976
2004-01-02,46.4163
2003-12-26,46.1784
2003-12-19,45.9004
2003-12-12,45.3761
2003-12-05,45.3044
2003-11-28,45.1097
2003-11-21,45.2499
2003-11-14,45.2289
2003-11-07,45.2605
2003-10-31,45.2407
2003-10-24,45.4357
2003-10-17,45.5490
2003-10-10,44.8386
2003-10-03,44.3801
2003-09-26,44.0694
2003-09-19,42.9648
2003-09-12,42.0286
2003-09-05,41.0417
2003-08-29,41.0611
2003-08-22,40.9927
2003-08-15,41.0846
2003-08-08,41.4761
2003-08-01,42.0674
2003-07-25,42.2126
2003-07-18,42.5062
2003-07-11,42.2717
2003-07-03,42.2138
2003-06-27,42.3269
2003-06-20,42.2715
2003-06-13,42.5599
2003-06-06,43.6182
2003-05-30,43.0205
2003-05-23,43.1850
2003-05-16,42.5926
2003-05-09,41.8798
2003-05-02,41.0125
2003-04-25,40.5273
2003-04-17,39.7866
2003-04-11,40.0898
2003-04-04,39.5838
2003-03-28,39.6382
2003-03-21,39.0002
2003-03-14,39.1301
2003-03-07,39.4275
2003-02-28,39.5052
2003-02-21,39.4300
2003-02-14,39.6976
2003-02-07,40.2548
2003-01-31,40.7819
2003-01-24,41.5171
2003-01-17,41.7456
2003-01-10,40.4716
2003-01-03,40.1460
2002-12-27,40.7634
2002-12-20,40.9524
2002-12-13,41.1989
2002-12-06,41.1737
2002-11-29,39.4114
2002-11-22,37.8780
2002-11-15,36.6340
2002-11-08,35.6534
2002-11-01,33.3916
2002-10-25,31.8735
2002-10-18,30.1993
2002-10-11,30.6723
2002-10-04,32.4557
2002-09-27,34.2519
2002-09-20,35.7754
2002-09-13,36.0278
2002-09-06,36.2870
2002-08-30,36.2685
2002-08-23,34.8998
2002-08-16,33.3284
2002-08-09,33.1016
2002-08-02,33.5818
2002-07-26,33.7649
2002-07-19,33.8945
2002-07-12,34.7782
2002-07-05,35.0397
2002-06-28,35.6982
2002-06-21,37.7209
2002-06-14,38.5596
2002-06-07,39.4221
2002-05-31,40.0019
2002-05-24,40.4125
2002-05-17,40.4683
2002-05-10,41.7796
2002-05-03,43.3474
2002-04-26,44.8785
2002-04-19,46.0832
2002-04-12,48.3101
2002-04-05,51.1382
2002-03-28,51.3523
2002-03-22,51.2741
2002-03-15,50.9169
2002-03-08,51.0796
2002-03-01,51.5605
2002-02-22,53.3234
2002-02-15,55.0525
2002-02-08,56.6216
2002-02-01,58.0999
2002-01-25,59.7372
2002-01-18,60.8566
2002-01-11,61.0434
2002-01-04,60.1321
2001-12-28,59.3336
2001-12-21,58.3493
2001-12-14,57.3816
2001-12-07,56.0572
2001-11-30,55.3671
2001-11-23,54.1532
2001-11-16,52.7470
2001-11-09,51.2031
2001-11-02,49.8137
2001-10-26,47.8285
2001-10-19,46.9013
2001-10-12,46.3056
2001-10-05,45.9523
2001-09-28,46.9158
2001-09-21,48.2487
2001-09-10,49.6280
2001-09-07,51.0593
2001-08-31,52.1007
2001-08-24,52.0207
2001-08-17,52.4362
2001-08-10,52.9401
2001-08-03,53.1686
2001-07-27,53.9990
2001-07-20,54.9428
2001-07-13,55.5856
2001-07-06,56.8767
2001-06-29,57.0519
2001-06-22,57.1949
2001-06-15,57.2932
2001-06-08,56.8691
2001-06-01,56.9142
2001-05-25,56.0230
2001-05-18,54.6409
2001-05-11,54.2127
2001-05-04,52.5318
2001-04-27,50.1985
2001-04-20,47.5754
2001-04-12,47.9534
2001-04-06,47.9793
2001-03-30,48.2642
2001-03-23,49.1471
2001-03-16,51.2736
2001-03-09,52.6184
2001-03-02,53.3301
2001-02-23,53.5986
2001-02-16,52.0083
2001-02-09,50.7120
2001-02-02,49.2270
2001-01-26,46.5501
2001-01-19,43.6287
2001-01-12,43.1908
2001-01-05,42.7271
2000-12-29,44.1478
2000-12-22,45.1546
2000-12-15,46.7201
2000-12-08,47.1193
2000-12-01,47.8332
2000-11-24,47.8937
2000-11-17,47.8189
2000-11-10,49.9129
2000-11-03,51.0707
2000-10-27,54.0779
2000-10-20,57.8875
2000-10-13,59.3663
2000-10-06,60.3729
2000-09-29,62.4197
2000-09-22,62.5325
2000-09-15,62.4591
2000-09-08,61.7225
2000-09-01,59.5901
2000-08-25,57.3093
2000-08-18,56.1301
2000-08-11,54.7534
2000-08-04,53.6563
2000-07-28,53.5133
2000-07-21,52.5384
2000-07-14,53.3462
2000-07-07,54.3859
2000-06-30,54.8987
2000-06-23,54.6558
2000-06-16,54.2135
2000-06-09,52.3947
2000-06-02,52.2871
2000-05-26,52.3124
2000-05-19,52.7486
2000-05-12,53.7892
2000-05-05,54.3163
2000-04-28,54.0944
2000-04-20,56.0835
2000-04-14,58.3392
2000-04-07,56.8010
2000-03-31,55.7375
2000-03-24,53.2051
2000-03-17,53.0647
