time,TRIMA
2003-08-01,42.6978
2003-07-25,42.7500
2003-07-18,42.8586
2003-07-11,43.0878
2003-07-03,43.3322
2003-06-27,43.5010
2003-06-20,43.4957
2003-06-13,43.3490
2003-06-06,42.9931
2003-05-30,42.4913
2003-05-23,41.9679
2003-05-16,41.4312
2003-05-09,40.9960
2003-05-02,40.6544
2003-04-25,40.3719
2003-04-17,40.1011
2003-04-11,39.9484
2003-04-04,39.7954
2003-03-28,39.7293
2003-03-21,39.8265
2003-03-14,40.0770
2003-03-07,40.3224
2003-02-28,40.5874
2003-02-21,40.8416
2003-02-14,40.9484
2003-02-07,40.9973
2003-01-31,41.0963
2003-01-24,41.2332
2003-01-17,41.3067
2003-01-10,41.4229
2003-01-03,41.4333
2002-12-27,41.1438
2002-12-20,40.3994
2002-12-13,39.2821
2002-12-06,37.8214
2002-11-29,36.1549
2002-11-22,34.6895
2002-11-15,33.5947
2002-11-08,33.1221
2002-11-01,33.3553
2002-10-25,34.2280
2002-10-18,35.2763
2002-10-11,36.2741
2002-10-04,37.0215
2002-09-27,37.3167
2002-09-20,37.0748
2002-09-13,36.6007
2002-09-06,36.2109
2002-08-30,35.8470
2002-08-23,35.6328
2002-08-16,35.7318
2002-08-09,36.1474
2002-08-02,36.7139
2002-07-26,37.5174
2002-07-19,38.4415
2002-07-12,39.3467
2002-07-05,40.1589
2002-06-28,40.9416
2002-06-21,41.5582
2002-06-14,41.9885
2002-06-07,42.7239
2002-05-31,43.7486
2002-05-24,45.0135
2002-05-17,46.4767
2002-05-10,48.1904
2002-05-03,49.6922
2002-04-26,50.7486
2002-04-19,51.4167
2002-04-12,51.8396
2002-04-05,52.0643
2002-03-28,52.2855
2002-03-22,52.9069
2002-03-15,53.9324
2002-03-08,55.2397
2002-03-01,56.6981
2002-02-22,58.1546
2002-02-15,59.3491
2002-02-08,60.0658
2002-02-01,60.3359
2002-01-25,60.2364
2002-01-18,59.8074
2002-01-11,59.1095
2002-01-04,58.3375
2001-12-28,57.5123
2001-12-21,56.5512
2001-12-14,55.4608
2001-12-07,54.1854
2001-11-30,52.7680
2001-11-23,51.2787
2001-11-16,49.9487
2001-11-09,48.9045
2001-11-02,48.3677
2001-10-26,48.3505
2001-10-19,48.8311
2001-10-12,49.6432
2001-10-05,50.5966
2001-09-28,51.4907
2001-09-21,52.1917
2001-09-10,52.7002
2001-09-07,53.1275
2001-08-31,53.5170
2001-08-24,53.9675
2001-08-17,54.5716
2001-08-10,55.2265
2001-08-03,55.9228
2001-07-27,56.5850
2001-07-20,57.0532
2001-07-13,57.3793
2001-07-06,57.6260
2001-06-29,57.7022
2001-06-22,57.3495
2001-06-15,56.7130
2001-06-08,55.8105
2001-06-01,54.5596
2001-05-25,52.8751
2001-05-18,51.2769
2001-05-11,50.1152
2001-05-04,49.3063
2001-04-27,49.1314
2001-04-20,49.6345
2001-04-12,50.7105
2001-04-06,51.9176
2001-03-30,53.1124
2001-03-23,53.8199
2001-03-16,53.9201
2001-03-09,53.2803
2001-03-02,52.0598
2001-02-23,50.3283
2001-02-16,48.5830
2001-02-09,47.2275
2001-02-02,46.4231
2001-01-26,46.2410
2001-01-19,46.5073
2001-01-12,47.1791
2001-01-05,47.7615
2000-12-29,48.2056
2000-12-22,48.5484
2000-12-15,49.0823
2000-12-08,49.7708
2000-12-01,50.9206
2000-11-24,52.6209
2000-11-17,54.6900
2000-11-10,56.8755
2000-11-03,58.9487
2000-10-27,60.7529
2000-10-20,61.9547
2000-10-13,62.4605
2000-10-06,62.3214
2000-09-29,61.6380
2000-09-22,60.3896
2000-09-15,58.9420
2000-09-08,57.4510
2000-09-01,56.1906
2000-08-25,55.2927
2000-08-18,54.9025
2000-08-11,54.8527
2000-08-04,55.0426
2000-07-28,55.2470
2000-07-21,55.2521
2000-07-14,55.0840
2000-07-07,54.7373
2000-06-30,54.2309
2000-06-23,53.7037
2000-06-16,53.6347
2000-06-09,53.9193
2000-06-02,54.5948
2000-05-26,55.3378
2000-05-19,56.1803
2000-05-12,56.8147
2000-05-05,56.8521
2000-04-28,56.4780
2000-04-20,55.9961
2000-04-14,55.5786
2000-04-07,55.1809
2000-03-31,55.3126
2000-03-24,55.8250
2000-03-17,56.5716
2000-03-10,57.1598
2000-03-03,57.5231
2000-02-25,57.6524
2000-02-18,57.3060
2000-02-11,56.7637
2000-02-04,56.0784
2000-01-28,55.3827
2000-01-21,54.4985
2000-01-14,53.5346
