timestamp,open,high,low,close,volume
2020-08-21 19:40:00,123.1700,123.1700,123.1700,123.1700,825
2020-08-21 19:20:00,123.2000,123.2000,123.2000,123.2000,200
2020-08-21 18:50:00,123.1700,123.1700,123.1700,123.1700,115
2020-08-21 17:30:00,123.0200,123.0200,123.0200,123.0200,200
2020-08-21 16:35:00,123.1600,123.1600,123.1600,123.1600,1000
2020-08-21 16:05:00,123.1600,123.1600,123.1600,123.1600,76420
2020-08-21 16:00:00,123.3700,123.4400,123.1100,123.1900,264258
2020-08-21 15:55:00,123.1800,123.3300,123.1500,123.2600,77317
2020-08-21 15:50:00,123.2050,123.2300,123.0100,123.1402,77232
2020-08-21 15:45:00,123.2300,123.2600,123.1400,123.2050,51297
2020-08-21 15:40:00,123.2700,123.3700,123.2100,123.2200,34726
2020-08-21 15:35:00,123.1900,123.2750,123.1600,123.2750,31614
2020-08-21 15:30:00,123.2000,123.2715,123.1541,123.1850,24211
2020-08-21 15:25:00,123.1900,123.1900,123.1150,123.1900,19564
2020-08-21 15:20:00,123.3050,123.3050,123.1800,123.1800,21988
2020-08-21 15:15:00,123.2700,123.3050,123.1800,123.3000,20500
2020-08-21 15:10:00,123.3500,123.3500,123.2500,123.2600,20297
2020-08-21 15:05:00,123.2900,123.3800,123.2500,123.3599,26361
2020-08-21 15:00:00,123.2950,123.3800,123.2900,123.2950,43769
2020-08-21 14:55:00,123.1800,123.3050,123.1700,123.3000,19241
2020-08-21 14:50:00,123.1800,123.2680,123.1300,123.1750,32873
2020-08-21 14:45:00,123.2050,123.2200,123.1500,123.1850,11284
2020-08-21 14:40:00,123.2900,123.3300,123.1500,123.2050,20145
2020-08-21 14:35:00,123.0900,123.2900,123.0900,123.2900,27356
2020-08-21 14:30:00,123.0900,123.1200,123.0500,123.1000,17756
2020-08-21 14:25:00,123.0000,123.1400,123.0000,123.1000,19572
2020-08-21 14:20:00,123.0810,123.1100,122.9800,122.9900,16228
2020-08-21 14:15:00,123.0800,123.1300,123.0300,123.0801,14595
2020-08-21 14:10:00,123.1100,123.1700,123.0900,123.1090,23288
2020-08-21 14:05:00,123.2000,123.2300,123.0800,123.1100,16748
2020-08-21 14:00:00,123.1850,123.2250,123.1200,123.2000,15726
2020-08-21 13:55:00,123.3342,123.3342,123.2000,123.2000,22070
2020-08-21 13:50:00,123.2800,123.3800,123.2800,123.3300,14957
2020-08-21 13:45:00,123.2609,123.2900,123.2050,123.2800,18859
2020-08-21 13:40:00,123.0450,123.2500,123.0400,123.2500,24571
2020-08-21 13:35:00,122.8500,123.0600,122.8300,123.0500,34118
2020-08-21 13:30:00,122.8300,122.8700,122.8290,122.8600,11335
2020-08-21 13:25:00,122.7500,122.8600,122.7200,122.8600,9465
2020-08-21 13:20:00,122.7800,122.8100,122.7500,122.7500,13312
2020-08-21 13:15:00,122.6900,122.7900,122.6750,122.7800,9826
2020-08-21 13:10:00,122.6400,122.7200,122.6300,122.6700,10625
2020-08-21 13:05:00,122.6000,122.6600,122.5210,122.6400,30021
2020-08-21 13:00:00,122.7403,122.7900,122.5800,122.5900,18608
2020-08-21 12:55:00,122.8200,122.8378,122.7400,122.7500,14441
2020-08-21 12:50:00,122.7900,122.8700,122.7101,122.8400,18313
2020-08-21 12:45:00,122.6578,122.7878,122.6200,122.7799,22993
2020-08-21 12:40:00,122.6100,122.6800,122.5700,122.6450,17077
2020-08-21 12:35:00,122.6200,122.6700,122.5900,122.6000,10980
2020-08-21 12:30:00,122.6100,122.6500,122.6000,122.6000,14131
2020-08-21 12:25:00,122.7050,122.7200,122.6247,122.6250,12832
2020-08-21 12:20:00,122.7100,122.7400,122.6700,122.7050,18638
2020-08-21 12:15:00,122.6659,122.7300,122.6600,122.7047,13765
2020-08-21 12:10:00,122.5400,122.6700,122.5400,122.6550,69806
2020-08-21 12:05:00,122.4500,122.5800,122.4300,122.5310,14380
2020-08-21 12:00:00,122.5000,122.5600,122.4400,122.4400,18669
2020-08-21 11:55:00,122.5000,122.6550,122.4800,122.5050,42591
2020-08-21 11:50:00,122.4500,122.5900,122.4500,122.4907,26064
2020-08-21 11:45:00,122.6100,122.6300,122.4600,122.4600,19944
