time,Real Lower Band,Real Middle Band,Real Upper Band
2013-10-18,98.9314,108.7517,118.5721
2013-10-11,105.8418,110.9233,116.0047
2013-10-04,104.4323,110.5537,116.6750
2013-09-27,103.5272,110.3376,117.1480
2013-09-20,103.2728,110.1604,117.0481
2013-09-13,103.4238,109.6078,115.7919
2013-09-06,105.6118,109.0942,112.5765
2013-08-30,103.3316,110.4110,117.4903
2013-08-23,103.9489,112.0748,120.2008
2013-08-16,105.6961,112.9191,120.1421
2013-08-09,108.4949,113.6001,118.7053
2013-08-02,111.2204,114.3243,117.4281
2013-07-26,109.9732,113.8485,117.7237
2013-07-19,110.7183,113.6264,116.5345
2013-07-12,107.7885,114.6439,121.4992
2013-07-05,106.6459,116.3216,125.9973
2013-06-28,106.5158,117.8596,129.2033
2013-06-21,111.7025,119.5761,127.4498
2013-06-14,117.1946,121.1011,125.0077
2013-06-07,118.7806,121.3679,123.9551
2013-05-31,117.6628,121.0407,124.4187
2013-05-24,110.2930,119.3245,128.3561
2013-05-17,104.5338,117.3745,130.2153
2013-05-10,103.8984,117.6053,131.3122
2013-05-03,103.3471,118.0721,132.7971
2013-04-26,102.2814,119.1001,135.9188
2013-04-19,105.9011,121.1782,136.4554
2013-04-12,120.8506,124.0926,127.3346
2013-04-05,120.5066,123.9756,127.4447
2013-03-28,115.8872,123.2155,130.5438
2013-03-22,112.3907,121.7875,131.1844
2013-03-15,110.6410,120.4894,130.3378
2013-03-08,112.7087,118.9410,125.1734
2013-03-01,116.0167,118.2319,120.4470
2013-02-22,115.7901,118.3718,120.9536
2013-02-15,110.7031,117.5019,124.3006
2013-02-08,108.1270,116.6425,125.1579
2013-02-01,106.4239,115.6476,124.8713
2013-01-25,105.0818,113.8600,122.6383
2013-01-18,109.4693,112.5149,115.5606
2013-01-11,109.2385,112.1993,115.1602
2013-01-04,109.3690,111.9082,114.4474
2012-12-28,109.1414,111.4517,113.7620
2012-12-21,109.6785,111.8779,114.0773
2012-12-14,107.2248,111.1233,115.0218
2012-12-07,107.0012,110.8764,114.7516
2012-11-30,106.9026,110.9490,114.9955
2012-11-23,107.0144,111.2221,115.4297
2012-11-16,107.2090,111.1072,115.0055
2012-11-09,102.7045,113.4294,124.1543
2012-11-02,102.1765,115.7606,129.3446
2012-10-26,104.2153,117.3860,130.5568
2012-10-19,108.3807,118.8596,129.3386
2012-10-12,117.7056,120.4190,123.1325
2012-10-05,113.1356,119.4567,125.7779
2012-09-28,109.0470,117.6318,126.2167
2012-09-21,108.3873,116.5095,124.6317
2012-09-14,109.0184,115.9577,122.8969
2012-09-07,111.3660,115.0858,118.8056
2012-08-31,111.2277,114.8743,118.5209
2012-08-24,111.6827,114.9560,118.2293
2012-08-17,108.5085,114.2443,119.9802
2012-08-10,103.6399,112.3892,121.1384
2012-08-03,103.8869,111.3812,118.8754
2012-07-27,104.6630,111.0418,117.4206
2012-07-20,105.1470,110.7312,116.3154
2012-07-13,103.9261,111.4989,119.0717
2012-07-06,108.1897,112.5530,116.9163
2012-06-29,106.6592,112.2840,117.9087
2012-06-22,106.5868,112.1362,117.6856
2012-06-15,106.7663,112.3879,118.0094
2012-06-08,105.9498,112.6269,119.3039
2012-06-01,104.5196,113.6646,122.8096
2012-05-25,107.7600,115.6112,123.4623
2012-05-18,109.8679,116.1262,122.3846
2012-05-11,112.5509,116.8268,121.1027
2012-05-04,112.8736,117.2235,121.5734
2012-04-27,112.1769,117.6443,123.1117
2012-04-20,112.2624,117.4914,122.7204
2012-04-13,115.0199,118.2283,121.4367
2012-04-05,113.5024,117.9777,122.4530
2012-03-30,110.9385,117.2120,123.4856
2012-03-23,110.0920,115.9601,121.8283
2012-03-16,107.5077,114.5737,121.6396
2012-03-09,107.5596,113.0113,118.4631
2012-03-02,107.5136,112.1227,116.7318
2012-02-24,106.6057,111.0780,115.5502
2012-02-17,106.2275,109.9318,113.6361
2012-02-10,99.1855,108.2127,117.2399
2012-02-03,97.9179,106.9956,116.0733
2012-01-27,98.8551,105.8779,112.9008
2012-01-20,99.9969,105.2240,110.4512
2012-01-13,101.3195,104.6572,107.9948
2012-01-06,98.8506,106.4207,113.9909
2011-12-30,99.9326,107.2361,114.5396
2011-12-23,96.3210,106.4551,116.5892
2011-12-16,96.4049,106.5112,116.6175
2011-12-09,97.0489,106.9475,116.8461
2011-12-02,98.6020,105.9256,113.2492
2011-11-25,99.1463,105.5869,112.0275
2011-11-18,102.1373,106.0273,109.9172
2011-11-11,101.5282,106.5460,111.5638
2011-11-04,100.2493,105.8913,111.5332
2011-10-28,95.3920,104.5784,113.7649
2011-10-21,90.2015,102.5128,114.8240
2011-10-14,88.5839,101.5273,114.4707
2011-10-07,86.4207,98.2013,109.9819
2011-09-30,88.3198,96.4436,104.5674
2011-09-23,89.2533,95.7901,102.3268
2011-09-16,85.0139,94.4442,103.8745
2011-09-09,86.2655,93.8978,101.5301
2011-09-02,86.6681,95.1334,103.5988
2011-08-26,83.8169,96.7363,109.6558
2011-08-19,82.1421,98.4710,114.7998
2011-08-12,90.4057,100.4341,110.4625
2011-08-05,93.7076,101.2893,108.8710
2011-07-29,94.4817,101.4664,108.4511
2011-07-22,88.6738,99.5611,110.4483
2011-07-15,88.1534,97.2061,106.2588
2011-07-08,86.2715,95.8026,105.3338
2011-07-01,87.5207,94.5037,101.4867
2011-06-24,91.3110,93.7043,96.0975
2011-06-17,90.0534,94.2822,98.5110
2011-06-10,90.2696,94.9045,99.5393
2011-06-03,92.3542,95.5528,98.7515
2011-05-27,94.4263,96.0951,97.7640
2011-05-20,94.4523,96.0992,97.7461
2011-05-13,92.7315,95.5673,98.4030
2011-05-06,90.8111,94.8184,98.8256
2011-04-29,90.0085,94.2113,98.4142
2011-04-21,89.7365,93.2617,96.7870
2011-04-15,85.8376,91.8611,97.8846
2011-04-08,86.2556,91.4338,96.6120
2011-04-01,86.3616,91.1828,96.0040
2011-03-25,86.6784,90.9579,95.2373
2011-03-18,86.2170,91.2586,96.3002
2011-03-11,90.2535,92.1584,94.0633
2011-03-04,90.4285,92.2636,94.0987
2011-02-25,88.2331,91.8972,95.5614
2011-02-18,84.6507,91.0622,97.4738
2011-02-11,80.1351,89.3185,98.5020
2011-02-04,77.5061,87.4536,97.4012
2011-01-28,77.5116,85.5123,93.5131
2011-01-21,78.2176,84.0124,89.8073
2011-01-14,79.8960,82.8301,85.7641
2011-01-07,80.2952,82.2468,84.1984
2010-12-31,80.7792,81.9596,83.1401
2010-12-23,80.5226,81.6376,82.7526
2010-12-17,80.7002,81.5430,82.3858
2010-12-10,80.3100,81.4011,82.4922
2010-12-03,79.9670,81.5645,83.1620
2010-11-26,79.3425,81.2926,83.2427
2010-11-19,76.5981,80.7468,84.8955
2010-11-12,75.9467,80.2273,84.5079
2010-11-05,74.6762,79.6076,84.5390
2010-10-29,73.9421,78.3430,82.7440
2010-10-22,72.9272,77.2791,81.6310
2010-10-15,69.8715,76.2163,82.5611
2010-10-08,68.2475,74.7511,81.2547
2010-10-01,68.0354,73.4876,78.9399
2010-09-24,67.0129,72.2645,77.5162
2010-09-17,68.6005,71.5235,74.4466
2010-09-10,69.2195,71.2634,73.3073
2010-09-03,68.6147,71.5044,74.3942
2010-08-27,68.6319,71.5248,74.4178
2010-08-20,70.2210,71.8625,73.5040
2010-08-13,70.1820,71.8506,73.5191
2010-08-06,70.0255,71.7894,73.5533
2010-07-30,66.5444,70.7932,75.0421
2010-07-23,66.5671,70.6505,74.7338
2010-07-16,66.2147,70.8479,75.4811
2010-07-09,66.2023,70.8948,75.5872
2010-07-02,65.8335,70.5958,75.3581
2010-06-25,67.8262,70.9751,74.1240
2010-06-18,67.3999,70.7854,74.1709
2010-06-11,66.9369,70.9014,74.8660
2010-06-04,65.2613,70.1931,75.1249
2010-05-28,65.3817,70.5330,75.6843
2010-05-21,65.6513,70.9850,76.3186
2010-05-14,66.1747,71.4901,76.8055
2010-05-07,66.4440,71.1441,75.8442
2010-04-30,70.3186,71.7555,73.1923
2010-04-23,70.3699,71.7843,73.1987
2010-04-16,69.8704,71.5313,73.1922
2010-04-09,70.2977,71.2328,72.1679
2010-04-01,69.9445,71.0652,72.1860
2010-03-26,69.6874,70.9443,72.2012
2010-03-19,70.1885,70.7146,71.2406
2010-03-12,67.9987,70.3029,72.6071
2010-03-05,66.3302,69.6901,73.0499
2010-02-26,65.2962,69.0898,72.8833
2010-02-19,65.6680,68.8430,72.0180
2010-02-12,63.7224,69.2866,74.8509
2010-02-05,63.4806,69.9815,76.4825
2010-01-29,64.7404,70.8576,76.9747
2010-01-22,68.0379,71.7612,75.4845
2010-01-15,69.8560,72.0274,74.1989
2010-01-08,69.9315,71.7955,73.6594
2009-12-31,69.0028,71.3978,73.7927
2009-12-24,67.9493,70.8233,73.6974
2009-12-18,68.2621,70.4245,72.5869
2009-12-11,68.1779,70.3273,72.4767
2009-12-04,67.3121,69.6435,71.9750
2009-11-27,64.5059,68.8509,73.1959
2009-11-20,62.9801,68.2020,73.4240
2009-11-13,63.0902,67.5548,72.0193
2009-11-06,63.8313,67.3716,70.9118
2009-10-30,62.9235,66.8195,70.7154
2009-10-23,63.0224,66.8711,70.7199
2009-10-16,63.3524,67.0636,70.7748
2009-10-09,62.1279,66.6688,71.2097
2009-10-02,62.8053,65.7373,68.6692
2009-09-25,62.5945,65.6493,68.7040
2009-09-18,62.7340,65.5195,68.3050
2009-09-11,63.7880,65.1302,66.4723
2009-09-04,63.8669,65.2709,66.6750
2009-08-28,63.8193,65.2621,66.7050
2009-08-21,63.3487,65.1380,66.9273
2009-08-14,62.0822,64.5861,67.0900
2009-08-07,51.2486,62.5833,73.9181
2009-07-31,47.8640,60.5955,73.3270
2009-07-24,47.7898,59.2545,70.7193
2009-07-17,49.4751,57.9683,66.4615
2009-07-10,52.6389,57.1790,61.7191
2009-07-02,54.2492,57.8807,61.5122
2009-06-26,56.8321,58.3788,59.9255
2009-06-19,54.4150,57.9639,61.5128
2009-06-12,52.8359,57.4691,62.1023
2009-06-05,52.5301,56.7335,60.9369
2009-05-29,53.2654,56.3857,59.5060
2009-05-22,53.2858,55.6497,58.0137
2009-05-15,53.0969,55.5239,57.9509
2009-05-08,53.0678,55.5018,57.9357
2009-05-01,53.0821,55.5232,57.9643
2009-04-24,49.5611,54.3841,59.2072
2009-04-17,46.7671,53.5598,60.3525
2009-04-09,44.4228,52.3718,60.3208
2009-04-03,41.8380,50.6414,59.4448
2009-03-27,44.8770,49.5318,54.1866
2009-03-20,44.9792,48.9481,52.9171
2009-03-13,44.5971,49.0930,53.5888
2009-03-06,43.7499,49.7224,55.6949
2009-02-27,46.2573,50.3067,54.3560
2009-02-20,45.3518,49.9797,54.6075
2009-02-13,42.9406,49.5104,56.0803
2009-02-06,41.2143,48.4674,55.7205
2009-01-30,43.1262,47.4632,51.8001
2009-01-23,41.8794,46.3452,50.8109
2009-01-16,42.4996,45.6984,48.8972
2009-01-09,41.9727,45.4038,48.8348
2009-01-02,41.0719,44.9585,48.8452
2008-12-26,42.7361,44.3335,45.9309
2008-12-19,38.7709,43.6347,48.4986
2008-12-12,39.0493,43.2892,47.5290
2008-12-05,37.8329,43.7301,49.6272
2008-11-28,35.4117,45.0124,54.6132
2008-11-21,35.4099,45.0114,54.6129
2008-11-14,39.0241,46.6765,54.3288
2008-11-07,41.4179,47.4248,53.4317
2008-10-31,37.8379,49.2194,60.6010
2008-10-24,30.5050,52.0681,73.6311
2008-10-17,34.3862,56.0292,77.6722
2008-10-10,38.8217,59.0653,79.3088
2008-10-03,52.1225,61.9279,71.7333
2008-09-26,60.0149,63.8977,67.7805
2008-09-19,58.8232,64.4911,70.1590
2008-09-12,58.3339,65.2999,72.2660
2008-09-05,58.2731,66.3597,74.4463
2008-08-29,63.9059,67.6329,71.3598
2008-08-22,66.0666,68.3118,70.5571
2008-08-15,66.7009,68.7921,70.8832
2008-08-08,63.7603,68.2847,72.8092
2008-08-01,60.9389,67.2367,73.5345
2008-07-25,59.5433,66.5297,73.5161
2008-07-18,59.9347,65.9085,71.8824
2008-07-11,61.7287,65.5073,69.2859
2008-07-03,61.6178,65.8098,70.0018
2008-06-27,61.7825,66.8709,71.9593
2008-06-20,63.6827,67.3161,70.9495
2008-06-13,64.7931,67.8611,70.9291
2008-06-06,64.1731,67.6369,71.1006
2008-05-30,63.2977,67.3950,71.4924
2008-05-23,63.6078,66.6608,69.7138
2008-05-16,63.5661,66.6287,69.6914
2008-05-09,60.2133,65.3107,70.4082
2008-05-02,58.2982,64.3705,70.4427
2008-04-25,56.8557,63.4505,70.0452
2008-04-18,57.3137,62.9429,68.5721
2008-04-11,59.9203,61.9631,64.0058
2008-04-04,59.3200,61.7429,64.1659
2008-03-28,58.8988,61.5399,64.1811
2008-03-20,55.5109,60.8454,66.1798
2008-03-14,53.7347,59.5450,65.3552
2008-03-07,51.4757,58.2670,65.0584
2008-02-29,52.1257,57.7029,63.2800
2008-02-22,53.2719,56.6619,60.0519
2008-02-15,52.7206,56.1204,59.5202
2008-02-08,49.3694,55.1731,60.9767
2008-02-01,48.8772,54.9028,60.9285
2008-01-25,48.4665,55.0103,61.5542
2008-01-18,47.4638,55.7054,63.9470
2008-01-11,47.7631,55.9577,64.1523
2008-01-04,51.4072,57.1488,62.8903
2007-12-28,53.8590,57.5799,61.3007
2007-12-21,52.8111,56.9369,61.0628
2007-12-14,53.6174,56.2706,58.9238
2007-12-07,51.2990,55.6835,60.0680
2007-11-30,48.9202,56.2497,63.5792
2007-11-23,48.3687,57.1163,65.8639
2007-11-16,49.2651,57.9494,66.6338
2007-11-09,49.9335,59.2903,68.6472
2007-11-02,57.8732,60.9538,64.0345
2007-10-26,57.7560,61.2943,64.8326
2007-10-19,58.3679,61.6178,64.8676
2007-10-12,60.3208,61.9201,63.5194
2007-10-05,60.1861,61.6804,63.1746
2007-09-28,60.2085,61.7217,63.2349
2007-09-21,59.1885,61.2381,63.2877
2007-09-14,57.3816,60.6145,63.8473
2007-09-07,57.0526,60.3504,63.6481
2007-08-31,56.7008,59.9203,63.1399
2007-08-24,57.3722,59.7636,62.1549
2007-08-17,57.2588,59.8871,62.5154
2007-08-10,55.6861,59.6026,63.5190
2007-08-03,54.6176,59.1789,63.7402
2007-07-27,52.2160,58.4771,64.7382
2007-07-20,51.4870,57.2956,63.1041
2007-07-13,53.2104,56.2683,59.3262
2007-07-06,52.5417,55.6838,58.8260
2007-06-29,53.6263,55.4207,57.2151
2007-06-22,53.6256,55.4133,57.2010
2007-06-15,53.1904,55.7885,58.3866
2007-06-08,53.3066,55.8825,58.4585
2007-06-01,52.9817,55.8289,58.6761
2007-05-25,51.1830,55.2202,59.2573
2007-05-18,46.5028,54.0613,61.6198
2007-05-11,45.3696,52.6424,59.9151
2007-05-04,46.2267,51.6032,56.9797
2007-04-27,46.6450,50.6873,54.7296
2007-04-20,48.8136,50.0409,51.2681
2007-04-13,48.2115,49.9009,51.5903
2007-04-05,47.7976,49.7272,51.6567
2007-03-30,46.9396,49.1355,51.3314
2007-03-23,45.9235,49.5008,53.0781
2007-03-16,45.1247,49.9177,54.7107
2007-03-09,45.3936,50.4757,55.5578
2007-03-02,46.1914,51.0644,55.9374
2007-02-23,50.6090,51.7231,52.8373
2007-02-16,49.6357,51.5285,53.4213
2007-02-09,49.6260,51.5339,53.4418
2007-02-02,49.5064,51.3841,53.2618
2007-01-26,49.5533,51.1721,52.7909
2007-01-19,48.7820,50.9412,53.1004
2007-01-12,48.4550,50.8499,53.2447
2007-01-05,48.1904,50.2747,52.3590
2006-12-29,46.5436,49.6271,52.7105
2006-12-22,46.8865,49.2282,51.5699
2006-12-15,47.0183,49.0771,51.1359
2006-12-08,46.9909,48.7055,50.4201
2006-12-01,46.6681,48.4174,50.1666
2006-11-24,46.3140,48.3352,50.3563
2006-11-17,45.9703,48.0032,50.0362
2006-11-10,43.8506,47.1627,50.4748
2006-11-03,41.1686,46.2298,51.2909
2006-10-27,39.5267,45.2390,50.9513
2006-10-20,38.9198,44.2398,49.5599
2006-10-13,40.8421,43.4510,46.0599
2006-10-06,41.3780,42.8839,44.3898
2006-09-29,41.4918,42.7029,43.9140
2006-09-22,40.9018,42.4874,44.0729
2006-09-15,40.5606,42.3503,44.1401
2006-09-08,38.3192,41.5698,44.8205
2006-09-01,37.2100,41.0414,44.8728
2006-08-25,37.4213,40.5439,43.6665
2006-08-18,37.0809,39.9876,42.8943
2006-08-11,37.5156,39.2948,41.0740
2006-08-04,37.4765,39.3614,41.2464
2006-07-28,37.4063,39.4563,41.5062
2006-07-21,37.3783,39.4709,41.5634
2006-07-14,37.4666,39.7929,42.1192
2006-07-07,39.2760,40.2555,41.2351
2006-06-30,39.1050,40.5786,42.0521
2006-06-23,38.9539,40.9881,43.0223
2006-06-16,39.5239,41.3195,43.1151
2006-06-09,39.5318,41.7822,44.0325
2006-06-02,40.3607,42.2689,44.1771
2006-05-26,41.0573,42.5318,44.0064
2006-05-19,41.2567,42.5960,43.9353
2006-05-12,42.0044,42.7423,43.4802
2006-05-05,42.0215,42.7207,43.4199
2006-04-28,42.1704,42.6678,43.1651
2006-04-21,41.8772,42.7737,43.6701
2006-04-13,42.1158,42.9440,43.7721
2006-04-07,41.8793,42.9014,43.9235
2006-03-31,40.6672,42.6397,44.6122
2006-03-24,40.0929,42.3936,44.6944
2006-03-17,40.2099,42.1185,44.0271
2006-03-10,40.9153,41.9139,42.9126
2006-03-03,40.8367,41.7273,42.6179
2006-02-24,40.9596,41.8166,42.6736
2006-02-17,41.0834,41.9266,42.7697
2006-02-10,40.5550,42.1607,43.7663
2006-02-03,39.7777,42.5148,45.2518
2006-01-27,40.5460,42.7457,44.9455
2006-01-20,41.1122,43.0005,44.8889
2006-01-13,41.8371,43.2087,44.5803
2006-01-06,41.0549,43.6023,46.1498
2005-12-30,40.1806,43.9855,47.7905
2005-12-23,40.9438,44.6691,48.3945
2005-12-16,42.0319,45.1135,48.1950
2005-12-09,42.8335,45.2357,47.6379
2005-12-02,41.0615,44.8039,48.5462
2005-11-25,39.5641,44.0348,48.5054
2005-11-18,40.0184,43.4475,46.8766
2005-11-11,41.1540,42.8657,44.5773
2005-11-04,40.8146,42.4262,44.0378
2005-10-28,40.3454,42.1389,43.9325
2005-10-21,38.9245,41.7855,44.6466
2005-10-14,39.3349,41.4756,43.6162
2005-10-07,39.6235,41.3815,43.1396
2005-09-30,39.5121,41.2741,43.0361
2005-09-23,39.5115,41.2906,43.0697
2005-09-16,40.0266,41.7824,43.5383
2005-09-09,40.1198,41.9746,43.8294
2005-09-02,39.9391,42.1524,44.3657
2005-08-26,40.9107,42.5451,44.1795
2005-08-19,41.9004,42.9437,43.9870
2005-08-12,41.6937,42.8841,44.0745
2005-08-05,39.8312,42.5658,45.3005
2005-07-29,36.1975,41.6701,47.1427
2005-07-22,34.3302,40.6960,47.0617
2005-07-15,35.0574,39.8662,44.6750
2005-07-08,36.1370,39.0817,42.0265
2005-07-01,37.4045,38.7199,40.0353
2005-06-24,37.2589,38.9704,40.6819
2005-06-17,38.0112,39.2178,40.4244
2005-06-10,36.7574,38.8849,41.0123
2005-06-03,36.8614,38.9354,41.0093
2005-05-27,36.8658,38.9753,41.0848
2005-05-20,36.7258,38.6571,40.5885
2005-05-13,36.7040,38.6661,40.6281
2005-05-06,32.6625,40.1306,47.5988
2005-04-29,31.4743,41.6707,51.8670
2005-04-22,32.2728,43.1429,54.0129
2005-04-15,36.6154,44.6922,52.7689
2005-04-08,44.1231,46.2147,48.3063
2005-04-01,45.1024,46.7051,48.3079
2005-03-24,45.0125,46.9477,48.8830
2005-03-18,45.0410,47.2119,49.3829
2005-03-11,46.6006,47.6252,48.6499
2005-03-04,46.9065,47.9151,48.9237
2005-02-25,47.0633,47.9503,48.8374
2005-02-18,46.7955,47.8890,48.9826
2005-02-11,46.7631,47.9559,49.1487
2005-02-04,46.3359,48.1921,50.0483
2005-01-28,45.1523,48.6097,52.0671
2005-01-21,45.5980,49.1053,52.6126
2005-01-14,47.0950,49.4973,51.8996
2005-01-07,48.1836,49.7610,51.3384
2004-12-31,48.6144,49.8944,51.1743
2004-12-23,47.9423,49.4983,51.0542
2004-12-17,47.5424,49.1628,50.7831
2004-12-10,47.4583,49.0725,50.6866
2004-12-03,46.7117,48.7062,50.7007
2004-11-26,44.7649,47.9363,51.1078
2004-11-19,42.4523,47.1670,51.8816
2004-11-12,40.2422,46.1651,52.0881
2004-11-05,40.8061,45.2645,49.7230
2004-10-29,42.1672,44.5927,47.0182
2004-10-22,42.2643,44.0479,45.8315
2004-10-15,42.4383,43.8789,45.3195
2004-10-08,42.6823,44.0745,45.4667
2004-10-01,42.2327,43.8369,45.4411
2004-09-24,42.2757,43.6546,45.0335
2004-09-17,42.5062,43.7386,44.9710
2004-09-10,42.0600,43.5512,45.0424
2004-09-03,42.2196,43.2153,44.2109
2004-08-27,41.6462,43.4705,45.2948
2004-08-20,41.6140,43.4426,45.2713
2004-08-13,41.4817,43.3247,45.1677
2004-08-06,41.4217,43.3042,45.1867
2004-07-30,41.5576,43.6496,45.7415
2004-07-23,40.6595,43.9030,47.1466
2004-07-16,40.5015,44.4355,48.3694
2004-07-09,41.2928,45.0670,48.8412
2004-07-02,43.3346,45.4421,47.5496
2004-06-25,43.9925,45.6005,47.2084
2004-06-18,43.3304,45.3531,47.3758
2004-06-10,42.8260,44.9801,47.1343
2004-06-04,43.5680,44.7482,45.9284
2004-05-28,43.5855,44.7922,45.9989
2004-05-21,42.5990,45.0481,47.4973
2004-05-14,42.3244,45.5552,48.7861
2004-05-07,43.1237,46.2216,49.3195
2004-04-30,43.6677,46.8162,49.9647
2004-04-23,45.8149,47.2853,48.7558
2004-04-16,45.9994,47.3200,48.6406
2004-04-08,46.1438,47.4240,48.7043
2004-04-02,45.2820,47.7637,50.2454
2004-03-26,44.9511,47.9982,51.0453
2004-03-19,45.1099,48.4612,51.8126
2004-03-12,46.1449,49.2863,52.4277
2004-03-05,47.8437,49.8615,51.8792
2004-02-27,48.2916,50.1287,51.9657
2004-02-20,48.8942,50.2553,51.6165
2004-02-13,47.5728,50.0367,52.5006
2004-02-06,44.5457,49.1548,53.7639
2004-01-30,43.4293,48.3860,53.3428
2004-01-23,43.8960,47.7415,51.5871
2004-01-16,45.0369,47.2569,49.4768
2004-01-09,45.8112,46.9911,48.1710
2004-01-02,45.4859,46.9331,48.3802
2003-12-26,45.0763,46.8302,48.5842
2003-12-19,43.8975,46.3955,48.8934
2003-12-12,44.1157,46.1012,48.0867
2003-12-05,44.1050,45.6481,47.1912
2003-11-28,44.1612,45.5137,46.8662
2003-11-21,44.1229,45.2817,46.4406
2003-11-14,44.1925,45.3266,46.4607
2003-11-07,43.1595,45.5561,47.9528
2003-10-31,43.5351,45.7820,48.0288
2003-10-24,43.4231,45.7383,48.0534
2003-10-17,43.5873,46.2322,48.8772
2003-10-10,43.3571,46.1784,48.9996
2003-10-03,42.3498,45.5970,48.8442
2003-09-26,39.1618,44.7198,50.2779
2003-09-19,37.8815,44.1019,50.3222
2003-09-12,38.6475,42.9341,47.2206
2003-09-05,38.9044,42.1392,45.3741
2003-08-29,40.4194,41.5454,42.6714
2003-08-22,40.1688,41.6849,43.2011
2003-08-15,40.0306,41.7441,43.4576
2003-08-08,39.7685,42.0419,44.3153
2003-08-01,40.5167,42.3369,44.1570
2003-07-25,41.7592,42.5549,43.3507
2003-07-18,41.7575,42.6939,43.6303
2003-07-11,41.3155,42.5955,43.8756
2003-07-03,39.6018,42.1046,44.6073
2003-06-27,38.5207,42.5194,46.5182
2003-06-20,38.6397,42.7061,46.7724
2003-06-13,38.0821,43.1189,48.1557
2003-06-06,38.7250,43.6058,48.4866
2003-05-30,42.4853,44.3522,46.2191
2003-05-23,41.0822,43.9146,46.7469
2003-05-16,40.6453,43.7974,46.9495
2003-05-09,37.7891,42.7440,47.6989
2003-05-02,37.4276,42.0432,46.6588
2003-04-25,38.2092,41.3628,44.5164
2003-04-17,37.9483,41.4661,44.9839
2003-04-11,37.5897,40.9335,44.2773
2003-04-04,37.2279,40.8475,44.4670
2003-03-28,36.5837,40.5599,44.5361
2003-03-21,36.5314,40.4688,44.4062
2003-03-14,38.3384,39.7145,41.0906
2003-03-07,38.0182,39.5221,41.0260
2003-02-28,38.0383,39.5372,41.0361
2003-02-21,38.0732,39.6271,41.1809
2003-02-14,37.5613,39.7478,41.9344
2003-02-07,35.0884,40.7665,46.4445
2003-01-31,36.1645,41.2112,46.2578
2003-01-24,35.8042,41.1263,46.4484
2003-01-17,36.0311,41.2071,46.3832
2003-01-10,35.8109,41.0758,46.3406
2003-01-03,37.9203,40.5341,43.1479
2002-12-27,36.1730,41.0667,45.9604
2002-12-20,37.6743,41.7811,45.8879
2002-12-13,37.7664,41.8033,45.8403
2002-12-06,36.6108,41.5598,46.5088
2002-11-29,36.2579,41.3509,46.4438
2002-11-22,35.0869,40.0880,45.0891
2002-11-15,35.0598,39.0455,43.0313
2002-11-08,28.9369,37.4077,45.8786
2002-11-01,22.3751,35.2761,48.1771
2002-10-25,22.2231,33.2548,44.2865
2002-10-18,23.2843,32.1816,41.0788
2002-10-11,24.0330,32.0050,39.9771
2002-10-04,22.9909,32.9411,42.8912
2002-09-27,25.9866,34.8354,43.6841
2002-09-20,28.7617,36.8567,44.9518
2002-09-13,33.5848,38.4131,43.2414
2002-09-06,33.2734,38.3455,43.4176
2002-08-30,30.6632,37.7941,44.9250
2002-08-23,28.0619,36.8738,45.6858
2002-08-16,29.1275,36.0108,42.8942
2002-08-09,31.6142,34.9729,38.3317
2002-08-02,31.1812,35.1253,39.0694
2002-07-26,31.7267,35.5400,39.3534
2002-07-19,33.0361,35.7765,38.5170
2002-07-12,32.0365,36.1962,40.3560
2002-07-05,32.1183,37.1111,42.1039
2002-06-28,31.4077,37.8106,44.2135
2002-06-21,31.5648,38.9278,46.2908
2002-06-14,35.5356,40.6328,45.7300
2002-06-07,37.0057,40.9861,44.9665
2002-05-31,38.1056,41.3214,44.5372
2002-05-24,38.5293,41.7347,44.9401
2002-05-17,37.4993,42.3122,47.1252
2002-05-10,37.5098,42.2875,47.0652
2002-05-03,36.0275,44.0382,52.0489
2002-04-26,35.1025,46.2705,57.4386
2002-04-19,36.4181,48.3692,60.3204
2002-04-12,38.3236,50.1565,61.9894
2002-04-05,47.0366,52.1146,57.1926
2002-03-28,50.7361,52.6943,54.6525
2002-03-22,47.7135,52.1367,56.5599
2002-03-15,47.6481,51.8644,56.0808
2002-03-08,48.0555,51.6836,55.3117
2002-03-01,47.3265,51.9617,56.5970
2002-02-22,46.8546,52.5763,58.2979
2002-02-15,48.3712,54.1486,59.9259
2002-02-08,47.8369,55.8828,63.9288
2002-02-01,47.9165,57.9369,67.9573
2002-01-25,50.4999,59.4319,68.3639
2002-01-18,55.0046,60.7081,66.4116
2002-01-11,58.6444,61.3954,64.1464
2002-01-04,58.6837,61.4044,64.1251
2001-12-28,56.5668,60.4001,64.2333
2001-12-21,55.3721,59.6426,63.9131
2001-12-14,54.7096,58.8901,63.0705
2001-12-07,54.7613,58.1857,61.6101
2001-11-30,53.6574,57.0786,60.4998
2001-11-23,53.1909,56.6204,60.0499
2001-11-16,48.8151,55.3335,61.8519
2001-11-09,46.2775,53.9505,61.6236
2001-11-02,44.7174,52.3271,59.9368
2001-10-26,41.0172,50.5453,60.0735
2001-10-19,41.1877,48.4750,55.7623
2001-10-12,42.0303,47.8557,53.6811
2001-10-05,42.9585,47.4298,51.9010
2001-09-28,42.4079,47.6232,52.8385
2001-09-21,41.0544,49.1534,57.2524
2001-09-10,44.1949,50.5654,56.9359
2001-09-07,45.7152,51.4152,57.1151
2001-08-31,48.3749,52.5621,56.7492
2001-08-24,50.8841,53.0240,55.1638
