time,TRANGE
2021-04-26,1.7001
2021-04-23,2.1034
2021-04-22,2.9574
2021-04-21,4.7604
2021-04-20,5.2585
2021-04-19,0.9766
2021-04-16,1.2020
2021-04-15,1.3048
2021-04-14,1.7871
2021-04-13,3.3291
2021-04-12,1.4866
2021-04-09,0.8145
2021-04-08,1.1623
2021-04-07,0.9173
2021-04-06,1.4550
2021-04-05,2.7360
2021-04-01,1.3127
2021-03-31,1.5894
2021-03-30,1.7792
2021-03-29,1.2336
2021-03-26,2.6965
2021-03-25,2.7439
2021-03-24,1.3048
2021-03-23,1.3917
2021-03-22,2.2378
2021-03-19,1.5103
2021-03-18,2.5344
2021-03-17,1.5815
2021-03-16,0.9805
2021-03-15,0.9567
2021-03-12,0.8461
2021-03-11,1.4708
2021-03-10,3.2105
2021-03-09,1.7950
2021-03-08,3.1788
2021-03-05,2.8784
2021-03-04,3.5307
2021-03-03,2.0987
2021-03-02,1.2968
2021-03-01,2.6807
2021-02-26,2.8388
2021-02-25,1.5934
2021-02-24,2.3486
2021-02-23,1.2257
2021-02-22,2.1232
2021-02-19,1.8820
2021-02-18,0.9805
2021-02-17,1.2178
2021-02-16,1.1387
2021-02-12,1.0043
2021-02-11,1.2731
2021-02-10,1.7367
2021-02-09,1.2220
2021-02-08,1.7064
2021-02-05,1.0066
2021-02-04,1.7402
2021-02-03,1.3110
2021-02-02,1.3422
2021-02-01,1.7324
2021-01-29,1.8728
2021-01-28,2.4425
2021-01-27,2.4726
2021-01-26,3.2540
2021-01-25,1.6294
2021-01-22,11.1511
2021-01-21,1.7089
2021-01-20,1.9509
2021-01-19,1.1717
2021-01-15,1.2251
2021-01-14,2.5283
2021-01-13,2.5712
2021-01-12,1.4905
2021-01-11,1.5724
2021-01-08,1.8260
2021-01-07,1.7168
2021-01-06,4.4792
2021-01-05,2.1381
2021-01-04,2.2454
2020-12-31,1.5919
2020-12-30,0.9520
2020-12-29,1.7480
2020-12-28,1.6699
2020-12-24,0.9364
2020-12-23,1.2485
2020-12-22,1.4124
2020-12-21,3.2228
2020-12-18,1.1159
2020-12-17,0.9208
2020-12-16,1.0041
2020-12-15,1.9430
2020-12-14,2.1643
2020-12-11,1.4826
2020-12-10,1.5529
2020-12-09,1.5529
2020-12-08,1.3188
2020-12-07,2.0523
2020-12-04,2.9419
2020-12-03,1.2251
2020-12-02,1.7402
2020-12-01,2.1459
2020-11-30,1.4905
2020-11-27,1.0948
2020-11-25,1.8026
2020-11-24,3.6208
2020-11-23,2.7897
2020-11-20,1.0535
2020-11-19,1.2173
2020-11-18,1.6621
2020-11-17,1.1471
2020-11-16,1.3266
2020-11-13,2.2396
2020-11-12,2.9029
2020-11-11,1.6621
2020-11-10,2.0601
2020-11-09,5.6860
2020-11-06,1.3158
2020-11-05,2.6086
2020-11-04,2.3085
2020-11-03,2.1084
2020-11-02,1.6671
2020-10-30,3.1164
2020-10-29,2.3777
2020-10-28,3.5704
2020-10-27,1.6852
2020-10-26,3.2011
2020-10-23,0.8387
2020-10-22,2.3700
2020-10-21,2.2314
2020-10-20,6.6791
2020-10-19,1.7467
2020-10-16,1.3658
2020-10-15,1.6082
2020-10-14,1.4159
2020-10-13,2.1161
2020-10-12,1.3928
2020-10-09,3.3857
2020-10-08,8.7952
2020-10-07,1.8622
2020-10-06,2.4931
2020-10-05,1.6775
2020-10-02,2.2546
2020-10-01,2.2661
2020-09-30,1.6236
2020-09-29,1.5203
2020-09-28,2.6009
2020-09-25,1.9006
2020-09-24,2.3354
2020-09-23,2.4316
2020-09-22,1.4774
2020-09-21,3.2164
2020-09-18,1.7467
2020-09-17,2.7548
2020-09-16,2.6009
2020-09-15,1.0080
2020-09-14,1.4774
2020-09-11,1.6467
2020-09-10,2.5673
2020-09-09,1.9160
2020-09-08,1.6621
2020-09-04,3.1626
2020-09-03,4.8478
2020-09-02,4.0783
2020-09-01,1.3851
2020-08-31,1.7083
2020-08-28,0.8320
2020-08-27,0.8618
2020-08-26,0.9003
2020-08-25,1.7929
2020-08-24,2.2315
2020-08-21,0.9035
2020-08-20,0.9465
2020-08-19,1.5390
2020-08-18,0.9696
2020-08-17,0.9080
2020-08-14,1.2696
2020-08-13,1.4851
2020-08-12,1.4728
2020-08-11,2.9702
2020-08-10,1.7544
2020-08-07,1.4312
2020-08-06,0.9571
2020-08-05,1.6255
2020-08-04,1.5495
2020-08-03,1.7166
2020-07-31,1.4432
2020-07-30,2.7952
2020-07-29,1.4584
2020-07-28,1.6635
2020-07-27,1.2229
2020-07-24,1.6300
2020-07-23,1.6863
2020-07-22,2.7876
2020-07-21,4.8385
2020-07-20,1.4888
2020-07-17,1.8458
2020-07-16,1.7622
2020-07-15,2.5522
2020-07-14,2.2559
2020-07-13,2.0053
2020-07-10,2.4914
2020-07-09,2.1268
2020-07-08,1.6407
2020-07-07,2.1724
2020-07-06,1.8154
2020-07-02,2.1876
2020-07-01,2.1724
2020-06-30,1.6711
2020-06-29,1.9673
2020-06-26,2.1040
2020-06-25,2.3623
2020-06-24,2.6813
2020-06-23,2.7876
2020-06-22,1.4964
2020-06-19,3.4713
2020-06-18,1.5723
2020-06-17,2.1648
2020-06-16,4.4435
2020-06-15,3.0991
2020-06-12,3.8814
2020-06-11,9.1377
2020-06-10,1.8458
2020-06-09,3.5928
2020-06-08,2.9016
2020-06-05,4.0561
2020-06-04,1.5419
2020-06-03,2.7345
2020-06-02,1.0178
2020-06-01,1.3065
2020-05-29,2.1952
2020-05-28,2.0888
2020-05-27,3.0915
2020-05-26,3.2130
2020-05-22,1.4280
2020-05-21,2.0888
2020-05-20,1.6559
2020-05-19,1.5419
2020-05-18,4.0865
2020-05-15,1.6255
2020-05-14,4.0106
2020-05-13,4.1093
2020-05-12,3.0839
2020-05-11,2.1116
2020-05-08,1.6483
2020-05-07,1.8306
2020-05-06,1.2292
2020-05-05,1.9787
2020-05-04,1.9337
2020-05-01,3.1254
2020-04-30,2.6008
2020-04-29,2.2785
2020-04-28,2.1136
2020-04-27,1.7014
2020-04-24,3.1779
2020-04-23,2.9305
2020-04-22,2.6757
2020-04-21,6.2583
2020-04-20,3.5376
2020-04-17,3.4927
2020-04-16,3.9948
2020-04-15,5.3589
2020-04-14,3.0205
2020-04-13,2.8181
2020-04-09,2.7207
2020-04-08,3.7625
2020-04-07,3.5601
2020-04-06,6.9628
2020-04-03,3.8599
2020-04-02,3.8824
2020-04-01,4.8043
2020-03-31,2.7282
2020-03-30,4.2347
2020-03-27,3.9274
2020-03-26,5.6812
2020-03-25,7.2327
2020-03-24,8.4469
2020-03-23,5.3814
2020-03-20,4.7069
2020-03-19,4.0848
2020-03-18,5.6437
2020-03-17,7.7198
2020-03-16,9.7060
2020-03-13,6.2583
2020-03-12,11.7596
2020-03-11,6.2883
2020-03-10,6.8354
2020-03-09,7.8323
2020-03-06,3.7700
2020-03-05,4.3246
2020-03-04,4.0323
2020-03-03,6.2208
2020-03-02,4.8642
2020-02-28,5.0591
2020-02-27,5.0516
2020-02-26,3.3428
2020-02-25,4.3546
2020-02-24,3.3428
2020-02-21,1.7838
2020-02-20,1.5814
2020-02-19,1.1842
2020-02-18,1.3041
2020-02-14,3.5901
2020-02-13,1.4240
2020-02-12,1.5889
2020-02-11,1.8663
2020-02-10,2.1436
2020-02-07,1.9637
2020-02-06,2.4698
2020-02-05,6.1781
2020-02-04,2.3066
2020-02-03,2.6329
2020-01-31,5.3993
2020-01-30,2.0173
2020-01-29,1.4685
2020-01-28,1.3721
2020-01-27,1.8245
2020-01-24,2.5662
2020-01-23,1.6762
2020-01-22,4.9098
2020-01-21,1.2979
2020-01-17,1.6094
2020-01-16,1.1644
2020-01-15,1.7429
2020-01-14,1.1793
2020-01-13,1.2015
2020-01-10,1.1570
2020-01-09,1.0977
2020-01-08,1.4388
2020-01-07,1.1570
2020-01-06,0.8455
2020-01-03,1.3795
2020-01-02,1.3943
2019-12-31,1.2757
2019-12-30,2.0767
2019-12-27,0.6527
2019-12-26,0.4895
2019-12-24,0.7491
2019-12-23,0.8529
2019-12-20,1.3795
2019-12-19,0.4005
2019-12-18,0.6304
2019-12-17,0.9123
2019-12-16,1.1867
2019-12-13,1.1051
2019-12-12,1.4833
2019-12-11,0.6230
2019-12-10,0.9493
2019-12-09,1.0161
2019-12-06,1.4685
2019-12-05,1.1941
2019-12-04,1.2757
2019-12-03,1.6465
2019-12-02,1.4982
2019-11-29,1.1051
2019-11-27,1.5501
2019-11-26,1.0235
2019-11-25,1.2312
2019-11-22,0.7862
2019-11-21,0.8826
2019-11-20,1.3128
2019-11-19,0.7936
2019-11-18,0.9271
2019-11-15,0.8307
2019-11-14,0.8529
2019-11-13,1.2905
2019-11-12,1.2163
2019-11-11,1.9358
2019-11-08,1.1348
2019-11-07,1.4639
2019-11-06,0.9016
2019-11-05,0.8283
2019-11-04,1.6200
2019-11-01,1.3415
2019-10-31,1.4807
2019-10-30,1.5247
2019-10-29,1.8546
2019-10-28,0.8723
2019-10-25,1.3635
2019-10-24,1.2975
2019-10-23,1.3708
2019-10-22,1.7886
2019-10-21,2.3384
2019-10-18,1.6420
2019-10-17,6.7440
2019-10-16,1.1802
2019-10-15,1.4001
2019-10-14,1.0556
2019-10-11,2.4704
2019-10-10,1.6274
2019-10-09,1.4294
2019-10-08,2.2211
2019-10-07,1.2975
2019-10-04,1.4881
2019-10-03,2.1185
2019-10-02,2.2651
2019-10-01,2.7929
2019-09-30,2.4410
2019-09-27,1.9865
2019-09-26,1.8106
2019-09-25,2.0305
2019-09-24,1.3341
2019-09-23,1.2169
2019-09-20,1.4734
2019-09-19,2.0598
2019-09-18,1.3121
2019-09-17,1.3341
2019-09-16,1.0263
2019-09-13,1.0189
2019-09-12,1.5834
2019-09-11,1.7666
2019-09-10,2.0965
2019-09-09,1.8766
2019-09-06,0.7844
2019-09-05,3.9438
2019-09-04,1.7080
2019-09-03,1.6127
2019-08-30,1.2535
2019-08-29,2.1478
2019-08-28,2.0892
2019-08-27,1.2535
2019-08-26,1.5687
2019-08-23,4.0244
2019-08-22,1.3708
2019-08-21,2.1551
2019-08-20,1.8106
2019-08-19,1.8839
2019-08-16,1.9572
2019-08-15,1.5541
2019-08-14,3.5259
2019-08-13,2.7562
2019-08-12,2.1625
2019-08-09,3.4820
2019-08-08,2.1259
2019-08-07,3.1305
2019-08-06,2.2899
2019-08-05,5.8698
2019-08-02,5.3335
2019-08-01,3.3190
2019-07-31,2.7465
2019-07-30,1.2029
2019-07-29,0.8406
2019-07-26,0.9493
2019-07-25,1.4566
2019-07-24,1.6305
2019-07-23,1.6957
2019-07-22,1.6377
2019-07-19,1.4711
2019-07-18,5.8770
2019-07-17,1.3406
2019-07-16,0.7392
2019-07-15,1.0073
2019-07-12,1.2174
2019-07-11,0.9276
2019-07-10,1.8696
2019-07-09,1.3479
2019-07-08,0.8044
2019-07-05,1.1812
2019-07-03,1.1595
2019-07-02,0.6957
2019-07-01,2.6015
2019-06-28,0.9421
2019-06-27,0.9783
2019-06-26,0.9566
2019-06-25,1.0290
2019-06-24,0.7971
2019-06-21,0.8334
2019-06-20,1.7827
2019-06-19,1.5363
2019-06-18,1.6232
2019-06-17,0.9638
2019-06-14,1.0508
2019-06-13,1.0145
2019-06-12,1.1160
2019-06-11,1.2464
2019-06-10,1.4783
2019-06-07,1.8189
2019-06-06,1.2682
2019-06-05,2.2754
2019-06-04,3.2392
2019-06-03,1.1377
2019-05-31,1.9711
2019-05-30,0.7536
2019-05-29,1.5508
2019-05-28,1.7175
2019-05-24,1.9276
2019-05-23,4.2828
2019-05-22,0.7536
2019-05-21,1.4058
2019-05-20,1.8117
2019-05-17,1.4058
2019-05-16,1.2392
2019-05-15,1.6088
2019-05-14,2.1015
2019-05-13,3.1595
2019-05-10,2.4131
2019-05-09,2.4187
2019-05-08,1.1243
2019-05-07,3.0004
2019-05-06,1.9979
2019-05-03,1.0097
2019-05-02,1.3391
2019-05-01,1.1744
2019-04-30,1.2603
2019-04-29,0.5872
2019-04-26,0.9023
2019-04-25,1.6040
2019-04-24,1.0956
2019-04-23,1.4537
2019-04-22,1.4895
2019-04-18,1.2818
2019-04-17,6.3589
2019-04-16,1.0670
2019-04-15,0.8521
2019-04-12,0.5299
2019-04-11,0.7805
2019-04-10,1.0885
2019-04-09,1.1099
2019-04-08,0.3939
2019-04-05,0.7447
2019-04-04,1.1457
2019-04-03,0.8736
2019-04-02,0.9667
2019-04-01,1.6542
2019-03-29,0.9309
2019-03-28,0.9596
2019-03-27,1.4966
2019-03-26,1.3176
2019-03-25,1.1171
2019-03-22,1.8189
2019-03-21,2.3201
2019-03-20,1.2317
2019-03-19,1.2174
2019-03-18,1.1816
2019-03-15,1.1028
2019-03-14,0.6302
2019-03-13,1.0527
2019-03-12,1.4250
2019-03-11,1.8905
2019-03-08,1.2746
2019-03-07,1.6828
2019-03-06,1.1959
2019-03-05,0.8450
2019-03-04,2.0838
2019-03-01,1.3677
2019-02-28,1.0383
2019-02-27,0.9452
2019-02-26,0.7376
2019-02-25,0.8736
2019-02-22,1.1028
2019-02-21,0.7161
2019-02-20,1.4465
2019-02-19,0.9596
2019-02-15,1.2245
2019-02-14,0.9954
2019-02-13,1.3391
2019-02-12,1.5826
2019-02-11,1.0312
2019-02-08,1.0885
2019-02-07,1.8703
2019-02-06,1.0475
2019-02-05,0.6370
2019-02-04,1.5641
2019-02-01,1.3093
2019-01-31,0.6936
2019-01-30,1.2598
2019-01-29,1.2810
2019-01-28,1.5783
2019-01-25,1.4226
2019-01-24,1.2598
2019-01-23,8.8327
2019-01-22,1.6137
2019-01-18,1.7906
2019-01-17,1.3164
2019-01-16,0.8281
2019-01-15,1.0899
2019-01-14,1.2032
2019-01-11,1.1253
2019-01-10,1.3518
2019-01-09,1.1112
2019-01-08,1.7128
2019-01-07,1.5287
2019-01-04,3.2415
2019-01-03,1.7835
2019-01-02,3.0362
2018-12-31,1.3659
2018-12-28,1.6278
2018-12-27,3.0504
2018-12-26,3.8572
2018-12-24,2.4771
2018-12-21,3.4255
2018-12-20,3.3618
2018-12-19,3.0433
2018-12-18,1.5641
2018-12-17,3.4184
2018-12-14,1.1819
2018-12-13,1.1466
2018-12-12,1.4084
2018-12-11,2.6965
2018-12-10,2.2365
2018-12-07,3.6661
2018-12-06,3.2620
2018-12-04,2.8168
2018-12-03,1.6420
2018-11-30,2.2719
2018-11-29,1.2173
2018-11-28,2.1657
2018-11-27,1.1819
2018-11-26,2.1657
2018-11-23,1.1749
2018-11-21,1.6349
2018-11-20,2.5550
2018-11-19,1.7057
2018-11-16,0.9272
2018-11-15,1.3660
2018-11-14,1.5287
2018-11-13,1.6632
2018-11-12,2.0666
2018-11-09,1.8472
2018-11-08,1.2527
2018-11-07,1.9079
2018-11-06,2.6207
2018-11-05,3.5642
2018-11-02,2.2433
2018-11-01,1.3208
2018-10-31,1.6842
2018-10-30,4.4377
2018-10-29,4.5356
2018-10-26,1.9149
2018-10-25,1.8520
2018-10-24,3.2776
2018-10-23,2.4390
2018-10-22,1.4257
2018-10-19,2.7465
2018-10-18,2.8024
2018-10-17,8.1766
2018-10-16,3.0191
2018-10-15,1.4816
2018-10-12,1.7611
2018-10-11,3.7808
2018-10-10,3.6271
2018-10-09,1.0203
2018-10-08,1.3208
2018-10-05,2.7395
2018-10-04,1.9987
2018-10-03,1.0902
2018-10-02,0.9365
2018-10-01,1.5445
2018-09-28,0.5870
2018-09-27,0.8596
2018-09-26,3.1029
2018-09-25,1.4327
2018-09-24,1.3208
2018-09-21,1.2999
2018-09-20,1.6213
2018-09-19,1.2090
2018-09-18,1.0623
2018-09-17,0.9085
2018-09-14,1.0623
2018-09-13,1.6982
2018-09-12,1.3628
2018-09-11,1.2160
2018-09-10,1.2929
2018-09-07,0.9644
2018-09-06,1.4816
2018-09-05,1.1881
2018-09-04,1.1671
2018-08-31,0.8666
2018-08-30,1.6004
2018-08-29,0.9365
2018-08-28,0.5591
2018-08-27,1.1042
2018-08-24,0.8526
2018-08-23,0.5381
2018-08-22,0.6779
2018-08-21,0.8596
2018-08-20,0.7687
2018-08-17,1.1881
2018-08-16,1.2370
2018-08-15,1.3977
2018-08-14,0.7757
2018-08-13,1.3628
2018-08-10,0.8316
2018-08-09,0.8456
2018-08-08,0.8227
2018-08-07,1.1131
2018-08-06,1.4726
2018-08-03,3.4291
2018-08-02,0.8089
2018-08-01,1.2790
2018-07-31,1.1338
2018-07-30,1.0716
2018-07-27,1.7146
2018-07-26,1.8321
2018-07-25,0.7951
2018-07-24,0.9264
2018-07-23,1.1684
2018-07-20,2.0602
2018-07-19,4.1620
2018-07-18,1.4242
2018-07-17,1.4657
2018-07-16,1.1684
2018-07-13,0.8158
2018-07-12,1.3067
2018-07-11,1.5141
2018-07-10,0.9195
2018-07-09,1.5556
2018-07-06,1.2237
2018-07-05,1.2859
2018-07-03,1.0854
2018-07-02,1.3965
2018-06-29,1.2099
2018-06-28,2.1156
2018-06-27,1.6109
2018-06-26,1.0509
2018-06-25,2.0741
2018-06-22,0.7121
2018-06-21,1.5970
2018-06-20,1.4588
2018-06-19,1.0578
2018-06-18,1.5556
2018-06-15,1.2237
2018-06-14,1.3067
2018-06-13,0.8780
2018-06-12,0.6499
2018-06-11,0.8780
2018-06-08,1.4242
2018-06-07,1.3758
2018-06-06,0.8158
2018-06-05,0.7190
2018-06-04,0.8435
2018-06-01,1.0578
2018-05-31,1.2168
2018-05-30,1.2998
2018-05-29,2.3714
2018-05-25,0.7674
2018-05-24,1.1891
2018-05-23,1.1131
2018-05-22,0.8296
2018-05-21,1.3551
2018-05-18,0.6568
2018-05-17,0.9817
2018-05-16,1.2168
2018-05-15,0.9541
2018-05-14,0.6775
2018-05-11,0.8780
2018-05-10,1.1891
2018-05-09,1.2030
2018-05-08,0.9916
2018-05-07,1.1488
2018-05-04,2.7832
2018-05-03,1.7438
2018-05-02,2.0036
2018-05-01,1.0599
2018-04-30,1.6549
2018-04-27,1.0873
2018-04-26,0.9710
2018-04-25,1.5660
2018-04-24,1.8942
2018-04-23,1.1146
2018-04-20,2.3661
2018-04-19,1.7711
2018-04-18,8.6504
2018-04-17,2.8105
2018-04-16,1.6617
2018-04-13,2.2635
2018-04-12,2.4755
2018-04-11,1.2993
2018-04-10,2.6738
2018-04-09,2.7969
2018-04-06,3.0704
2018-04-05,1.0805
2018-04-04,4.8005
2018-04-03,1.8463
2018-04-02,3.4192
2018-03-29,1.9216
2018-03-28,1.3471
2018-03-27,2.5370
2018-03-26,3.2619
2018-03-23,2.7627
2018-03-22,3.2072
2018-03-21,1.5591
2018-03-20,1.8053
2018-03-19,2.6054
2018-03-16,1.6207
2018-03-15,2.1404
2018-03-14,2.0105
2018-03-13,2.2566
2018-03-12,1.4702
2018-03-09,2.3045
2018-03-08,3.0772
2018-03-07,2.8037
2018-03-06,1.8669
2018-03-05,2.5575
2018-03-02,1.9694
2018-03-01,2.8584
2018-02-28,1.6002
2018-02-27,2.2224
2018-02-26,2.3045
2018-02-23,1.8258
2018-02-22,1.5386
2018-02-21,1.9763
2018-02-20,1.5796
2018-02-16,1.4360
2018-02-15,2.1609
2018-02-14,3.4192
2018-02-13,1.2035
2018-02-12,1.9763
2018-02-09,4.1987
2018-02-08,3.8705
2018-02-07,1.3945
2018-02-06,4.3189
2018-02-05,6.1129
2018-02-02,2.3896
2018-02-01,1.5096
2018-01-31,1.5096
2018-01-30,2.4641
2018-01-29,1.6111
2018-01-26,1.3133
2018-01-25,1.0764
2018-01-24,2.6401
2018-01-23,2.5386
2018-01-22,1.9428
2018-01-19,5.2937
2018-01-18,2.0173
2018-01-17,3.5743
2018-01-16,1.4554
2018-01-12,1.1576
2018-01-11,1.1102
2018-01-10,1.2388
2018-01-09,0.9951
2018-01-08,1.4961
2018-01-05,1.2185
2018-01-04,2.5927
2018-01-03,3.7638
2018-01-02,0.9410
2017-12-29,0.8800
2017-12-28,0.6702
2017-12-27,0.3859
2017-12-26,0.9207
2017-12-22,1.0154
2017-12-21,1.3336
2017-12-20,0.7514
2017-12-19,0.7311
2017-12-18,1.1373
2017-12-15,1.3336
2017-12-14,0.9545
2017-12-13,1.9293
2017-12-12,1.8210
2017-12-11,0.8936
2017-12-08,1.0019
2017-12-07,0.8056
2017-12-06,1.4419
2017-12-05,1.3945
2017-12-04,1.3810
2017-12-01,1.4284
2017-11-30,0.9003
2017-11-29,0.9748
2017-11-28,0.8326
2017-11-27,0.5889
2017-11-24,0.5889
2017-11-22,0.7176
2017-11-21,1.3133
2017-11-20,2.0173
2017-11-17,0.8936
2017-11-16,1.7262
2017-11-15,1.8135
2017-11-14,1.0019
2017-11-13,0.8394
2017-11-10,1.1847
2017-11-09,1.3133
2017-11-08,1.0150
2017-11-07,0.6770
2017-11-06,1.0322
2017-11-03,1.3271
2017-11-02,1.0590
2017-11-01,0.7172
2017-10-31,1.3405
2017-10-30,1.2601
2017-10-27,1.1522
2017-10-26,1.0892
2017-10-25,2.2186
2017-10-24,3.0356
2017-10-23,1.9907
2017-10-20,1.8164
2017-10-19,1.2567
2017-10-18,9.8461
2017-10-17,0.6300
2017-10-16,0.7775
2017-10-13,0.6099
2017-10-12,0.7507
2017-10-11,0.8177
2017-10-10,1.0456
2017-10-09,0.9652
2017-10-06,0.3552
2017-10-05,0.7105
2017-10-04,0.6099
2017-10-03,0.5764
2017-10-02,1.1964
2017-09-29,0.5161
2017-09-28,1.1059
2017-09-27,1.2534
2017-09-26,1.0389
2017-09-25,0.7507
2017-09-22,0.6703
2017-09-21,0.5302
2017-09-20,0.9987
2017-09-19,0.5094
2017-09-18,0.8109
2017-09-15,0.9786
2017-09-14,0.5831
2017-09-13,0.6367
2017-09-12,1.2467
2017-09-11,1.7963
2017-09-08,1.0121
2017-09-07,1.4947
2017-09-06,0.9585
2017-09-05,1.1110
2017-09-01,1.0188
2017-08-31,0.7373
2017-08-30,0.5831
2017-08-29,1.0221
2017-08-28,1.4545
2017-08-25,0.8378
2017-08-24,1.0322
2017-08-23,1.5885
2017-08-22,0.5496
2017-08-21,0.8646
2017-08-18,1.0523
2017-08-17,1.4679
2017-08-16,0.8713
2017-08-15,1.8499
2017-08-14,0.6166
2017-08-11,0.7172
2017-08-10,0.7976
2017-08-09,0.6166
2017-08-08,0.5285
2017-08-07,1.5985
2017-08-04,0.6566
2017-08-03,0.6036
2017-08-02,0.7163
2017-08-01,0.6633
2017-07-31,0.5041
2017-07-28,0.8158
2017-07-27,1.1640
2017-07-26,1.3199
2017-07-25,0.9949
2017-07-24,0.8490
2017-07-21,0.9020
2017-07-20,1.1939
2017-07-19,4.8352
2017-07-18,1.5189
2017-07-17,1.3266
2017-07-14,0.8059
2017-07-13,0.6633
2017-07-12,0.7893
2017-07-11,1.0612
2017-07-10,0.8357
2017-07-07,0.8954
2017-07-06,1.0612
2017-07-05,1.4990
2017-07-03,1.6615
2017-06-30,0.9020
2017-06-29,1.4061
2017-06-28,0.5306
2017-06-27,0.5571
2017-06-26,1.0877
2017-06-23,0.5837
2017-06-22,0.8622
2017-06-21,1.5918
2017-06-20,0.7555
2017-06-19,0.8755
2017-06-16,1.6266
2017-06-15,0.9286
2017-06-14,1.3265
2017-06-13,0.8821
2017-06-12,2.1092
2017-06-09,1.5819
2017-06-08,1.2602
2017-06-07,2.2551
2017-06-06,0.5903
2017-06-05,0.8274
2017-06-02,0.9286
2017-06-01,0.8224
2017-05-31,0.7627
2017-05-30,0.7163
2017-05-26,0.7561
2017-05-25,0.8092
2017-05-24,1.0148
2017-05-23,1.1673
2017-05-22,0.8230
2017-05-19,1.1143
2017-05-18,0.8092
2017-05-17,2.1556
2017-05-16,1.6449
2017-05-15,0.9684
2017-05-12,0.8390
2017-05-11,0.9684
2017-05-10,0.8224
2017-05-09,1.0246
2017-05-08,0.8921
2017-05-05,3.9738
2017-05-04,0.5123
2017-05-03,0.6108
2017-05-02,0.5583
2017-05-01,1.1297
2017-04-28,0.5846
2017-04-27,0.5583
2017-04-26,0.7948
2017-04-25,1.0903
2017-04-24,0.7816
2017-04-21,1.2611
2017-04-20,1.2480
2017-04-19,6.8638
2017-04-18,1.2217
2017-04-17,1.1626
2017-04-13,1.2020
2017-04-12,0.7750
2017-04-11,1.4778
2017-04-10,1.0246
2017-04-07,1.0838
2017-04-06,0.8013
2017-04-05,2.3120
2017-04-04,1.1166
2017-04-03,0.9787
2017-03-31,0.8276
2017-03-30,0.5911
2017-03-29,0.6897
2017-03-28,1.3136
2017-03-27,1.3572
2017-03-24,1.3859
2017-03-23,1.3859
2017-03-22,1.4844
2017-03-21,1.5698
2017-03-20,0.6831
2017-03-17,1.0443
2017-03-16,2.0953
2017-03-15,1.0049
2017-03-14,1.0568
2017-03-13,1.0805
2017-03-10,1.5173
2017-03-09,2.3449
2017-03-08,1.0838
2017-03-07,0.7161
2017-03-06,0.9327
2017-03-03,1.0214
2017-03-02,0.9984
2017-03-01,1.7931
2017-02-28,0.8407
2017-02-27,1.3596
2017-02-24,1.1560
2017-02-23,1.0378
2017-02-22,0.8210
2017-02-21,1.0969
2017-02-17,1.0312
2017-02-16,1.2611
2017-02-15,1.3859
2017-02-14,1.1691
2017-02-13,0.8013
2017-02-10,1.3860
2017-02-09,1.2414
2017-02-08,1.0641
2017-02-07,1.7985
2017-02-06,1.0426
2017-02-03,1.1469
2017-02-02,0.9253
2017-02-01,1.8327
2017-01-31,1.4271
2017-01-30,1.7746
2017-01-27,1.2381
2017-01-26,0.8928
2017-01-25,2.1830
2017-01-24,3.2387
2017-01-23,0.8080
2017-01-20,3.0236
2017-01-19,1.0752
2017-01-18,1.2381
2017-01-17,1.3423
2017-01-13,1.0459
2017-01-12,1.5965
2017-01-11,1.4597
2017-01-10,1.7920
2017-01-09,1.4206
2017-01-06,1.5639
2017-01-05,1.3880
2017-01-04,1.7464
2017-01-03,1.2251
2016-12-30,0.7820
2016-12-29,0.6451
2016-12-28,1.1339
2016-12-27,0.8276
2016-12-23,0.6777
2016-12-22,1.0752
2016-12-21,1.7529
2016-12-20,1.1730
2016-12-19,0.8211
2016-12-16,1.9875
2016-12-15,1.3489
2016-12-14,1.5900
2016-12-13,2.9011
2016-12-12,1.1208
2016-12-09,1.3787
2016-12-08,1.1599
2016-12-07,3.1474
2016-12-06,1.2121
2016-12-05,1.0182
2016-12-02,1.2251
2016-12-01,2.5544
2016-11-30,1.0361
2016-11-29,0.9709
2016-11-28,1.2772
2016-11-25,0.8862
2016-11-23,0.8565
2016-11-22,0.6842
2016-11-21,1.7140
2016-11-18,0.9840
2016-11-17,0.7038
2016-11-16,0.9905
2016-11-15,1.0426
2016-11-14,2.7890
2016-11-11,1.3098
2016-11-10,4.1379
2016-11-09,2.9715
2016-11-08,1.8702
2016-11-07,2.3766
2016-11-04,1.1431
2016-11-03,1.2529
2016-11-02,1.0817
2016-11-01,1.4014
2016-10-31,1.1108
2016-10-28,1.4595
2016-10-27,1.4531
2016-10-26,1.7340
2016-10-25,0.8589
2016-10-24,1.2206
2016-10-21,1.2658
2016-10-20,1.2141
2016-10-19,1.1173
2016-10-18,4.5078
2016-10-17,1.0010
2016-10-14,1.1689
2016-10-13,1.3045
2016-10-12,1.2206
2016-10-11,2.0214
2016-10-10,1.8212
2016-10-07,1.8341
2016-10-06,0.9946
2016-10-05,0.8848
2016-10-04,1.7502
2016-10-03,1.1818
2016-09-30,1.1483
2016-09-29,4.8695
2016-09-28,1.5467
2016-09-27,1.9116
2016-09-26,0.9816
2016-09-23,0.9041
2016-09-22,1.0914
2016-09-21,1.1689
2016-09-20,1.3691
2016-09-19,1.5177
2016-09-16,1.4143
2016-09-15,2.0149
2016-09-14,1.6016
2016-09-13,1.8018
2016-09-12,2.3831
2016-09-09,2.1635
2016-09-08,1.8600
2016-09-07,1.1366
