time,ATR
2025-02-19,5.6985
2025-02-18,5.8188
2025-02-14,5.9584
2025-02-13,6.1165
2025-02-12,6.2242
2025-02-11,6.3768
2025-02-10,6.3101
2025-02-07,6.4171
2025-02-06,6.5474
2025-02-05,6.2629
2025-02-04,6.4088
2025-02-03,6.3744
2025-01-31,6.1085
2025-01-30,6.1063
2025-01-29,4.1216
2025-01-28,4.0139
2025-01-27,4.0266
2025-01-24,3.9694
2025-01-23,4.0519
2025-01-22,4.1498
2025-01-21,4.1693
2025-01-17,4.1482
2025-01-16,4.2235
2025-01-15,4.1562
2025-01-14,4.1854
2025-01-13,4.2472
2025-01-10,4.2039
2025-01-08,4.0552
2025-01-07,4.0660
2025-01-06,4.0797
2025-01-03,4.1272
2025-01-02,4.1694
2024-12-31,4.1283
2024-12-30,4.2528
2024-12-27,4.2005
2024-12-26,4.2657
2024-12-24,4.3830
2024-12-23,4.5054
2024-12-20,4.6552
2024-12-19,4.5689
2024-12-18,4.4742
2024-12-17,4.1520
2024-12-16,4.2805
2024-12-13,4.3027
2024-12-12,4.3736
2024-12-11,4.4310
2024-12-10,4.4855
2024-12-09,4.3429
2024-12-06,3.9045
2024-12-05,3.8970
2024-12-04,3.9703
2024-12-03,3.9250
2024-12-02,4.0464
2024-11-29,4.1453
2024-11-27,4.2096
2024-11-26,4.1694
2024-11-25,4.2334
2024-11-22,4.2801
2024-11-21,4.1424
2024-11-20,3.8669
2024-11-19,3.7805
2024-11-18,3.7650
2024-11-15,3.8011
2024-11-14,3.7295
2024-11-13,3.6782
2024-11-12,3.7880
2024-11-11,3.7856
2024-11-08,3.9351
2024-11-07,3.9501
2024-11-06,4.0638
2024-11-05,3.8802
2024-11-04,3.9918
2024-11-01,4.1190
2024-10-31,4.2068
2024-10-30,4.1912
2024-10-29,4.0100
2024-10-28,4.0622
2024-10-25,4.1141
2024-10-24,4.1174
2024-10-23,3.2162
2024-10-22,3.2375
2024-10-21,3.3177
2024-10-18,3.4143
2024-10-17,3.4780
2024-10-16,3.5242
2024-10-15,3.5926
2024-10-14,3.5269
2024-10-11,3.5816
2024-10-10,3.6384
2024-10-09,3.6231
2024-10-08,3.4283
2024-10-07,3.5228
2024-10-04,3.5992
2024-10-03,3.6294
2024-10-02,3.6472
2024-10-01,3.6046
2024-09-30,3.5001
2024-09-27,3.6005
2024-09-26,3.6294
2024-09-25,3.7052
2024-09-24,3.8661
2024-09-23,3.9411
2024-09-20,3.9983
2024-09-19,4.0041
2024-09-18,3.7167
2024-09-17,3.7626
2024-09-16,3.6233
2024-09-13,3.6737
2024-09-12,3.6274
2024-09-11,3.5845
2024-09-10,3.3404
2024-09-09,3.3801
2024-09-06,3.3237
2024-09-05,3.2295
2024-09-04,3.1116
2024-09-03,3.0676
2024-08-30,2.9724
2024-08-29,2.9485
2024-08-28,2.9661
2024-08-27,3.0100
2024-08-26,3.0631
2024-08-23,3.1193
2024-08-22,3.1397
2024-08-21,3.2087
2024-08-20,3.2195
2024-08-19,3.2865
2024-08-16,3.4065
2024-08-15,3.5591
2024-08-14,3.6912
2024-08-13,3.8019
2024-08-12,3.9402
2024-08-09,4.0541
2024-08-08,4.1024
2024-08-07,3.9755
2024-08-06,4.0506
2024-08-05,3.9554
2024-08-02,3.7276
2024-08-01,3.7261
2024-07-31,3.6238
2024-07-30,3.5706
2024-07-29,3.5775
2024-07-26,3.5535
2024-07-25,3.5396
2024-07-24,2.9210
2024-07-23,3.0055
2024-07-22,3.0642
2024-07-19,3.1463
2024-07-18,3.0208
2024-07-17,2.9352
2024-07-16,2.9521
2024-07-15,2.9084
2024-07-12,2.9647
2024-07-11,2.7670
2024-07-10,2.7746
2024-07-09,2.7137
2024-07-08,2.7681
2024-07-05,2.7933
2024-07-03,2.8524
2024-07-02,2.8673
2024-07-01,2.8576
2024-06-28,2.8219
2024-06-27,2.8257
2024-06-26,2.8961
2024-06-25,2.9537
2024-06-24,2.8655
2024-06-21,2.6493
2024-06-20,2.5940
2024-06-18,2.5221
2024-06-17,2.5436
2024-06-14,2.5777
2024-06-13,2.6129
2024-06-12,2.7226
2024-06-11,2.6140
2024-06-10,2.5553
2024-06-07,2.6150
2024-06-06,2.5800
2024-06-05,2.6591
2024-06-04,2.7174
2024-06-03,2.7430
2024-05-31,2.7124
2024-05-30,2.6932
2024-05-29,2.6951
2024-05-28,2.6514
2024-05-24,2.6781
2024-05-23,2.7531
2024-05-22,2.5992
2024-05-21,2.6368
2024-05-20,2.4721
2024-05-17,2.5327
2024-05-16,2.5980
2024-05-15,2.6639
2024-05-14,2.7953
2024-05-13,2.8903
2024-05-10,3.0180
2024-05-09,3.1192
2024-05-08,3.1895
2024-05-07,3.2648
2024-05-06,3.4186
2024-05-03,3.4683
2024-05-02,3.5968
2024-05-01,3.7106
2024-04-30,3.8541
2024-04-29,3.9942
2024-04-26,4.1577
2024-04-25,4.2484
2024-04-24,3.2465
2024-04-23,3.2880
2024-04-22,3.1316
2024-04-19,3.1661
2024-04-18,3.2489
2024-04-17,3.2618
2024-04-16,3.3044
2024-04-15,3.2373
2024-04-12,3.0107
2024-04-11,2.9386
2024-04-10,3.0050
2024-04-09,2.9631
2024-04-08,2.8603
2024-04-05,2.9846
2024-04-04,3.0427
2024-04-03,2.8488
2024-04-02,2.8614
2024-04-01,2.9209
2024-03-28,2.9697
2024-03-27,3.0836
2024-03-26,3.1436
2024-03-25,3.2773
2024-03-22,3.3788
2024-03-21,3.4604
2024-03-20,3.4419
2024-03-19,3.5143
2024-03-18,3.5469
2024-03-15,3.6100
2024-03-14,3.6910
2024-03-13,3.5694
2024-03-12,3.6436
2024-03-11,3.3871
2024-03-08,3.2823
2024-03-07,3.2905
2024-03-06,3.3570
2024-03-05,3.1700
2024-03-04,3.1710
2024-03-01,2.9611
2024-02-29,2.9475
2024-02-28,3.0186
2024-02-27,3.1196
2024-02-26,3.1788
2024-02-23,3.2745
2024-02-22,3.3646
2024-02-21,3.2739
2024-02-20,3.1878
2024-02-16,3.0216
2024-02-15,3.0375
2024-02-14,3.0255
2024-02-13,3.0608
2024-02-12,3.0224
2024-02-09,3.0784
2024-02-08,3.0752
2024-02-07,3.0913
2024-02-06,3.2295
2024-02-05,3.3608
2024-02-02,3.4383
2024-02-01,3.5760
2024-01-31,3.5083
2024-01-30,3.4404
2024-01-29,3.5708
2024-01-26,3.6019
2024-01-25,3.4341
2024-01-24,2.0579
2024-01-23,2.0762
2024-01-22,2.1260
2024-01-19,2.0774
2024-01-18,1.8988
2024-01-17,1.9056
2024-01-16,1.8861
2024-01-12,1.8948
2024-01-11,1.7678
2024-01-10,1.7652
2024-01-09,1.7868
2024-01-08,1.8078
2024-01-05,1.7090
2024-01-04,1.6841
2024-01-03,1.6915
2024-01-02,1.7038
2023-12-29,1.6142
2023-12-28,1.6419
2023-12-27,1.7282
2023-12-26,1.7926
2023-12-22,1.8405
2023-12-21,1.8657
2023-12-20,1.8985
2023-12-19,1.9167
2023-12-18,1.9628
2023-12-15,1.9885
2023-12-14,1.9951
2023-12-13,1.9007
2023-12-12,1.8876
2023-12-11,1.7886
2023-12-08,1.8048
2023-12-07,1.7979
2023-12-06,1.8295
2023-12-05,1.8027
2023-12-04,1.8164
2023-12-01,1.7776
2023-11-30,1.7294
2023-11-29,1.7060
2023-11-28,1.7045
2023-11-27,1.7724
2023-11-24,1.8098
2023-11-22,1.8433
2023-11-21,1.8569
2023-11-20,1.9176
2023-11-17,1.8988
2023-11-16,1.9706
2023-11-15,2.0350
2023-11-14,1.9902
2023-11-13,1.9500
2023-11-10,1.9807
2023-11-09,1.9510
2023-11-08,1.9790
2023-11-07,1.9832
2023-11-06,2.0475
2023-11-03,2.1079
2023-11-02,2.1688
2023-11-01,2.1760
2023-10-31,2.1979
2023-10-30,2.2138
2023-10-27,2.2442
2023-10-26,2.2057
2023-10-25,1.8578
2023-10-24,1.8482
2023-10-23,1.8541
2023-10-20,1.8689
2023-10-19,1.8608
2023-10-18,1.8599
2023-10-17,1.9430
2023-10-16,1.7881
2023-10-13,1.8324
2023-10-12,1.7637
2023-10-11,1.7383
2023-10-10,1.7852
2023-10-09,1.8028
2023-10-06,1.8201
2023-10-05,1.7602
2023-10-04,1.7890
2023-10-03,1.8412
2023-10-02,1.8670
2023-09-29,1.8983
2023-09-28,1.8664
2023-09-27,1.8006
2023-09-26,1.7936
2023-09-25,1.6873
2023-09-22,1.7338
2023-09-21,1.7768
2023-09-20,1.7355
2023-09-19,1.4870
2023-09-18,1.4559
2023-09-15,1.4676
2023-09-14,1.4167
2023-09-13,1.4374
2023-09-12,1.4731
2023-09-11,1.4042
2023-09-08,1.4275
2023-09-07,1.4434
2023-09-06,1.4570
2023-09-05,1.4836
2023-09-01,1.4969
2023-08-31,1.5224
2023-08-30,1.5557
2023-08-29,1.5924
2023-08-28,1.6365
2023-08-25,1.6543
2023-08-24,1.6425
2023-08-23,1.6805
2023-08-22,1.6696
2023-08-21,1.6621
2023-08-18,1.6996
2023-08-17,1.6842
2023-08-16,1.6683
2023-08-15,1.6886
2023-08-14,1.7401
2023-08-11,1.7636
2023-08-10,1.8113
2023-08-09,1.8031
2023-08-08,1.7553
2023-08-07,1.7459
2023-08-04,1.7224
2023-08-03,1.7083
2023-08-02,1.7065
2023-08-01,1.6989
2023-07-31,1.6684
2023-07-28,1.7161
2023-07-27,1.7713
2023-07-26,1.7463
2023-07-25,1.7850
2023-07-24,1.8253
2023-07-21,1.8721
2023-07-20,1.8751
2023-07-19,1.6815
2023-07-18,1.7229
2023-07-17,1.7361
2023-07-14,1.7643
2023-07-13,1.8316
2023-07-12,1.8168
2023-07-11,1.7643
2023-07-10,1.7841
2023-07-07,1.8268
2023-07-06,1.8204
2023-07-05,1.7726
2023-07-03,1.7889
2023-06-30,1.8232
2023-06-29,1.8515
2023-06-28,1.8082
2023-06-27,1.8475
2023-06-26,1.8416
2023-06-23,1.8367
2023-06-22,1.8391
2023-06-21,1.7705
2023-06-20,1.7203
2023-06-16,1.7416
2023-06-15,1.7361
2023-06-14,1.7562
2023-06-13,1.7524
2023-06-12,1.7357
2023-06-09,1.7771
2023-06-08,1.7791
2023-06-07,1.7784
2023-06-06,1.7582
2023-06-05,1.8194
2023-06-02,1.8680
2023-06-01,1.7813
2023-05-31,1.7533
2023-05-30,1.7471
2023-05-26,1.7552
2023-05-25,1.6878
2023-05-24,1.6626
2023-05-23,1.6014
2023-05-22,1.5878
2023-05-19,1.6373
2023-05-18,1.6139
2023-05-17,1.6458
2023-05-16,1.6056
2023-05-15,1.6307
2023-05-12,1.6621
2023-05-11,1.6531
2023-05-10,1.6623
2023-05-09,1.6932
2023-05-08,1.7320
2023-05-05,1.7708
2023-05-04,1.8017
2023-05-03,1.8189
2023-05-02,1.7997
2023-05-01,1.7192
2023-04-28,1.8039
2023-04-27,1.8318
2023-04-26,1.8650
2023-04-25,1.9103
2023-04-24,1.9588
2023-04-21,2.0069
2023-04-20,2.0628
2023-04-19,1.8675
2023-04-18,1.8404
2023-04-17,1.8904
2023-04-14,1.9036
2023-04-13,1.8759
2023-04-12,1.8453
2023-04-11,1.8002
2023-04-10,1.8750
2023-04-06,1.8925
2023-04-05,1.8808
2023-04-04,1.9401
2023-04-03,2.0026
2023-03-31,2.0299
2023-03-30,2.0477
2023-03-29,2.0413
2023-03-28,2.1178
2023-03-27,2.2214
2023-03-24,2.0504
2023-03-23,2.0347
2023-03-22,2.0307
2023-03-21,1.9663
2023-03-20,2.0149
2023-03-17,1.9998
2023-03-16,2.0318
2023-03-15,1.9884
2023-03-14,1.9389
2023-03-13,1.8512
2023-03-10,1.7636
2023-03-09,1.7505
2023-03-08,1.7096
2023-03-07,1.7588
2023-03-06,1.7406
2023-03-03,1.7870
2023-03-02,1.8463
2023-03-01,1.8844
2023-02-28,1.9100
2023-02-27,1.9557
2023-02-24,1.9863
2023-02-23,2.0310
2023-02-22,1.9917
2023-02-21,2.0279
2023-02-17,1.9525
2023-02-16,1.9863
2023-02-15,2.0145
2023-02-14,2.0748
2023-02-13,2.0760
2023-02-10,2.1124
2023-02-09,2.1186
2023-02-08,2.1170
2023-02-07,2.1724
2023-02-06,2.2069
2023-02-03,2.2413
2023-02-02,2.3171
2023-02-01,2.3681
2023-01-31,2.3469
2023-01-30,2.3989
2023-01-27,2.4385
2023-01-26,2.5093
2023-01-25,2.1731
2023-01-24,2.1954
2023-01-23,2.1772
2023-01-20,2.2138
2023-01-19,2.2922
2023-01-18,2.2999
2023-01-17,2.1391
2023-01-13,2.1560
2023-01-12,2.1797
2023-01-11,2.2018
2023-01-10,2.2297
2023-01-09,2.2686
2023-01-06,2.3023
2023-01-05,2.2658
2023-01-04,2.2640
2023-01-03,2.2852
2022-12-30,2.3644
2022-12-29,2.4368
2022-12-28,2.4719
2022-12-27,2.4675
2022-12-23,2.5560
2022-12-22,2.5991
2022-12-21,2.5596
2022-12-20,2.6127
2022-12-19,2.6038
2022-12-16,2.5834
2022-12-15,2.5515
2022-12-14,2.1846
2022-12-13,2.1173
2022-12-12,2.0081
2022-12-09,2.0084
2022-12-08,2.0697
2022-12-07,2.1008
2022-12-06,2.1389
2022-12-05,2.2286
2022-12-02,2.2552
2022-12-01,2.3314
2022-11-30,2.3292
2022-11-29,2.2383
2022-11-28,2.3107
2022-11-25,2.3228
2022-11-23,2.4070
2022-11-22,2.4453
2022-11-21,2.4517
2022-11-18,2.5398
2022-11-17,2.5740
2022-11-16,2.5727
2022-11-15,2.7065
2022-11-14,2.6317
2022-11-11,2.5689
2022-11-10,2.5508
2022-11-09,2.4764
2022-11-08,2.5335
2022-11-07,2.5543
2022-11-04,2.6036
2022-11-03,2.5848
2022-11-02,2.5914
2022-11-01,2.5643
2022-10-31,2.6305
2022-10-28,2.6866
2022-10-27,2.6183
2022-10-26,2.6883
2022-10-25,2.6899
2022-10-24,2.7624
2022-10-21,2.7558
2022-10-20,2.7490
2022-10-19,2.5269
2022-10-18,2.5901
2022-10-17,2.6267
2022-10-14,2.6382
2022-10-13,2.6597
2022-10-12,2.4203
2022-10-11,2.4983
2022-10-10,2.5366
2022-10-07,2.5354
2022-10-06,2.4509
2022-10-05,2.3726
2022-10-04,2.4052
2022-10-03,2.3120
2022-09-30,2.2613
2022-09-29,2.1785
2022-09-28,2.1989
2022-09-27,2.1381
2022-09-26,2.1097
2022-09-23,2.1033
2022-09-22,2.0252
2022-09-21,2.0398
2022-09-20,2.0005
2022-09-19,2.0058
2022-09-16,2.0405
2022-09-15,1.9487
2022-09-14,1.9111
2022-09-13,1.9133
2022-09-12,1.7991
2022-09-09,1.8165
2022-09-08,1.8601
2022-09-07,1.8721
2022-09-06,1.9095
2022-09-02,1.9381
2022-09-01,1.8641
2022-08-31,1.8678
2022-08-30,1.9040
2022-08-29,1.9510
2022-08-26,1.9767
2022-08-25,1.8707
2022-08-24,1.9235
2022-08-23,1.9370
2022-08-22,1.9933
2022-08-19,1.9517
2022-08-18,1.9889
2022-08-17,2.0498
2022-08-16,2.0654
2022-08-15,2.0281
2022-08-12,1.9858
2022-08-11,1.9968
2022-08-10,2.0344
2022-08-09,2.0357
2022-08-08,2.0698
2022-08-05,2.1408
2022-08-04,2.1993
2022-08-03,2.2809
2022-08-02,2.3540
2022-08-01,2.3844
2022-07-29,2.4351
2022-07-28,2.5043
2022-07-27,2.6170
2022-07-26,2.6956
2022-07-25,2.7921
2022-07-22,2.9255
2022-07-21,2.9773
2022-07-20,2.9376
2022-07-19,2.9764
2022-07-18,2.5145
2022-07-15,2.5403
2022-07-14,2.5983
2022-07-13,2.5055
2022-07-12,2.5403
2022-07-11,2.5376
2022-07-08,2.6174
2022-07-07,2.7191
2022-07-06,2.7129
2022-07-05,2.7882
2022-07-01,2.6145
2022-06-30,2.6557
2022-06-29,2.6489
2022-06-28,2.5858
2022-06-27,2.5965
2022-06-24,2.6715
2022-06-23,2.6162
2022-06-22,2.6768
2022-06-21,2.7400
2022-06-17,2.7198
2022-06-16,2.6549
2022-06-15,2.6820
2022-06-14,2.6978
2022-06-13,2.7666
2022-06-10,2.7266
2022-06-09,2.7565
2022-06-08,2.7621
2022-06-07,2.7987
2022-06-06,2.8799
2022-06-03,2.8659
2022-06-02,2.8979
2022-06-01,2.8925
2022-05-31,2.9856
2022-05-27,3.0148
2022-05-26,3.0576
2022-05-25,3.0831
2022-05-24,3.1902
2022-05-23,3.1735
2022-05-20,3.1873
2022-05-19,3.1292
2022-05-18,3.0892
2022-05-17,2.9153
2022-05-16,2.9179
2022-05-13,2.8703
2022-05-12,2.9086
2022-05-11,2.9193
2022-05-10,2.8897
2022-05-09,2.6487
2022-05-06,2.6514
2022-05-05,2.6901
2022-05-04,2.7240
2022-05-03,2.5579
2022-05-02,2.6491
2022-04-29,2.6640
2022-04-28,2.6238
2022-04-27,2.6827
2022-04-26,2.7258
2022-04-25,2.6929
2022-04-22,2.6076
2022-04-21,2.6057
2022-04-20,2.5091
2022-04-19,2.0196
2022-04-18,1.9521
2022-04-14,1.9803
2022-04-13,1.8416
2022-04-12,1.8678
2022-04-11,1.8963
2022-04-08,1.9114
2022-04-07,1.9595
2022-04-06,1.9358
2022-04-05,1.9362
2022-04-04,1.9167
2022-04-01,1.9644
2022-03-31,1.9707
2022-03-30,1.9826
2022-03-29,2.0243
2022-03-28,2.0220
2022-03-25,2.0530
2022-03-24,2.0700
2022-03-23,2.1263
2022-03-22,2.2197
2022-03-21,2.2954
2022-03-18,2.3185
2022-03-17,2.3291
2022-03-16,2.3928
2022-03-15,2.4081
2022-03-14,2.4151
2022-03-11,2.4386
2022-03-10,2.4387
2022-03-09,2.4233
2022-03-08,2.4511
2022-03-07,2.4085
2022-03-04,2.4440
2022-03-03,2.4262
2022-03-02,2.4289
2022-03-01,2.4001
2022-02-28,2.4083
2022-02-25,2.3876
2022-02-24,2.3869
2022-02-23,2.3548
2022-02-22,2.3504
2022-02-18,2.3791
2022-02-17,2.4422
2022-02-16,2.3461
2022-02-15,2.3837
2022-02-14,2.4314
2022-02-11,2.3811
2022-02-10,2.4115
2022-02-09,2.3747
2022-02-08,2.4589
2022-02-07,2.5354
2022-02-04,2.6299
2022-02-03,2.6635
2022-02-02,2.6787
2022-02-01,2.7361
2022-01-31,2.7225
2022-01-28,2.7894
2022-01-27,2.8265
2022-01-26,2.8710
2022-01-25,2.8367
2022-01-24,2.4697
2022-01-21,2.3257
2022-01-20,2.3362
2022-01-19,2.3663
2022-01-18,2.3929
2022-01-14,2.4196
2022-01-13,2.4865
2022-01-12,2.5165
2022-01-11,2.5093
2022-01-10,2.2451
2022-01-07,2.2352
2022-01-06,2.2678
2022-01-05,2.0602
2022-01-04,1.9389
2022-01-03,1.8257
2021-12-31,1.7936
2021-12-30,1.8422
2021-12-29,1.9165
2021-12-28,1.9402
2021-12-27,1.9839
2021-12-23,2.0264
2021-12-22,2.0891
2021-12-21,2.1079
2021-12-20,2.1227
2021-12-17,2.1111
2021-12-16,2.0513
2021-12-15,1.9805
2021-12-14,1.9622
2021-12-13,1.9363
2021-12-10,1.8543
2021-12-09,1.8694
2021-12-08,1.8733
2021-12-07,1.8969
2021-12-06,1.9023
2021-12-03,1.8990
2021-12-02,1.8858
2021-12-01,1.9389
2021-11-30,1.9533
2021-11-29,1.9229
2021-11-26,1.8247
2021-11-24,1.8245
2021-11-23,1.8878
2021-11-22,1.9100
2021-11-19,1.8225
2021-11-18,1.8726
2021-11-17,1.8839
2021-11-16,1.9284
2021-11-15,1.9809
2021-11-12,2.0135
2021-11-11,2.0479
2021-11-10,2.0947
2021-11-09,2.0941
2021-11-08,2.0842
2021-11-05,2.1646
2021-11-04,2.1446
2021-11-03,2.0897
2021-11-02,2.1521
2021-11-01,2.1796
2021-10-29,2.1962
2021-10-28,2.2790
2021-10-27,2.3511
2021-10-26,2.3566
2021-10-25,2.4435
2021-10-22,2.5270
2021-10-21,2.4991
2021-10-20,1.8484
2021-10-19,1.8989
2021-10-18,1.8972
2021-10-15,1.8488
2021-10-14,1.8651
2021-10-13,1.8156
2021-10-12,1.8483
2021-10-11,1.8604
2021-10-08,1.9009
2021-10-07,1.8883
2021-10-06,1.9196
2021-10-05,1.9158
2021-10-04,1.9190
2021-10-01,1.8436
2021-09-30,1.6776
2021-09-29,1.6801
2021-09-28,1.5962
2021-09-27,1.5676
2021-09-24,1.5914
2021-09-23,1.6069
2021-09-22,1.5600
2021-09-21,1.5334
2021-09-20,1.4858
2021-09-17,1.4505
2021-09-16,1.4778
2021-09-15,1.4546
2021-09-14,1.4364
2021-09-13,1.3495
2021-09-10,1.3330
2021-09-09,1.2908
2021-09-08,1.3042
2021-09-07,1.3135
2021-09-03,1.2907
2021-09-02,1.3185
2021-09-01,1.3576
2021-08-31,1.3918
2021-08-30,1.3773
2021-08-27,1.4181
2021-08-26,1.4548
2021-08-25,1.4391
2021-08-24,1.4679
2021-08-23,1.5252
2021-08-20,1.5601
2021-08-19,1.5512
2021-08-18,1.5325
2021-08-17,1.4653
2021-08-16,1.4253
2021-08-13,1.4427
2021-08-12,1.4840
2021-08-11,1.5326
2021-08-10,1.5657
2021-08-09,1.5962
2021-08-06,1.6259
2021-08-05,1.6531
2021-08-04,1.7084
2021-08-03,1.7365
2021-08-02,1.6721
2021-07-30,1.6739
2021-07-29,1.7338
2021-07-28,1.7850
2021-07-27,1.8342
2021-07-26,1.8521
2021-07-23,1.8816
2021-07-22,1.9436
2021-07-21,2.0086
2021-07-20,2.0580
2021-07-19,1.7936
2021-07-16,1.7691
2021-07-15,1.7597
2021-07-14,1.7948
2021-07-13,1.8228
2021-07-12,1.8851
2021-07-09,1.9187
2021-07-08,1.9915
2021-07-07,1.9242
2021-07-06,1.9774
2021-07-02,1.9291
2021-07-01,1.6252
2021-06-30,1.6940
2021-06-29,1.6903
2021-06-28,1.7213
2021-06-25,1.7095
2021-06-24,1.7211
2021-06-23,1.7581
2021-06-22,1.7768
2021-06-21,1.8253
2021-06-18,1.7272
2021-06-17,1.7054
2021-06-16,1.6687
2021-06-15,1.6437
2021-06-14,1.6838
2021-06-11,1.6548
2021-06-10,1.6930
2021-06-09,1.6373
2021-06-08,1.6274
2021-06-07,1.6209
2021-06-04,1.6508
2021-06-03,1.6570
2021-06-02,1.6733
2021-06-01,1.7030
2021-05-28,1.7078
2021-05-27,1.7882
2021-05-26,1.8418
2021-05-25,1.9261
2021-05-24,1.9656
2021-05-21,2.0437
2021-05-20,2.0911
2021-05-19,2.0859
2021-05-18,2.0658
2021-05-17,2.0997
2021-05-14,2.1724
2021-05-13,2.2351
2021-05-12,2.1884
2021-05-11,2.1707
2021-05-10,2.1403
2021-05-07,2.1286
2021-05-06,2.1597
2021-05-05,2.1267
2021-05-04,2.2324
2021-05-03,2.2692
2021-04-30,2.2126
2021-04-29,2.1625
2021-04-28,1.9849
2021-04-27,2.0546
2021-04-26,2.1045
2021-04-23,2.1380
2021-04-22,2.1436
2021-04-21,2.0852
2021-04-20,1.8861
2021-04-19,1.6341
2021-04-16,1.6861
2021-04-15,1.7250
2021-04-14,1.7592
2021-04-13,1.7596
2021-04-12,1.6435
2021-04-09,1.6577
2021-04-08,1.7237
2021-04-07,1.7685
2021-04-06,1.8353
2021-04-05,1.8666
2021-04-01,1.8036
2021-03-31,1.8432
2021-03-30,1.8649
2021-03-29,1.8741
2021-03-26,1.9251
2021-03-25,1.8695
2021-03-24,1.8061
2021-03-23,1.8465
2021-03-22,1.8835
2021-03-19,1.8594
2021-03-18,1.8883
2021-03-17,1.8422
2021-03-16,1.8645
2021-03-15,1.9339
2021-03-12,2.0104
2021-03-11,2.1011
2021-03-10,2.1517
2021-03-09,2.0748
2021-03-08,2.0988
2021-03-05,2.0202
2021-03-04,1.9583
2021-03-03,1.8423
2021-03-02,1.8255
2021-03-01,1.8680
2021-02-26,1.8093
2021-02-25,1.7341
2021-02-24,1.7472
2021-02-23,1.7042
2021-02-22,1.7428
2021-02-19,1.7165
2021-02-18,1.7064
2021-02-17,1.7636
2021-02-16,1.8073
2021-02-12,1.8604
2021-02-11,1.9276
2021-02-10,1.9798
2021-02-09,2.0009
2021-02-08,2.0626
2021-02-05,2.0924
2021-02-04,2.1773
2021-02-03,2.2134
2021-02-02,2.2846
2021-02-01,2.3590
2021-01-29,2.4097
2021-01-28,2.4536
2021-01-27,2.4579
2021-01-26,2.4603
2021-01-25,2.4038
2021-01-22,2.4657
2021-01-21,1.8133
2021-01-20,1.8237
2021-01-19,1.8167
2021-01-15,1.8680
2021-01-14,1.9191
2021-01-13,1.8758
2021-01-12,1.8260
2021-01-11,1.8539
2021-01-08,1.8777
2021-01-07,1.8843
2021-01-06,1.8996
2021-01-05,1.7075
2021-01-04,1.6774
2020-12-31,1.6368
2020-12-30,1.6425
2020-12-29,1.6970
2020-12-28,1.6955
2020-12-24,1.6999
2020-12-23,1.7599
2020-12-22,1.8010
2020-12-21,1.8329
2020-12-18,1.7305
2020-12-17,1.7794
2020-12-16,1.8467
2020-12-15,1.9129
2020-12-14,1.9134
2020-12-11,1.8971
2020-12-10,1.9311
2020-12-09,1.9624
2020-12-08,1.9961
2020-12-07,2.0500
2020-12-04,2.0527
2020-12-03,1.9885
2020-12-02,2.0489
2020-12-01,2.0751
2020-11-30,2.0727
2020-11-27,2.1196
2020-11-25,2.2000
2020-11-24,2.2331
2020-11-23,2.1314
2020-11-20,2.0847
2020-11-19,2.1655
2020-11-18,2.2402
2020-11-17,2.2870
2020-11-16,2.3763
2020-11-13,2.4589
2020-11-12,2.4789
2020-11-11,2.4504
2020-11-10,2.5134
2020-11-09,2.5512
2020-11-06,2.3181
2020-11-05,2.3970
2020-11-04,2.3844
2020-11-03,2.3935
2020-11-02,2.4184
2020-10-30,2.4785
2020-10-29,2.4339
2020-10-28,2.4415
2020-10-27,2.3597
2020-10-26,2.4140
2020-10-23,2.3580
2020-10-22,2.4760
2020-10-21,2.4875
2020-10-20,2.5104
2020-10-19,2.1991
2020-10-16,2.2363
2020-10-15,2.3052
2020-10-14,2.3611
2020-10-13,2.4358
2020-10-12,2.4634
2020-10-09,2.5477
2020-10-08,2.4880
2020-10-07,2.0153
2020-10-06,2.0297
2020-10-05,1.9975
2020-10-02,2.0245
2020-10-01,2.0100
2020-09-30,1.9935
2020-09-29,2.0242
2020-09-28,2.0651
2020-09-25,2.0276
2020-09-24,2.0400
2020-09-23,2.0206
2020-09-22,1.9924
2020-09-21,2.0341
2020-09-18,1.9477
2020-09-17,1.9656
2020-09-16,1.9088
2020-09-15,1.8592
2020-09-14,1.9261
2020-09-11,1.9627
2020-09-10,1.9893
2020-09-09,1.9485
2020-09-08,1.9537
2020-09-04,1.9785
2020-09-03,1.8918
2020-09-02,1.6713
2020-09-01,1.4919
2020-08-31,1.5020
2020-08-28,1.4886
2020-08-27,1.5403
2020-08-26,1.5937
2020-08-25,1.6483
2020-08-24,1.6397
2020-08-21,1.5973
2020-08-20,1.6519
2020-08-19,1.7075
2020-08-18,1.7227
2020-08-17,1.7820
2020-08-14,1.8505
2020-08-13,1.8969
2020-08-12,1.9307
2020-08-11,1.9680
2020-08-10,1.8951
2020-08-07,1.9084
2020-08-06,1.9471
2020-08-05,2.0246
2020-08-04,2.0576
2020-08-03,2.0989
2020-07-31,2.1307
2020-07-30,2.1856
2020-07-29,2.1427
2020-07-28,2.1974
2020-07-27,2.2408
2020-07-24,2.3208
2020-07-23,2.3762
2020-07-22,2.4317
2020-07-21,2.4082
2020-07-20,2.2281
2020-07-17,2.2871
2020-07-16,2.3236
2020-07-15,2.3693
2020-07-14,2.3588
2020-07-13,2.3699
2020-07-10,2.4008
2020-07-09,2.3973
2020-07-08,2.4211
2020-07-07,2.4834
2020-07-06,2.5104
2020-07-02,2.5665
2020-07-01,2.5987
2020-06-30,2.6345
