time,ULTOSC
2021-03-26,67.6061
2021-03-25,62.9920
2021-03-24,59.2909
2021-03-23,63.4179
2021-03-22,63.0151
2021-03-19,62.0496
2021-03-18,60.8086
2021-03-17,56.3229
2021-03-16,55.9501
2021-03-15,52.8537
2021-03-12,53.7166
2021-03-11,51.2956
2021-03-10,52.6552
2021-03-09,43.4967
2021-03-08,45.0392
2021-03-05,48.1831
2021-03-04,45.1276
2021-03-03,49.5103
2021-03-02,43.6972
2021-03-01,48.1614
2021-02-26,48.8805
2021-02-25,58.0175
2021-02-24,64.2083
2021-02-23,56.5190
2021-02-22,54.6193
2021-02-19,50.7209
2021-02-18,56.1316
2021-02-17,54.6097
2021-02-16,56.9917
2021-02-12,59.6421
2021-02-11,56.2004
2021-02-10,57.1619
2021-02-09,54.0117
2021-02-08,47.0474
2021-02-05,41.7197
2021-02-04,45.6203
2021-02-03,42.3914
2021-02-02,32.4107
2021-02-01,35.3398
2021-01-29,34.1044
2021-01-28,36.8278
2021-01-27,39.9452
2021-01-26,43.1563
2021-01-25,35.7472
2021-01-22,35.7147
2021-01-21,52.2941
2021-01-20,51.5133
2021-01-19,48.8164
2021-01-15,48.2870
2021-01-14,51.1149
2021-01-13,47.7340
2021-01-12,54.8297
2021-01-11,53.4133
2021-01-08,52.2223
2021-01-07,48.8677
2021-01-06,50.7195
2021-01-05,49.5773
2021-01-04,45.4352
2020-12-31,46.4228
2020-12-30,41.7614
2020-12-29,41.3825
2020-12-28,42.5901
2020-12-24,49.9737
2020-12-23,46.3564
2020-12-22,47.0992
2020-12-21,43.5630
2020-12-18,43.9742
2020-12-17,43.4504
2020-12-16,39.3419
2020-12-15,48.2396
2020-12-14,43.1391
2020-12-11,53.1970
2020-12-10,50.0897
2020-12-09,53.2919
2020-12-08,51.2553
2020-12-07,52.8722
2020-12-04,63.5477
2020-12-03,61.4363
2020-12-02,61.1973
2020-12-01,58.7852
2020-11-30,61.8069
2020-11-27,62.1873
2020-11-25,64.8032
2020-11-24,64.3854
2020-11-23,53.8276
2020-11-20,47.8500
2020-11-19,53.0058
2020-11-18,50.4368
2020-11-17,53.5891
2020-11-16,55.5531
2020-11-13,51.5592
2020-11-12,47.4062
2020-11-11,50.2789
2020-11-10,55.2306
2020-11-09,52.9260
2020-11-06,49.1860
2020-11-05,48.0457
2020-11-04,41.0536
2020-11-03,42.9909
2020-11-02,46.2001
2020-10-30,42.4010
2020-10-29,30.0135
2020-10-28,24.8062
2020-10-27,30.2001
2020-10-26,32.5113
2020-10-23,35.6362
2020-10-22,35.0896
2020-10-21,30.4401
2020-10-20,29.8624
2020-10-19,44.7194
2020-10-16,48.2757
2020-10-15,45.4896
2020-10-14,46.5165
2020-10-13,47.0614
2020-10-12,47.2797
2020-10-09,47.3740
2020-10-08,51.7871
2020-10-07,48.5423
2020-10-06,48.3048
2020-10-05,53.0309
2020-10-02,48.1492
2020-10-01,47.0814
2020-09-30,48.5451
2020-09-29,45.5185
2020-09-28,49.0364
2020-09-25,45.1005
2020-09-24,40.8589
2020-09-23,38.2515
2020-09-22,43.2364
2020-09-21,40.0474
2020-09-18,39.4810
2020-09-17,41.9759
2020-09-16,35.1723
2020-09-15,30.1015
2020-09-14,36.8717
2020-09-11,39.6810
2020-09-10,38.8600
2020-09-09,43.0898
2020-09-08,43.0484
2020-09-04,44.0531
2020-09-03,43.9382
2020-09-02,57.5949
2020-09-01,47.4770
2020-08-31,43.8377
2020-08-28,44.0877
2020-08-27,43.1600
2020-08-26,41.1651
2020-08-25,46.2961
2020-08-24,48.7756
2020-08-21,42.9290
2020-08-20,37.3646
2020-08-19,43.9652
2020-08-18,49.6200
2020-08-17,51.1582
2020-08-14,52.2396
2020-08-13,53.5355
2020-08-12,59.1008
2020-08-11,61.6868
2020-08-10,68.5835
2020-08-07,62.7780
2020-08-06,56.9197
2020-08-05,57.4277
2020-08-04,56.6631
2020-08-03,49.8050
2020-07-31,49.4829
2020-07-30,39.1411
2020-07-29,41.8199
2020-07-28,42.2564
2020-07-27,46.6659
2020-07-24,45.6497
2020-07-23,50.7990
2020-07-22,52.6200
2020-07-21,50.9415
2020-07-20,59.6931
2020-07-17,59.7557
2020-07-16,54.0907
2020-07-15,51.6262
2020-07-14,47.6311
2020-07-13,39.1762
2020-07-10,42.1906
2020-07-09,38.9829
2020-07-08,41.6153
2020-07-07,44.3364
2020-07-06,46.1102
2020-07-02,44.7609
2020-07-01,45.2570
2020-06-30,41.4026
2020-06-29,40.6638
2020-06-26,34.6732
2020-06-25,39.4251
2020-06-24,39.1691
2020-06-23,45.7999
2020-06-22,41.2584
2020-06-19,40.6194
2020-06-18,42.7935
2020-06-17,44.7056
2020-06-16,46.3748
2020-06-15,46.9201
2020-06-12,46.4882
2020-06-11,44.1402
2020-06-10,58.8579
2020-06-09,64.7805
2020-06-08,67.8687
2020-06-05,67.2037
2020-06-04,70.1251
2020-06-03,68.6018
2020-06-02,60.1769
2020-06-01,56.3993
2020-05-29,54.4947
2020-05-28,55.3889
2020-05-27,60.0753
2020-05-26,59.8517
2020-05-22,51.4395
2020-05-21,48.4605
2020-05-20,51.9873
2020-05-19,52.8330
2020-05-18,54.2915
2020-05-15,48.3984
2020-05-14,46.0632
2020-05-13,41.1323
2020-05-12,43.2092
2020-05-11,46.5803
2020-05-08,47.2517
2020-05-07,43.4816
2020-05-06,47.1072
2020-05-05,51.5245
2020-05-04,52.1973
2020-05-01,51.8964
2020-04-30,57.1645
2020-04-29,59.9693
2020-04-28,61.7749
2020-04-27,59.1508
2020-04-24,57.7109
2020-04-23,54.6183
2020-04-22,56.8576
2020-04-21,54.3491
2020-04-20,55.7718
2020-04-17,53.7778
2020-04-16,53.8212
2020-04-15,56.0687
2020-04-14,61.6151
2020-04-13,58.0894
2020-04-09,54.4528
2020-04-08,56.0039
2020-04-07,49.9742
2020-04-06,57.5986
2020-04-03,50.6565
2020-04-02,56.6998
2020-04-01,54.7371
2020-03-31,53.7373
2020-03-30,53.7782
2020-03-27,52.1337
2020-03-26,57.4032
2020-03-25,50.9901
2020-03-24,55.0514
2020-03-23,44.0391
2020-03-20,40.6441
2020-03-19,47.5732
2020-03-18,45.0200
2020-03-17,44.1724
2020-03-16,37.4735
2020-03-13,40.8251
2020-03-12,34.2451
2020-03-11,45.4166
2020-03-10,49.5950
2020-03-09,39.0312
2020-03-06,43.5663
2020-03-05,38.8974
2020-03-04,39.9994
2020-03-03,34.5301
2020-03-02,39.7127
2020-02-28,31.5736
2020-02-27,28.4676
2020-02-26,33.2332
2020-02-25,40.3065
2020-02-24,50.0719
2020-02-21,53.5180
2020-02-20,59.9804
2020-02-19,55.5250
2020-02-18,55.0645
2020-02-14,59.7466
2020-02-13,66.9750
2020-02-12,66.9168
2020-02-11,68.7336
2020-02-10,71.3033
2020-02-07,66.8833
2020-02-06,69.9432
2020-02-05,70.4218
2020-02-04,60.7709
2020-02-03,55.8084
2020-01-31,56.8585
2020-01-30,47.7131
2020-01-29,49.2999
2020-01-28,54.5303
2020-01-27,53.6662
2020-01-24,55.2971
2020-01-23,64.5041
2020-01-22,65.8190
2020-01-21,66.2760
2020-01-17,62.5770
2020-01-16,57.1621
2020-01-15,55.1659
2020-01-14,55.8825
2020-01-13,60.9940
2020-01-10,59.9007
2020-01-09,57.4816
2020-01-08,53.0037
2020-01-07,50.4018
2020-01-06,49.2311
2020-01-03,46.2243
2020-01-02,48.7393
2019-12-31,45.3724
2019-12-30,37.5286
2019-12-27,46.7667
2019-12-26,44.3881
2019-12-24,41.3477
2019-12-23,45.1767
2019-12-20,44.0159
2019-12-19,40.3452
2019-12-18,41.4283
2019-12-17,43.4422
2019-12-16,39.9105
2019-12-13,40.2260
2019-12-12,45.8626
2019-12-11,39.9490
2019-12-10,44.4209
2019-12-09,42.5893
2019-12-06,41.3523
2019-12-05,42.3190
2019-12-04,46.3036
2019-12-03,51.9798
2019-12-02,47.9746
2019-11-29,49.3032
2019-11-27,48.0084
2019-11-26,52.9257
2019-11-25,56.0011
2019-11-22,48.4702
2019-11-21,47.1649
2019-11-20,43.1471
2019-11-19,48.2703
2019-11-18,49.6168
2019-11-15,48.5791
2019-11-14,47.7791
2019-11-13,51.9443
2019-11-12,56.8718
2019-11-11,57.1811
2019-11-08,67.2020
2019-11-07,58.9615
2019-11-06,62.2814
2019-11-05,56.8607
2019-11-04,57.7119
2019-11-01,56.1097
2019-10-31,55.8329
2019-10-30,58.0080
2019-10-29,56.1512
2019-10-28,49.5183
2019-10-25,48.6463
2019-10-24,47.2494
2019-10-23,48.2351
2019-10-22,46.7818
2019-10-21,44.0343
2019-10-18,42.9803
2019-10-17,38.2346
2019-10-16,45.1128
2019-10-15,49.2766
2019-10-14,53.7442
2019-10-11,52.3151
2019-10-10,48.0912
2019-10-09,47.2613
2019-10-08,44.6299
2019-10-07,52.7419
2019-10-04,58.4500
2019-10-03,53.9754
2019-10-02,50.0172
2019-10-01,49.5356
2019-09-30,54.4789
2019-09-27,55.7726
2019-09-26,61.0812
2019-09-25,55.3220
2019-09-24,51.5945
2019-09-23,56.0586
2019-09-20,51.4902
2019-09-19,59.5791
2019-09-18,65.8941
2019-09-17,62.1297
2019-09-16,64.6897
2019-09-13,68.8031
2019-09-12,65.9017
2019-09-11,63.9971
2019-09-10,66.4031
2019-09-09,65.4633
2019-09-06,63.7306
2019-09-05,64.2472
2019-09-04,52.3758
2019-09-03,45.9494
2019-08-30,47.3831
2019-08-29,43.4654
2019-08-28,39.9765
2019-08-27,37.3970
2019-08-26,39.1257
2019-08-23,35.7290
2019-08-22,42.7380
2019-08-21,42.2445
2019-08-20,39.7479
2019-08-19,45.3251
2019-08-16,46.3325
2019-08-15,44.4712
2019-08-14,39.6307
2019-08-13,42.1948
2019-08-12,39.3861
2019-08-09,41.1730
2019-08-08,43.2396
2019-08-07,39.4063
2019-08-06,40.4856
2019-08-05,42.0561
2019-08-02,47.3973
2019-08-01,57.5838
2019-07-31,56.3806
2019-07-30,54.1995
2019-07-29,64.3114
2019-07-26,63.9242
2019-07-25,61.4501
2019-07-24,60.6789
2019-07-23,64.4716
2019-07-22,62.8004
2019-07-19,66.7095
2019-07-18,67.9943
2019-07-17,54.4999
2019-07-16,55.8785
2019-07-15,57.1535
2019-07-12,55.8213
2019-07-11,52.6127
2019-07-10,49.0588
2019-07-09,49.1947
2019-07-08,51.7754
2019-07-05,50.3710
2019-07-03,45.1199
2019-07-02,42.8404
2019-07-01,43.8937
2019-06-28,41.6182
2019-06-27,47.6804
2019-06-26,46.1667
2019-06-25,49.7234
2019-06-24,52.8133
2019-06-21,54.9535
2019-06-20,55.1074
2019-06-19,53.0684
2019-06-18,53.8604
2019-06-17,54.4290
2019-06-14,53.0021
2019-06-13,59.0960
2019-06-12,58.8746
2019-06-11,55.9992
2019-06-10,55.3682
2019-06-07,55.5019
2019-06-06,52.6958
2019-06-05,49.6012
2019-06-04,49.8793
2019-06-03,41.4217
2019-05-31,39.4197
2019-05-30,47.7296
2019-05-29,46.3693
2019-05-28,46.6653
2019-05-24,52.6739
2019-05-23,57.0825
2019-05-22,56.6249
2019-05-21,58.5736
2019-05-20,58.2885
2019-05-17,55.7964
2019-05-16,55.8700
2019-05-15,56.3105
2019-05-14,52.8482
2019-05-13,48.9723
2019-05-10,55.1344
2019-05-09,51.9102
2019-05-08,49.3657
2019-05-07,48.3531
2019-05-06,51.1925
2019-05-03,42.3806
2019-05-02,45.4882
2019-05-01,47.0160
2019-04-30,53.0604
2019-04-29,44.3752
2019-04-26,46.6721
2019-04-25,46.5216
2019-04-24,47.2953
2019-04-23,50.5401
2019-04-22,48.7283
2019-04-18,50.9890
2019-04-17,49.2673
2019-04-16,63.2187
2019-04-15,55.1345
2019-04-12,54.8840
2019-04-11,50.9881
2019-04-10,53.9218
2019-04-09,55.9908
2019-04-08,59.9337
2019-04-05,56.0385
2019-04-04,55.1909
2019-04-03,58.4166
2019-04-02,55.3940
2019-04-01,59.7056
2019-03-29,53.2339
2019-03-28,50.8470
2019-03-27,53.3007
2019-03-26,53.2694
2019-03-25,53.3905
2019-03-22,53.0351
2019-03-21,54.9379
2019-03-20,55.6901
2019-03-19,59.1751
2019-03-18,59.2505
2019-03-15,53.0903
2019-03-14,52.6090
2019-03-13,50.8929
2019-03-12,51.4720
2019-03-11,52.3205
2019-03-08,46.5150
2019-03-07,42.7620
2019-03-06,42.5981
2019-03-05,49.7349
2019-03-04,53.1811
2019-03-01,52.7665
2019-02-28,56.5343
2019-02-27,61.8452
2019-02-26,59.4768
2019-02-25,63.7256
2019-02-22,70.8010
2019-02-21,65.0376
2019-02-20,68.4181
2019-02-19,68.6727
2019-02-15,66.2961
2019-02-14,64.3142
2019-02-13,71.3993
2019-02-12,67.8431
2019-02-11,66.6175
2019-02-08,69.5797
2019-02-07,64.6215
2019-02-06,69.6253
2019-02-05,69.9272
2019-02-04,69.1634
2019-02-01,70.5211
2019-01-31,70.6585
2019-01-30,70.3033
2019-01-29,71.0438
2019-01-28,72.3324
2019-01-25,72.4371
2019-01-24,71.5024
2019-01-23,71.0055
2019-01-22,66.6201
2019-01-18,68.8260
2019-01-17,68.0793
2019-01-16,67.6544
2019-01-15,72.5563
2019-01-14,64.6850
2019-01-11,66.5400
2019-01-10,64.4706
2019-01-09,58.7619
2019-01-08,62.4990
2019-01-07,64.8678
2019-01-04,59.4586
2019-01-03,49.6869
2019-01-02,49.6075
2018-12-31,42.2293
2018-12-28,41.4232
2018-12-27,40.0813
2018-12-26,34.6586
2018-12-24,23.8883
2018-12-21,25.7459
2018-12-20,29.1173
2018-12-19,33.1395
2018-12-18,35.0187
2018-12-17,43.1957
2018-12-14,44.3737
2018-12-13,44.9290
2018-12-12,48.6424
2018-12-11,48.2558
2018-12-10,53.2353
2018-12-07,51.9822
2018-12-06,62.0386
2018-12-04,52.8273
2018-12-03,60.1468
2018-11-30,55.4763
2018-11-29,49.3785
2018-11-28,53.4003
2018-11-27,51.3501
2018-11-26,46.1907
2018-11-23,43.5517
2018-11-21,42.0635
2018-11-20,42.8428
2018-11-19,46.9447
2018-11-16,50.7620
2018-11-15,51.2036
2018-11-14,51.9364
2018-11-13,52.5582
2018-11-12,54.0058
2018-11-09,58.9199
2018-11-08,50.8241
2018-11-07,46.9509
2018-11-06,42.7844
2018-11-05,37.4968
2018-11-02,29.6749
2018-11-01,32.7114
2018-10-31,32.2193
2018-10-30,29.9761
2018-10-29,32.4284
2018-10-26,28.8791
2018-10-25,33.0223
2018-10-24,32.4150
2018-10-23,37.2508
2018-10-22,31.0348
2018-10-19,27.2752
2018-10-18,27.7292
2018-10-17,30.3427
2018-10-16,39.1965
2018-10-15,32.0386
2018-10-12,30.9373
2018-10-11,29.3085
2018-10-10,37.7768
2018-10-09,47.4433
2018-10-08,48.4928
2018-10-05,49.3428
2018-10-04,50.9176
2018-10-03,51.9547
2018-10-02,53.8804
2018-10-01,53.5973
2018-09-28,50.4662
2018-09-27,50.7822
2018-09-26,50.2458
2018-09-25,46.7566
2018-09-24,55.0767
2018-09-21,55.4609
2018-09-20,58.8247
2018-09-19,50.3875
2018-09-18,49.2315
2018-09-17,46.6510
2018-09-14,52.1998
2018-09-13,53.9457
2018-09-12,49.8140
2018-09-11,49.8927
2018-09-10,47.8471
2018-09-07,52.1225
2018-09-06,54.4797
2018-09-05,59.3553
2018-09-04,56.7194
2018-08-31,54.7050
2018-08-30,48.1177
2018-08-29,50.9347
2018-08-28,50.6345
2018-08-27,54.1716
2018-08-24,60.3189
2018-08-23,55.8101
2018-08-22,52.7215
2018-08-21,55.3293
2018-08-20,55.1650
2018-08-17,55.8726
2018-08-16,53.5174
2018-08-15,46.7648
2018-08-14,49.9436
2018-08-13,50.4386
2018-08-10,51.5011
2018-08-09,51.2423
2018-08-08,52.4955
2018-08-07,51.4663
2018-08-06,47.2079
2018-08-03,50.6714
2018-08-02,38.9156
2018-08-01,37.9267
2018-07-31,37.5351
2018-07-30,44.7822
2018-07-27,46.7146
2018-07-26,47.9001
2018-07-25,54.8253
2018-07-24,51.7020
2018-07-23,52.6316
2018-07-20,53.3140
2018-07-19,58.0826
2018-07-18,55.1780
2018-07-17,51.6271
2018-07-16,60.4756
2018-07-13,54.9360
2018-07-12,59.7897
2018-07-11,53.1122
2018-07-10,56.3871
2018-07-09,53.3404
2018-07-06,49.6492
2018-07-05,44.9427
2018-07-03,39.4911
2018-07-02,39.6124
2018-06-29,33.3357
2018-06-28,37.3859
2018-06-27,33.1458
2018-06-26,41.0440
2018-06-25,38.9907
2018-06-22,41.6037
2018-06-21,41.4200
2018-06-20,44.1555
2018-06-19,51.8711
2018-06-18,50.0161
2018-06-15,50.4323
2018-06-14,45.3395
2018-06-13,54.1534
2018-06-12,57.3698
2018-06-11,54.1782
2018-06-08,58.0026
2018-06-07,49.5948
2018-06-06,50.0035
2018-06-05,48.4168
2018-06-04,49.6080
2018-06-01,44.3647
2018-05-31,46.9502
2018-05-30,49.3293
2018-05-29,47.2127
2018-05-25,52.6466
2018-05-24,55.4519
2018-05-23,54.0654
2018-05-22,51.8170
2018-05-21,57.6920
2018-05-18,58.3746
2018-05-17,60.2504
2018-05-16,58.7721
2018-05-15,61.4220
2018-05-14,63.6600
2018-05-11,60.3435
2018-05-10,63.6762
2018-05-09,54.7696
2018-05-08,52.8801
2018-05-07,48.3110
2018-05-04,51.9400
2018-05-03,44.8798
2018-05-02,43.1270
2018-05-01,43.4710
2018-04-30,40.2772
2018-04-27,34.2955
2018-04-26,37.0713
2018-04-25,36.5550
2018-04-24,33.6211
2018-04-23,37.9567
2018-04-20,37.2588
2018-04-19,41.3159
2018-04-18,42.8271
2018-04-17,54.2505
2018-04-16,50.9616
2018-04-13,58.0767
2018-04-12,60.1006
2018-04-11,54.7373
2018-04-10,54.6373
2018-04-09,51.9387
2018-04-06,48.8235
2018-04-05,55.9124
2018-04-04,52.7424
2018-04-03,39.3347
2018-04-02,37.1377
2018-03-29,38.0567
2018-03-28,34.4008
2018-03-27,34.1296
2018-03-26,38.1796
2018-03-23,28.3029
2018-03-22,31.2064
2018-03-21,38.7676
2018-03-20,42.7793
2018-03-19,41.1850
2018-03-16,47.1104
2018-03-15,47.5446
2018-03-14,51.0406
2018-03-13,56.1636
2018-03-12,56.1097
2018-03-09,52.7285
2018-03-08,44.9524
2018-03-07,51.6669
2018-03-06,50.7168
2018-03-05,51.5248
2018-03-02,44.5287
2018-03-01,42.1953
2018-02-28,41.4378
2018-02-27,47.1116
2018-02-26,59.8354
2018-02-23,55.0058
2018-02-22,51.9119
2018-02-21,57.7082
2018-02-20,55.1750
2018-02-16,53.2601
2018-02-15,59.2182
2018-02-14,53.8565
2018-02-13,46.4063
2018-02-12,44.5427
2018-02-09,44.2687
2018-02-08,36.7122
2018-02-07,40.5501
2018-02-06,43.1365
2018-02-05,33.6411
2018-02-02,33.1058
2018-02-01,42.9532
2018-01-31,45.2632
2018-01-30,40.8844
2018-01-29,43.6329
2018-01-26,49.7789
2018-01-25,46.8373
2018-01-24,47.4368
2018-01-23,52.2947
2018-01-22,48.4809
2018-01-19,47.9396
2018-01-18,61.0062
2018-01-17,65.4793
2018-01-16,60.8704
2018-01-12,65.7929
2018-01-11,68.6672
2018-01-10,66.3930
2018-01-09,64.6788
2018-01-08,65.8972
2018-01-05,61.6394
2018-01-04,59.9023
2018-01-03,48.7386
2018-01-02,36.9306
2017-12-29,33.6418
2017-12-28,39.2081
2017-12-27,34.3241
2017-12-26,30.6023
2017-12-22,28.0559
2017-12-21,29.7937
2017-12-20,35.8562
2017-12-19,40.3843
2017-12-18,42.3690
2017-12-15,38.8689
2017-12-14,40.0974
2017-12-13,44.8545
2017-12-12,55.0299
2017-12-11,55.4811
2017-12-08,57.0794
2017-12-07,54.3838
2017-12-06,56.6121
2017-12-05,63.2511
2017-12-04,66.6295
2017-12-01,64.1386
2017-11-30,56.9984
2017-11-29,52.6425
2017-11-28,52.6178
2017-11-27,51.4338
2017-11-24,54.0489
2017-11-22,51.9714
2017-11-21,48.8005
2017-11-20,44.0719
2017-11-17,45.5074
2017-11-16,50.6297
2017-11-15,45.4237
2017-11-14,42.9020
2017-11-13,36.0447
2017-11-10,34.0673
2017-11-09,38.5695
2017-11-08,46.0655
2017-11-07,43.4853
2017-11-06,43.8432
2017-11-03,40.9655
2017-11-02,41.0031
2017-11-01,38.6888
2017-10-31,43.4038
2017-10-30,45.0965
2017-10-27,55.9600
2017-10-26,56.3072
2017-10-25,57.7462
2017-10-24,61.1200
2017-10-23,66.7529
2017-10-20,72.5379
2017-10-19,71.5371
2017-10-18,69.5713
2017-10-17,46.1410
2017-10-16,44.5023
2017-10-13,45.9083
2017-10-12,48.9412
2017-10-11,55.9559
2017-10-10,56.6045
2017-10-09,58.9221
2017-10-06,54.0946
2017-10-05,53.2379
2017-10-04,57.6157
2017-10-03,57.7506
2017-10-02,56.8046
2017-09-29,56.5164
2017-09-28,58.7117
2017-09-27,52.1259
2017-09-26,53.2695
2017-09-25,51.6729
2017-09-22,48.7528
2017-09-21,50.9884
2017-09-20,57.7384
2017-09-19,52.5517
2017-09-18,51.3672
2017-09-15,52.2266
2017-09-14,50.0773
2017-09-13,53.9078
2017-09-12,52.8855
2017-09-11,50.1694
2017-09-08,46.3143
2017-09-07,40.8348
2017-09-06,43.7128
2017-09-05,43.9835
2017-09-01,48.7378
2017-08-31,47.6184
2017-08-30,50.3825
2017-08-29,48.9900
2017-08-28,41.3796
2017-08-25,46.9676
2017-08-24,46.1937
2017-08-23,46.3116
2017-08-22,43.3587
2017-08-21,41.3552
2017-08-18,38.2812
2017-08-17,41.2919
2017-08-16,46.2930
2017-08-15,46.8165
2017-08-14,45.3784
2017-08-11,42.1930
2017-08-10,44.2820
2017-08-09,44.6326
2017-08-08,42.2491
2017-08-07,45.0520
2017-08-04,48.8784
2017-08-03,43.7745
2017-08-02,41.2793
2017-08-01,42.8153
2017-07-31,40.7639
2017-07-28,33.5743
2017-07-27,37.5631
2017-07-26,35.0927
2017-07-25,35.1121
2017-07-24,36.0382
2017-07-21,38.9775
2017-07-20,40.5370
2017-07-19,41.8546
2017-07-18,57.5130
2017-07-17,48.0902
2017-07-14,44.5581
2017-07-13,47.0345
2017-07-12,47.4460
2017-07-11,44.1027
2017-07-10,42.8527
2017-07-07,40.3791
2017-07-06,42.6718
2017-07-05,46.2195
2017-07-03,53.4425
2017-06-30,43.0441
2017-06-29,43.1987
2017-06-28,46.1178
2017-06-27,51.5867
2017-06-26,51.4303
2017-06-23,49.2086
2017-06-22,47.7529
2017-06-21,45.4016
2017-06-20,53.8500
2017-06-19,54.1309
2017-06-16,49.9666
2017-06-15,43.6892
2017-06-14,42.7223
2017-06-13,42.2443
2017-06-12,45.6328
2017-06-09,49.8868
2017-06-08,41.8579
2017-06-07,39.3049
2017-06-06,47.5840
2017-06-05,52.2986
2017-06-02,47.5110
2017-06-01,52.6019
2017-05-31,51.3497
2017-05-30,48.5070
2017-05-26,42.9426
2017-05-25,47.8825
2017-05-24,48.3160
2017-05-23,44.6160
2017-05-22,48.8385
2017-05-19,44.6893
2017-05-18,40.8553
2017-05-17,41.3543
2017-05-16,46.3426
2017-05-15,41.3190
2017-05-12,36.6109
2017-05-11,37.8197
2017-05-10,33.1554
2017-05-09,37.4450
2017-05-08,37.5946
2017-05-05,34.4125
2017-05-04,32.7767
2017-05-03,28.7916
2017-05-02,27.3196
2017-05-01,33.7511
2017-04-28,31.0527
2017-04-27,29.2952
2017-04-26,30.1820
2017-04-25,28.7558
2017-04-24,32.0248
2017-04-21,34.8067
2017-04-20,36.2256
2017-04-19,32.6421
2017-04-18,39.3404
2017-04-17,37.7688
2017-04-13,36.3386
2017-04-12,41.8376
2017-04-11,41.0652
2017-04-10,37.2931
2017-04-07,39.0857
2017-04-06,41.2663
2017-04-05,45.3917
2017-04-04,52.4462
2017-04-03,51.1590
2017-03-31,52.2312
2017-03-30,47.6380
2017-03-29,48.7639
2017-03-28,45.6102
2017-03-27,42.2850
2017-03-24,39.8664
2017-03-23,41.7778
2017-03-22,37.3469
2017-03-21,30.3865
2017-03-20,35.9330
2017-03-17,34.0269
2017-03-16,35.5216
2017-03-15,36.4003
2017-03-14,33.0087
2017-03-13,32.3499
2017-03-10,40.2885
2017-03-09,41.4994
2017-03-08,38.6950
2017-03-07,46.2909
2017-03-06,49.4373
2017-03-03,50.7639
2017-03-02,55.8566
2017-03-01,59.8082
2017-02-28,53.4816
2017-02-27,58.8358
2017-02-24,68.7657
2017-02-23,66.4942
2017-02-22,70.7788
2017-02-21,69.1936
2017-02-17,64.8991
2017-02-16,68.7718
2017-02-15,72.8274
2017-02-14,71.0884
2017-02-13,68.7519
2017-02-10,68.8461
2017-02-09,64.5674
2017-02-08,63.6694
2017-02-07,62.7082
2017-02-06,58.4785
2017-02-03,58.1749
2017-02-02,62.7314
2017-02-01,63.6533
2017-01-31,69.8465
2017-01-30,70.2835
2017-01-27,68.0488
2017-01-26,73.9317
2017-01-25,71.2428
2017-01-24,73.1960
2017-01-23,69.6441
2017-01-20,63.3974
2017-01-19,51.4080
2017-01-18,53.0134
2017-01-17,57.8923
2017-01-13,56.3852
2017-01-12,58.3643
2017-01-11,53.8130
2017-01-10,49.1376
2017-01-09,52.6726
2017-01-06,56.8541
2017-01-05,50.8458
2017-01-04,46.9037
2017-01-03,46.7297
2016-12-30,46.1407
2016-12-29,48.0668
2016-12-28,44.7615
2016-12-27,47.2323
2016-12-23,48.4977
2016-12-22,51.1585
2016-12-21,52.0629
2016-12-20,51.5762
2016-12-19,50.9366
2016-12-16,56.0524
2016-12-15,61.7840
2016-12-14,64.0866
2016-12-13,66.8662
2016-12-12,64.1501
2016-12-09,64.6048
2016-12-08,61.0662
2016-12-07,62.8494
2016-12-06,57.6962
2016-12-05,55.5564
2016-12-02,57.2323
2016-12-01,58.7384
2016-11-30,65.7549
2016-11-29,73.3074
2016-11-28,77.1857
2016-11-25,75.0155
2016-11-23,62.5581
2016-11-22,65.4277
2016-11-21,68.1809
2016-11-18,67.3215
2016-11-17,66.8104
2016-11-16,66.7905
2016-11-15,64.5937
2016-11-14,62.7872
2016-11-11,68.0060
2016-11-10,64.6633
2016-11-09,58.6244
2016-11-08,50.3693
2016-11-07,47.7997
2016-11-04,41.6894
2016-11-03,44.4755
2016-11-02,46.0997
2016-11-01,45.7987
2016-10-31,44.5208
2016-10-28,41.9887
2016-10-27,43.9841
2016-10-26,40.7548
2016-10-25,39.0557
2016-10-24,39.2222
2016-10-21,39.3672
2016-10-20,40.8225
2016-10-19,42.7433
2016-10-18,40.3477
2016-10-17,41.9755
2016-10-14,44.6539
2016-10-13,43.1168
2016-10-12,39.7704
2016-10-11,38.2151
2016-10-10,34.5614
2016-10-07,35.7948
2016-10-06,41.8232
2016-10-05,39.6673
2016-10-04,39.6084
2016-10-03,40.6877
2016-09-30,43.0447
2016-09-29,42.0070
2016-09-28,52.3791
2016-09-27,44.8703
2016-09-26,41.6955
2016-09-23,41.2406
2016-09-22,39.6948
2016-09-21,46.2870
2016-09-20,39.2638
2016-09-19,40.1759
2016-09-16,42.7252
2016-09-15,45.4770
2016-09-14,40.6210
2016-09-13,44.6870
2016-09-12,48.6931
2016-09-09,40.1935
2016-09-08,50.1252
2016-09-07,53.6123
2016-09-06,47.6766
2016-09-02,43.6345
2016-09-01,42.9038
2016-08-31,38.8908
2016-08-30,38.3931
2016-08-29,39.1787
2016-08-26,35.4821
2016-08-25,36.0271
2016-08-24,37.3853
2016-08-23,37.1063
2016-08-22,41.3752
2016-08-19,39.1857
2016-08-18,40.2790
2016-08-17,37.4455
2016-08-16,43.0084
2016-08-15,49.4122
2016-08-12,53.6158
2016-08-11,56.3650
2016-08-10,61.3900
