time,MOM
2011-01-13,1.2105
2011-01-12,1.4526
2011-01-11,0.8840
2011-01-10,1.2950
2011-01-07,1.1486
2011-01-06,1.5258
2011-01-05,0.7376
2011-01-04,1.7623
2011-01-03,1.3963
2010-12-31,1.2443
2010-12-30,1.0979
2010-12-29,0.3941
2010-12-28,0.8051
2010-12-27,0.2928
2010-12-23,0.8952
2010-12-22,0.5461
2010-12-21,0.9684
2010-12-20,-0.2703
2010-12-17,-0.2139
2010-12-16,-0.3547
2010-12-15,0.1745
2010-12-14,2.4548
2010-12-13,0.7826
2010-12-10,0.5180
2010-12-09,-0.8502
2010-12-08,1.0134
2010-12-07,-0.7713
2010-12-06,-0.0338
2010-12-03,0.5743
2010-12-02,1.8186
2010-12-01,1.2218
2010-11-30,-1.2274
2010-11-29,-0.4786
2010-11-26,-0.8614
2010-11-24,-0.4166
2010-11-23,-1.6666
2010-11-22,-0.6024
2010-11-19,-0.6874
2010-11-18,-1.0030
2010-11-17,-0.8913
2010-11-16,-0.5430
2010-11-15,0.5367
2010-11-12,0.4361
2010-11-11,2.9010
2010-11-10,3.2345
2010-11-09,3.4297
2010-11-08,4.0751
2010-11-05,4.0639
2010-11-04,3.9013
2010-11-03,2.8587
2010-11-02,3.2567
2010-11-01,0.2747
2010-10-29,1.4238
2010-10-28,-0.3363
2010-10-27,0.5942
2010-10-26,0.4596
2010-10-25,0.1009
2010-10-22,0.4596
2010-10-21,0.6222
2010-10-20,0.6895
2010-10-19,0.2074
2010-10-18,4.2489
2010-10-15,3.0381
2010-10-14,4.1256
2010-10-13,2.7410
2010-10-12,2.7803
2010-10-11,2.8083
2010-10-08,2.6569
2010-10-07,3.9518
2010-10-06,2.9540
2010-10-05,3.1839
2010-10-04,1.9395
2010-10-01,3.0549
2010-09-30,2.5056
2010-09-29,3.3913
2010-09-28,3.3856
2010-09-27,2.8251
2010-09-24,3.4305
2010-09-23,2.9765
2010-09-22,3.6379
2010-09-21,3.3800
2010-09-20,2.3599
2010-09-17,2.8868
2010-09-16,2.1861
2010-09-15,3.5314
2010-09-14,3.0549
2010-09-13,2.7354
2010-09-10,2.9204
2010-09-09,0.6110
2010-09-08,0.6614
2010-09-07,-0.2915
2010-09-03,0.0448
2010-09-02,-2.1637
2010-09-01,-2.0305
2010-08-31,-2.9821
2010-08-30,-2.4496
2010-08-27,-1.7601
2010-08-26,-3.0942
2010-08-25,-2.5561
2010-08-24,-3.8901
2010-08-23,-3.0998
2010-08-20,-1.4798
2010-08-19,-1.2751
2010-08-18,-0.6867
2010-08-17,-0.7131
2010-08-16,-1.3117
2010-08-13,0.0606
2010-08-12,0.5136
2010-08-11,1.1425
2010-08-10,2.1577
2010-08-09,2.3701
2010-08-06,1.3442
2010-08-05,2.4318
2010-08-04,3.3465
2010-08-03,2.1306
2010-08-02,0.5410
2010-07-30,0.2064
2010-07-29,-1.5059
2010-07-28,-1.2773
2010-07-27,-1.0318
2010-07-26,-0.1450
2010-07-23,0.2343
2010-07-22,-0.2789
2010-07-21,-0.9649
2010-07-20,1.7235
2010-07-19,4.4230
2010-07-16,3.0453
2010-07-15,4.0381
2010-07-14,3.1401
2010-07-13,0.8366
2010-07-12,0.8645
2010-07-09,-0.1283
2010-07-08,-1.1936
2010-07-07,-1.2828
2010-07-06,-4.0102
2010-07-02,-4.6238
2010-07-01,-4.6907
2010-06-30,-3.8318
2010-06-29,-2.6214
2010-06-28,0.2677
2010-06-25,-0.7418
2010-06-24,0.2845
2010-06-23,3.4636
2010-06-22,3.1123
2010-06-21,3.6365
2010-06-18,2.7163
2010-06-17,1.6844
2010-06-16,1.6398
2010-06-15,3.0397
2010-06-14,1.8071
2010-06-11,1.1490
2010-06-10,2.4820
2010-06-09,-0.3458
2010-06-08,-0.4072
2010-06-07,-0.7195
2010-06-04,0.8255
2010-06-03,-0.5020
2010-06-02,-1.4167
2010-06-01,-3.4023
2010-05-28,-3.3075
2010-05-27,-2.8390
2010-05-26,-5.2708
2010-05-25,-1.3219
2010-05-24,-1.0151
2010-05-21,1.8517
2010-05-20,-0.0669
2010-05-19,1.1518
2010-05-18,1.3936
2010-05-17,0.8457
2010-05-14,1.5969
2010-05-13,0.9486
2010-05-12,1.8176
2010-05-11,-0.7016
2010-05-10,-2.1071
2010-05-07,-4.0224
2010-05-06,-2.5301
2010-05-05,-0.8489
2010-05-04,-0.8711
2010-05-03,-1.4592
2010-04-30,-0.9044
2010-04-29,-0.2386
2010-04-28,-0.6381
2010-04-27,-0.1165
2010-04-26,1.3150
2010-04-23,0.6825
2010-04-22,0.8434
2010-04-21,0.2830
2010-04-20,0.4217
2010-04-19,1.5979
2010-04-16,1.3205
2010-04-15,1.4648
2010-04-14,1.3760
2010-04-13,0.2441
2010-04-12,-0.4994
2010-04-09,-0.2663
2010-04-08,-0.5105
2010-04-07,-0.4938
2010-04-06,0.5271
2010-04-05,0.9099
2010-04-01,-0.0721
2010-03-31,0.2719
2010-03-30,0.0555
2010-03-29,0.4217
2010-03-26,0.7324
2010-03-25,0.9099
2010-03-24,1.6146
2010-03-23,2.1195
2010-03-22,0.8711
2010-03-19,0.2552
2010-03-18,0.9210
2010-03-17,0.4883
2010-03-16,0.6936
2010-03-15,-0.4106
2010-03-12,0.4328
2010-03-11,0.2941
2010-03-10,-1.0930
2010-03-09,-0.5049
2010-03-08,-0.2441
2010-03-05,0.0333
2010-03-04,-0.6048
2010-03-03,0.3052
2010-03-02,1.2151
2010-03-01,2.5356
2010-02-26,1.9031
2010-02-25,2.3636
2010-02-24,2.4302
2010-02-23,2.5412
2010-02-22,2.4593
2010-02-19,2.6314
2010-02-18,1.5061
2010-02-17,0.7568
2010-02-16,0.6215
2010-02-12,1.1984
2010-02-11,0.2974
2010-02-10,-1.6382
2010-02-09,-1.0959
2010-02-08,-2.0382
2010-02-05,-1.3974
2010-02-04,-3.3141
2010-02-03,-2.5353
2010-02-02,-4.7557
2010-02-01,-3.9272
2010-01-29,-5.4793
2010-01-28,-3.5792
2010-01-27,-2.3088
2010-01-26,-2.0603
2010-01-25,-2.6126
2010-01-22,-2.2370
2010-01-21,-0.5523
2010-01-20,-0.3314
2010-01-19,0.9335
2010-01-15,0.4861
2010-01-14,-0.1436
2010-01-13,-0.8948
2010-01-12,-0.9942
2010-01-11,-0.6021
2010-01-08,0.4695
2010-01-07,-0.2099
2010-01-06,0.7457
2010-01-05,1.6239
2010-01-04,2.7894
2009-12-31,1.2096
2009-12-30,2.2536
2009-12-29,1.0605
2009-12-28,1.4527
2009-12-24,0.6794
2009-12-23,0.8893
2009-12-22,1.7289
2009-12-21,0.8893
2009-12-18,0.3646
2009-12-17,-0.0829
2009-12-16,0.8285
2009-12-15,0.3038
2009-12-14,1.9774
2009-12-11,2.1983
2009-12-10,1.1378
2009-12-09,0.2541
2009-12-08,-0.7733
2009-12-07,0.0442
2009-12-04,-0.1602
2009-12-03,-0.3314
2009-12-02,-0.7843
2009-12-01,-0.1491
2009-11-30,-0.3756
2009-11-27,-0.3093
2009-11-25,0.0497
2009-11-24,0.5634
2009-11-23,1.2152
2009-11-20,1.9167
2009-11-19,3.0564
2009-11-18,4.0862
2009-11-17,4.4228
2009-11-16,4.5207
2009-11-13,3.8415
2009-11-12,2.1734
2009-11-11,3.4404
2009-11-10,3.7532
2009-11-09,3.5475
2009-11-06,2.0236
2009-11-05,-0.0770
2009-11-04,0.2310
2009-11-03,-0.9128
2009-11-02,-1.3748
2009-10-30,-0.5664
2009-10-29,-2.8100
2009-10-28,-3.7668
2009-10-27,-3.5029
2009-10-26,-3.8108
2009-10-23,-3.0629
2009-10-22,0.2200
2009-10-21,-1.0503
2009-10-20,0.8084
2009-10-19,1.8202
2009-10-16,1.4407
2009-10-15,5.5430
2009-10-14,4.8061
2009-10-13,4.5147
2009-10-12,4.2397
2009-10-09,2.6670
2009-10-08,0.7424
2009-10-07,1.0778
2009-10-06,-0.1430
2009-10-05,-1.0008
2009-10-02,-1.6992
2009-10-01,-2.1886
2009-09-30,-1.2153
2009-09-29,-0.2969
2009-09-28,0.2475
2009-09-25,1.6662
2009-09-24,1.7982
2009-09-23,2.2326
2009-09-22,2.4471
2009-09-21,2.2601
2009-09-18,3.1784
2009-09-17,3.1839
2009-09-16,2.8210
2009-09-15,0.7149
2009-09-14,0.3629
2009-09-11,-0.7589
2009-09-10,-0.9898
2009-09-09,-1.1383
2009-09-08,-1.1878
2009-09-04,-1.3418
2009-09-03,-1.4407
2009-09-02,-1.3638
2009-09-01,-0.5169
2009-08-31,0.6544
2009-08-28,-0.1925
2009-08-27,-0.0825
2009-08-26,0.0990
2009-08-25,0.5719
2009-08-24,0.3409
2009-08-21,0.3134
2009-08-20,0.8633
2009-08-19,0.6599
2009-08-18,-0.7766
2009-08-17,-1.3751
2009-08-14,0.6544
2009-08-13,1.2481
2009-08-12,1.4170
2009-08-11,0.5812
2009-08-10,0.8901
2009-08-07,1.2310
2009-08-06,0.4762
2009-08-05,1.2862
2009-08-04,1.4012
2009-08-03,1.9047
2009-07-31,1.3738
2009-07-30,3.9518
2009-07-29,5.4952
2009-07-28,7.6791
2009-07-27,7.6682
2009-07-24,9.2007
2009-07-23,8.1991
2009-07-22,8.1498
2009-07-21,9.2226
2009-07-20,8.0951
2009-07-17,7.4930
2009-07-16,3.1745
2009-07-15,1.5325
2009-07-14,-1.4121
2009-07-13,-1.1275
2009-07-10,-2.8626
2009-07-09,-1.1330
2009-07-08,-2.0580
2009-07-07,-2.3700
2009-07-06,-2.3207
2009-07-02,-2.5177
2009-07-01,-1.1822
2009-06-30,-1.5873
2009-06-29,-0.9797
2009-06-26,-1.3848
2009-06-25,-1.8281
2009-06-24,-2.2988
2009-06-23,-2.0251
2009-06-22,-1.6256
2009-06-19,-0.7389
2009-06-18,0.0000
2009-06-17,0.2791
2009-06-16,0.2682
2009-06-15,-0.4105
2009-06-12,1.0564
2009-06-11,2.5779
2009-06-10,2.9666
2009-06-09,1.7077
2009-06-08,3.0651
2009-06-05,2.4192
2009-06-04,1.2479
2009-06-03,0.5364
2009-06-02,1.2315
2009-06-01,3.8313
2009-05-29,2.8626
2009-05-28,1.3300
2009-05-27,-0.5528
2009-05-26,1.1604
2009-05-22,0.2189
2009-05-21,0.1259
2009-05-20,-0.3120
2009-05-19,0.1169
2009-05-18,-0.5773
2009-05-15,-1.4739
2009-05-14,-0.8868
2009-05-13,-0.6765
2009-05-12,1.3865
2009-05-11,1.9007
2009-05-08,1.0582
2009-05-07,0.9307
2009-05-06,1.4265
2009-05-05,1.9274
2009-05-04,3.1362
2009-05-01,1.8185
2009-04-30,0.9692
2009-04-29,2.8258
2009-04-28,1.4537
2009-04-27,0.0000
2009-04-24,-0.8820
2009-04-23,0.1252
2009-04-22,2.0690
2009-04-21,0.4084
2009-04-20,-0.9746
2009-04-17,0.2450
2009-04-16,2.0799
2009-04-15,1.0672
2009-04-14,2.5862
2009-04-13,3.1579
2009-04-09,1.5899
2009-04-08,1.7641
2009-04-07,0.2450
2009-04-06,1.5517
2009-04-03,5.2868
2009-04-02,4.4429
2009-04-01,3.0817
2009-03-31,2.1670
2009-03-30,1.7968
2009-03-27,2.0636
2009-03-26,4.5627
2009-03-25,5.0799
2009-03-24,6.0164
2009-03-23,8.2923
2009-03-20,3.6480
2009-03-19,2.8204
2009-03-18,1.3394
2009-03-17,2.7986
2009-03-16,1.1815
2009-03-13,-0.9093
2009-03-12,0.7786
2009-03-11,1.4810
2009-03-10,0.4628
2009-03-09,-0.4846
2009-03-06,-1.6225
2009-03-05,-0.7895
2009-03-04,-1.0998
2009-03-03,-1.5790
2009-03-02,-2.6080
2009-02-27,-1.6552
2009-02-26,-3.3703
2009-02-25,-4.0128
2009-02-24,-5.6734
2009-02-23,-6.4084
2009-02-20,-1.7107
2009-02-19,-1.8619
2009-02-18,-0.8093
2009-02-17,0.1146
2009-02-13,1.4506
2009-02-12,1.6545
2009-02-11,0.4522
2009-02-10,1.1348
2009-02-09,3.1002
2009-02-06,3.8728
2009-02-05,1.2675
2009-02-04,0.7637
2009-02-03,6.2290
2009-02-02,3.2554
2009-01-30,4.0787
2009-01-29,5.0482
2009-01-28,5.1349
2009-01-27,3.2229
2009-01-26,3.7374
2009-01-23,1.2512
2009-01-22,1.2350
2009-01-21,1.1862
2009-01-20,-2.6216
2009-01-16,-1.3271
2009-01-15,-0.0217
2009-01-14,-0.1950
2009-01-13,2.2154
2009-01-12,2.3725
2009-01-09,2.2641
2009-01-08,3.5641
2009-01-07,3.1416
2009-01-06,3.0929
2009-01-05,1.5275
2009-01-02,0.8287
2008-12-31,-1.2133
2008-12-30,0.4225
2008-12-29,-0.5146
2008-12-26,0.4062
2008-12-24,-1.2675
2008-12-23,-1.1321
2008-12-22,-1.5546
2008-12-19,1.5871
2008-12-18,3.5533
2008-12-17,2.8004
2008-12-16,3.5533
2008-12-15,3.1795
2008-12-12,0.3250
2008-12-11,-0.5904
2008-12-10,1.1971
2008-12-09,1.5166
2008-12-08,5.4057
2008-12-05,4.7937
2008-12-04,0.7962
2008-12-03,0.3196
2008-12-02,1.2783
2008-12-01,-1.8579
2008-11-28,-1.4137
2008-11-26,1.0454
2008-11-25,-1.1321
2008-11-24,-2.1558
2008-11-21,-6.1695
2008-11-20,-7.2636
2008-11-19,-7.2825
2008-11-18,-6.9195
2008-11-17,-7.9401
2008-11-14,-6.5526
2008-11-13,-3.2232
2008-11-12,-4.3035
2008-11-11,-2.1831
2008-11-10,2.5323
2008-11-07,2.5345
2008-11-06,0.7000
2008-11-05,3.4141
2008-11-04,2.4448
2008-11-03,0.0915
2008-10-31,1.1793
2008-10-30,-0.4470
2008-10-29,-0.0485
2008-10-28,-3.4033
2008-10-27,-6.7581
2008-10-24,-3.0586
2008-10-23,-2.5040
2008-10-22,-3.7425
2008-10-21,-3.6564
2008-10-20,-4.3672
2008-10-17,-6.8173
2008-10-16,-7.1189
2008-10-15,-11.7607
2008-10-14,-12.5792
2008-10-13,-11.9815
2008-10-10,-17.0541
2008-10-09,-16.7525
2008-10-08,-13.9524
2008-10-07,-10.6137
2008-10-06,-8.3951
2008-10-03,-8.2982
2008-10-02,-5.5896
2008-10-01,-0.7216
2008-09-30,0.4900
2008-09-29,-0.3931
2008-09-26,0.2423
2008-09-25,0.4900
2008-09-24,-0.8508
2008-09-23,0.1723
2008-09-22,-0.5816
2008-09-19,2.4340
2008-09-18,0.0646
2008-09-17,-3.6995
2008-09-16,-1.2708
2008-09-15,-3.5218
2008-09-12,-3.0210
2008-09-11,-2.2509
2008-09-10,-2.4017
2008-09-09,-4.2110
2008-09-08,-4.1141
2008-09-05,-4.6634
2008-09-04,-4.0441
2008-09-03,-2.2724
2008-09-02,-3.3279
2008-08-29,-2.4932
2008-08-28,-1.2708
2008-08-27,-1.3032
2008-08-26,-1.4647
2008-08-25,-2.0140
2008-08-22,-2.0894
2008-08-21,-3.2633
2008-08-20,-3.5810
2008-08-19,-3.1303
2008-08-18,-1.3344
2008-08-15,0.1122
2008-08-14,-0.2943
2008-08-13,-1.3802
2008-08-12,-1.0488
2008-08-11,0.4506
2008-08-08,0.4177
2008-08-07,-0.2416
2008-08-06,0.0751
2008-08-05,-0.6062
2008-08-04,-0.5901
2008-08-01,-1.7434
2008-07-31,0.7832
2008-07-30,1.5663
2008-07-29,2.3924
2008-07-28,2.5265
2008-07-25,3.4384
2008-07-24,3.6584
2008-07-23,4.8921
2008-07-22,3.2829
2008-07-21,3.8407
2008-07-18,5.5519
2008-07-17,3.9802
2008-07-16,3.5779
2008-07-15,2.5051
2008-07-14,0.7993
2008-07-11,0.5311
2008-07-10,-0.7510
2008-07-09,-1.6414
2008-07-08,0.2253
2008-07-07,-0.6652
2008-07-03,-2.9396
2008-07-02,-2.7143
2008-07-01,-3.1273
2008-06-30,-4.3879
2008-06-27,-3.2721
2008-06-26,-1.4591
2008-06-25,0.7134
2008-06-24,-1.3303
2008-06-23,-1.2874
2008-06-20,-1.1801
2008-06-19,-1.8506
2008-06-18,-1.8185
2008-06-17,-1.4698
2008-06-16,-0.3487
2008-06-13,-1.7594
2008-06-12,-3.1434
2008-06-11,-3.3741
2008-06-10,-0.7403
2008-06-09,0.8905
2008-06-06,0.1287
2008-06-05,2.6016
2008-06-04,1.2713
2008-06-03,0.7242
2008-06-02,-0.2468
2008-05-30,0.5203
2008-05-29,1.1748
2008-05-28,1.5878
2008-05-27,1.1157
2008-05-23,0.0751
2008-05-22,-0.1180
2008-05-21,-0.2789
2008-05-20,1.5302
2008-05-19,2.6550
2008-05-16,2.7540
2008-05-15,2.8676
2008-05-14,3.9181
2008-05-13,2.2652
2008-05-12,2.1661
2008-05-09,0.7905
2008-05-08,0.6588
2008-05-07,0.5556
2008-05-06,-0.4541
2008-05-05,-1.2395
2008-05-02,-0.6518
2008-05-01,0.2832
2008-04-30,0.1229
2008-04-29,3.0346
2008-04-28,2.3561
2008-04-25,3.7826
2008-04-24,2.8904
2008-04-23,3.6490
2008-04-22,3.9536
2008-04-21,4.2955
2008-04-18,4.6161
2008-04-17,3.7719
2008-04-16,3.0239
2008-04-15,0.3633
2008-04-14,1.1433
2008-04-11,0.7640
2008-04-10,1.7417
2008-04-09,-0.0748
2008-04-08,-0.9083
2008-04-07,-1.4692
2008-04-04,-1.3731
2008-04-03,-0.4915
2008-04-02,-1.9234
2008-04-01,0.5022
2008-03-31,-0.0481
2008-03-28,-0.7159
2008-03-27,-0.8281
2008-03-26,0.2244
2008-03-25,2.1157
2008-03-24,2.7354
2008-03-20,3.1041
2008-03-19,0.8281
2008-03-18,1.4425
2008-03-17,0.7052
2008-03-14,0.7320
2008-03-13,0.3580
2008-03-12,0.3259
2008-03-11,1.1273
2008-03-10,2.0997
2008-03-07,3.1361
2008-03-06,2.9865
2008-03-05,4.0284
2008-03-04,5.7220
2008-03-03,4.3115
2008-02-29,4.1299
2008-02-28,3.6437
2008-02-27,5.3053
2008-02-26,4.9366
2008-02-25,3.6383
2008-02-22,3.0613
2008-02-21,1.7844
2008-02-20,1.7278
2008-02-19,-1.3436
2008-02-15,-1.3359
2008-02-14,-0.3035
2008-02-13,1.6970
2008-02-12,0.4478
2008-02-11,0.3012
2008-02-08,-0.4530
2008-02-07,-2.2219
2008-02-06,-1.1230
2008-02-05,2.0224
2008-02-04,2.4109
2008-02-01,4.2470
2008-01-31,2.9165
2008-01-30,2.0330
2008-01-29,1.6871
2008-01-28,3.8905
2008-01-25,2.4482
2008-01-24,4.5770
2008-01-23,4.5291
2008-01-22,0.6227
2008-01-18,1.2081
2008-01-17,-2.0224
2008-01-16,-1.6286
2008-01-15,-3.3370
2008-01-14,-3.8106
2008-01-11,-6.3493
2008-01-10,-6.1949
2008-01-09,-7.0997
2008-01-08,-7.1636
2008-01-07,-4.6781
2008-01-04,-3.1986
2008-01-03,-0.7504
2008-01-02,0.0852
2007-12-31,1.2401
2007-12-28,1.0165
2007-12-27,0.6014
2007-12-26,2.4322
2007-12-24,1.2028
2007-12-21,1.1655
2007-12-20,-0.4577
2007-12-19,-0.5429
2007-12-18,-0.1703
2007-12-17,-0.6919
2007-12-14,0.3140
2007-12-13,0.3619
2007-12-12,0.5854
2007-12-11,1.6818
2007-12-10,3.9490
2007-12-07,2.5599
2007-12-06,3.9809
2007-12-05,2.5227
2007-12-04,2.3470
2007-12-03,0.5535
2007-11-30,0.8409
2007-11-29,2.1608
2007-11-28,1.1176
2007-11-27,1.2667
2007-11-26,0.9132
2007-11-23,-1.0964
2007-11-21,-4.7154
2007-11-20,-4.9729
2007-11-19,-5.7336
2007-11-16,-4.9968
2007-11-15,-5.1317
2007-11-14,-6.5267
2007-11-13,-4.4921
2007-11-12,-6.8858
2007-11-09,-6.9548
2007-11-08,-3.3504
2007-11-07,-0.7795
2007-11-06,-0.8008
2007-11-05,0.0159
2007-11-02,1.2250
2007-11-01,-0.6098
2007-10-31,0.1803
2007-10-30,-2.9060
2007-10-29,-1.7129
2007-10-26,-2.1636
2007-10-25,-2.7788
2007-10-24,-3.0068
2007-10-23,-1.9197
2007-10-22,-2.3333
2007-10-19,-2.1318
2007-10-18,-0.4720
2007-10-17,-0.3288
2007-10-16,0.6576
2007-10-15,-0.5303
2007-10-12,0.0053
2007-10-11,0.1803
2007-10-10,0.7000
2007-10-09,0.9492
2007-10-08,0.8061
2007-10-05,-0.2545
2007-10-04,-0.6205
2007-10-03,-0.1432
2007-10-02,0.9174
2007-10-01,2.3917
2007-09-28,1.4159
2007-09-27,0.9333
2007-09-26,0.6894
2007-09-25,-0.4455
2007-09-24,0.2386
2007-09-21,0.6523
2007-09-20,-0.4030
2007-09-19,-0.6417
2007-09-18,-0.8273
2007-09-17,-1.1508
2007-09-14,-0.1273
2007-09-13,0.7318
2007-09-12,2.1212
2007-09-11,2.0735
2007-09-10,1.3576
2007-09-07,2.1742
2007-09-06,4.0409
2007-09-05,4.6879
2007-09-04,4.7568
2007-08-31,3.0704
2007-08-30,3.0121
2007-08-29,1.7712
2007-08-28,-0.0265
2007-08-27,0.3871
2007-08-24,0.3182
2007-08-23,0.3818
2007-08-22,-1.5803
2007-08-21,-2.1687
2007-08-20,-2.2634
2007-08-17,-0.3157
2007-08-16,-1.6654
2007-08-15,-0.2199
2007-08-14,0.9494
2007-08-13,-0.7456
2007-08-10,-1.3640
2007-08-09,-2.8577
2007-08-08,-2.4942
2007-08-07,-1.3951
2007-08-06,-1.3158
2007-08-03,-1.5430
2007-08-02,-1.3898
2007-08-01,0.5073
2007-07-31,-0.0634
2007-07-30,2.5682
2007-07-27,3.7096
2007-07-26,3.8311
2007-07-25,4.7559
2007-07-24,3.9844
2007-07-23,3.9157
2007-07-20,3.0543
2007-07-19,4.1270
2007-07-18,2.3779
2007-07-17,3.0438
2007-07-16,2.3304
2007-07-13,1.4003
2007-07-12,2.0345
2007-07-11,1.9922
2007-07-10,1.8654
2007-07-09,2.3938
2007-07-06,1.2841
2007-07-05,1.0833
2007-07-03,0.0423
2007-07-02,-0.1691
2007-06-29,0.0845
2007-06-28,1.1097
2007-06-27,1.2207
2007-06-26,1.5800
2007-06-25,0.9934
2007-06-22,0.7239
2007-06-21,2.5365
2007-06-20,1.8971
2007-06-19,0.3488
2007-06-18,-0.4756
2007-06-15,-0.7662
2007-06-14,-1.4532
2007-06-13,-2.0133
2007-06-12,-1.8865
2007-06-11,-1.0357
2007-06-08,-0.4650
2007-06-07,-1.9975
2007-06-06,-2.2670
2007-06-05,-0.6341
2007-06-04,-0.9300
2007-06-01,0.6500
2007-05-31,0.3858
2007-05-30,1.1097
2007-05-29,0.1797
2007-05-25,-0.4227
2007-05-24,-0.3858
2007-05-23,0.6341
2007-05-22,1.8019
2007-05-21,2.4712
2007-05-18,2.8679
2007-05-17,1.5359
2007-05-16,2.1371
2007-05-15,1.0875
2007-05-14,1.9839
2007-05-11,2.7480
2007-05-10,2.2032
2007-05-09,1.7498
2007-05-08,2.7372
2007-05-07,3.9743
2007-05-04,4.4112
2007-05-03,4.4796
2007-05-02,3.9058
2007-05-01,3.1847
2007-04-30,3.1741
2007-04-27,3.2847
2007-04-26,2.7530
2007-04-25,3.3163
2007-04-24,1.0686
2007-04-23,-0.7422
2007-04-20,-1.0212
2007-04-19,-1.0107
2007-04-18,-0.6843
2007-04-17,1.0054
2007-04-16,1.0107
2007-04-13,0.1895
2007-04-12,0.7422
2007-04-11,0.2263
2007-04-10,0.7685
2007-04-09,0.8370
2007-04-05,0.7001
2007-04-04,0.4474
2007-04-03,0.8422
2007-04-02,0.6422
2007-03-30,0.5317
2007-03-29,0.5896
2007-03-28,0.2632
2007-03-27,1.0633
2007-03-26,0.4685
2007-03-23,0.9212
2007-03-22,1.1528
2007-03-21,0.7475
2007-03-20,0.3685
2007-03-19,1.1475
2007-03-16,1.2370
2007-03-15,0.6211
2007-03-14,0.4316
2007-03-13,-0.6580
2007-03-12,-1.4739
2007-03-09,-2.3424
2007-03-08,-2.8952
2007-03-07,-2.7109
2007-03-06,-2.9215
2007-03-05,-3.7795
2007-03-02,-4.2217
2007-03-01,-3.6479
2007-02-28,-2.8162
2007-02-27,-2.4319
2007-02-26,-0.8633
2007-02-23,-0.9949
2007-02-22,-0.5474
2007-02-21,-0.0847
2007-02-20,-0.3834
2007-02-16,0.0621
2007-02-15,0.1145
2007-02-14,0.1831
2007-02-13,-0.4113
2007-02-12,0.1769
2007-02-09,0.7332
2007-02-08,1.2649
2007-02-07,1.2805
2007-02-06,1.2963
2007-02-05,1.7161
2007-02-02,1.5744
2007-02-01,-0.2362
2007-01-31,-0.4566
2007-01-30,-0.7610
2007-01-29,-0.4198
2007-01-26,-0.6298
2007-01-25,-0.7242
2007-01-24,-1.4012
2007-01-23,-0.9552
2007-01-22,-0.1627
2007-01-19,-1.1231
2007-01-18,1.1441
2007-01-17,1.5062
2007-01-16,2.0205
2007-01-12,1.1231
2007-01-11,1.5692
2007-01-10,1.9103
2007-01-09,2.1832
2007-01-08,1.5219
2007-01-05,0.7452
2007-01-04,1.5062
2007-01-03,1.0339
2006-12-29,0.9394
2006-12-28,1.1546
2006-12-27,1.6164
2006-12-26,1.0601
2006-12-22,0.7295
2006-12-21,0.8817
2006-12-20,0.9866
2006-12-19,0.7977
2006-12-18,1.0129
2006-12-15,2.1255
2006-12-14,1.8053
2006-12-13,1.7056
2006-12-12,1.4537
2006-12-11,1.1493
2006-12-08,0.2677
2006-12-07,0.3726
2006-12-06,0.5458
2006-12-05,0.6455
2006-12-04,-0.1574
2006-12-01,-1.1651
2006-11-30,-0.6245
2006-11-29,-0.9289
2006-11-28,-0.3779
2006-11-27,-0.1627
2006-11-24,0.4881
2006-11-22,0.4881
2006-11-21,0.4873
2006-11-20,0.4981
2006-11-17,1.4145
2006-11-16,1.0948
2006-11-15,0.8431
2006-11-14,0.6603
2006-11-13,0.4542
2006-11-10,0.6786
2006-11-09,0.6170
2006-11-08,0.5545
2006-11-07,0.5022
2006-11-06,0.5440
2006-11-03,0.4865
2006-11-02,0.9521
2006-11-01,1.0358
2006-10-31,2.8144
2006-10-30,2.5057
2006-10-27,2.4482
2006-10-26,3.5781
2006-10-25,3.9966
2006-10-24,3.8187
2006-10-23,3.9547
2006-10-20,3.8397
2006-10-19,3.6304
2006-10-18,3.5153
2006-10-17,2.7725
2006-10-16,2.5319
2006-10-13,2.1657
2006-10-12,1.4176
2006-10-11,1.0985
2006-10-10,0.8841
2006-10-09,1.0462
2006-10-06,1.0096
2006-10-05,0.6853
2006-10-04,-0.1674
2006-10-03,-0.1151
2006-10-02,-0.1936
2006-09-29,-0.5231
2006-09-28,-0.2511
2006-09-27,-0.0628
2006-09-26,0.1151
2006-09-25,0.5597
2006-09-22,0.2877
2006-09-21,1.1561
2006-09-20,1.6426
2006-09-19,0.5336
2006-09-18,0.4342
2006-09-15,1.0305
2006-09-14,0.6539
2006-09-13,0.4237
2006-09-12,1.0253
2006-09-11,0.5493
2006-09-08,0.6696
2006-09-07,0.3819
2006-09-06,0.6957
2006-09-05,0.8213
2006-09-01,0.7899
2006-08-31,0.8370
2006-08-30,1.1142
2006-08-29,2.2599
2006-08-28,1.9041
2006-08-25,2.3017
2006-08-24,1.9041
2006-08-23,1.7158
2006-08-22,1.8937
2006-08-21,2.1236
2006-08-18,2.2447
2006-08-17,1.7487
2006-08-16,1.6074
2006-08-15,0.6497
2006-08-14,-0.2212
2006-08-11,-0.6145
2006-08-10,-0.0565
2006-08-09,-0.0728
2006-08-08,-0.1355
2006-08-07,-0.2449
2006-08-04,0.5471
2006-08-03,0.4429
2006-08-02,0.1303
2006-08-01,0.9796
2006-07-31,1.9331
2006-07-28,1.7663
2006-07-27,0.9952
2006-07-26,0.1824
2006-07-25,-0.3022
2006-07-24,-0.3543
2006-07-21,-0.8128
