time,ROC
2021-05-19,-0.2862
2021-05-18,-0.1492
2021-05-17,1.3790
2021-05-14,3.1232
2021-05-13,1.0784
2021-05-12,-0.0748
2021-05-11,2.7012
2021-05-10,4.4134
2021-05-07,3.2788
2021-05-06,5.0538
2021-05-05,1.1634
2021-05-04,5.4936
2021-05-03,8.7365
2021-04-30,6.2056
2021-04-29,8.7947
2021-04-28,7.8187
2021-04-27,8.2558
2021-04-26,5.1861
2021-04-23,4.9363
2021-04-22,4.5589
2021-04-21,6.3885
2021-04-20,2.9355
2021-04-19,-2.0672
2021-04-16,0.2702
2021-04-15,-0.5103
2021-04-14,-1.5514
2021-04-13,-3.4447
2021-04-12,-1.3125
2021-04-09,1.9989
2021-04-08,3.4451
2021-04-07,3.4263
2021-04-06,2.8112
2021-04-05,5.4538
2021-04-01,2.4373
2021-03-31,3.2783
2021-03-30,5.0530
2021-03-29,5.6618
2021-03-26,6.8725
2021-03-25,4.6641
2021-03-24,2.1506
2021-03-23,5.0572
2021-03-22,4.5990
2021-03-19,4.9418
2021-03-18,8.2841
2021-03-17,5.4511
2021-03-16,6.5736
2021-03-15,6.4933
2021-03-12,7.2984
2021-03-11,3.8132
2021-03-10,3.7822
2021-03-09,2.8747
2021-03-08,3.2682
2021-03-05,3.2272
2021-03-04,-0.5135
2021-03-03,1.9922
2021-03-02,0.2165
2021-03-01,-0.0497
2021-02-26,-1.6376
2021-02-25,0.1882
2021-02-24,0.9091
2021-02-23,-1.0424
2021-02-22,0.5612
2021-02-19,-0.3648
2021-02-18,2.7046
2021-02-17,1.7846
2021-02-16,0.9399
2021-02-12,2.7728
2021-02-11,2.0354
2021-02-10,1.1447
2021-02-09,1.0123
2021-02-08,4.2419
2021-02-05,2.6811
2021-02-04,-8.0744
2021-02-03,-8.4256
2021-02-02,-7.4252
2021-02-01,-6.1142
2021-01-29,-7.6452
2021-01-28,-5.3892
2021-01-27,-5.2163
2021-01-26,-4.7364
2021-01-25,-7.7414
2021-01-22,-8.0471
2021-01-21,1.8254
2021-01-20,3.1235
2021-01-19,4.0988
2021-01-15,1.9940
2021-01-14,3.7237
2021-01-13,2.5202
2021-01-12,3.5171
2021-01-11,3.1197
2021-01-08,3.7369
2021-01-07,4.3524
2021-01-06,4.7816
2021-01-05,0.2304
2021-01-04,-1.2824
2020-12-31,0.2628
2020-12-30,-1.2626
2020-12-29,0.2186
2020-12-28,0.4426
2020-12-24,-0.2161
2020-12-23,-2.2794
2020-12-22,-1.6705
2020-12-21,-1.0505
2020-12-18,-1.0613
2020-12-17,1.5695
2020-12-16,0.7463
2020-12-15,2.2491
2020-12-14,0.0081
2020-12-11,-0.0643
2020-12-10,0.6119
2020-12-09,1.9048
2020-12-08,4.6798
2020-12-07,6.6359
2020-12-04,8.5509
2020-12-03,5.8577
2020-12-02,5.8794
2020-12-01,4.0554
2020-11-30,5.7082
2020-11-27,8.6026
2020-11-25,5.9727
2020-11-24,5.5212
2020-11-23,3.9470
2020-11-20,3.9897
2020-11-19,3.5404
2020-11-18,5.8244
2020-11-17,4.5556
2020-11-16,6.3058
2020-11-13,6.1245
2020-11-12,6.6160
2020-11-11,11.4426
2020-11-10,8.1527
2020-11-09,4.4021
2020-11-06,-1.6897
2020-11-05,-0.8552
2020-11-04,-2.7464
2020-11-03,-2.7349
2020-11-02,-10.0462
2020-10-30,-11.3317
2020-10-29,-12.7953
2020-10-28,-15.3168
2020-10-27,-11.6227
2020-10-26,-11.7837
2020-10-23,-9.2261
2020-10-22,-11.9629
2020-10-21,-7.2620
2020-10-20,-3.7714
2020-10-19,2.8768
2020-10-16,4.4456
2020-10-15,3.1382
2020-10-14,3.5095
2020-10-13,3.4397
2020-10-12,4.5018
2020-10-09,7.4317
2020-10-08,11.3473
2020-10-07,4.4097
2020-10-06,1.2115
2020-10-05,1.4636
2020-10-02,-1.7840
2020-10-01,-3.0660
2020-09-30,-2.0528
2020-09-29,-1.2251
2020-09-28,-0.2949
2020-09-25,-2.0665
2020-09-24,-2.0488
2020-09-23,-2.8055
2020-09-22,-0.5775
2020-09-21,-1.6762
2020-09-18,-1.3580
2020-09-17,-2.5433
2020-09-16,0.6645
2020-09-15,-0.7055
2020-09-14,-2.3827
2020-09-11,-2.5592
2020-09-10,-2.9073
2020-09-09,-1.9095
2020-09-08,-3.5567
2020-09-04,-0.6983
2020-09-03,1.0556
2020-09-02,3.5045
2020-09-01,-1.2168
2020-08-31,-0.9081
2020-08-28,-0.1597
2020-08-27,-0.3039
2020-08-26,-1.9968
2020-08-25,-1.6647
2020-08-24,-1.1250
2020-08-21,-1.4405
2020-08-20,-1.0812
2020-08-19,0.0043
2020-08-18,0.5638
2020-08-17,1.4104
2020-08-14,3.2244
2020-08-13,3.0601
2020-08-12,2.4200
2020-08-11,3.1601
2020-08-10,2.0268
2020-08-07,0.6360
2020-08-06,-0.9503
2020-08-05,-2.5025
2020-08-04,-0.1745
2020-08-03,-1.6301
2020-07-31,-1.7345
2020-07-30,-0.8951
2020-07-29,1.8862
2020-07-28,3.2090
2020-07-27,5.8809
2020-07-24,6.2864
2020-07-23,10.0423
2020-07-22,9.3110
2020-07-21,7.2121
2020-07-20,5.1419
2020-07-17,4.5196
2020-07-16,4.6145
2020-07-15,1.8465
2020-07-14,0.7098
2020-07-13,1.7152
2020-07-10,-0.5713
2020-07-09,-0.6099
2020-07-08,-1.4237
2020-07-07,-2.8826
2020-07-06,-1.8617
2020-07-02,-3.5921
2020-07-01,-4.5187
2020-06-30,-3.4998
2020-06-29,-1.5619
2020-06-26,-3.8717
2020-06-25,0.8643
2020-06-24,-10.3565
2020-06-23,-9.4487
2020-06-22,-10.8140
2020-06-19,-7.2619
2020-06-18,-3.6698
2020-06-17,-3.7970
2020-06-16,-0.6746
2020-06-15,-2.5943
2020-06-12,-2.3939
2020-06-11,-5.2357
2020-06-10,3.4491
2020-06-09,8.3032
2020-06-08,14.6634
2020-06-05,10.8630
2020-06-04,6.1872
2020-06-03,7.2824
2020-06-02,3.6525
2020-06-01,6.7618
2020-05-29,6.7978
2020-05-28,7.6039
2020-05-27,4.3905
2020-05-26,-0.6771
2020-05-22,-3.7401
2020-05-21,-1.7405
2020-05-20,-0.1283
2020-05-19,-0.5487
2020-05-18,1.2446
2020-05-15,-2.7219
2020-05-14,-5.6049
2020-05-13,-8.8616
2020-05-12,-3.4791
2020-05-11,-1.3355
2020-05-08,-0.0612
2020-05-07,1.2443
2020-05-06,3.2353
2020-05-05,4.9846
2020-05-04,1.0547
2020-05-01,1.4569
2020-04-30,8.4939
2020-04-29,8.4253
2020-04-28,1.9046
2020-04-27,3.9373
2020-04-24,2.6502
2020-04-23,1.7269
2020-04-22,3.8020
2020-04-21,1.6896
2020-04-20,13.2311
2020-04-17,9.2000
2020-04-16,10.0723
2020-04-15,6.9954
2020-04-14,9.7228
2020-04-13,12.1448
2020-04-09,7.6269
2020-04-08,12.6972
2020-04-07,8.9685
2020-04-06,21.1565
2020-04-03,11.4792
2020-04-02,9.6273
2020-04-01,1.5355
2020-03-31,4.0131
2020-03-30,13.9786
2020-03-27,0.0741
2020-03-26,9.8045
2020-03-25,-10.2738
2020-03-24,-15.4604
2020-03-23,-19.5569
2020-03-20,-25.3190
2020-03-19,-22.5473
2020-03-18,-22.8505
2020-03-17,-17.2614
2020-03-16,-26.2249
2020-03-13,-17.0572
2020-03-12,-22.7631
2020-03-11,-15.5850
2020-03-10,-11.9540
2020-03-09,-19.5452
2020-03-06,-14.7557
2020-03-05,-14.3301
2020-03-04,-11.0301
2020-03-03,-14.6923
2020-03-02,-10.8825
2020-02-28,-15.6568
2020-02-27,-14.2940
2020-02-26,-8.9458
2020-02-25,-8.2367
2020-02-24,-4.5499
2020-02-21,-3.4050
2020-02-20,-2.2473
2020-02-19,2.2420
2020-02-18,4.3930
2020-02-14,5.9566
2020-02-13,14.0159
2020-02-12,13.9880
2020-02-11,11.1435
2020-02-10,12.5817
2020-02-07,10.2945
2020-02-06,9.7221
2020-02-05,8.6455
2020-02-04,7.1423
2020-02-03,5.7552
2020-01-31,4.1673
2020-01-30,0.1098
2020-01-29,1.3768
2020-01-28,2.1596
2020-01-27,1.4120
2020-01-24,2.7936
2020-01-23,5.5872
2020-01-22,7.2286
2020-01-21,3.7808
2020-01-17,2.9552
2020-01-16,1.8904
2020-01-15,1.9248
2020-01-14,2.2664
2020-01-13,0.9832
2020-01-10,1.3194
2020-01-09,1.3039
2020-01-08,-0.1771
2020-01-07,-1.0325
2020-01-06,-0.3419
2020-01-03,-0.0521
2020-01-02,0.8941
2019-12-31,-0.0671
2019-12-30,-1.0431
2019-12-27,-0.0369
2019-12-26,0.8597
2019-12-24,0.7990
2019-12-23,1.2171
2019-12-20,1.7790
2019-12-19,2.0089
2019-12-18,1.8335
2019-12-17,1.5895
2019-12-16,0.9179
2019-12-13,-0.1785
2019-12-12,1.1587
2019-12-11,-0.9845
2019-12-10,-1.5150
2019-12-09,-0.3126
2019-12-06,-0.4632
2019-12-05,-0.9685
2019-12-04,-1.8808
2019-12-03,-1.6306
2019-12-02,-1.1086
2019-11-29,0.3358
2019-11-27,-0.5280
2019-11-26,-0.3688
2019-11-25,0.3691
2019-11-22,-2.3763
2019-11-21,-2.7961
2019-11-20,-2.8915
2019-11-19,-1.2962
2019-11-18,-1.2928
2019-11-15,0.3330
2019-11-14,1.3808
2019-11-13,0.6005
2019-11-12,2.5148
2019-11-11,0.8045
2019-11-08,2.7976
2019-11-07,3.9084
2019-11-06,3.2743
2019-11-05,2.9337
2019-11-04,3.8392
2019-11-01,1.0739
2019-10-31,-0.3948
2019-10-30,-4.8272
2019-10-29,-6.4196
2019-10-28,-4.2734
2019-10-25,-5.1275
2019-10-24,-5.0025
2019-10-23,-3.7875
2019-10-22,-3.1941
2019-10-21,-6.1580
2019-10-18,-6.2242
2019-10-17,-5.4640
2019-10-16,0.2964
2019-10-15,-0.4594
2019-10-14,-2.3243
2019-10-11,-0.3351
2019-10-10,-1.6858
2019-10-09,-2.4378
2019-10-08,-2.3292
2019-10-07,-0.5561
2019-10-04,0.7824
2019-10-03,-0.6645
2019-10-02,-0.3727
2019-10-01,1.0267
2019-09-30,2.0634
2019-09-27,-0.2993
2019-09-26,-0.0487
2019-09-25,-0.3064
2019-09-24,-2.3233
2019-09-23,-0.3717
2019-09-20,0.9319
2019-09-19,1.4187
2019-09-18,4.3281
2019-09-17,6.0403
2019-09-16,5.1280
2019-09-13,6.5169
2019-09-12,8.1802
2019-09-11,9.4763
2019-09-10,11.5855
2019-09-09,10.0563
2019-09-06,4.6531
2019-09-05,5.0056
2019-09-04,2.4962
2019-09-03,-0.6961
2019-08-30,1.3233
2019-08-29,2.2438
2019-08-28,1.1505
2019-08-27,-3.4023
2019-08-26,-3.0793
2019-08-23,-4.8189
2019-08-22,-4.1256
2019-08-21,-2.3777
2019-08-20,-4.4000
2019-08-19,-2.9543
2019-08-16,-8.1109
2019-08-15,-11.2258
2019-08-14,-10.4374
2019-08-13,-8.2859
2019-08-12,-10.0803
2019-08-09,-9.0221
2019-08-08,-5.7650
2019-08-07,-7.2785
2019-08-06,-6.4171
2019-08-05,-5.9971
2019-08-02,-1.6235
2019-08-01,0.4611
2019-07-31,3.6136
2019-07-30,4.3475
2019-07-29,5.2749
2019-07-26,6.0390
2019-07-25,6.4783
2019-07-24,6.8057
2019-07-23,7.9308
2019-07-22,6.5234
2019-07-19,5.8707
2019-07-18,5.7157
2019-07-17,2.0325
2019-07-16,2.6094
2019-07-15,3.9304
2019-07-12,3.0465
2019-07-11,1.9636
2019-07-10,1.5250
2019-07-09,-0.0144
2019-07-08,0.9842
2019-07-05,1.8221
2019-07-03,3.2536
2019-07-02,2.8157
2019-07-01,3.6532
2019-06-28,2.0348
2019-06-27,2.0330
2019-06-26,2.7063
2019-06-25,1.7727
2019-06-24,3.4214
2019-06-21,4.4183
2019-06-20,5.0144
2019-06-19,4.2513
2019-06-18,2.7809
2019-06-17,5.2078
2019-06-14,6.4257
2019-06-13,4.7773
2019-06-12,3.9941
2019-06-11,4.2082
2019-06-10,1.8597
2019-06-07,0.6949
2019-06-06,-3.0290
2019-06-05,-3.6350
2019-06-04,-1.7984
2019-06-03,-4.5042
2019-05-31,-6.5425
2019-05-30,-3.5938
2019-05-29,-2.7155
2019-05-28,-0.7305
2019-05-24,-2.2465
2019-05-23,-2.1797
2019-05-22,-0.0130
2019-05-21,0.3221
2019-05-20,-2.5948
2019-05-17,-3.0818
2019-05-16,-1.4926
2019-05-15,-3.2379
2019-05-14,-3.8243
2019-05-13,-4.3559
2019-05-10,-1.7931
2019-05-09,-1.2046
2019-05-08,-1.3934
2019-05-07,-1.9937
2019-05-06,1.0728
2019-05-03,-0.0570
2019-05-02,0.3451
2019-05-01,-3.1556
2019-04-30,-2.5226
2019-04-29,-3.6716
2019-04-26,-3.0185
2019-04-25,-3.0695
2019-04-24,-1.5199
2019-04-23,-2.0573
2019-04-22,-3.0639
2019-04-18,-1.7159
2019-04-17,-3.1470
2019-04-16,1.4965
2019-04-15,0.4187
2019-04-12,2.3033
2019-04-11,2.7587
2019-04-10,2.7147
2019-04-09,1.3479
2019-04-08,3.0249
2019-04-05,2.7465
2019-04-04,0.9474
2019-04-03,2.8868
2019-04-02,1.7866
2019-04-01,2.2038
2019-03-29,1.1977
2019-03-28,0.8142
2019-03-27,0.4908
2019-03-26,1.4030
2019-03-25,1.0675
2019-03-22,3.2275
2019-03-21,4.4917
2019-03-20,1.9127
2019-03-19,1.8930
2019-03-18,1.2858
2019-03-15,0.1652
2019-03-14,0.4778
2019-03-13,-0.4383
2019-03-12,-1.0306
2019-03-11,-1.2548
2019-03-08,-2.9874
2019-03-07,-1.7992
2019-03-06,-0.7391
2019-03-05,-0.5912
2019-03-04,0.2898
2019-03-01,1.9930
2019-02-28,0.4436
2019-02-27,2.2933
2019-02-26,4.2764
2019-02-25,4.3004
2019-02-22,4.5499
2019-02-21,2.3069
2019-02-20,3.0075
2019-02-19,3.8057
2019-02-15,4.1440
2019-02-14,2.7293
2019-02-13,3.5430
2019-02-12,2.4743
2019-02-11,0.9678
2019-02-08,0.9824
2019-02-07,1.6826
2019-02-06,2.5811
2019-02-05,10.6350
2019-02-04,9.1827
2019-02-01,9.7471
2019-01-31,10.5246
2019-01-30,10.3919
2019-01-29,11.5790
2019-01-28,10.5467
2019-01-25,10.0008
2019-01-24,9.8103
2019-01-23,10.8988
2019-01-22,3.6987
2019-01-18,5.5404
2019-01-17,8.2189
2019-01-16,5.5638
2019-01-15,7.0907
2019-01-14,6.5115
2019-01-11,6.7499
2019-01-10,9.3366
2019-01-09,12.1967
2019-01-08,8.0133
2019-01-07,4.5390
2019-01-04,0.7644
2019-01-03,-3.2062
2019-01-02,-0.7666
2018-12-31,-5.1960
2018-12-28,-6.3779
2018-12-27,-6.0911
2018-12-26,-7.8584
2018-12-24,-11.1946
2018-12-21,-7.0387
2018-12-20,-8.7886
2018-12-19,-4.2516
2018-12-18,-6.9109
2018-12-17,-6.5744
2018-12-14,-1.3006
2018-12-13,-1.8455
2018-12-12,0.9414
2018-12-11,1.1124
2018-12-10,3.3621
2018-12-07,0.6494
2018-12-06,5.7253
2018-12-04,1.0722
2018-12-03,3.0764
2018-11-30,2.3304
2018-11-29,1.0649
2018-11-28,1.7875
2018-11-27,-0.7196
2018-11-26,-3.2216
2018-11-23,-5.0170
2018-11-21,-3.8138
2018-11-20,-3.5970
2018-11-19,1.4834
2018-11-16,6.4381
2018-11-15,5.2686
2018-11-14,5.4575
2018-11-13,6.0465
2018-11-12,2.3391
2018-11-09,0.2581
2018-11-08,-1.1862
2018-11-07,-1.8631
2018-11-06,-6.1657
2018-11-05,-7.6604
2018-11-02,-10.4028
2018-11-01,-10.5094
2018-10-31,-13.8903
2018-10-30,-20.4796
2018-10-29,-15.2271
2018-10-26,-11.4022
2018-10-25,-9.0419
2018-10-24,-10.8487
2018-10-23,-10.8870
2018-10-22,-12.3795
2018-10-19,-13.3731
2018-10-18,-13.7202
2018-10-17,-12.5114
2018-10-16,-5.6130
2018-10-15,-7.7582
2018-10-12,-6.8514
2018-10-11,-8.2376
2018-10-10,-5.8835
2018-10-09,-1.1215
2018-10-08,-1.0931
2018-10-05,-1.5329
2018-10-04,0.1059
2018-10-03,2.7908
2018-10-02,3.4935
2018-10-01,3.4203
2018-09-28,1.9416
2018-09-27,1.7120
2018-09-26,3.4386
2018-09-25,1.6520
2018-09-24,3.0072
2018-09-21,4.0564
2018-09-20,3.2516
2018-09-19,1.6364
2018-09-18,1.9769
2018-09-17,0.9967
2018-09-14,1.6446
2018-09-13,0.9557
2018-09-12,-0.0136
2018-09-11,-0.1363
2018-09-10,-0.2671
2018-09-07,0.0550
2018-09-06,0.7918
2018-09-05,0.4727
2018-09-04,-0.5665
2018-08-31,0.2876
2018-08-30,0.4059
2018-08-29,2.5224
2018-08-28,2.2531
2018-08-27,2.7889
2018-08-24,1.0797
2018-08-23,0.4145
2018-08-22,-0.0510
2018-08-21,0.3694
2018-08-20,1.4167
2018-08-17,-0.0379
2018-08-16,2.7673
2018-08-15,1.3733
2018-08-14,-0.0106
2018-08-13,-0.8470
2018-08-10,0.6179
2018-08-09,-0.2522
2018-08-08,0.1841
2018-08-07,0.4304
2018-08-06,0.2265
2018-08-03,0.9224
2018-08-02,-4.2080
2018-08-01,-0.7058
2018-07-31,1.0036
2018-07-30,0.0206
2018-07-27,-0.5141
2018-07-26,0.1775
2018-07-25,1.1591
2018-07-24,1.1540
2018-07-23,0.9073
2018-07-20,2.7162
2018-07-19,5.5222
2018-07-18,3.5466
2018-07-17,2.5955
2018-07-16,4.1231
2018-07-13,4.1845
2018-07-12,6.5246
2018-07-11,4.2134
2018-07-10,4.2654
2018-07-09,2.2013
2018-07-06,0.8708
2018-07-05,-0.8413
2018-07-03,-3.0090
2018-07-02,-3.1977
2018-06-29,-3.9136
2018-06-28,-3.5537
2018-06-27,-6.0608
2018-06-26,-5.3040
2018-06-25,-5.3145
2018-06-22,-3.3256
2018-06-21,-2.8275
2018-06-20,-1.4374
2018-06-19,0.1392
2018-06-18,1.0067
2018-06-15,2.4234
2018-06-14,2.7528
2018-06-13,2.6153
2018-06-12,4.0008
2018-06-11,2.0468
2018-06-08,1.4368
2018-06-07,0.4769
2018-06-06,-0.2619
2018-06-05,-1.2303
2018-06-04,-0.7218
2018-06-01,-1.7647
2018-05-31,-2.2955
2018-05-30,-0.7792
2018-05-29,-2.1344
2018-05-25,-0.3469
2018-05-24,-0.1179
2018-05-23,1.4445
2018-05-22,2.5785
2018-05-21,2.7033
2018-05-18,1.2203
2018-05-17,2.8881
2018-05-16,2.6481
2018-05-15,0.2224
2018-05-14,0.6406
2018-05-11,-0.5142
2018-05-10,-0.6080
2018-05-09,-1.2060
2018-05-08,-1.7587
2018-05-07,-1.8100
2018-05-04,-0.6832
2018-05-03,-3.8659
2018-05-02,-4.2610
2018-05-01,-9.8875
2018-04-30,-8.1892
2018-04-27,-6.5280
2018-04-26,-7.1804
2018-04-25,-6.0633
2018-04-24,-6.3260
2018-04-23,-4.4731
2018-04-20,-3.7657
2018-04-19,-4.1096
2018-04-18,-3.4583
2018-04-17,7.3807
2018-04-16,5.2109
2018-04-13,2.1378
2018-04-12,3.6389
2018-04-11,2.2711
2018-04-10,1.3171
2018-04-09,2.5522
2018-04-06,-0.9994
2018-04-05,-1.6976
2018-04-04,-1.3316
2018-04-03,-4.7664
2018-04-02,-6.3584
2018-03-29,-3.8719
2018-03-28,-3.5416
2018-03-27,-4.6510
2018-03-26,-4.2993
2018-03-23,-6.5407
2018-03-22,-2.6375
2018-03-21,-1.0296
2018-03-20,0.3082
2018-03-19,0.2549
2018-03-16,3.7349
2018-03-15,3.7709
2018-03-14,1.4696
2018-03-13,1.7694
2018-03-12,1.0594
2018-03-09,2.4370
2018-03-08,1.9781
2018-03-07,2.8319
2018-03-06,0.3609
2018-03-05,0.4930
2018-03-02,-0.9743
2018-03-01,-0.6139
2018-02-28,3.3698
2018-02-27,3.4016
2018-02-26,6.0665
2018-02-23,5.3730
2018-02-22,0.5764
2018-02-21,0.1189
2018-02-20,2.7581
2018-02-16,-0.7940
2018-02-15,-2.9584
2018-02-14,-4.5004
2018-02-13,-6.9294
2018-02-12,-8.3101
2018-02-09,-9.7469
2018-02-08,-9.8991
2018-02-07,-6.9662
2018-02-06,-6.5624
2018-02-05,-6.1931
2018-02-02,-2.0570
2018-02-01,-3.9735
2018-01-31,-2.9351
2018-01-30,-0.1404
2018-01-29,2.2435
2018-01-26,1.9123
2018-01-25,0.7857
2018-01-24,0.9400
2018-01-23,1.7006
2018-01-22,0.0677
2018-01-19,0.4143
2018-01-18,6.7070
2018-01-17,9.3355
2018-01-16,6.7983
2018-01-12,5.9076
2018-01-11,7.2292
2018-01-10,7.4266
2018-01-09,7.4295
2018-01-08,7.9010
2018-01-05,6.2373
2018-01-04,5.5276
2018-01-03,3.3653
2018-01-02,1.1475
2017-12-29,-0.3766
2017-12-28,0.0845
2017-12-27,-2.3032
2017-12-26,-1.6601
2017-12-22,-1.4922
2017-12-21,-1.3479
2017-12-20,-0.7463
2017-12-19,-1.3647
2017-12-18,-2.0005
2017-12-15,-1.4603
2017-12-14,0.0195
2017-12-13,0.2345
2017-12-12,2.8006
2017-12-11,2.2569
2017-12-08,1.9560
2017-12-07,1.1860
2017-12-06,1.4149
2017-12-05,3.2157
2017-12-04,5.0279
2017-12-01,3.7822
2017-11-30,4.6703
2017-11-29,3.1298
2017-11-28,2.7426
2017-11-27,1.8906
2017-11-24,1.0246
2017-11-22,1.1313
2017-11-21,1.3984
2017-11-20,0.7770
2017-11-17,-0.7410
2017-11-16,-1.7879
2017-11-15,-3.5460
2017-11-14,-2.3913
2017-11-13,-2.9016
2017-11-10,-1.9725
2017-11-09,-1.1719
2017-11-08,-1.2541
2017-11-07,-2.9061
2017-11-06,-5.4591
2017-11-03,-6.4725
2017-11-02,-4.6924
2017-11-01,-3.4476
2017-10-31,5.1317
2017-10-30,5.1284
2017-10-27,4.4731
2017-10-26,4.4685
2017-10-25,3.9798
2017-10-24,4.9697
2017-10-23,8.2502
2017-10-20,10.6431
2017-10-19,9.6647
2017-10-18,8.9091
2017-10-17,-0.1635
2017-10-16,0.1159
2017-10-13,1.3923
2017-10-12,0.9405
2017-10-11,1.3456
2017-10-10,1.3237
2017-10-09,1.0420
2017-10-06,0.9302
2017-10-05,1.0051
2017-10-04,0.4113
2017-10-03,1.6552
2017-10-02,1.4597
2017-09-29,0.1795
2017-09-28,0.0825
2017-09-27,-0.2260
2017-09-26,0.5488
2017-09-25,0.6972
2017-09-22,1.8814
2017-09-21,1.6515
2017-09-20,1.4323
2017-09-19,0.9438
2017-09-18,0.3262
2017-09-15,1.2515
2017-09-14,2.0903
2017-09-13,1.9911
2017-09-12,2.2805
2017-09-11,0.7792
2017-09-08,-0.3428
2017-09-07,0.5347
2017-09-06,1.9928
2017-09-05,1.9312
2017-09-01,3.1353
2017-08-31,1.6560
2017-08-30,0.0421
2017-08-29,0.7531
2017-08-28,0.1335
2017-08-25,1.3395
2017-08-24,0.7755
2017-08-23,0.2610
2017-08-22,-0.7740
2017-08-21,-1.1562
2017-08-18,-2.7455
2017-08-17,-1.9007
2017-08-16,-0.3087
2017-08-15,-1.1909
2017-08-14,-0.5860
2017-08-11,-0.6604
2017-08-10,-1.1945
2017-08-09,-1.4403
2017-08-08,-1.7648
2017-08-07,-1.7261
2017-08-04,-1.3054
2017-08-03,-1.8421
2017-08-02,-2.0877
2017-08-01,-5.6494
2017-07-31,-5.4506
2017-07-28,-6.4510
2017-07-27,-5.5718
2017-07-26,-5.4262
2017-07-25,-4.5695
2017-07-24,-4.8429
2017-07-21,-3.8316
2017-07-20,-3.0848
2017-07-19,-3.9956
2017-07-18,-1.0156
2017-07-17,-0.5331
2017-07-14,0.0714
2017-07-13,-1.0881
2017-07-12,-0.6785
2017-07-11,-1.3142
2017-07-10,-0.4477
2017-07-07,-0.9456
2017-07-06,-0.9298
2017-07-05,-0.8261
2017-07-03,0.4779
2017-06-30,-0.9976
2017-06-29,-0.0584
2017-06-28,0.9817
2017-06-27,0.3241
2017-06-26,0.0322
2017-06-23,0.0065
2017-06-22,1.5122
2017-06-21,1.8612
2017-06-20,1.6932
2017-06-19,1.5944
2017-06-16,2.1901
2017-06-15,1.0153
2017-06-14,0.7731
2017-06-13,1.6608
2017-06-12,1.7641
2017-06-09,0.5875
2017-06-08,-0.2688
2017-06-07,-0.6907
2017-06-06,-0.1769
2017-06-05,0.2829
2017-06-02,0.8423
2017-06-01,1.1529
2017-05-31,-0.6832
2017-05-30,0.1452
2017-05-26,1.4099
2017-05-25,1.6927
2017-05-24,0.8331
2017-05-23,-0.0526
2017-05-22,-0.2549
2017-05-19,-1.0192
2017-05-18,-4.2704
2017-05-17,-3.9214
2017-05-16,-2.4599
2017-05-15,-3.6797
2017-05-12,-5.2692
2017-05-11,-5.1106
2017-05-10,-4.5779
2017-05-09,-4.2328
2017-05-08,-3.8694
2017-05-05,-3.3234
2017-05-04,-2.0025
2017-05-03,-1.8925
2017-05-02,-6.4393
2017-05-01,-7.1654
2017-04-28,-5.4504
2017-04-27,-6.0588
2017-04-26,-6.1672
2017-04-25,-6.3143
2017-04-24,-6.6167
2017-04-21,-6.9991
2017-04-20,-6.1199
2017-04-19,-7.3516
2017-04-18,-2.5501
2017-04-17,-1.7457
2017-04-13,-2.4905
2017-04-12,-1.8857
2017-04-11,-2.2520
2017-04-10,-1.4790
2017-04-07,-0.9722
2017-04-06,-1.3557
2017-04-05,-1.0871
2017-04-04,0.3681
2017-04-03,-0.6830
2017-03-31,-0.8597
2017-03-30,-1.9070
2017-03-29,-1.0636
2017-03-28,-0.6886
2017-03-27,-1.5244
2017-03-24,-2.2493
2017-03-23,-1.3320
2017-03-22,-2.6024
2017-03-21,-3.6035
2017-03-20,-2.6431
2017-03-17,-2.4438
2017-03-16,-1.8224
2017-03-15,-3.3746
2017-03-14,-2.2801
2017-03-13,-1.6388
2017-03-10,-1.9410
2017-03-09,-2.4608
2017-03-08,-0.9384
2017-03-07,0.0666
2017-03-06,-0.1107
2017-03-03,-0.7606
2017-03-02,-0.6330
2017-03-01,1.0104
2017-02-28,0.2565
2017-02-27,0.4030
2017-02-24,2.3362
2017-02-23,3.1106
2017-02-22,2.3140
2017-02-21,3.3166
2017-02-17,3.5751
2017-02-16,4.7496
2017-02-15,5.0684
2017-02-14,4.0348
2017-02-13,2.8358
2017-02-10,1.5792
2017-02-09,-0.0234
2017-02-08,-0.4038
2017-02-07,1.4554
2017-02-06,2.8241
2017-02-03,3.0900
2017-02-02,4.6580
2017-02-01,4.4904
2017-01-31,3.9490
2017-01-30,5.0556
2017-01-27,5.5671
2017-01-26,6.5037
2017-01-25,7.7151
2017-01-24,4.9210
2017-01-23,0.8848
2017-01-20,1.0966
2017-01-19,-1.4475
2017-01-18,-0.2333
2017-01-17,1.1446
2017-01-13,0.4442
2017-01-12,1.0590
2017-01-11,0.3650
2017-01-10,-0.7138
2017-01-09,0.3532
2017-01-06,1.3148
2017-01-05,0.6563
2017-01-04,1.5479
2017-01-03,0.2759
2016-12-30,-1.2082
2016-12-29,-1.1335
2016-12-28,-1.2478
2016-12-27,0.9909
2016-12-23,0.1141
2016-12-22,1.0281
2016-12-21,1.5414
2016-12-20,4.5214
2016-12-19,4.2793
2016-12-16,4.1932
2016-12-15,5.1308
2016-12-14,3.8775
2016-12-13,2.9108
2016-12-12,0.5957
2016-12-09,2.0718
2016-12-08,2.0867
2016-12-07,1.3033
2016-12-06,-1.4868
2016-12-05,-0.3429
2016-12-02,0.1377
2016-12-01,0.3327
2016-11-30,2.2373
