time,APO
2021-05-18,3.1324
2021-05-17,3.2245
2021-05-14,3.3944
2021-05-13,3.5166
2021-05-12,3.5976
2021-05-11,3.7742
2021-05-10,3.8507
2021-05-07,3.8635
2021-05-06,4.0505
2021-05-05,3.7911
2021-05-04,3.2784
2021-05-03,2.7621
2021-04-30,2.3154
2021-04-29,2.0483
2021-04-28,1.6068
2021-04-27,1.4312
2021-04-26,1.4161
2021-04-23,1.3411
2021-04-22,1.2545
2021-04-21,1.1858
2021-04-20,1.1390
2021-04-19,1.1350
2021-04-16,1.3261
2021-04-15,1.5745
2021-04-14,2.0461
2021-04-13,2.5311
2021-04-12,2.9096
2021-04-09,3.0884
2021-04-08,3.1477
2021-04-07,3.2964
2021-04-06,3.3306
2021-04-05,3.5215
2021-04-01,3.4762
2021-03-31,3.4521
2021-03-30,3.5254
2021-03-29,3.4784
2021-03-26,3.4169
2021-03-25,3.3321
2021-03-24,3.1447
2021-03-23,3.0827
2021-03-22,2.8737
2021-03-19,2.4789
2021-03-18,2.2505
2021-03-17,1.8514
2021-03-16,1.5195
2021-03-15,1.1510
2021-03-12,1.0268
2021-03-11,1.0428
2021-03-10,0.9011
2021-03-09,0.7104
2021-03-08,0.5703
2021-03-05,0.4934
2021-03-04,0.3650
2021-03-03,0.3390
2021-03-02,0.3987
2021-03-01,0.5368
2021-02-26,0.3566
2021-02-25,0.2784
2021-02-24,0.0987
2021-02-23,-0.2067
2021-02-22,-0.4908
2021-02-19,-0.8424
2021-02-18,-1.1754
2021-02-17,-1.4798
2021-02-16,-1.8488
2021-02-12,-2.1719
2021-02-11,-2.3746
2021-02-10,-2.4854
2021-02-09,-2.8315
2021-02-08,-3.2290
2021-02-05,-2.7281
2021-02-04,-2.2493
2021-02-03,-1.8432
2021-02-02,-1.4075
2021-02-01,-0.9217
2021-01-29,-0.5989
2021-01-28,-0.0706
2021-01-27,0.3090
2021-01-26,0.6106
2021-01-25,0.9415
2021-01-22,1.4173
2021-01-21,1.7593
2021-01-20,1.4794
2021-01-19,1.3600
2021-01-15,1.1226
2021-01-14,0.9045
2021-01-13,0.7628
2021-01-12,0.6094
2021-01-11,0.4322
2021-01-08,0.2278
2021-01-07,0.0548
2021-01-06,0.0148
2021-01-05,-0.0802
2021-01-04,-0.0603
2020-12-31,0.0547
2020-12-30,0.0756
2020-12-29,0.2932
2020-12-28,0.5673
2020-12-24,0.9370
2020-12-23,1.2131
2020-12-22,1.4314
2020-12-21,1.8678
2020-12-18,2.1489
2020-12-17,2.3285
2020-12-16,2.4024
2020-12-15,2.5711
2020-12-14,2.8729
2020-12-11,3.2273
2020-12-10,3.6550
2020-12-09,3.7101
2020-12-08,3.5333
2020-12-07,3.4469
2020-12-04,3.4506
2020-12-03,3.4942
2020-12-02,3.5906
2020-12-01,3.5044
2020-11-30,3.2046
2020-11-27,3.0748
2020-11-25,2.9829
2020-11-24,2.6731
2020-11-23,1.9143
2020-11-20,1.3418
2020-11-19,0.7264
2020-11-18,0.2164
2020-11-17,-0.3345
2020-11-16,-1.0606
2020-11-13,-2.0033
2020-11-12,-3.1476
2020-11-11,-3.7393
2020-11-10,-4.2569
2020-11-09,-4.5581
2020-11-06,-4.7488
2020-11-05,-4.8920
2020-11-04,-4.9295
2020-11-03,-4.3237
2020-11-02,-3.7930
2020-10-30,-3.2036
2020-10-29,-2.4782
2020-10-28,-1.7336
2020-10-27,-0.8254
2020-10-26,-0.0073
2020-10-23,0.9164
2020-10-22,1.1699
2020-10-21,1.3177
2020-10-20,1.5449
2020-10-19,1.6104
2020-10-16,1.4465
2020-10-15,1.3323
2020-10-14,1.1568
2020-10-13,1.0269
2020-10-12,0.7154
2020-10-09,0.2122
2020-10-08,-0.3738
2020-10-07,-0.8385
2020-10-06,-1.0610
2020-10-05,-1.1020
2020-10-02,-0.9936
2020-10-01,-0.8661
2020-09-30,-0.8846
2020-09-29,-0.9763
2020-09-28,-1.0087
2020-09-25,-1.1257
2020-09-24,-1.0582
2020-09-23,-1.0603
2020-09-22,-1.0038
2020-09-21,-0.8920
2020-09-18,-0.5250
2020-09-17,-0.6005
2020-09-16,-0.7579
2020-09-15,-0.7890
2020-09-14,-0.7218
2020-09-11,-0.6597
2020-09-10,-0.5260
2020-09-09,-0.3060
2020-09-08,-0.2616
2020-09-04,-0.1416
2020-09-03,-0.0137
2020-09-02,0.0384
2020-09-01,-0.0442
2020-08-31,0.0407
2020-08-28,0.1255
2020-08-27,0.2117
2020-08-26,0.2764
2020-08-25,0.4570
2020-08-24,0.4745
2020-08-21,0.4631
2020-08-20,0.5285
2020-08-19,0.6484
2020-08-18,0.7177
2020-08-17,0.7040
2020-08-14,0.7291
2020-08-13,0.9558
2020-08-12,1.0786
2020-08-11,1.2577
2020-08-10,1.3323
2020-08-07,1.5062
2020-08-06,1.8730
2020-08-05,2.0255
2020-08-04,2.2502
2020-08-03,2.4567
2020-07-31,2.5920
2020-07-30,2.7863
2020-07-29,2.7427
2020-07-28,2.4794
2020-07-27,2.1505
2020-07-24,1.5457
2020-07-23,1.0822
2020-07-22,0.5287
2020-07-21,0.1971
2020-07-20,-0.0843
2020-07-17,-0.3357
2020-07-16,-0.7494
2020-07-15,-1.2487
2020-07-14,-1.9890
2020-07-13,-2.4231
2020-07-10,-2.8822
2020-07-09,-3.1277
2020-07-08,-3.0890
2020-07-07,-2.9975
2020-07-06,-2.7949
2020-07-02,-2.6710
2020-07-01,-2.4966
2020-06-30,-2.3938
2020-06-29,-2.2521
2020-06-26,-2.3439
2020-06-25,-1.6637
2020-06-24,-0.8877
2020-06-23,0.1857
2020-06-22,1.0574
2020-06-19,1.6727
2020-06-18,2.2861
2020-06-17,2.5165
2020-06-16,2.6090
2020-06-15,2.6562
2020-06-12,2.8508
2020-06-11,3.0915
2020-06-10,3.2429
2020-06-09,2.8026
2020-06-08,2.3350
2020-06-05,1.7717
2020-06-04,1.1750
2020-06-03,0.8366
2020-06-02,0.2128
2020-06-01,-0.2743
2020-05-29,-0.7037
2020-05-28,-0.7878
2020-05-27,-0.6384
2020-05-26,-0.6032
2020-05-22,-0.5423
2020-05-21,-0.2206
2020-05-20,-0.0460
2020-05-19,-0.1551
2020-05-18,-0.1356
2020-05-15,0.0610
2020-05-14,0.6729
2020-05-13,1.2601
2020-05-12,1.8704
2020-05-11,2.4959
2020-05-08,2.7259
2020-05-07,2.9550
2020-05-06,2.9180
2020-05-05,3.0408
2020-05-04,3.3065
2020-05-01,3.1883
2020-04-30,3.4515
2020-04-29,3.9273
2020-04-28,4.4342
2020-04-27,5.0264
2020-04-24,5.3497
2020-04-23,5.3491
2020-04-22,5.3650
2020-04-21,5.1381
2020-04-20,4.9699
2020-04-17,4.5235
2020-04-16,4.0115
2020-04-15,3.5760
2020-04-14,2.9355
2020-04-13,2.1371
2020-04-09,0.9394
2020-04-08,-0.4279
2020-04-07,-2.2364
2020-04-06,-4.0155
2020-04-03,-5.3618
2020-04-02,-6.3078
2020-04-01,-7.3746
2020-03-31,-8.8073
2020-03-30,-10.0168
2020-03-27,-11.7129
2020-03-26,-12.3371
2020-03-25,-12.6896
2020-03-24,-13.2471
2020-03-23,-13.1609
2020-03-20,-12.7050
2020-03-19,-12.0070
2020-03-18,-11.7551
2020-03-17,-11.3012
2020-03-16,-11.1814
2020-03-13,-10.6714
2020-03-12,-10.0328
2020-03-11,-8.8930
2020-03-10,-7.8871
2020-03-09,-6.8246
2020-03-06,-5.2432
2020-03-05,-4.0442
2020-03-04,-2.9444
2020-03-03,-2.0002
2020-03-02,-0.7069
2020-02-28,0.4013
2020-02-27,1.5057
2020-02-26,2.7046
2020-02-25,3.6409
2020-02-24,4.6277
2020-02-21,5.4680
2020-02-20,5.7701
2020-02-19,5.8281
2020-02-18,5.7386
2020-02-14,5.2094
2020-02-13,4.7914
2020-02-12,4.3989
2020-02-11,3.9178
2020-02-10,3.6113
2020-02-07,3.3848
2020-02-06,3.2950
2020-02-05,2.8911
2020-02-04,2.3781
2020-02-03,2.0953
2020-01-31,1.8209
2020-01-30,1.5653
2020-01-29,1.5885
2020-01-28,1.6160
2020-01-27,1.5889
2020-01-24,1.5099
2020-01-23,1.2996
2020-01-22,1.0046
2020-01-21,0.6588
2020-01-17,0.5814
2020-01-16,0.4430
2020-01-15,0.2392
2020-01-14,0.2528
2020-01-13,0.3081
2020-01-10,0.3395
2020-01-09,0.3994
2020-01-08,0.4375
2020-01-07,0.4157
2020-01-06,0.4413
2020-01-03,0.4205
2020-01-02,0.3610
2019-12-31,0.3170
2019-12-30,0.4018
2019-12-27,0.4494
2019-12-26,0.3868
2019-12-24,0.3427
2019-12-23,0.2505
2019-12-20,0.0697
2019-12-19,-0.1211
2019-12-18,-0.3013
2019-12-17,-0.4243
2019-12-16,-0.5068
2019-12-13,-0.6306
2019-12-12,-0.6605
2019-12-11,-0.6479
2019-12-10,-0.6779
2019-12-09,-0.6835
2019-12-06,-0.6782
2019-12-05,-0.6109
2019-12-04,-0.4727
2019-12-03,-0.3921
2019-12-02,-0.3257
2019-11-29,-0.2173
2019-11-27,-0.1003
2019-11-26,0.0438
2019-11-25,0.3151
2019-11-22,0.5195
2019-11-21,0.7410
2019-11-20,0.7035
2019-11-19,0.6487
2019-11-18,0.4463
2019-11-15,0.1207
2019-11-14,-0.0692
2019-11-13,-0.2919
2019-11-12,-0.3629
2019-11-11,-0.5849
2019-11-08,-0.9349
2019-11-07,-1.3098
2019-11-06,-1.7037
2019-11-05,-2.2200
2019-11-04,-2.6645
2019-11-01,-3.0298
2019-10-31,-2.8540
2019-10-30,-2.5536
2019-10-29,-2.3201
2019-10-28,-2.0066
2019-10-25,-1.8580
2019-10-24,-1.8119
2019-10-23,-1.7784
2019-10-22,-1.5774
2019-10-21,-1.2660
2019-10-18,-1.0020
2019-10-17,-0.8064
2019-10-16,-0.4955
2019-10-15,-0.3762
2019-10-14,-0.3503
2019-10-11,-0.2166
2019-10-10,-0.1417
2019-10-09,0.0275
2019-10-08,0.3312
2019-10-07,0.6253
2019-10-04,0.9090
2019-10-03,1.1504
2019-10-02,1.4673
2019-10-01,1.8454
2019-09-30,2.2433
2019-09-27,2.4463
2019-09-26,2.7217
2019-09-25,3.1108
2019-09-24,3.3056
2019-09-23,3.4610
2019-09-20,3.6800
2019-09-19,3.6401
2019-09-18,3.3007
2019-09-17,3.1204
2019-09-16,2.8443
2019-09-13,2.3177
2019-09-12,1.7275
2019-09-11,1.0217
2019-09-10,0.2901
2019-09-09,-0.3799
2019-09-06,-1.0592
2019-09-05,-1.6901
2019-09-04,-2.2522
2019-09-03,-2.7705
2019-08-30,-3.3415
2019-08-29,-3.9734
2019-08-28,-4.2966
2019-08-27,-4.6619
2019-08-26,-4.8342
2019-08-23,-4.7235
2019-08-22,-4.7552
2019-08-21,-4.6625
2019-08-20,-4.5785
2019-08-19,-4.0556
2019-08-16,-3.3982
2019-08-15,-2.7826
2019-08-14,-1.9925
2019-08-13,-1.0817
2019-08-12,-0.3257
2019-08-09,0.4040
2019-08-08,1.0415
2019-08-07,1.6062
2019-08-06,2.2267
2019-08-05,2.8461
2019-08-02,3.4441
2019-08-01,3.4350
2019-07-31,3.3583
2019-07-30,3.3090
2019-07-29,3.1791
2019-07-26,2.9322
2019-07-25,2.6726
2019-07-24,2.3952
2019-07-23,2.2442
2019-07-22,2.1252
2019-07-19,2.0197
2019-07-18,1.8612
2019-07-17,1.6537
2019-07-16,1.5736
2019-07-15,1.5559
2019-07-12,1.5754
2019-07-11,1.6245
2019-07-10,1.7487
2019-07-09,2.0120
2019-07-08,2.3270
2019-07-05,2.4228
2019-07-03,2.4467
2019-07-02,2.3575
2019-07-01,2.2727
2019-06-28,2.2326
2019-06-27,2.0928
2019-06-26,1.9953
2019-06-25,1.8618
2019-06-24,1.6695
2019-06-21,1.3356
2019-06-20,1.0038
2019-06-19,0.7862
2019-06-18,0.4119
2019-06-17,-0.1256
2019-06-14,-0.4613
2019-06-13,-0.8250
2019-06-12,-1.1521
2019-06-11,-1.4158
2019-06-10,-1.7044
2019-06-07,-1.6963
2019-06-06,-1.6624
2019-06-05,-1.6654
2019-06-04,-1.6594
2019-06-03,-1.6089
2019-05-31,-1.4818
2019-05-30,-1.4152
2019-05-29,-1.5601
2019-05-28,-1.4308
2019-05-24,-1.3649
2019-05-23,-1.2626
2019-05-22,-1.3513
2019-05-21,-1.3712
2019-05-20,-1.4145
2019-05-17,-1.4383
2019-05-16,-1.3572
2019-05-15,-1.3191
2019-05-14,-1.3409
2019-05-13,-1.3009
2019-05-10,-1.2341
2019-05-09,-1.2387
2019-05-08,-1.1974
2019-05-07,-1.2903
2019-05-06,-1.2251
2019-05-03,-1.2882
2019-05-02,-0.9686
2019-05-01,-0.7287
2019-04-30,-0.4645
2019-04-29,-0.2325
2019-04-26,-0.0614
2019-04-25,0.0935
2019-04-24,0.3263
2019-04-23,0.5179
2019-04-22,0.6853
2019-04-18,0.9709
2019-04-17,1.1790
2019-04-16,1.4519
2019-04-15,1.4155
2019-04-12,1.4206
2019-04-11,1.3633
2019-04-10,1.3381
2019-04-09,1.2505
2019-04-08,1.1932
2019-04-05,1.1922
2019-04-04,1.1144
2019-04-03,1.0772
2019-04-02,0.9808
2019-04-01,0.8653
2019-03-29,0.7077
2019-03-28,0.6459
2019-03-27,0.6009
2019-03-26,0.5245
2019-03-25,0.2787
2019-03-22,0.1251
2019-03-21,0.0308
2019-03-20,-0.0331
2019-03-19,0.0515
2019-03-18,0.1613
2019-03-15,0.2305
2019-03-14,0.3444
2019-03-13,0.5326
2019-03-12,0.7225
2019-03-11,0.9386
2019-03-08,1.0801
2019-03-07,1.3164
2019-03-06,1.5872
2019-03-05,1.7676
2019-03-04,1.8347
2019-03-01,1.9854
2019-02-28,2.0139
2019-02-27,2.2361
2019-02-26,2.3727
2019-02-25,2.5051
2019-02-22,2.7533
2019-02-21,2.9599
2019-02-20,3.2270
2019-02-19,3.3956
2019-02-15,3.5515
2019-02-14,3.7566
2019-02-13,4.0319
2019-02-12,4.3160
2019-02-11,4.6523
2019-02-08,5.0898
2019-02-07,5.4950
2019-02-06,5.3472
2019-02-05,5.2439
2019-02-04,5.0486
2019-02-01,4.8961
2019-01-31,4.8887
2019-01-30,4.7004
2019-01-29,4.5198
2019-01-28,4.2675
2019-01-25,3.9462
2019-01-24,3.5986
2019-01-23,3.0943
2019-01-22,2.5070
2019-01-18,1.9773
2019-01-17,1.5492
2019-01-16,1.0756
2019-01-15,0.6310
2019-01-14,0.1028
2019-01-11,-0.4610
2019-01-10,-1.3850
2019-01-09,-2.0924
2019-01-08,-2.5663
2019-01-07,-2.8531
2019-01-04,-2.9928
2019-01-03,-3.1257
2019-01-02,-2.8300
2018-12-31,-2.5959
2018-12-28,-2.2502
2018-12-27,-1.9848
2018-12-26,-1.7633
2018-12-24,-1.5680
2018-12-21,-0.9481
2018-12-20,-0.5889
2018-12-19,-0.0785
2018-12-18,0.1903
2018-12-17,0.2920
2018-12-14,0.5037
2018-12-13,0.4659
2018-12-12,0.4562
2018-12-11,0.4110
2018-12-10,0.4247
2018-12-07,0.3875
2018-12-06,0.5914
2018-12-04,0.6106
2018-12-03,0.5570
2018-11-30,0.2678
2018-11-29,0.0290
2018-11-28,-0.2252
2018-11-27,-0.3399
2018-11-26,-0.3451
2018-11-23,-0.3807
2018-11-21,-0.5353
2018-11-20,-1.2095
2018-11-19,-1.9886
2018-11-16,-2.7913
2018-11-15,-3.6665
2018-11-14,-4.6379
2018-11-13,-5.4453
2018-11-12,-6.0040
2018-11-09,-6.4851
2018-11-08,-7.0671
2018-11-07,-7.4624
2018-11-06,-7.9378
2018-11-05,-8.3927
2018-11-02,-8.6190
2018-11-01,-8.5117
2018-10-31,-7.7990
2018-10-30,-7.2022
2018-10-29,-6.6509
2018-10-26,-6.3746
2018-10-25,-6.0406
2018-10-24,-5.4376
2018-10-23,-4.7780
2018-10-22,-4.1899
2018-10-19,-3.4421
2018-10-18,-2.5710
2018-10-17,-1.6505
2018-10-16,-0.8812
2018-10-15,-0.5408
2018-10-12,-0.0530
2018-10-11,0.4247
2018-10-10,0.7954
2018-10-09,1.1425
2018-10-08,1.4022
2018-10-05,1.6291
2018-10-04,1.6709
2018-10-03,1.6376
2018-10-02,1.5056
2018-10-01,1.3972
2018-09-28,1.3664
2018-09-27,1.2567
2018-09-26,1.1136
2018-09-25,0.9035
2018-09-24,0.7786
2018-09-21,0.6927
2018-09-20,0.6196
2018-09-19,0.5104
2018-09-18,0.5308
2018-09-17,0.4873
2018-09-14,0.5492
2018-09-13,0.5290
2018-09-12,0.4919
2018-09-11,0.5176
2018-09-10,0.4625
2018-09-07,0.5521
2018-09-06,0.6762
2018-09-05,0.7642
2018-09-04,0.8027
2018-08-31,0.8390
2018-08-30,0.7255
2018-08-29,0.5995
2018-08-28,0.3916
2018-08-27,0.3347
2018-08-24,0.2742
2018-08-23,0.1889
2018-08-22,0.2571
2018-08-21,0.3003
2018-08-20,0.3644
2018-08-17,0.1268
2018-08-16,-0.0802
2018-08-15,-0.1420
2018-08-14,-0.1207
2018-08-13,-0.0932
2018-08-10,0.0954
2018-08-09,0.2511
2018-08-08,0.4335
2018-08-07,0.5518
2018-08-06,0.7082
2018-08-03,1.0524
2018-08-02,1.1410
2018-08-01,1.2747
2018-07-31,1.5128
2018-07-30,1.6658
2018-07-27,1.8338
2018-07-26,1.8887
2018-07-25,1.8482
2018-07-24,1.7767
2018-07-23,1.5783
2018-07-20,1.3456
2018-07-19,0.9550
2018-07-18,0.4776
2018-07-17,0.1451
2018-07-16,-0.1241
2018-07-13,-0.5812
2018-07-12,-0.9425
2018-07-11,-1.3107
2018-07-10,-1.4710
2018-07-09,-1.5970
2018-07-06,-1.6165
2018-07-05,-1.5384
2018-07-03,-1.3571
2018-07-02,-1.1300
2018-06-29,-0.9343
2018-06-28,-0.6833
2018-06-27,-0.4241
2018-06-26,-0.1128
2018-06-25,0.1610
2018-06-22,0.3876
2018-06-21,0.4962
2018-06-20,0.5711
2018-06-19,0.5503
2018-06-18,0.4316
2018-06-15,0.2554
2018-06-14,0.1697
2018-06-13,0.0403
2018-06-12,0.0089
2018-06-11,-0.0321
2018-06-08,0.0210
2018-06-07,0.0999
2018-06-06,0.1590
2018-06-05,0.1580
2018-06-04,0.1726
2018-06-01,0.2088
2018-05-31,0.2481
2018-05-30,0.3495
2018-05-29,0.3932
2018-05-25,0.5112
2018-05-24,0.3867
2018-05-23,0.1529
2018-05-22,-0.4057
2018-05-21,-0.8586
2018-05-18,-1.4023
2018-05-17,-1.9118
2018-05-16,-2.2178
2018-05-15,-2.5308
2018-05-14,-2.6586
2018-05-11,-2.7344
2018-05-10,-2.9406
2018-05-09,-3.1740
2018-05-08,-3.2274
2018-05-07,-3.3050
2018-05-04,-3.3183
2018-05-03,-3.2666
2018-05-02,-2.4494
2018-05-01,-1.8567
2018-04-30,-1.2917
2018-04-27,-0.7322
2018-04-26,-0.4947
2018-04-25,-0.2499
2018-04-24,-0.1654
2018-04-23,-0.2665
2018-04-20,-0.1626
2018-04-19,0.0151
2018-04-18,-0.1680
2018-04-17,-0.3967
2018-04-16,-0.7809
2018-04-13,-1.0427
2018-04-12,-1.3586
2018-04-11,-1.5646
2018-04-10,-1.9751
2018-04-09,-2.1395
2018-04-06,-1.9410
2018-04-05,-1.7585
2018-04-04,-1.6356
2018-04-03,-1.4030
2018-04-02,-0.9960
2018-03-29,-0.6190
2018-03-28,-0.2973
2018-03-27,0.0743
2018-03-26,0.3837
2018-03-23,0.4761
2018-03-22,0.8591
2018-03-21,1.1012
2018-03-20,1.2551
2018-03-19,1.3336
2018-03-16,1.3886
2018-03-15,1.3455
2018-03-14,1.3245
2018-03-13,1.5381
2018-03-12,1.3713
2018-03-09,0.9545
2018-03-08,0.5775
2018-03-07,0.3660
2018-03-06,0.0652
2018-03-05,-0.1796
2018-03-02,-0.4847
2018-03-01,-0.9402
2018-02-28,-1.3608
2018-02-27,-1.8559
2018-02-26,-2.4766
2018-02-23,-3.0669
2018-02-22,-3.4669
2018-02-21,-3.8287
2018-02-20,-3.8292
2018-02-16,-3.7040
2018-02-15,-3.5363
2018-02-14,-3.3588
2018-02-13,-2.9541
2018-02-12,-2.3705
2018-02-09,-1.8917
2018-02-08,-1.2769
2018-02-07,-0.4432
2018-02-06,0.0616
2018-02-05,0.4920
2018-02-02,1.4123
2018-02-01,2.1164
2018-01-31,2.4559
2018-01-30,2.7420
2018-01-29,3.0525
2018-01-26,3.2580
2018-01-25,3.4248
2018-01-24,3.6497
2018-01-23,3.7832
2018-01-22,3.8479
2018-01-19,3.7686
2018-01-18,3.4917
2018-01-17,2.9786
2018-01-16,2.5471
2018-01-12,2.1962
2018-01-11,1.8174
2018-01-10,1.3589
2018-01-09,0.8888
2018-01-08,0.5318
2018-01-05,0.2124
2018-01-04,-0.0434
2018-01-03,-0.3094
2018-01-02,-0.3895
2017-12-29,-0.3441
2017-12-28,-0.1186
2017-12-27,0.0506
2017-12-26,0.2537
2017-12-22,0.3921
2017-12-21,0.6229
2017-12-20,0.9081
2017-12-19,1.2245
2017-12-18,1.4168
2017-12-15,1.5318
2017-12-14,1.6543
2017-12-13,1.6759
2017-12-12,1.6857
2017-12-11,1.5827
2017-12-08,1.4704
2017-12-07,1.3690
2017-12-06,1.2233
2017-12-05,0.9668
2017-12-04,0.6984
2017-12-01,0.2844
2017-11-30,0.0256
2017-11-29,-0.2982
2017-11-28,-0.6610
2017-11-27,-0.9917
2017-11-24,-1.2902
2017-11-22,-1.5614
2017-11-21,-1.5240
2017-11-20,-1.4583
2017-11-17,-1.2570
2017-11-16,-0.9690
2017-11-15,-0.6992
2017-11-14,-0.3739
2017-11-13,-0.1124
2017-11-10,0.1830
2017-11-09,0.4433
2017-11-08,0.8083
2017-11-07,1.3775
2017-11-06,2.0972
2017-11-03,2.8076
2017-11-02,3.4042
2017-11-01,3.2221
2017-10-31,3.0125
2017-10-30,2.8349
2017-10-27,2.6634
2017-10-26,2.5420
2017-10-25,2.4561
2017-10-24,2.3499
2017-10-23,2.1169
2017-10-20,1.7800
2017-10-19,1.3354
2017-10-18,0.9311
2017-10-17,0.5672
2017-10-16,0.5289
2017-10-13,0.5765
2017-10-12,0.6044
2017-10-11,0.6609
2017-10-10,0.6812
2017-10-09,0.6069
2017-10-06,0.6003
2017-10-05,0.6679
2017-10-04,0.6300
2017-10-03,0.6245
2017-10-02,0.5934
2017-09-29,0.6268
2017-09-28,0.7534
2017-09-27,0.8789
2017-09-26,0.9716
2017-09-25,0.9189
2017-09-22,0.8862
2017-09-21,0.8809
2017-09-20,0.8391
2017-09-19,0.8303
2017-09-18,0.8201
2017-09-15,0.7788
2017-09-14,0.7636
2017-09-13,0.6828
2017-09-12,0.6607
2017-09-11,0.5578
2017-09-08,0.4428
2017-09-07,0.3497
2017-09-06,0.1834
2017-09-05,-0.0297
2017-09-01,-0.1537
2017-08-31,-0.2284
2017-08-30,-0.3030
2017-08-29,-0.3706
2017-08-28,-0.4774
2017-08-25,-0.5930
2017-08-24,-0.7643
2017-08-23,-0.8893
2017-08-22,-1.1630
2017-08-21,-1.2840
2017-08-18,-1.4282
2017-08-17,-1.5649
2017-08-16,-1.6864
2017-08-15,-1.8840
2017-08-14,-2.0954
2017-08-11,-2.2591
2017-08-10,-2.3774
2017-08-09,-2.4833
2017-08-08,-2.6469
2017-08-07,-2.7158
2017-08-04,-2.7562
2017-08-03,-2.8844
2017-08-02,-2.6339
2017-08-01,-2.4357
2017-07-31,-2.1664
2017-07-28,-1.9193
2017-07-27,-1.6416
2017-07-26,-1.4448
2017-07-25,-1.2411
2017-07-24,-1.1025
2017-07-21,-0.9604
2017-07-20,-0.7678
2017-07-19,-0.4982
2017-07-18,-0.3451
2017-07-17,-0.3405
2017-07-14,-0.1896
2017-07-13,-0.0782
2017-07-12,0.0423
2017-07-11,0.0979
2017-07-10,0.1939
2017-07-07,0.2335
2017-07-06,0.3525
2017-07-05,0.5056
2017-07-03,0.6302
2017-06-30,0.6158
2017-06-29,0.6483
2017-06-28,0.7085
2017-06-27,0.7692
2017-06-26,0.8039
2017-06-23,0.7444
2017-06-22,0.6525
2017-06-21,0.5587
2017-06-20,0.5406
2017-06-19,0.4971
2017-06-16,0.4841
2017-06-15,0.4375
2017-06-14,0.3537
2017-06-13,0.3006
2017-06-12,0.2605
2017-06-09,0.0536
2017-06-08,-0.1371
2017-06-07,-0.2464
2017-06-06,-0.3523
2017-06-05,-0.6025
2017-06-02,-0.8464
2017-06-01,-0.9210
2017-05-31,-1.1424
2017-05-30,-1.4346
2017-05-26,-1.6752
2017-05-25,-1.9538
2017-05-24,-2.1906
2017-05-23,-2.5672
2017-05-22,-2.9276
2017-05-19,-3.0475
2017-05-18,-3.1994
2017-05-17,-3.2877
2017-05-16,-3.4104
2017-05-15,-3.5594
2017-05-12,-3.6499
2017-05-11,-3.7316
2017-05-10,-3.8450
2017-05-09,-3.9561
2017-05-08,-4.1039
2017-05-05,-4.1669
2017-05-04,-4.2807
2017-05-03,-4.0692
2017-05-02,-3.7691
2017-05-01,-3.5703
2017-04-28,-3.3271
2017-04-27,-3.1299
2017-04-26,-2.8769
2017-04-25,-2.6108
2017-04-24,-2.3362
2017-04-21,-2.0889
2017-04-20,-1.7047
2017-04-19,-1.3760
2017-04-18,-1.0676
2017-04-17,-1.0556
2017-04-13,-1.0538
2017-04-12,-1.0318
2017-04-11,-1.1071
2017-04-10,-1.1791
2017-04-07,-1.2045
2017-04-06,-1.2720
2017-04-05,-1.4337
2017-04-04,-1.4546
2017-04-03,-1.5161
2017-03-31,-1.5392
2017-03-30,-1.6375
2017-03-29,-1.7198
2017-03-28,-1.7415
2017-03-27,-1.7154
2017-03-24,-1.7223
2017-03-23,-1.6130
2017-03-22,-1.4428
2017-03-21,-1.2471
2017-03-20,-1.0306
2017-03-17,-0.8044
2017-03-16,-0.4727
2017-03-15,-0.3268
2017-03-14,-0.0965
2017-03-13,0.2442
2017-03-10,0.6105
2017-03-09,0.9164
2017-03-08,1.1869
2017-03-07,1.3809
2017-03-06,1.5515
2017-03-03,1.6990
2017-03-02,1.7834
2017-03-01,1.8713
2017-02-28,2.0023
2017-02-27,2.1276
2017-02-24,2.3021
2017-02-23,2.4677
2017-02-22,2.4559
2017-02-21,2.4705
2017-02-17,2.4287
2017-02-16,2.3641
2017-02-15,2.3454
2017-02-14,2.3355
2017-02-13,2.4057
2017-02-10,2.5932
2017-02-09,2.7666
2017-02-08,2.9054
2017-02-07,2.8405
2017-02-06,2.7082
2017-02-03,2.4591
2017-02-02,2.1868
2017-02-01,2.0208
2017-01-31,1.8246
2017-01-30,1.6480
2017-01-27,1.4164
2017-01-26,1.0428
2017-01-25,0.7440
2017-01-24,0.5257
2017-01-23,0.3199
2017-01-20,0.2924
2017-01-19,0.2366
2017-01-18,0.1993
2017-01-17,0.2245
2017-01-13,0.2099
2017-01-12,0.3742
2017-01-11,0.5102
2017-01-10,0.6664
2017-01-09,0.9076
2017-01-06,1.0410
2017-01-05,1.0366
2017-01-04,1.0344
2017-01-03,1.1204
2016-12-30,1.3227
2016-12-29,1.5308
2016-12-28,1.5670
2016-12-27,1.7303
2016-12-23,1.8176
2016-12-22,1.8993
2016-12-21,1.7452
2016-12-20,1.5671
2016-12-19,1.3141
2016-12-16,1.1035
2016-12-15,1.1573
2016-12-14,1.2356
2016-12-13,1.3744
2016-12-12,1.5264
2016-12-09,1.6984
2016-12-08,1.8886
2016-12-07,2.0972
2016-12-06,2.1709
2016-12-05,2.3693
2016-12-02,2.5364
2016-12-01,2.7029
2016-11-30,2.8734
2016-11-29,3.1475
2016-11-28,3.3497
2016-11-25,3.1822
2016-11-23,3.0810
2016-11-22,2.9814
