time,PPO
2020-04-17,5.4900
2020-04-16,4.8722
2020-04-15,4.3296
2020-04-14,3.5553
2020-04-13,2.5849
2020-04-09,1.1329
2020-04-08,-0.5137
2020-04-07,-2.6762
2020-04-06,-4.7734
2020-04-03,-6.3405
2020-04-02,-7.3917
2020-04-01,-8.5559
2020-03-31,-10.0946
2020-03-30,-11.3477
2020-03-27,-13.1111
2020-03-26,-13.6200
2020-03-25,-13.8420
2020-03-24,-14.2473
2020-03-23,-13.9590
2020-03-20,-13.2344
2020-03-19,-12.2863
2020-03-18,-11.8429
2020-03-17,-11.2198
2020-03-16,-10.9543
2020-03-13,-10.2918
2020-03-12,-9.5518
2020-03-11,-8.3639
2020-03-10,-7.3644
2020-03-09,-6.3425
2020-03-06,-4.8500
2020-03-05,-3.7324
2020-03-04,-2.7113
2020-03-03,-1.8404
2020-03-02,-0.6487
2020-02-28,0.3676
2020-02-27,1.3747
2020-02-26,2.4662
2020-02-25,3.3225
2020-02-24,4.2287
2020-02-21,5.0114
2020-02-20,5.3100
2020-02-19,5.3862
2020-02-18,5.3257
2020-02-14,4.8551
2020-02-13,4.4858
2020-02-12,4.1423
2020-02-11,3.7121
2020-02-10,3.4410
2020-02-07,3.2434
2020-02-06,3.1756
2020-02-05,2.8047
2020-02-04,2.3206
2020-02-03,2.0527
2020-01-31,1.7896
2020-01-30,1.5420
2020-01-29,1.5653
2020-01-28,1.5938
2020-01-27,1.5693
2020-01-24,1.4931
2020-01-23,1.2875
2020-01-22,0.9977
2020-01-21,0.6559
2020-01-17,0.5797
2020-01-16,0.4422
2020-01-15,0.2391
2020-01-14,0.2529
2020-01-13,0.3086
2020-01-10,0.3404
2020-01-09,0.4010
2020-01-08,0.4399
2020-01-07,0.4180
2020-01-06,0.4438
2020-01-03,0.4227
2020-01-02,0.3628
2019-12-31,0.3187
2019-12-30,0.4040
2019-12-27,0.4517
2019-12-26,0.3888
2019-12-24,0.3446
2019-12-23,0.2519
2019-12-20,0.0701
2019-12-19,-0.1219
2019-12-18,-0.3032
2019-12-17,-0.4268
2019-12-16,-0.5093
2019-12-13,-0.6330
2019-12-12,-0.6625
2019-12-11,-0.6497
2019-12-10,-0.6793
2019-12-09,-0.6849
2019-12-06,-0.6800
2019-12-05,-0.6124
2019-12-04,-0.4738
2019-12-03,-0.3928
2019-12-02,-0.3261
2019-11-29,-0.2176
2019-11-27,-0.1005
2019-11-26,0.0439
2019-11-25,0.3162
2019-11-22,0.5218
2019-11-21,0.7446
2019-11-20,0.7055
2019-11-19,0.6490
2019-11-18,0.4458
2019-11-15,0.1203
2019-11-14,-0.0689
2019-11-13,-0.2902
2019-11-12,-0.3606
2019-11-11,-0.5806
2019-11-08,-0.9264
2019-11-07,-1.2969
2019-11-06,-1.6858
2019-11-05,-2.1937
2019-11-04,-2.6274
2019-11-01,-2.9830
2019-10-31,-2.8037
2019-10-30,-2.5020
2019-10-29,-2.2692
2019-10-28,-1.9581
2019-10-25,-1.8102
2019-10-24,-1.7616
2019-10-23,-1.7252
2019-10-22,-1.5269
2019-10-21,-1.2226
2019-10-18,-0.9648
2019-10-17,-0.7745
2019-10-16,-0.4747
2019-10-15,-0.3601
2019-10-14,-0.3353
2019-10-11,-0.2074
2019-10-10,-0.1357
2019-10-09,0.0264
2019-10-08,0.3182
2019-10-07,0.6013
2019-10-04,0.8756
2019-10-03,1.1112
2019-10-02,1.4215
2019-10-01,1.7936
2019-09-30,2.1887
2019-09-27,2.3941
2019-09-26,2.6703
2019-09-25,3.0610
2019-09-24,3.2599
2019-09-23,3.4208
2019-09-20,3.6475
2019-09-19,3.6187
2019-09-18,3.2879
2019-09-17,3.1154
2019-09-16,2.8447
2019-09-13,2.3195
2019-09-12,1.7319
2019-09-11,1.0256
2019-09-10,0.2916
2019-09-09,-0.3818
2019-09-06,-1.0626
2019-09-05,-1.6927
2019-09-04,-2.2511
2019-09-03,-2.7591
2019-08-30,-3.3134
2019-08-29,-3.9256
2019-08-28,-4.2291
2019-08-27,-4.5684
2019-08-26,-4.7153
2019-08-23,-4.5847
2019-08-22,-4.5924
2019-08-21,-4.4942
2019-08-20,-4.4040
2019-08-19,-3.8919
2019-08-16,-3.2557
2019-08-15,-2.6617
2019-08-14,-1.9024
2019-08-13,-1.0309
2019-08-12,-0.3102
2019-08-09,0.3842
2019-08-08,0.9893
2019-08-07,1.5263
2019-08-06,2.1155
2019-08-05,2.7060
2019-08-02,3.2766
2019-08-01,3.2755
2019-07-31,3.2126
2019-07-30,3.1729
2019-07-29,3.0569
2019-07-26,2.8287
2019-07-25,2.5882
2019-07-24,2.3283
2019-07-23,2.1905
2019-07-22,2.0830
2019-07-19,1.9871
2019-07-18,1.8387
2019-07-17,1.6398
2019-07-16,1.5641
2019-07-15,1.5509
2019-07-12,1.5752
2019-07-11,1.6293
2019-07-10,1.7581
2019-07-09,2.0298
2019-07-08,2.3557
2019-07-05,2.4603
2019-07-03,2.4928
2019-07-02,2.4096
2019-07-01,2.3281
2019-06-28,2.2920
2019-06-27,2.1494
2019-06-26,2.0505
2019-06-25,1.9152
2019-06-24,1.7193
2019-06-21,1.3768
2019-06-20,1.0362
2019-06-19,0.8129
2019-06-18,0.4266
2019-06-17,-0.1301
2019-06-14,-0.4779
2019-06-13,-0.8542
2019-06-12,-1.1928
2019-06-11,-1.4643
2019-06-10,-1.7614
2019-06-07,-1.7514
2019-06-06,-1.7137
2019-06-05,-1.7136
2019-06-04,-1.7045
2019-06-03,-1.6503
2019-05-31,-1.5161
2019-05-30,-1.4433
2019-05-29,-1.5870
2019-05-28,-1.4523
2019-05-24,-1.3822
2019-05-23,-1.2767
2019-05-22,-1.3623
2019-05-21,-1.3801
2019-05-20,-1.4212
2019-05-17,-1.4422
2019-05-16,-1.3582
2019-05-15,-1.3184
2019-05-14,-1.3375
2019-05-13,-1.2947
2019-05-10,-1.2249
2019-05-09,-1.2272
2019-05-08,-1.1844
2019-05-07,-1.2744
2019-05-06,-1.2088
2019-05-03,-1.2712
2019-05-02,-0.9561
2019-05-01,-0.7192
2019-04-30,-0.4587
2019-04-29,-0.2296
2019-04-26,-0.0606
2019-04-25,0.0923
2019-04-24,0.3219
2019-04-23,0.5108
2019-04-22,0.6761
2019-04-18,0.9579
2019-04-17,1.1638
2019-04-16,1.4335
2019-04-15,1.4003
2019-04-12,1.4088
2019-04-11,1.3552
2019-04-10,1.3327
2019-04-09,1.2472
2019-04-08,1.1912
2019-04-05,1.1916
2019-04-04,1.1155
2019-04-03,1.0793
2019-04-02,0.9838
2019-04-01,0.8687
2019-03-29,0.7113
2019-03-28,0.6498
2019-03-27,0.6049
2019-03-26,0.5280
2019-03-25,0.2807
2019-03-22,0.1261
2019-03-21,0.0311
2019-03-20,-0.0335
2019-03-19,0.0522
2019-03-18,0.1635
2019-03-15,0.2341
2019-03-14,0.3503
2019-03-13,0.5424
2019-03-12,0.7368
2019-03-11,0.9587
2019-03-08,1.1047
2019-03-07,1.3473
2019-03-06,1.6256
2019-03-05,1.8125
2019-03-04,1.8843
2019-03-01,2.0434
2019-02-28,2.0773
2019-02-27,2.3177
2019-02-26,2.4712
2019-02-25,2.6233
2019-02-22,2.8994
2019-02-21,3.1341
2019-02-20,3.4358
2019-02-19,3.6344
2019-02-15,3.8220
2019-02-14,4.0653
2019-02-13,4.3868
2019-02-12,4.7253
2019-02-11,5.1245
2019-02-08,5.6448
2019-02-07,6.1314
2019-02-06,6.0049
2019-02-05,5.9312
2019-02-04,5.7487
2019-02-01,5.6165
2019-01-31,5.6549
2019-01-30,5.4776
2019-01-29,5.3031
2019-01-28,5.0358
2019-01-25,4.6831
2019-01-24,4.2955
2019-01-23,3.7088
2019-01-22,3.0168
2019-01-18,2.3804
2019-01-17,1.8668
2019-01-16,1.2965
2019-01-15,0.7612
2019-01-14,0.1239
2019-01-11,-0.5555
2019-01-10,-1.6669
2019-01-09,-2.5162
2019-01-08,-3.0853
2019-01-07,-3.4265
2019-01-04,-3.5920
2019-01-03,-3.7488
2019-01-02,-3.3894
2018-12-31,-3.1056
2018-12-28,-2.6890
2018-12-27,-2.3662
2018-12-26,-2.0969
2018-12-24,-1.8586
2018-12-21,-1.1192
2018-12-20,-0.6930
2018-12-19,-0.0922
2018-12-18,0.2229
2018-12-17,0.3412
2018-12-14,0.5873
2018-12-13,0.5429
2018-12-12,0.5319
2018-12-11,0.4804
2018-12-10,0.4972
2018-12-07,0.4547
2018-12-06,0.6952
2018-12-04,0.7191
2018-12-03,0.6556
2018-11-30,0.3153
2018-11-29,0.0341
2018-11-28,-0.2643
2018-11-27,-0.3983
2018-11-26,-0.4034
2018-11-23,-0.4437
2018-11-21,-0.6209
2018-11-20,-1.3919
2018-11-19,-2.2728
2018-11-16,-3.1717
2018-11-15,-4.1460
2018-11-14,-5.2132
2018-11-13,-6.0739
2018-11-12,-6.6453
2018-11-09,-7.1215
2018-11-08,-7.7011
2018-11-07,-8.0650
2018-11-06,-8.5074
2018-11-05,-8.9181
2018-11-02,-9.0779
2018-11-01,-8.8748
2018-10-31,-8.0532
2018-10-30,-7.3685
2018-10-29,-6.7403
2018-10-26,-6.4049
2018-10-25,-6.0265
2018-10-24,-5.3922
2018-10-23,-4.7113
2018-10-22,-4.1131
2018-10-19,-3.3628
2018-10-18,-2.4987
2018-10-17,-1.5974
2018-10-16,-0.8501
2018-10-15,-0.5217
2018-10-12,-0.0511
2018-10-11,0.4086
2018-10-10,0.7637
2018-10-09,1.0962
2018-10-08,1.3457
2018-10-05,1.5644
2018-10-04,1.6052
2018-10-03,1.5751
2018-10-02,1.4506
2018-10-01,1.3489
2018-09-28,1.3218
2018-09-27,1.2175
2018-09-26,1.0804
2018-09-25,0.8778
2018-09-24,0.7570
2018-09-21,0.6743
2018-09-20,0.6043
2018-09-19,0.4988
2018-09-18,0.5196
2018-09-17,0.4776
2018-09-14,0.5387
2018-09-13,0.5192
2018-09-12,0.4833
2018-09-11,0.5089
2018-09-10,0.4547
2018-09-07,0.5434
2018-09-06,0.6662
2018-09-05,0.7535
2018-09-04,0.7920
2018-08-31,0.8283
2018-08-30,0.7164
2018-08-29,0.5922
2018-08-28,0.3871
2018-08-27,0.3310
2018-08-24,0.2714
2018-08-23,0.1869
2018-08-22,0.2545
2018-08-21,0.2975
2018-08-20,0.3613
2018-08-17,0.1258
2018-08-16,-0.0795
2018-08-15,-0.1410
2018-08-14,-0.1198
2018-08-13,-0.0925
2018-08-10,0.0947
2018-08-09,0.2498
2018-08-08,0.4319
2018-08-07,0.5509
2018-08-06,0.7084
2018-08-03,1.0544
2018-08-02,1.1462
2018-08-01,1.2819
2018-07-31,1.5233
2018-07-30,1.6789
2018-07-27,1.8504
2018-07-26,1.9071
2018-07-25,1.8676
2018-07-24,1.7963
2018-07-23,1.5962
2018-07-20,1.3610
2018-07-19,0.9659
2018-07-18,0.4834
2018-07-17,0.1468
2018-07-16,-0.1255
2018-07-13,-0.5876
2018-07-12,-0.9531
2018-07-11,-1.3264
2018-07-10,-1.4894
2018-07-09,-1.6181
2018-07-06,-1.6392
2018-07-05,-1.5600
2018-07-03,-1.3762
2018-07-02,-1.1447
2018-06-29,-0.9454
2018-06-28,-0.6905
2018-06-27,-0.4280
2018-06-26,-0.1136
2018-06-25,0.1619
2018-06-22,0.3892
2018-06-21,0.4977
2018-06-20,0.5725
2018-06-19,0.5515
2018-06-18,0.4325
2018-06-15,0.2559
2018-06-14,0.1702
2018-06-13,0.0405
2018-06-12,0.0089
2018-06-11,-0.0323
2018-06-08,0.0212
2018-06-07,0.1009
2018-06-06,0.1605
2018-06-05,0.1596
2018-06-04,0.1743
2018-06-01,0.2108
2018-05-31,0.2503
2018-05-30,0.3523
2018-05-29,0.3961
2018-05-25,0.5148
2018-05-24,0.3891
2018-05-23,0.1538
2018-05-22,-0.4063
2018-05-21,-0.8574
2018-05-18,-1.3969
2018-05-17,-1.8982
2018-05-16,-2.1967
2018-05-15,-2.5008
2018-05-14,-2.6221
2018-05-11,-2.6935
2018-05-10,-2.8905
2018-05-09,-3.1132
2018-05-08,-3.1609
2018-05-07,-3.2311
2018-05-04,-3.2355
2018-05-03,-3.1782
2018-05-02,-2.3770
2018-05-01,-1.7969
2018-04-30,-1.2488
2018-04-27,-0.7066
2018-04-26,-0.4762
2018-04-25,-0.2400
2018-04-24,-0.1584
2018-04-23,-0.2542
2018-04-20,-0.1546
2018-04-19,0.0143
2018-04-18,-0.1587
2018-04-17,-0.3737
2018-04-16,-0.7360
2018-04-13,-0.9832
2018-04-12,-1.2805
2018-04-11,-1.4755
2018-04-10,-1.8619
2018-04-09,-2.0174
2018-04-06,-1.8297
2018-04-05,-1.6555
2018-04-04,-1.5388
2018-04-03,-1.3186
2018-04-02,-0.9347
2018-03-29,-0.5805
2018-03-28,-0.2788
2018-03-27,0.0696
2018-03-26,0.3591
2018-03-23,0.4454
2018-03-22,0.8025
2018-03-21,1.0289
2018-03-20,1.1743
2018-03-19,1.2498
2018-03-16,1.3045
2018-03-15,1.2664
2018-03-14,1.2485
2018-03-13,1.4524
2018-03-12,1.2955
2018-03-09,0.9016
2018-03-08,0.5451
2018-03-07,0.3450
2018-03-06,0.0614
2018-03-05,-0.1686
2018-03-02,-0.4542
2018-03-01,-0.8791
2018-02-28,-1.2690
2018-02-27,-1.7286
2018-02-26,-2.3043
2018-02-23,-2.8473
2018-02-22,-3.2097
2018-02-21,-3.5369
2018-02-20,-3.5309
2018-02-16,-3.4094
2018-02-15,-3.2500
2018-02-14,-3.0823
2018-02-13,-2.7063
2018-02-12,-2.1663
2018-02-09,-1.7252
2018-02-08,-1.1625
2018-02-07,-0.4030
2018-02-06,0.0560
2018-02-05,0.4475
2018-02-02,1.2845
2018-02-01,1.9277
2018-01-31,2.2422
2018-01-30,2.5107
2018-01-29,2.8021
2018-01-26,3.0005
2018-01-25,3.1647
2018-01-24,3.3831
2018-01-23,3.5166
2018-01-22,3.5873
2018-01-19,3.5184
2018-01-18,3.2655
2018-01-17,2.7954
2018-01-16,2.3992
2018-01-12,2.0736
2018-01-11,1.7193
2018-01-10,1.2880
2018-01-09,0.8444
2018-01-08,0.5065
2018-01-05,0.2028
2018-01-04,-0.0416
2018-01-03,-0.2968
2018-01-02,-0.3743
2017-12-29,-0.3309
2017-12-28,-0.1140
2017-12-27,0.0488
2017-12-26,0.2445
2017-12-22,0.3782
2017-12-21,0.6018
2017-12-20,0.8778
2017-12-19,1.1851
2017-12-18,1.3726
2017-12-15,1.4851
2017-12-14,1.6048
2017-12-13,1.6275
2017-12-12,1.6389
2017-12-11,1.5413
2017-12-08,1.4333
2017-12-07,1.3352
2017-12-06,1.1934
2017-12-05,0.9435
2017-12-04,0.6821
2017-12-01,0.2780
2017-11-30,0.0251
2017-11-29,-0.2918
2017-11-28,-0.6460
2017-11-27,-0.9672
2017-11-24,-1.2559
2017-11-22,-1.5176
2017-11-21,-1.4838
2017-11-20,-1.4222
2017-11-17,-1.2273
2017-11-16,-0.9470
2017-11-15,-0.6838
2017-11-14,-0.3657
2017-11-13,-0.1100
2017-11-10,0.1793
2017-11-09,0.4347
2017-11-08,0.7937
2017-11-07,1.3542
2017-11-06,2.0642
2017-11-03,2.7675
2017-11-02,3.3606
2017-11-01,3.1871
2017-10-31,2.9855
2017-10-30,2.8153
2017-10-27,2.6513
2017-10-26,2.5359
2017-10-25,2.4551
2017-10-24,2.3544
2017-10-23,2.1273
2017-10-20,1.7956
2017-10-19,1.3528
2017-10-18,0.9469
2017-10-17,0.5789
2017-10-16,0.5402
2017-10-13,0.5894
2017-10-12,0.6186
2017-10-11,0.6770
2017-10-10,0.6986
2017-10-09,0.6232
2017-10-06,0.6171
2017-10-05,0.6873
2017-10-04,0.6489
2017-10-03,0.6440
2017-10-02,0.6124
2017-09-29,0.6475
2017-09-28,0.7789
2017-09-27,0.9097
2017-09-26,1.0071
2017-09-25,0.9542
2017-09-22,0.9216
2017-09-21,0.9167
2017-09-20,0.8740
2017-09-19,0.8657
2017-09-18,0.8556
2017-09-15,0.8131
2017-09-14,0.7979
2017-09-13,0.7141
2017-09-12,0.6917
2017-09-11,0.5843
2017-09-08,0.4640
2017-09-07,0.3664
2017-09-06,0.1921
2017-09-05,-0.0311
2017-09-01,-0.1611
2017-08-31,-0.2394
2017-08-30,-0.3175
2017-08-29,-0.3881
2017-08-28,-0.4997
2017-08-25,-0.6202
2017-08-24,-0.7989
2017-08-23,-0.9288
2017-08-22,-1.2113
2017-08-21,-1.3336
2017-08-18,-1.4784
2017-08-17,-1.6146
2017-08-16,-1.7348
2017-08-15,-1.9334
2017-08-14,-2.1448
2017-08-11,-2.3068
2017-08-10,-2.4220
2017-08-09,-2.5231
2017-08-08,-2.6808
2017-08-07,-2.7433
2017-08-04,-2.7765
2017-08-03,-2.8980
2017-08-02,-2.6397
2017-08-01,-2.4344
2017-07-31,-2.1603
2017-07-28,-1.9093
2017-07-27,-1.6290
2017-07-26,-1.4302
2017-07-25,-1.2257
2017-07-24,-1.0862
2017-07-21,-0.9442
2017-07-20,-0.7536
2017-07-19,-0.4882
2017-07-18,-0.3375
2017-07-17,-0.3330
2017-07-14,-0.1855
2017-07-13,-0.0766
2017-07-12,0.0415
2017-07-11,0.0959
2017-07-10,0.1900
2017-07-07,0.2288
2017-07-06,0.3455
2017-07-05,0.4957
2017-07-03,0.6180
2017-06-30,0.6042
2017-06-29,0.6364
2017-06-28,0.6959
2017-06-27,0.7559
2017-06-26,0.7906
2017-06-23,0.7329
2017-06-22,0.6430
2017-06-21,0.5506
2017-06-20,0.5331
2017-06-19,0.4908
2017-06-16,0.4784
2017-06-15,0.4328
2017-06-14,0.3500
2017-06-13,0.2976
2017-06-12,0.2580
2017-06-09,0.0531
2017-06-08,-0.1355
2017-06-07,-0.2433
2017-06-06,-0.3473
2017-06-05,-0.5931
2017-06-02,-0.8318
2017-06-01,-0.9037
2017-05-31,-1.1191
2017-05-30,-1.4032
2017-05-26,-1.6356
2017-05-25,-1.9037
2017-05-24,-2.1308
2017-05-23,-2.4873
2017-05-22,-2.8243
2017-05-19,-2.9290
2017-05-18,-3.0621
2017-05-17,-3.1328
2017-05-16,-3.2351
2017-05-15,-3.3627
2017-05-12,-3.4323
2017-05-11,-3.4917
2017-05-10,-3.5789
2017-05-09,-3.6635
2017-05-08,-3.7822
2017-05-05,-3.8231
2017-05-04,-3.9104
2017-05-03,-3.7039
2017-05-02,-3.4189
2017-05-01,-3.2277
2017-04-28,-2.9968
2017-04-27,-2.8100
2017-04-26,-2.5749
2017-04-25,-2.3285
2017-04-24,-2.0765
2017-04-21,-1.8498
2017-04-20,-1.5044
2017-04-19,-1.2107
2017-04-18,-0.9363
2017-04-17,-0.9242
2017-04-13,-0.9213
2017-04-12,-0.9001
2017-04-11,-0.9638
2017-04-10,-1.0242
2017-04-07,-1.0442
2017-04-06,-1.1007
2017-04-05,-1.2381
2017-04-04,-1.2543
2017-04-03,-1.3059
2017-03-31,-1.3238
2017-03-30,-1.4060
2017-03-29,-1.4744
2017-03-28,-1.4910
2017-03-27,-1.4667
2017-03-24,-1.4701
2017-03-23,-1.3745
2017-03-22,-1.2281
2017-03-21,-1.0604
2017-03-20,-0.8755
2017-03-17,-0.6831
2017-03-16,-0.4014
2017-03-15,-0.2775
2017-03-14,-0.0820
2017-03-13,0.2074
2017-03-10,0.5190
2017-03-09,0.7799
2017-03-08,1.0110
2017-03-07,1.1776
2017-03-06,1.3243
2017-03-03,1.4513
2017-03-02,1.5244
2017-03-01,1.6016
2017-02-28,1.7182
2017-02-27,1.8300
2017-02-24,1.9861
2017-02-23,2.1363
2017-02-22,2.1332
2017-02-21,2.1530
2017-02-17,2.1229
2017-02-16,2.0730
2017-02-15,2.0645
2017-02-14,2.0628
2017-02-13,2.1304
2017-02-10,2.3026
2017-02-09,2.4626
2017-02-08,2.5927
2017-02-07,2.5414
2017-02-06,2.4295
2017-02-03,2.2108
2017-02-02,1.9699
2017-02-01,1.8236
2017-01-31,1.6492
2017-01-30,1.4920
2017-01-27,1.2847
2017-01-26,0.9482
2017-01-25,0.6783
2017-01-24,0.4804
2017-01-23,0.2928
2017-01-20,0.2679
2017-01-19,0.2169
2017-01-18,0.1828
2017-01-17,0.2060
2017-01-13,0.1927
2017-01-12,0.3441
2017-01-11,0.4700
2017-01-10,0.6151
2017-01-09,0.8387
2017-01-06,0.9632
2017-01-05,0.9605
2017-01-04,0.9594
2017-01-03,1.0407
2016-12-30,1.2300
2016-12-29,1.4247
2016-12-28,1.4597
2016-12-27,1.6140
2016-12-23,1.6983
2016-12-22,1.7778
2016-12-21,1.6368
2016-12-20,1.4728
2016-12-19,1.2369
2016-12-16,1.0403
2016-12-15,1.0941
2016-12-14,1.1716
2016-12-13,1.3076
2016-12-12,1.4583
2016-12-09,1.6283
2016-12-08,1.8176
2016-12-07,2.0252
2016-12-06,2.1027
2016-12-05,2.2999
2016-12-02,2.4668
2016-12-01,2.6349
2016-11-30,2.8081
2016-11-29,3.0859
2016-11-28,3.2964
2016-11-25,3.1427
2016-11-23,3.0528
2016-11-22,2.9634
2016-11-21,2.5744
2016-11-18,2.1855
2016-11-17,1.8592
2016-11-16,1.5796
2016-11-15,1.3498
2016-11-14,1.0226
2016-11-11,0.7825
2016-11-10,0.3382
2016-11-09,-0.1318
2016-11-08,-0.4440
2016-11-07,-0.8464
2016-11-04,-1.1517
2016-11-03,-1.3553
2016-11-02,-1.5902
2016-11-01,-1.5561
2016-10-31,-1.4957
2016-10-28,-1.5257
2016-10-27,-1.5209
2016-10-26,-1.4967
2016-10-25,-1.2809
2016-10-24,-1.1210
2016-10-21,-0.8621
2016-10-20,-0.6104
2016-10-19,-0.4077
2016-10-18,-0.1796
2016-10-17,0.0686
2016-10-14,0.2245
2016-10-13,0.3171
2016-10-12,0.2842
2016-10-11,0.1185
2016-10-10,0.0117
2016-10-07,-0.0984
2016-10-06,-0.1844
2016-10-05,-0.3749
2016-10-04,-0.5564
2016-10-03,-0.7404
2016-09-30,-0.8685
2016-09-29,-1.1276
2016-09-28,-1.3013
2016-09-27,-1.3425
2016-09-26,-1.4783
2016-09-23,-1.3905
2016-09-22,-1.1704
2016-09-21,-1.0574
2016-09-20,-0.9985
2016-09-19,-0.9113
2016-09-16,-0.9087
2016-09-15,-0.8150
2016-09-14,-0.7491
2016-09-13,-0.7174
2016-09-12,-0.7206
2016-09-09,-0.7258
2016-09-08,-0.5742
2016-09-07,-0.5271
2016-09-06,-0.5727
2016-09-02,-0.4939
2016-09-01,-0.4581
2016-08-31,-0.4194
2016-08-30,-0.3078
2016-08-29,-0.2198
2016-08-26,-0.0450
2016-08-25,0.1320
2016-08-24,0.2625
2016-08-23,0.4377
2016-08-22,0.5758
2016-08-19,0.6227
2016-08-18,0.6113
2016-08-17,0.6125
2016-08-16,0.7078
2016-08-15,0.7943
2016-08-12,0.9079
2016-08-11,1.0890
2016-08-10,1.2475
2016-08-09,1.4922
2016-08-08,1.7001
2016-08-05,1.8305
2016-08-04,2.0903
2016-08-03,2.3812
2016-08-02,2.7693
2016-08-01,3.0805
2016-07-29,3.1730
2016-07-28,3.2301
2016-07-27,3.1849
2016-07-26,3.0461
2016-07-25,2.8930
2016-07-22,2.6475
2016-07-21,2.4144
2016-07-20,2.1793
2016-07-19,1.9477
2016-07-18,1.7074
2016-07-15,1.2500
2016-07-14,0.6277
2016-07-13,-0.1147
2016-07-12,-0.6080
2016-07-11,-0.5962
2016-07-08,-0.6825
2016-07-07,-0.6559
2016-07-06,-0.6291
2016-07-05,-0.6619
2016-07-01,-0.7151
2016-06-30,-0.7902
2016-06-29,-0.7424
2016-06-28,-0.5447
2016-06-27,-0.2170
2016-06-24,0.2921
2016-06-23,0.6803
2016-06-22,0.7572
2016-06-21,0.8354
2016-06-20,0.9339
2016-06-17,1.0507
2016-06-16,1.1579
2016-06-15,1.3343
2016-06-14,1.5404
2016-06-13,1.7148
2016-06-10,1.8989
2016-06-09,1.9210
2016-06-08,1.8294
2016-06-07,1.7173
2016-06-06,1.4770
2016-06-03,1.3595
2016-06-02,1.1855
2016-06-01,1.1111
2016-05-31,0.9752
2016-05-27,0.8732
2016-05-26,0.7834
2016-05-25,0.8466
2016-05-24,0.8386
2016-05-23,0.7072
2016-05-20,0.5191
2016-05-19,0.2066
2016-05-18,-0.0431
2016-05-17,-0.2607
2016-05-16,-0.4511
2016-05-13,-0.6253
2016-05-12,-0.5273
2016-05-11,-0.5872
2016-05-10,-0.6651
2016-05-09,-0.8449
2016-05-06,-0.9105
2016-05-05,-1.1256
2016-05-04,-1.3135
2016-05-03,-0.9799
2016-05-02,-0.6651
2016-04-29,-0.4049
2016-04-28,-0.0958
2016-04-27,0.0205
2016-04-26,-0.0002
2016-04-25,0.0662
2016-04-22,0.0806
2016-04-21,0.2615
2016-04-20,0.4650
2016-04-19,0.8858
2016-04-18,1.4066
2016-04-15,1.6708
2016-04-14,1.7836
2016-04-13,2.0015
2016-04-12,2.1370
2016-04-11,2.3590
2016-04-08,2.4481
2016-04-07,2.7302
2016-04-06,3.1307
2016-04-05,3.4840
2016-04-04,3.8108
2016-04-01,3.8772
2016-03-31,3.8710
2016-03-30,3.8983
2016-03-29,3.9558
2016-03-28,3.8759
2016-03-24,3.8554
2016-03-23,3.9512
2016-03-22,4.2913
2016-03-21,4.4575
2016-03-18,4.7041
2016-03-17,4.8410
2016-03-16,4.7440
2016-03-15,4.4210
2016-03-14,4.2089
2016-03-11,4.1848
2016-03-10,4.1549
2016-03-09,4.2254
2016-03-08,4.3195
2016-03-07,4.4161
2016-03-04,4.5160
2016-03-03,4.3209
2016-03-02,3.8522
2016-03-01,3.3342
2016-02-29,2.6542
2016-02-26,2.2289
2016-02-25,2.0570
2016-02-24,1.7965
2016-02-23,1.5548
2016-02-22,1.1766
2016-02-19,0.6085
2016-02-18,-0.1072
2016-02-17,-0.6853
2016-02-16,-0.9865
2016-02-12,-1.3717
2016-02-11,-1.8449
2016-02-10,-2.1118
2016-02-09,-2.4969
2016-02-08,-3.0405
2016-02-05,-3.7089
2016-02-04,-4.4636
2016-02-03,-4.7166
2016-02-02,-4.7577
2016-02-01,-4.5591
2016-01-29,-4.5229
2016-01-28,-4.3080
2016-01-27,-3.9665
2016-01-26,-3.7358
2016-01-25,-3.5576
2016-01-22,-3.1780
2016-01-21,-2.7223
2016-01-20,-2.2399
2016-01-19,-1.6842
2016-01-15,-1.2315
2016-01-14,-0.8582
2016-01-13,-0.7566
2016-01-12,-0.5835
2016-01-11,-0.4083
2016-01-08,-0.3034
2016-01-07,-0.3380
2016-01-06,-0.3971
2016-01-05,-0.3930
2016-01-04,-0.2450
2015-12-31,-0.2075
2015-12-30,-0.3329
2015-12-29,-0.5975
2015-12-28,-0.6944
2015-12-24,-0.7053
2015-12-23,-0.5945
2015-12-22,-0.3991
2015-12-21,-0.0749
2015-12-18,0.2018
2015-12-17,0.4900
2015-12-16,0.8013
2015-12-15,0.9219
2015-12-14,0.9496
2015-12-11,1.0002
2015-12-10,1.0823
2015-12-09,1.0773
2015-12-08,1.1225
2015-12-07,1.0227
2015-12-04,0.8055
2015-12-03,0.4307
2015-12-02,0.1808
2015-12-01,-0.3743
2015-11-30,-0.9303
2015-11-27,-1.2885
2015-11-25,-1.5009
2015-11-24,-1.7000
2015-11-23,-1.9736
2015-11-20,-2.2523
2015-11-19,-2.4194
2015-11-18,-2.5108
2015-11-17,-2.6501
2015-11-16,-2.7802
2015-11-13,-2.9108
2015-11-12,-2.9575
2015-11-11,-3.1606
2015-11-10,-3.0575
2015-11-09,-2.9174
2015-11-06,-2.6921
2015-11-05,-2.7176
2015-11-04,-2.8053
2015-11-03,-2.3923
2015-11-02,-1.9216
2015-10-30,-1.4966
2015-10-29,-1.0420
