time,PPO
2015-10-28,-0.6056
2015-10-27,-0.1120
2015-10-26,0.4884
2015-10-23,0.9561
2015-10-22,1.1719
2015-10-21,1.3235
2015-10-20,1.6084
2015-10-19,1.6984
2015-10-16,1.4289
2015-10-15,1.2329
2015-10-14,0.9342
2015-10-13,0.5824
2015-10-12,0.4999
2015-10-09,0.2318
2015-10-08,-0.0724
2015-10-07,-0.2682
2015-10-06,-0.4168
2015-10-05,-0.6401
2015-10-02,-0.6785
2015-10-01,-0.5150
2015-09-30,-0.2203
2015-09-29,-0.1418
2015-09-28,-0.0298
2015-09-25,-0.0867
2015-09-24,-0.3313
2015-09-23,-0.4740
2015-09-22,-0.8003
2015-09-21,-0.9599
2015-09-18,-1.2612
2015-09-17,-1.6615
2015-09-16,-1.8627
2015-09-15,-2.0977
2015-09-14,-2.2325
2015-09-11,-2.4418
2015-09-10,-3.0276
2015-09-09,-3.4286
2015-09-08,-3.5226
2015-09-04,-3.5527
2015-09-03,-3.3805
2015-09-02,-3.1928
2015-09-01,-2.9129
2015-08-31,-2.5710
2015-08-28,-2.4392
2015-08-27,-2.2998
2015-08-26,-2.1795
2015-08-25,-2.0047
2015-08-24,-1.9932
2015-08-21,-1.9744
2015-08-20,-2.0602
2015-08-19,-2.2121
2015-08-18,-2.3442
2015-08-17,-2.3833
2015-08-14,-2.4274
2015-08-13,-2.3771
2015-08-12,-2.3450
2015-08-11,-2.4364
2015-08-10,-2.4683
2015-08-07,-2.4423
2015-08-06,-2.4269
2015-08-05,-2.2652
2015-08-04,-1.6034
2015-08-03,-1.0285
2015-07-31,-0.5770
2015-07-30,-0.3619
2015-07-29,-0.1537
2015-07-28,0.1098
2015-07-27,0.2955
2015-07-24,0.3222
2015-07-23,0.3209
2015-07-22,0.3661
2015-07-21,0.4482
2015-07-20,0.4583
2015-07-17,0.1249
2015-07-16,-0.2849
2015-07-15,-0.5644
2015-07-14,-0.6449
2015-07-13,-0.7439
2015-07-10,-0.8418
2015-07-09,-0.8262
2015-07-08,-0.7649
2015-07-07,-0.7342
2015-07-06,-0.6783
2015-07-02,-0.7162
2015-07-01,-0.7866
2015-06-30,-0.8270
2015-06-29,-0.8293
2015-06-26,-0.7767
2015-06-25,-0.7935
2015-06-24,-0.9802
2015-06-23,-1.1974
2015-06-22,-1.3614
2015-06-19,-1.4707
2015-06-18,-1.4450
2015-06-17,-1.4277
2015-06-16,-1.3683
2015-06-15,-1.3609
2015-06-12,-1.1999
2015-06-11,-1.0234
2015-06-10,-1.0241
2015-06-09,-0.9463
2015-06-08,-0.7220
2015-06-05,-0.4162
2015-06-04,-0.2477
2015-06-03,-0.1149
2015-06-02,0.0580
2015-06-01,0.2974
2015-05-29,0.4270
2015-05-28,0.5957
2015-05-27,0.7636
2015-05-26,0.9578
2015-05-22,1.2431
2015-05-21,1.3733
2015-05-20,1.5363
2015-05-19,1.7746
2015-05-18,2.0051
2015-05-15,2.1197
2015-05-14,2.3951
2015-05-13,2.6390
2015-05-12,2.7676
2015-05-11,2.8958
2015-05-08,3.0702
2015-05-07,2.9907
2015-05-06,2.8689
2015-05-05,2.8152
2015-05-04,2.4932
2015-05-01,2.2652
2015-04-30,2.1278
2015-04-29,1.8696
2015-04-28,1.4914
2015-04-27,1.1908
2015-04-24,1.0224
2015-04-23,0.8540
2015-04-22,0.7516
2015-04-21,0.7790
2015-04-20,0.8220
2015-04-17,0.6576
2015-04-16,0.7420
2015-04-15,0.8466
2015-04-14,0.7340
2015-04-13,0.7370
2015-04-10,0.6006
2015-04-09,0.6910
2015-04-08,0.8420
2015-04-07,0.9288
2015-04-06,0.8143
2015-04-02,0.7264
2015-04-01,0.4876
2015-03-31,0.2421
2015-03-30,-0.1392
2015-03-27,-0.4064
2015-03-26,-0.6766
2015-03-25,-0.8589
2015-03-24,-0.8192
2015-03-23,-0.9910
2015-03-20,-1.0253
2015-03-19,-1.0941
2015-03-18,-1.0008
2015-03-17,-0.8693
2015-03-16,-0.6040
2015-03-13,-0.4000
2015-03-12,0.0064
2015-03-11,0.3781
2015-03-10,0.7745
2015-03-09,1.2146
2015-03-06,1.5335
2015-03-05,1.9234
2015-03-04,2.1238
2015-03-03,2.2782
2015-03-02,2.3012
2015-02-27,2.3347
2015-02-26,2.4284
2015-02-25,2.2829
2015-02-24,2.1294
2015-02-23,1.9871
2015-02-20,1.8174
2015-02-19,1.6809
2015-02-18,1.3440
2015-02-17,0.9163
2015-02-13,0.6555
2015-02-12,0.2842
2015-02-11,0.0541
2015-02-10,-0.1082
2015-02-09,-0.3696
2015-02-06,-0.5351
2015-02-05,-0.8946
2015-02-04,-1.0090
2015-02-03,-1.1300
2015-02-02,-1.4182
2015-01-30,-1.5405
2015-01-29,-1.5508
2015-01-28,-1.5728
2015-01-27,-1.3209
2015-01-26,-1.0283
2015-01-23,-0.9781
2015-01-22,-0.8996
2015-01-21,-0.6814
2015-01-20,-0.3725
2015-01-16,-0.2748
2015-01-15,-0.2634
2015-01-14,-0.1276
2015-01-13,0.0349
2015-01-12,0.1222
2015-01-09,0.2302
2015-01-08,0.2659
2015-01-07,0.1952
2015-01-06,0.1607
2015-01-05,-0.1960
2015-01-02,-0.6711
2014-12-31,-1.1411
2014-12-30,-1.4156
2014-12-29,-1.3765
2014-12-26,-1.3983
2014-12-24,-1.3538
2014-12-23,-1.4071
2014-12-22,-1.3990
2014-12-19,-1.2954
2014-12-18,-1.0643
2014-12-17,-0.9388
2014-12-16,-0.7154
2014-12-15,-0.4127
2014-12-12,-0.1542
2014-12-11,0.0470
2014-12-10,0.0911
2014-12-09,0.0472
2014-12-08,-0.0804
2014-12-05,-0.1351
2014-12-04,-0.1842
2014-12-03,-0.1418
2014-12-02,-0.0716
2014-12-01,-0.0254
2014-11-28,0.0049
2014-11-26,0.0980
2014-11-25,0.1730
2014-11-24,0.0419
2014-11-21,-0.4339
2014-11-20,-0.8578
2014-11-19,-1.2726
2014-11-18,-1.6662
2014-11-17,-2.0603
2014-11-14,-2.5693
2014-11-13,-3.1283
2014-11-12,-3.7016
2014-11-11,-4.2502
2014-11-10,-4.8918
2014-11-07,-5.5190
2014-11-06,-6.0827
2014-11-05,-6.5603
2014-11-04,-6.7882
2014-11-03,-6.4206
2014-10-31,-6.2150
2014-10-30,-5.9023
2014-10-29,-5.5631
2014-10-28,-5.2039
2014-10-27,-4.7721
2014-10-24,-4.2972
2014-10-23,-3.6960
2014-10-22,-3.2501
2014-10-21,-2.6548
2014-10-20,-2.0954
2014-10-17,-1.7512
2014-10-16,-1.7188
2014-10-15,-1.5127
2014-10-14,-1.3306
2014-10-13,-1.1827
2014-10-10,-1.0956
2014-10-09,-0.9113
2014-10-08,-0.7945
2014-10-07,-0.6747
2014-10-06,-0.4447
2014-10-03,-0.2986
2014-10-02,-0.1904
2014-10-01,-0.0490
2014-09-30,0.0727
2014-09-29,0.1241
2014-09-26,0.1826
2014-09-25,0.2462
2014-09-24,0.2674
2014-09-23,0.2324
2014-09-22,0.2995
2014-09-19,0.2991
2014-09-18,0.3319
2014-09-17,0.3659
2014-09-16,0.4520
2014-09-15,0.5385
2014-09-12,0.7106
2014-09-11,0.8940
2014-09-10,0.9864
2014-09-09,0.9986
2014-09-08,1.0931
2014-09-05,1.0831
2014-09-04,0.9994
2014-09-03,0.8851
2014-09-02,0.6296
2014-08-29,0.4334
2014-08-28,0.2059
2014-08-27,-0.0086
2014-08-26,-0.2325
2014-08-25,-0.4458
2014-08-22,-0.7513
2014-08-21,-0.9653
2014-08-20,-1.1949
2014-08-19,-1.2096
2014-08-18,-1.2723
2014-08-15,-1.1709
2014-08-14,-0.9143
2014-08-13,-0.6590
2014-08-12,-0.3283
2014-08-11,-0.0597
2014-08-08,0.2326
2014-08-07,0.4771
2014-08-06,0.8381
2014-08-05,1.1217
2014-08-04,1.4685
2014-08-01,1.7843
2014-07-31,2.0996
2014-07-30,2.1835
2014-07-29,2.2478
2014-07-28,2.2289
2014-07-25,2.1416
2014-07-24,2.1021
2014-07-23,2.0171
2014-07-22,2.0046
2014-07-21,1.9987
2014-07-18,2.0919
2014-07-17,2.0324
2014-07-16,1.7005
2014-07-15,1.3497
2014-07-14,1.0276
2014-07-11,0.6961
2014-07-10,0.4473
2014-07-09,0.2654
2014-07-08,0.0113
2014-07-07,-0.1283
2014-07-03,-0.2403
2014-07-02,-0.4111
2014-07-01,-0.6103
2014-06-30,-0.7741
2014-06-27,-0.8681
2014-06-26,-0.9408
2014-06-25,-0.8567
2014-06-24,-0.7378
2014-06-23,-0.6176
2014-06-20,-0.5336
2014-06-19,-0.5486
2014-06-18,-0.6724
2014-06-17,-0.7633
2014-06-16,-0.8298
2014-06-13,-0.9011
2014-06-12,-1.0158
2014-06-11,-1.0142
2014-06-10,-1.0107
2014-06-09,-1.0718
2014-06-06,-1.1900
2014-06-05,-1.4373
2014-06-04,-1.5535
2014-06-03,-1.5917
2014-06-02,-1.5829
2014-05-30,-1.5179
2014-05-29,-1.2979
2014-05-28,-1.0558
2014-05-27,-0.9101
2014-05-23,-0.8116
2014-05-22,-0.8515
2014-05-21,-0.9135
2014-05-20,-0.9536
2014-05-19,-0.8990
2014-05-16,-0.8137
2014-05-15,-0.6219
2014-05-14,-0.4090
2014-05-13,-0.3589
2014-05-12,-0.4871
2014-05-09,-0.6170
2014-05-08,-0.6403
2014-05-07,-0.6367
2014-05-06,-0.5975
2014-05-05,-0.6066
2014-05-02,-0.3568
2014-05-01,-0.1398
2014-04-30,0.0129
2014-04-29,0.1213
2014-04-28,0.3145
2014-04-25,0.5709
2014-04-24,0.8283
2014-04-23,1.0834
2014-04-22,1.2049
2014-04-21,1.4303
2014-04-17,1.6566
2014-04-16,1.9298
2014-04-15,1.9571
2014-04-14,1.8885
2014-04-11,1.7484
2014-04-10,1.7912
2014-04-09,1.9395
2014-04-08,1.7812
2014-04-07,1.6762
2014-04-04,1.5775
2014-04-03,1.3997
2014-04-02,1.3180
2014-04-01,1.1884
2014-03-31,0.8705
2014-03-28,0.6886
2014-03-27,0.6280
2014-03-26,0.6336
2014-03-25,0.5506
2014-03-24,0.4565
2014-03-21,0.5629
2014-03-20,0.7187
2014-03-19,0.8249
2014-03-18,0.9640
2014-03-17,1.0916
2014-03-14,1.3033
2014-03-13,1.5772
2014-03-12,1.8033
2014-03-11,1.9832
2014-03-10,2.0394
2014-03-07,2.1578
2014-03-06,2.2056
2014-03-05,2.2561
2014-03-04,2.3193
2014-03-03,2.2762
2014-02-28,2.1447
2014-02-27,1.9761
2014-02-26,1.5517
2014-02-25,1.1270
2014-02-24,0.6327
2014-02-21,0.0920
2014-02-20,-0.4573
2014-02-19,-1.0034
2014-02-18,-1.4074
2014-02-14,-1.7882
2014-02-13,-2.2376
2014-02-12,-2.6544
2014-02-11,-2.9051
2014-02-10,-3.0750
2014-02-07,-3.0153
2014-02-06,-3.0223
2014-02-05,-2.6590
2014-02-04,-2.1603
2014-02-03,-1.6950
2014-01-31,-1.2358
2014-01-30,-0.9328
2014-01-29,-0.6808
2014-01-28,-0.2701
2014-01-27,0.1661
2014-01-24,0.6649
2014-01-23,1.1566
2014-01-22,1.5140
2014-01-21,1.9013
2014-01-17,2.0521
2014-01-16,2.2156
2014-01-15,2.3516
2014-01-14,2.4476
2014-01-13,2.6347
2014-01-10,2.7747
2014-01-09,2.7873
2014-01-08,2.6644
2014-01-07,2.4878
2014-01-06,2.2132
2014-01-03,1.9283
2014-01-02,1.6881
2013-12-31,1.1883
2013-12-30,0.6020
2013-12-27,0.1064
2013-12-26,-0.2679
2013-12-24,-0.6165
2013-12-23,-0.8744
2013-12-20,-1.1603
2013-12-19,-1.4345
2013-12-18,-1.6873
2013-12-17,-1.8321
2013-12-16,-1.7391
2013-12-13,-1.7324
2013-12-12,-1.6577
2013-12-11,-1.4742
2013-12-10,-1.2787
2013-12-09,-0.9790
2013-12-06,-0.6385
2013-12-05,-0.3205
2013-12-04,-0.0410
2013-12-03,0.2886
2013-12-02,0.5751
2013-11-29,0.8687
2013-11-27,1.1295
2013-11-26,1.4168
2013-11-25,1.6572
2013-11-22,1.8387
2013-11-21,1.9021
2013-11-20,1.5315
2013-11-19,1.2915
2013-11-18,0.9520
2013-11-15,0.6484
2013-11-14,0.4501
2013-11-13,0.4410
2013-11-12,0.2336
2013-11-11,-0.0558
2013-11-08,-0.3412
2013-11-07,-0.6426
2013-11-06,-1.0041
2013-11-05,-1.4718
2013-11-04,-1.8130
2013-11-01,-2.2021
2013-10-31,-2.0855
2013-10-30,-2.0482
2013-10-29,-1.9394
2013-10-28,-1.9382
2013-10-25,-1.8615
2013-10-24,-1.9985
2013-10-23,-2.2968
2013-10-22,-2.3486
2013-10-21,-2.3066
2013-10-18,-2.2041
2013-10-17,-2.0469
2013-10-16,-1.8526
2013-10-15,-1.9188
2013-10-14,-1.8249
2013-10-11,-1.6012
2013-10-10,-1.4135
2013-10-09,-1.1491
2013-10-08,-0.7729
2013-10-07,-0.3432
2013-10-04,0.1492
2013-10-03,0.6474
2013-10-02,1.0393
2013-10-01,1.4078
2013-09-30,1.6851
2013-09-27,1.9315
2013-09-26,2.1427
2013-09-25,2.1003
2013-09-24,2.0103
2013-09-23,1.7980
2013-09-20,1.6016
2013-09-19,1.3460
2013-09-18,1.0283
2013-09-17,0.5956
2013-09-16,0.2593
2013-09-13,-0.1253
2013-09-12,-0.4739
2013-09-11,-0.7285
2013-09-10,-1.0439
2013-09-09,-1.2621
2013-09-06,-1.4681
2013-09-05,-1.6236
2013-09-04,-1.8398
2013-09-03,-1.9850
2013-08-30,-2.1524
2013-08-29,-2.1985
2013-08-28,-2.2021
2013-08-27,-2.1325
2013-08-26,-2.1152
2013-08-23,-2.1304
2013-08-22,-2.2217
2013-08-21,-2.1755
2013-08-20,-1.9127
2013-08-19,-1.6612
2013-08-16,-1.3368
2013-08-15,-1.0870
2013-08-14,-0.7958
2013-08-13,-0.5185
2013-08-12,-0.2861
2013-08-09,-0.0745
2013-08-08,0.1734
2013-08-07,0.3832
2013-08-06,0.5444
2013-08-05,0.6513
2013-08-02,0.7551
2013-08-01,0.7349
2013-07-31,0.6674
2013-07-30,0.6527
2013-07-29,0.4946
2013-07-26,0.3257
2013-07-25,0.0161
2013-07-24,-0.3884
2013-07-23,-0.5843
2013-07-22,-0.7278
2013-07-19,-0.9525
2013-07-18,-1.1882
2013-07-17,-1.5893
2013-07-16,-1.9367
2013-07-15,-2.0998
2013-07-12,-2.2504
2013-07-11,-2.3306
2013-07-10,-2.5531
2013-07-09,-2.7332
2013-07-08,-2.7939
2013-07-05,-2.7728
2013-07-03,-2.6021
2013-07-02,-2.4672
2013-07-01,-2.2897
2013-06-28,-2.0517
2013-06-27,-1.9322
2013-06-26,-1.8320
2013-06-25,-1.6528
2013-06-24,-1.4384
2013-06-21,-1.2274
2013-06-20,-1.0773
2013-06-19,-0.8273
2013-06-18,-0.5528
2013-06-17,-0.4176
2013-06-14,-0.1650
2013-06-13,0.0179
2013-06-12,0.2007
2013-06-11,0.3719
2013-06-10,0.4680
2013-06-07,0.6150
2013-06-06,0.8526
2013-06-05,1.0486
2013-06-04,1.3661
2013-06-03,1.5487
2013-05-31,1.6231
2013-05-30,1.7567
2013-05-29,1.8333
2013-05-28,2.0979
2013-05-24,2.2743
2013-05-23,2.2277
2013-05-22,2.0341
2013-05-21,1.7422
2013-05-20,1.5384
2013-05-17,1.2295
2013-05-16,0.7591
2013-05-15,0.5099
2013-05-14,0.2052
2013-05-13,-0.2972
2013-05-10,-0.7985
2013-05-09,-1.4708
2013-05-08,-2.1428
2013-05-07,-3.0340
2013-05-06,-3.7495
2013-05-03,-3.7619
2013-05-02,-3.6673
2013-05-01,-3.4573
2013-04-30,-3.2678
2013-04-29,-3.0827
2013-04-26,-2.7639
2013-04-25,-2.4274
2013-04-24,-2.1676
2013-04-23,-1.8526
2013-04-22,-1.5653
2013-04-19,-1.1399
2013-04-18,-0.6446
2013-04-17,-0.4225
2013-04-16,-0.3234
2013-04-15,-0.2430
2013-04-12,-0.1818
2013-04-11,-0.0889
2013-04-10,-0.0587
2013-04-09,0.0683
2013-04-08,0.3034
2013-04-05,0.6857
2013-04-04,0.9754
2013-04-03,1.2758
2013-04-02,1.6475
2013-04-01,1.9532
2013-03-28,2.2047
2013-03-27,2.3590
2013-03-26,2.5271
2013-03-25,2.6641
2013-03-22,2.8228
2013-03-21,2.9033
2013-03-20,2.9063
2013-03-19,2.7928
2013-03-18,2.5912
2013-03-15,2.3462
2013-03-14,2.0996
2013-03-13,1.6840
2013-03-12,1.2620
2013-03-11,0.9926
2013-03-08,0.6593
2013-03-07,0.3504
2013-03-06,0.0964
2013-03-05,-0.1273
2013-03-04,-0.3658
2013-03-01,-0.5459
2013-02-28,-0.6827
2013-02-27,-0.6046
2013-02-26,-0.4663
2013-02-25,-0.3210
2013-02-22,-0.0653
2013-02-21,0.1506
2013-02-20,0.4684
2013-02-19,0.7875
2013-02-15,1.0274
2013-02-14,1.2830
2013-02-13,1.5743
2013-02-12,1.8945
2013-02-11,2.2017
2013-02-08,2.4585
2013-02-07,2.6732
2013-02-06,2.6638
2013-02-05,2.5923
2013-02-04,2.4077
2013-02-01,2.1703
2013-01-31,1.8877
2013-01-30,1.6361
2013-01-29,1.4244
2013-01-28,1.1302
2013-01-25,0.7752
2013-01-24,0.4828
2013-01-23,0.2503
2013-01-22,0.0417
2013-01-18,0.0691
2013-01-17,0.1555
2013-01-16,0.0855
2013-01-15,-0.0208
2013-01-14,0.0440
2013-01-11,0.0943
2013-01-10,0.1073
2013-01-09,0.1986
2013-01-08,0.3497
2013-01-07,0.4723
2013-01-04,0.6060
2013-01-03,0.6455
2013-01-02,0.5415
2012-12-31,0.4099
2012-12-28,0.4960
2012-12-27,0.6983
2012-12-26,0.7420
2012-12-24,0.8433
2012-12-21,0.8584
2012-12-20,0.8110
2012-12-19,0.7059
2012-12-18,0.5796
2012-12-17,0.4566
2012-12-14,0.4366
2012-12-13,0.4584
2012-12-12,0.3801
2012-12-11,0.3704
2012-12-10,0.3723
2012-12-07,0.1962
2012-12-06,0.0412
2012-12-05,0.0149
2012-12-04,-0.1022
2012-12-03,-0.2659
2012-11-30,-0.4579
2012-11-29,-0.6038
2012-11-28,-0.7228
2012-11-27,-0.8671
2012-11-26,-1.0859
2012-11-23,-1.5010
2012-11-21,-1.7554
2012-11-20,-1.9509
2012-11-19,-2.1103
2012-11-16,-2.1382
2012-11-15,-2.2390
2012-11-14,-2.4019
2012-11-13,-2.6403
2012-11-12,-2.9749
2012-11-09,-3.3085
2012-11-08,-3.5050
2012-11-07,-3.7654
2012-11-06,-3.9269
2012-11-05,-3.8959
2012-11-02,-3.3817
2012-11-01,-2.9564
2012-10-31,-2.6691
2012-10-26,-2.4199
2012-10-25,-2.1449
2012-10-24,-1.7502
2012-10-23,-1.2757
2012-10-22,-0.7861
2012-10-19,-0.3699
2012-10-18,0.0802
2012-10-17,0.5150
2012-10-16,0.8614
2012-10-15,0.9068
2012-10-12,0.9622
2012-10-11,0.9724
2012-10-10,1.1431
2012-10-09,1.3353
2012-10-08,1.5035
2012-10-05,1.6695
2012-10-04,1.7971
2012-10-03,1.9601
2012-10-02,2.1088
2012-10-01,2.2185
2012-09-28,2.3368
2012-09-27,2.3839
2012-09-26,2.4167
2012-09-25,2.3588
2012-09-24,2.2048
2012-09-21,2.0346
2012-09-20,1.7275
2012-09-19,1.3964
2012-09-18,1.0576
2012-09-17,0.6361
2012-09-14,0.3001
2012-09-13,-0.0499
2012-09-12,-0.3573
2012-09-11,-0.4965
2012-09-10,-0.7072
2012-09-07,-0.7217
2012-09-06,-0.6579
2012-09-05,-0.5221
2012-09-04,-0.2765
2012-08-31,-0.0300
2012-08-30,0.1537
2012-08-29,0.4224
2012-08-28,0.6977
2012-08-27,0.9806
2012-08-24,1.1767
2012-08-23,1.2948
2012-08-22,1.6024
2012-08-21,1.9183
2012-08-20,2.1712
2012-08-17,2.1853
2012-08-16,2.2734
2012-08-15,2.3614
2012-08-14,2.5152
2012-08-13,2.5901
2012-08-10,2.5075
2012-08-09,2.2144
2012-08-08,1.8958
2012-08-07,1.5859
2012-08-06,1.3497
2012-08-03,1.3507
2012-08-02,1.0161
2012-08-01,0.5965
2012-07-31,0.1908
2012-07-30,-0.1978
2012-07-27,-0.7244
2012-07-26,-1.2578
2012-07-25,-1.6916
2012-07-24,-1.8952
2012-07-23,-2.0209
2012-07-20,-1.9112
2012-07-19,-1.7730
2012-07-18,-1.7362
2012-07-17,-1.5023
2012-07-16,-1.3931
2012-07-13,-1.2283
2012-07-12,-1.1291
2012-07-11,-0.8286
2012-07-10,-0.5300
2012-07-09,-0.2792
2012-07-06,0.0483
2012-07-05,0.3093
2012-07-03,0.4148
2012-07-02,0.5833
2012-06-29,0.5468
2012-06-28,0.4296
2012-06-27,0.4569
2012-06-26,0.3414
2012-06-25,0.4000
2012-06-22,0.3679
2012-06-21,0.2610
2012-06-20,-0.0293
2012-06-19,-0.4791
2012-06-18,-0.9430
2012-06-15,-1.2178
2012-06-14,-1.4538
2012-06-13,-1.5194
2012-06-12,-1.6575
2012-06-11,-1.7766
2012-06-08,-1.8896
2012-06-07,-2.0488
2012-06-06,-2.1504
2012-06-05,-2.3027
2012-06-04,-2.2549
2012-06-01,-2.0926
2012-05-31,-1.9346
2012-05-30,-1.7806
2012-05-29,-1.5661
2012-05-25,-1.4377
2012-05-24,-1.2328
2012-05-23,-1.0699
2012-05-22,-0.9872
2012-05-21,-0.7805
2012-05-18,-0.5043
2012-05-17,-0.2006
2012-05-16,0.1070
2012-05-15,0.3405
2012-05-14,0.5284
2012-05-11,0.6467
2012-05-10,0.6336
2012-05-09,0.4218
2012-05-08,0.1411
2012-05-07,-0.0890
2012-05-04,-0.3464
2012-05-03,-0.5871
2012-05-02,-0.5774
2012-05-01,-0.7892
2012-04-30,-0.9539
2012-04-27,-0.9959
2012-04-26,-1.1287
2012-04-25,-1.2364
2012-04-24,-1.2205
2012-04-23,-1.1095
2012-04-20,-0.9445
2012-04-19,-0.6378
2012-04-18,-0.3134
2012-04-17,0.0158
2012-04-16,0.1770
2012-04-13,0.4173
2012-04-12,0.6901
2012-04-11,0.9423
2012-04-10,1.0968
2012-04-09,1.2925
2012-04-05,1.4237
2012-04-04,1.5411
2012-04-03,1.6824
2012-04-02,1.7697
2012-03-30,1.8532
2012-03-29,1.9051
2012-03-28,1.9994
2012-03-27,2.0099
2012-03-26,2.0066
2012-03-23,1.9642
2012-03-22,1.9023
2012-03-21,1.8190
2012-03-20,1.8879
2012-03-19,1.8931
2012-03-16,1.7974
2012-03-15,1.6645
2012-03-14,1.5910
2012-03-13,1.5375
2012-03-12,1.4984
2012-03-09,1.5579
2012-03-08,1.4446
2012-03-07,1.3292
2012-03-06,1.2633
2012-03-05,1.2326
2012-03-02,1.0802
2012-03-01,0.9535
2012-02-29,0.8692
2012-02-28,0.8336
2012-02-27,0.8289
2012-02-24,0.9879
2012-02-23,1.1164
2012-02-22,1.2480
2012-02-21,1.5209
2012-02-17,1.6856
2012-02-16,1.8619
2012-02-15,2.0684
2012-02-14,2.2838
2012-02-13,2.3907
2012-02-10,2.4672
2012-02-09,2.5636
2012-02-08,2.6364
2012-02-07,2.6779
2012-02-06,2.6140
2012-02-03,2.2511
2012-02-02,1.8717
2012-02-01,1.4976
2012-01-31,1.1153
2012-01-30,0.8064
2012-01-27,0.4576
2012-01-26,0.2028
2012-01-25,-0.0670
2012-01-24,-0.3944
2012-01-23,-0.6569
2012-01-20,-0.8824
2012-01-19,-1.0587
2012-01-18,-1.1964
2012-01-17,-1.1821
2012-01-13,-1.2907
2012-01-12,-1.3126
2012-01-11,-1.3343
2012-01-10,-1.4960
2012-01-09,-1.6537
2012-01-06,-1.5318
2012-01-05,-1.4838
2012-01-04,-1.4828
2012-01-03,-1.2243
2011-12-30,-0.9461
2011-12-29,-0.5686
2011-12-28,-0.2036
2011-12-27,0.2434
2011-12-23,0.5238
2011-12-22,0.9008
2011-12-21,1.2479
2011-12-20,1.5432
2011-12-19,1.6482
2011-12-16,1.9310
2011-12-15,2.1565
2011-12-14,1.8697
2011-12-13,1.6242
2011-12-12,1.1104
2011-12-09,0.5914
2011-12-08,0.2341
2011-12-07,0.0080
2011-12-06,-0.1776
2011-12-05,-0.3731
2011-12-02,-0.4547
2011-12-01,-0.3210
2011-11-30,-0.2117
2011-11-29,-0.1045
2011-11-28,0.0056
2011-11-25,0.1257
2011-11-23,0.5965
2011-11-22,0.9832
2011-11-21,1.0836
2011-11-18,1.1382
2011-11-17,1.0275
2011-11-16,0.8038
2011-11-15,0.7300
2011-11-14,0.6977
2011-11-11,0.7381
2011-11-10,0.5947
2011-11-09,0.5782
2011-11-08,0.7190
2011-11-07,0.7403
2011-11-04,0.5447
2011-11-03,0.2865
2011-11-02,0.1083
2011-11-01,0.3626
2011-10-31,0.9303
2011-10-28,1.3599
2011-10-27,1.7062
2011-10-26,1.9344
2011-10-25,2.3093
2011-10-24,2.5629
2011-10-21,2.7414
2011-10-20,2.7738
2011-10-19,2.8788
2011-10-18,2.9977
2011-10-17,3.1773
2011-10-14,3.3952
2011-10-13,3.3515
2011-10-12,3.3609
2011-10-11,3.2844
2011-10-10,2.9426
2011-10-07,2.4446
2011-10-06,2.2298
2011-10-05,2.1012
2011-10-04,2.0169
2011-10-03,2.0602
2011-09-30,2.0814
2011-09-29,1.8946
2011-09-28,1.4638
2011-09-27,1.1459
2011-09-26,0.8023
2011-09-23,0.5887
2011-09-22,0.4384
2011-09-21,0.2035
2011-09-20,-0.0960
2011-09-19,-0.1648
2011-09-16,-0.0786
2011-09-15,0.1382
2011-09-14,0.2526
2011-09-13,0.3711
2011-09-12,0.2757
2011-09-09,0.3007
2011-09-08,0.0646
2011-09-07,-0.5195
2011-09-06,-1.2872
2011-09-02,-1.7066
2011-09-01,-1.7973
2011-08-31,-1.9789
2011-08-30,-2.1512
2011-08-29,-2.5885
2011-08-26,-3.1300
2011-08-25,-3.7719
2011-08-24,-3.8985
2011-08-23,-4.2993
2011-08-22,-4.1371
2011-08-19,-3.9104
2011-08-18,-3.2719
2011-08-17,-2.8408
2011-08-16,-2.4778
2011-08-15,-2.0770
2011-08-12,-1.7563
2011-08-11,-1.3336
2011-08-10,-0.8269
2011-08-09,-0.1307
2011-08-08,0.4471
2011-08-05,1.1863
2011-08-04,1.7388
2011-08-03,2.4137
2011-08-02,2.4958
2011-08-01,2.6666
2011-07-29,2.6860
2011-07-28,2.6924
2011-07-27,2.6750
2011-07-26,2.7407
2011-07-25,2.8522
2011-07-22,2.9852
2011-07-21,3.1492
2011-07-20,3.1697
2011-07-19,3.2010
2011-07-18,3.0457
2011-07-15,3.0568
2011-07-14,3.0468
2011-07-13,2.9678
2011-07-12,2.7350
2011-07-11,2.5532
2011-07-08,2.2997
2011-07-07,2.0216
2011-07-06,1.6269
2011-07-05,1.2025
2011-07-01,0.7559
2011-06-30,0.3013
2011-06-29,0.0107
2011-06-28,-0.3070
2011-06-27,-0.6539
2011-06-24,-0.8621
2011-06-23,-1.0220
2011-06-22,-1.2442
2011-06-21,-1.3634
2011-06-20,-1.5063
2011-06-17,-1.6168
2011-06-16,-1.6257
2011-06-15,-1.4882
2011-06-14,-1.3841
2011-06-13,-1.3400
2011-06-10,-1.2153
2011-06-09,-1.1280
2011-06-08,-1.1228
2011-06-07,-0.9942
2011-06-06,-0.7921
2011-06-03,-0.6308
2011-06-02,-0.4656
2011-06-01,-0.3667
2011-05-31,-0.2097
2011-05-27,-0.0152
2011-05-26,0.1624
2011-05-25,0.3774
2011-05-24,0.5020
2011-05-23,0.6040
2011-05-20,0.6693
2011-05-19,0.8141
2011-05-18,1.0751
2011-05-17,1.2893
