timestamp,open,high,low,close,volume
2025-11-09,88407.11000000,88429.30000000,87818.39000000,88100.11000000,4.67531628
2025-11-08,89275.20000000,89338.47000000,87684.00000000,88410.88000000,180.89241165
2025-11-07,87729.75000000,89974.10000000,85838.17000000,89286.39000000,395.94748452
2025-11-06,90373.15000000,90586.97000000,86921.52000000,87734.45000000,306.19022146
2025-11-05,88375.40000000,91092.26000000,86099.13000000,90384.32000000,412.05651382
2025-11-04,92504.89000000,93206.95000000,86153.92000000,88359.40000000,768.25681521
2025-11-03,95841.12000000,96012.31000000,91395.34000000,92494.51000000,308.95422973
2025-11-02,95277.36000000,96294.93000000,94866.07000000,95841.82000000,118.90101751
2025-11-01,94890.77000000,95719.26000000,94728.06000000,95277.35000000,106.12747742
2025-10-31,93640.12000000,96329.96000000,93594.09000000,94886.48000000,250.22975705
2025-10-30,94840.00000000,96112.36000000,91914.16000000,93628.18000000,372.73438673
2025-10-29,96929.22000000,97733.18000000,94268.80000000,94851.86000000,255.94996625
2025-10-28,97863.01000000,99626.77000000,96366.12000000,96930.93000000,226.19081646
2025-10-27,98452.31000000,100000.00000000,97690.00000000,97884.59000000,246.16345369
2025-10-26,95985.80000000,99117.50000000,95669.31000000,98452.32000000,228.21223661
2025-10-25,95494.58000000,96241.37000000,95194.97000000,95982.56000000,89.06226338
2025-10-24,94787.15000000,96307.91000000,94330.08000000,95498.82000000,249.73475391
2025-10-23,92697.95000000,95889.37000000,92645.12000000,94787.16000000,297.26008761
2025-10-22,93401.20000000,94069.92000000,91921.35000000,92700.40000000,461.04646383
2025-10-21,94956.05000000,98185.00000000,92427.35000000,93400.90000000,471.36514408
2025-10-20,93280.21000000,95849.00000000,92186.36000000,94953.66000000,329.93797325
2025-10-19,92112.10000000,94135.62000000,91136.70000000,93280.20000000,321.06826857
2025-10-18,91457.58000000,92388.03000000,91365.94000000,92118.89000000,246.09604472
2025-10-17,92502.91000000,93355.77000000,88574.54000000,91453.24000000,786.52627548
2025-10-16,95166.53000000,96156.64000000,92000.00000000,92513.71000000,544.22767145
2025-10-15,97551.14000000,97871.72000000,94761.34000000,95159.64000000,400.97572267
2025-10-14,99736.44000000,99976.65000000,95101.20000000,97539.54000000,430.62171376
2025-10-13,99414.73000000,100328.16000000,98259.97000000,99734.37000000,268.65054206
2025-10-12,96599.99000000,100294.01000000,95560.17000000,99374.98000000,435.09258143
2025-10-11,98226.25000000,98630.07000000,95576.55000000,96597.46000000,503.32690682
2025-10-10,105230.29000000,105999.00000000,93000.00000000,98226.51000000,672.40263066
2025-10-09,106065.63000000,106605.74000000,103601.05000000,105248.74000000,224.53932202
2025-10-08,104181.12000000,107000.00000000,104117.95000000,106070.94000000,242.19107307
2025-10-07,106232.54000000,107252.89000000,103399.19000000,104167.06000000,317.82347069
2025-10-06,105020.09000000,107497.44000000,104744.80000000,106220.14000000,424.15374172
2025-10-05,103994.56000000,106273.87000000,103521.54000000,105042.12000000,380.48956688
2025-10-04,104033.86000000,104549.37000000,103060.65000000,103989.83000000,115.87217129
2025-10-03,102829.92000000,105397.14000000,101605.41000000,104000.00000000,409.72371725
2025-10-02,101077.78000000,103211.02000000,100714.44000000,102831.72000000,307.46531004
2025-10-01,97237.62000000,101111.00000000,97093.40000000,101075.92000000,358.28680394
2025-09-30,97503.89000000,97993.23000000,95903.25000000,97226.61000000,201.38318582
2025-09-29,95899.83000000,97636.36000000,95149.27000000,97501.40000000,227.51913754
2025-09-28,93828.61000000,96049.00000000,91000.00000000,95894.83000000,377.21201042
2025-09-27,93776.77000000,93889.32000000,93317.44000000,93823.30000000,116.51744427
2025-09-26,93512.20000000,94377.82000000,93100.00000000,93801.20000000,303.60091480
2025-09-25,96551.71000000,96733.03000000,93178.77000000,93523.18000000,325.61692540
2025-09-24,94820.94000000,97155.22000000,94175.35000000,96547.47000000,186.98003735
2025-09-23,95519.62000000,96082.00000000,94413.66000000,94822.87000000,194.76772148
2025-09-22,98242.39000000,98398.35000000,94973.00000000,95528.87000000,310.04476512
2025-09-21,98618.92000000,98708.25000000,98148.85000000,98244.56000000,61.85617081
2025-09-20,98543.44000000,98994.84000000,98359.73000000,98618.92000000,56.51090147
2025-09-19,99345.80000000,99737.87000000,98035.55000000,98555.30000000,134.71759307
2025-09-18,98491.16000000,100130.84000000,98229.66000000,99337.51000000,208.41681979
2025-09-17,98442.99000000,99096.71000000,96750.00000000,98498.37000000,236.91649745
2025-09-16,98093.34000000,98657.31000000,97044.49000000,98425.16000000,160.91723005
