time,FAMA,MAMA
2019-07-16,98.8124,97.6330
2019-07-15,98.8183,97.5685
2019-07-12,98.8246,97.5050
2019-07-11,98.8312,97.4451
2019-07-10,98.8382,97.3955
2019-07-09,98.8455,97.3511
2019-07-08,98.8530,97.3146
2019-07-05,98.8607,97.2686
2019-07-03,98.8687,97.2162
2019-07-02,98.8770,97.1622
2019-07-01,98.8856,97.1172
2019-06-28,98.8945,97.0743
2019-06-27,98.9037,97.0454
2019-06-26,98.9130,97.0118
2019-06-25,98.9225,96.9777
2019-06-24,98.9323,96.9445
2019-06-21,98.9423,96.9038
2019-06-20,98.9526,96.8637
2019-06-19,98.9631,96.8257
2019-06-18,98.9738,96.8004
2019-06-17,98.9847,96.7799
2019-06-14,98.9958,96.7696
2019-06-13,99.0070,96.7578
2019-06-12,99.0183,96.7414
2019-06-11,99.0297,96.7314
2019-06-10,99.0413,96.7133
2019-06-07,99.0530,96.7040
2019-06-06,99.0648,96.7050
2019-06-05,99.0766,96.7140
2019-06-04,99.0885,96.7284
2019-06-03,99.1004,96.7342
2019-05-31,99.1123,96.7724
2019-05-30,99.1240,96.8203
2019-05-29,99.1356,96.8499
2019-05-28,99.1471,96.8789
2019-05-24,99.1585,96.9025
2019-05-23,99.1698,96.9130
2019-05-22,99.1812,96.9229
2019-05-21,99.1925,96.9038
2019-05-20,99.2040,96.8839
2019-05-17,99.2157,96.8734
2019-05-16,99.2274,96.8688
2019-05-15,99.2393,96.8526
2019-05-14,99.2513,96.8471
2019-05-13,99.2634,96.8496
2019-05-10,99.2755,96.8659
2019-05-09,99.2876,96.8538
2019-05-08,99.2998,96.8415
2019-05-07,99.3122,96.8215
2019-05-06,99.3247,96.8039
2019-05-03,99.3374,96.7663
2019-05-02,99.3503,96.7293
2019-05-01,99.3635,96.6967
2019-04-30,99.3769,96.6567
2019-04-29,99.3905,96.6184
2019-04-26,99.4045,96.5886
2019-04-25,99.4186,96.5556
2019-04-24,99.4330,96.5282
2019-04-23,99.4476,96.4909
2019-04-22,99.4624,96.4497
2019-04-18,99.4776,96.4193
2019-04-17,99.4930,96.3782
2019-04-16,99.5086,96.3455
2019-04-15,99.5245,96.2689
2019-04-12,99.5409,96.2004
2019-04-11,99.5576,96.1280
2019-04-10,99.5749,96.0590
2019-04-09,99.5925,95.9948
2019-04-08,99.6106,95.9365
2019-04-05,99.6291,95.8684
2019-04-04,99.6480,95.8004
2019-04-03,99.6673,95.7353
2019-04-02,99.6871,95.6634
2019-04-01,99.7073,95.5954
2019-03-29,99.7280,95.5245
2019-03-28,99.7491,95.4688
2019-03-27,99.7706,95.4210
2019-03-26,99.7925,95.3777
2019-03-25,99.8146,95.3269
2019-03-22,99.8372,95.2830
2019-03-21,99.8601,95.2368
2019-03-20,99.8833,95.1757
2019-03-19,99.9070,95.1273
2019-03-18,99.9310,95.0720
2019-03-15,99.9554,95.0182
2019-03-14,99.9802,94.9694
2019-03-13,100.0054,94.9248
2019-03-12,100.0309,94.8814
2019-03-11,100.0568,94.8396
2019-03-08,100.0830,94.8015
2019-03-07,100.1096,94.7819
2019-03-06,100.1363,94.7602
2019-03-05,100.1633,94.7266
2019-03-04,100.1907,94.6861
2019-03-01,100.2183,94.6412
2019-02-28,100.2463,94.5903
2019-02-27,100.2748,94.5467
2019-02-26,100.3036,94.4950
2019-02-25,100.3327,94.4389
2019-02-22,100.3624,94.3841
2019-02-21,100.3924,94.3302
2019-02-20,100.4229,94.2860
2019-02-19,100.4537,94.2402
2019-02-15,100.4849,94.1889
2019-02-14,100.5166,94.1419
2019-02-13,100.5486,94.1056
2019-02-12,100.5810,94.0615
2019-02-11,100.6137,94.0275
2019-02-08,100.6468,94.0081
2019-02-07,100.6802,93.9905
2019-02-06,100.7138,93.9765
2019-02-05,100.7477,93.9512
2019-02-04,100.7818,93.9312
2019-02-01,100.8162,93.9135
2019-01-31,100.8509,93.9035
2019-01-30,100.8858,93.8910
2019-01-29,100.9210,93.8787
2019-01-28,100.9564,93.8667
2019-01-25,100.9920,93.8549
2019-01-24,101.0279,93.8452
2019-01-23,101.0640,93.8457
2019-01-22,101.1002,93.8436
2019-01-18,101.1367,93.9156
2019-01-17,101.1730,93.9791
2019-01-16,101.2091,94.0548
2019-01-15,101.2451,94.1354
2019-01-14,101.2808,94.2160
2019-01-11,101.3163,94.3070
2019-01-10,101.3515,94.3913
2019-01-09,101.3865,94.4741
2019-01-08,101.4213,94.5656
2019-01-07,101.4557,94.6641
2019-01-04,101.4898,94.7757
2019-01-03,101.5236,94.8943
2019-01-02,101.5569,95.0456
2018-12-31,101.5896,95.1820
2018-12-28,101.6218,95.3308
2018-12-27,101.6534,95.4857
2018-12-26,101.6844,95.6368
2018-12-24,101.7148,95.8065
2018-12-21,101.7445,96.0053
2018-12-20,101.7733,96.1819
2018-12-19,101.8014,96.3455
2018-12-18,101.8288,96.4863
2018-12-17,101.8557,96.6270
2018-12-14,101.8820,96.7730
2018-12-13,101.9076,96.8933
2018-12-12,101.9328,97.0090
2018-12-11,101.9576,97.1227
2018-12-10,101.9819,97.2395
2018-12-07,102.0057,97.3557
2018-12-06,102.0291,97.4860
2018-12-04,102.0519,97.5849
2018-12-03,102.0744,97.7012
2018-11-30,102.0963,97.7923
2018-11-29,102.1180,97.8917
2018-11-28,102.1392,98.0120
2018-11-27,102.1599,98.1227
2018-11-26,102.1802,98.2558
2018-11-23,102.1999,98.3935
2018-11-21,102.2191,98.5496
2018-11-20,102.2375,98.6974
2018-11-19,102.2553,98.8565
2018-11-16,102.2724,98.9949
2018-11-15,102.2888,99.1258
2018-11-14,102.3047,99.2589
2018-11-13,102.3201,99.4022
2018-11-12,102.3347,99.5424
2018-11-09,102.3487,99.6835
2018-11-08,102.3621,99.8073
2018-11-07,102.3750,99.9334
2018-11-06,102.3872,100.0615
2018-11-05,102.3989,100.2031
2018-11-02,102.4100,100.3678
2018-11-01,102.4202,100.5651
2018-10-31,102.4296,100.7561
2018-10-30,102.4380,100.9590
2018-10-29,102.4454,101.1642
2018-10-26,102.4518,101.3415
2018-10-25,102.4574,101.4843
2018-10-24,102.4623,101.6167
2018-10-23,102.4665,101.7452
2018-10-22,102.4702,101.8466
2018-10-19,102.4733,101.9576
2018-10-18,102.4759,102.0761
2018-10-17,102.4779,102.1856
2018-10-16,102.4794,102.2715
2018-10-15,102.4804,102.2801
2018-10-12,102.4814,102.3170
2018-10-11,102.4823,102.3562
2018-10-10,102.4829,102.4088
2018-10-09,102.4833,102.4359
2018-10-08,102.4835,102.4312
2018-10-05,102.4838,102.4184
2018-10-04,102.4841,102.4009
2018-10-03,102.4845,102.3671
2018-10-02,102.4851,102.3195
2018-10-01,102.4859,102.2677
2018-09-28,102.4870,102.2207
2018-09-27,102.4884,102.1858
2018-09-26,102.4899,102.1485
2018-09-25,102.4916,102.1101
2018-09-24,102.4935,102.0903
2018-09-21,102.4955,102.0625
2018-09-20,102.4977,102.0250
2018-09-19,102.5001,101.9886
2018-09-18,102.5027,101.9665
2018-09-17,102.5054,101.9478
2018-09-14,102.5082,101.9332
2018-09-13,102.5111,101.9157
2018-09-12,102.5140,101.8937
2018-09-11,102.5172,101.8883
2018-09-10,102.5203,101.8834
2018-09-07,102.5235,101.8843
2018-09-06,102.5267,101.8867
2018-09-05,102.5299,101.8825
2018-09-04,102.5332,101.8763
2018-08-31,102.5365,101.8770
2018-08-30,102.5398,101.8720
2018-08-29,102.5432,101.8709
2018-08-28,102.5466,101.8584
2018-08-27,102.5500,101.8525
2018-08-24,102.5535,101.8458
2018-08-23,102.5571,101.8436
2018-08-22,102.5607,101.8461
2018-08-21,102.5642,101.8496
2018-08-20,102.5678,101.8480
2018-08-17,102.5715,101.8425
2018-08-16,102.5751,101.8402
2018-08-15,102.5788,101.8429
2018-08-14,102.5825,101.8557
2018-08-13,102.5862,101.8725
2018-08-10,102.5897,101.8941
2018-08-09,102.5932,101.9035
2018-08-08,102.5967,101.9108
2018-08-07,102.6002,101.9145
2018-08-06,102.6036,101.9173
2018-08-03,102.6071,101.9269
2018-08-02,102.6105,101.9251
2018-08-01,102.6139,101.9563
2018-07-31,102.6172,101.9840
2018-07-30,102.6204,102.0020
2018-07-27,102.6235,102.0163
2018-07-26,102.6266,102.0332
2018-07-25,102.6295,102.0393
2018-07-24,102.6325,102.0461
2018-07-23,102.6355,102.0546
2018-07-20,102.6384,102.0680
2018-07-19,102.6412,102.0769
2018-07-18,102.6441,102.0658
2018-07-17,102.6470,102.0875
2018-07-16,102.6498,102.1167
2018-07-13,102.6525,102.1323
2018-07-12,102.6551,102.1451
2018-07-11,102.6576,102.1541
2018-07-10,102.6602,102.1738
2018-07-09,102.6626,102.1953
2018-07-06,102.6650,102.2192
2018-07-05,102.6672,102.2568
2018-07-03,102.6693,102.3020
2018-07-02,102.6711,102.3607
2018-06-29,102.6727,102.4179
2018-06-28,102.6740,102.4769
2018-06-27,102.6749,102.5340
2018-06-26,102.6757,102.6096
2018-06-25,102.6760,102.6749
2018-06-22,102.6760,102.7427
2018-06-21,102.6757,102.7939
2018-06-20,102.6751,102.8458
2018-06-19,102.6742,102.8886
2018-06-18,102.6731,102.9230
2018-06-15,102.6719,102.9537
2018-06-14,102.6705,102.9783
2018-06-13,102.6689,103.0045
2018-06-12,102.6672,103.0229
2018-06-11,102.6654,103.0379
2018-06-08,102.6636,103.0551
2018-06-07,102.6616,103.0755
2018-06-06,102.6595,103.1015
2018-06-05,102.6573,103.1324
2018-06-04,102.6549,103.1706
2018-06-01,102.6523,103.2138
2018-05-31,102.6495,103.2651
2018-05-30,102.6464,103.3213
2018-05-29,102.6430,103.3690
2018-05-25,102.6394,103.4269
2018-05-24,102.6354,103.4686
2018-05-23,102.6312,103.5076
2018-05-22,102.6268,103.5428
2018-05-21,102.6222,103.5755
2018-05-18,102.6174,103.6057
2018-05-17,102.6125,103.6461
2018-05-16,102.6073,103.6839
2018-05-15,102.6019,103.7212
2018-05-14,102.5962,103.7651
2018-05-11,102.5904,103.8055
2018-05-10,102.5842,103.8474
2018-05-09,102.5779,103.8891
2018-05-08,102.5713,103.9426
2018-05-07,102.5644,104.0048
2018-05-04,102.5572,104.0661
2018-05-03,102.5496,104.1232
2018-05-02,102.5417,104.1942
2018-05-01,102.5334,104.2627
2018-04-30,102.5247,104.3143
2018-04-27,102.5157,104.3666
2018-04-26,102.5064,104.4091
2018-04-25,102.4968,104.4502
2018-04-24,102.4870,104.4972
2018-04-23,102.4769,104.5473
2018-04-20,102.4665,104.5958
2018-04-19,102.4558,104.6515
2018-04-18,102.4448,104.6884
2018-04-17,102.4335,104.7181
2018-04-16,102.4220,104.6644
2018-04-13,102.4108,104.6310
2018-04-12,102.3996,104.6054
2018-04-11,102.3885,104.5702
2018-04-10,102.3776,104.5533
2018-04-09,102.3666,104.5361
2018-04-06,102.3557,104.5373
2018-04-05,102.3448,104.5532
2018-04-04,102.3337,104.5453
2018-04-03,102.3226,104.5368
2018-04-02,102.3114,104.5576
2018-03-29,102.3001,104.5772
2018-03-28,102.2887,104.5737
2018-03-27,102.2772,104.5765
2018-03-26,102.2657,104.5835
2018-03-23,102.2540,104.5806
2018-03-22,102.2423,104.6085
2018-03-21,102.2304,104.6146
2018-03-20,102.2184,104.5890
2018-03-19,102.2065,104.5665
2018-03-16,102.1947,104.5359
2018-03-15,102.1829,104.4848
2018-03-14,102.1713,104.4377
2018-03-13,102.1600,104.4005
2018-03-12,102.1487,104.3545
2018-03-09,102.1376,104.3016
2018-03-08,102.1267,104.2548
2018-03-07,102.1160,104.2289
2018-03-06,102.1054,104.1881
2018-03-05,102.0950,104.1649
2018-03-02,102.0846,104.1329
2018-03-01,102.0743,104.1177
2018-02-28,102.0640,104.1069
2018-02-27,102.0537,104.0821
2018-02-26,102.0435,104.0521
2018-02-23,102.0334,104.0078
2018-02-22,102.0235,103.9841
2018-02-21,102.0137,103.9764
2018-02-20,102.0038,103.9632
2018-02-16,101.9940,103.9416
2018-02-15,101.9842,103.9127
2018-02-14,101.9745,103.8847
2018-02-13,101.9649,103.8651
2018-02-12,101.9553,103.8729
2018-02-09,101.9457,103.8764
2018-02-08,101.9360,103.8929
2018-02-07,101.9262,103.9229
2018-02-06,101.9161,103.9206
2018-02-05,101.9061,103.9081
2018-02-02,101.8960,103.9147
2018-02-01,101.8859,103.8769
2018-01-31,101.8758,103.8157
2018-01-30,101.8661,103.7450
2018-01-29,101.8567,103.6741
2018-01-26,101.8475,103.5808
2018-01-25,101.8388,103.4828
2018-01-24,101.8306,103.3966
2018-01-23,101.8227,103.3102
2018-01-22,101.8152,103.2170
2018-01-19,101.8082,103.1477
2018-01-18,101.8014,103.0794
2018-01-17,101.7950,102.9641
2018-01-16,101.7891,102.8510
2018-01-12,101.7838,102.7695
2018-01-11,101.7788,102.6920
2018-01-10,101.7743,102.6066
2018-01-09,101.7701,102.5203
2018-01-08,101.7663,102.4356
2018-01-05,101.7629,102.3526
2018-01-04,101.7600,102.2753
2018-01-03,101.7574,102.2027
2018-01-02,101.7552,102.1514
2017-12-29,101.7532,102.1284
2017-12-28,101.7513,102.1110
2017-12-27,101.7495,102.0891
2017-12-26,101.7478,102.0732
2017-12-22,101.7461,102.0592
2017-12-21,101.7446,102.0473
2017-12-20,101.7430,102.0422
2017-12-19,101.7415,102.0271
2017-12-18,101.7401,102.0099
2017-12-15,101.7387,101.9918
2017-12-14,101.7375,101.9793
2017-12-13,101.7362,101.9563
2017-12-12,101.7351,101.9338
2017-12-11,101.7341,101.8916
2017-12-08,101.7334,101.8582
2017-12-07,101.7327,101.8285
2017-12-06,101.7322,101.8069
2017-12-05,101.7319,101.7816
2017-12-04,101.7316,101.7474
2017-12-01,101.7315,101.7053
2017-11-30,101.7317,101.6744
2017-11-29,101.7320,101.6486
2017-11-28,101.7324,101.6254
2017-11-27,101.7329,101.6093
2017-11-24,101.7335,101.5965
2017-11-22,101.7342,101.5844
2017-11-21,101.7350,101.5728
2017-11-20,101.7358,101.5597
2017-11-17,101.7367,101.5564
2017-11-16,101.7376,101.5636
2017-11-15,101.7385,101.5698
2017-11-14,101.7393,101.5899
2017-11-13,101.7401,101.5980
2017-11-10,101.7408,101.6095
2017-11-09,101.7414,101.6159
2017-11-08,101.7421,101.6146
2017-11-07,101.7427,101.6149
2017-11-06,101.7433,101.6166
2017-11-03,101.7440,101.6218
2017-11-02,101.7446,101.6220
2017-11-01,101.7452,101.6103
2017-10-31,101.7459,101.5938
2017-10-30,101.7467,101.5770
2017-10-27,101.7475,101.5579
2017-10-26,101.7485,101.5433
2017-10-25,101.7495,101.5291
2017-10-24,101.7506,101.5154
2017-10-23,101.7518,101.4855
2017-10-20,101.7531,101.4304
2017-10-19,101.7547,101.3577
2017-10-18,101.7567,101.2921
2017-10-17,101.7591,101.2352
2017-10-16,101.7617,101.2657
2017-10-13,101.7642,101.2945
2017-10-12,101.7666,101.3217
2017-10-11,101.7688,101.3498
2017-10-10,101.7709,101.3741
2017-10-09,101.7729,101.3926
2017-10-06,101.7748,101.4189
2017-10-05,101.7766,101.4517
2017-10-04,101.7782,101.4831
2017-10-03,101.7797,101.5164
2017-10-02,101.7810,101.5481
2017-09-29,101.7822,101.5809
2017-09-28,101.7832,101.6248
2017-09-27,101.7840,101.6651
2017-09-26,101.7846,101.7059
2017-09-25,101.7850,101.7409
2017-09-22,101.7852,101.7810
2017-09-21,101.7852,101.8266
2017-09-20,101.7850,101.8717
2017-09-19,101.7846,101.9130
2017-09-18,101.7840,101.9649
2017-09-15,101.7830,102.0162
2017-09-14,101.7819,102.0662
2017-09-13,101.7804,102.1118
2017-09-12,101.7788,102.1548
2017-09-11,101.7769,102.1998
2017-09-08,101.7748,102.2514
2017-09-07,101.7724,102.3198
2017-09-06,101.7696,102.3859
2017-09-05,101.7665,102.4464
2017-09-01,101.7631,102.5128
2017-08-31,101.7593,102.5728
2017-08-30,101.7552,102.6405
2017-08-29,101.7508,102.7121
2017-08-28,101.7460,102.7805
2017-08-25,101.7408,102.8538
2017-08-24,101.7352,102.9196
2017-08-23,101.7292,102.9915
2017-08-22,101.7229,103.0694
2017-08-21,101.7161,103.1559
2017-08-18,101.7089,103.2478
2017-08-17,101.7011,103.3449
2017-08-16,101.6929,103.4362
2017-08-15,101.6841,103.5162
2017-08-14,101.6749,103.6000
2017-08-11,101.6652,103.6829
2017-08-10,101.6551,103.7699
2017-08-09,101.6445,103.8578
2017-08-08,101.6334,103.9470
2017-08-07,101.6217,104.0348
2017-08-04,101.6096,104.1245
2017-08-03,101.5970,104.2038
2017-08-02,101.5839,104.2853
2017-08-01,101.5703,104.3709
2017-07-31,101.5562,104.4517
2017-07-28,101.5417,104.5375
2017-07-27,101.5266,104.6268
2017-07-26,101.5110,104.7117
2017-07-25,101.4950,104.7956
2017-07-24,101.4784,104.8747
2017-07-21,101.4613,104.9560
2017-07-20,101.4437,105.0307
2017-07-19,101.4257,105.1024
2017-07-18,101.4072,105.1756
2017-07-17,101.3883,105.2063
2017-07-14,101.3691,105.2439
2017-07-13,101.3496,105.2736
2017-07-12,101.3299,105.3077
2017-07-11,101.3099,105.3417
2017-07-10,101.2897,105.3794
2017-07-07,101.2691,105.4160
2017-07-06,101.2483,105.4562
2017-07-05,101.2271,105.5007
2017-07-03,101.2057,105.5368
2017-06-30,101.1839,105.5605
2017-06-29,101.1619,105.5962
2017-06-28,101.1396,105.6302
2017-06-27,101.1171,105.6566
2017-06-26,101.0942,105.6871
2017-06-23,101.0712,105.7146
2017-06-22,101.0478,105.7500
2017-06-21,101.0242,105.7837
2017-06-20,101.0003,105.8219
2017-06-19,100.9761,105.8527
2017-06-16,100.9516,105.8846
2017-06-15,100.9268,105.9132
2017-06-14,100.9017,105.9498
2017-06-13,100.8763,105.9895
2017-06-12,100.8506,106.0267
2017-06-09,100.8246,106.0580
2017-06-08,100.7983,106.0969
2017-06-07,100.7717,106.1496
2017-06-06,100.7447,106.2103
2017-06-05,100.7172,106.2623
2017-06-02,100.6894,106.3146
2017-06-01,100.6611,106.3698
2017-05-31,100.6324,106.4214
2017-05-30,100.6033,106.4738
2017-05-26,100.5738,106.5328
2017-05-25,100.5439,106.5873
2017-05-24,100.5135,106.6375
2017-05-23,100.4827,106.6929
2017-05-22,100.4515,106.7521
2017-05-19,100.4199,106.8078
2017-05-18,100.3878,106.8684
2017-05-17,100.3552,106.9377
2017-05-16,100.3221,107.0067
2017-05-15,100.2885,107.0580
2017-05-12,100.2545,107.1244
2017-05-11,100.2200,107.1990
2017-05-10,100.1849,107.2725
2017-05-09,100.1493,107.3428
2017-05-08,100.1131,107.4080
2017-05-05,100.0765,107.4677
2017-05-04,100.0393,107.5245
2017-05-03,100.0017,107.5554
2017-05-02,99.9638,107.5894
2017-05-01,99.9255,107.6206
2017-04-28,99.8868,107.6538
2017-04-27,99.8478,107.6778
2017-04-26,99.8084,107.7018
2017-04-25,99.7687,107.7277
2017-04-24,99.7288,107.7518
2017-04-21,99.6884,107.7737
2017-04-20,99.6478,107.7982
2017-04-19,99.6068,107.8103
2017-04-18,99.5656,107.8266
2017-04-17,99.5241,107.7875
2017-04-13,99.4826,107.7411
2017-04-12,99.4411,107.7046
2017-04-11,99.3996,107.6603
2017-04-10,99.3580,107.6161
2017-04-07,99.3166,107.5673
2017-04-06,99.2751,107.5117
2017-04-05,99.2337,107.4536
2017-04-04,99.1924,107.3920
2017-04-03,99.1512,107.3189
2017-03-31,99.1101,107.2452
2017-03-30,99.0693,107.1731
2017-03-29,99.0285,107.1022
2017-03-28,98.9880,107.0300
2017-03-27,98.9476,106.9533
2017-03-24,98.9073,106.8808
2017-03-23,98.8673,106.8071
2017-03-22,98.8274,106.7261
2017-03-21,98.7877,106.6446
2017-03-20,98.7482,106.5682
2017-03-17,98.7089,106.4789
2017-03-16,98.6698,106.3891
2017-03-15,98.6311,106.2878
2017-03-14,98.5926,106.1950
2017-03-13,98.5544,106.1019
2017-03-10,98.5165,106.0029
2017-03-09,98.4788,105.8938
2017-03-08,98.4416,105.7879
2017-03-07,98.4047,105.6659
2017-03-06,98.3682,105.5365
2017-03-03,98.3321,105.4052
2017-03-02,98.2966,105.2753
2017-03-01,98.2615,105.1410
2017-02-28,98.2270,104.9958
2017-02-27,98.1929,104.8634
2017-02-24,98.1594,104.7324
2017-02-23,98.1264,104.5871
2017-02-22,98.0939,104.4384
2017-02-21,98.0621,104.2914
2017-02-17,98.0307,104.1489
2017-02-16,98.0000,104.0023
2017-02-15,97.9698,103.8491
2017-02-14,97.9403,103.6927
2017-02-13,97.9114,103.5450
2017-02-10,97.8831,103.4010
2017-02-09,97.8554,103.2600
2017-02-08,97.8282,103.1273
2017-02-07,97.8016,103.0002
2017-02-06,97.7754,102.8659
2017-02-03,97.7499,102.7474
2017-02-02,97.7247,102.6279
2017-02-01,97.7001,102.5155
2017-01-31,97.6759,102.4037
2017-01-30,97.6522,102.2894
2017-01-27,97.6289,102.1655
2017-01-26,97.6061,102.0304
2017-01-25,97.5838,101.8850
2017-01-24,97.5622,101.7406
2017-01-23,97.5412,101.6105
2017-01-20,97.5208,101.5111
2017-01-19,97.5007,101.4138
2017-01-18,97.4810,101.3402
2017-01-17,97.4617,101.2660
2017-01-13,97.4425,101.1838
2017-01-12,97.4237,101.1043
2017-01-11,97.4052,101.0201
2017-01-10,97.3871,100.9363
2017-01-09,97.3692,100.8664
2017-01-06,97.3517,100.7817
2017-01-05,97.3344,100.6838
2017-01-04,97.3176,100.5904
2017-01-03,97.3012,100.4924
2016-12-30,97.2851,100.4070
2016-12-29,97.2694,100.3286
2016-12-28,97.2541,100.2454
2016-12-27,97.2390,100.1641
2016-12-23,97.2243,100.0757
2016-12-22,97.2100,99.9892
2016-12-21,97.1960,99.8996
2016-12-20,97.1824,99.8073
2016-12-19,97.1693,99.7122
2016-12-16,97.1565,99.6223
2016-12-15,97.1441,99.5311
2016-12-14,97.1321,99.4305
2016-12-13,97.1205,99.3257
2016-12-12,97.1095,99.2213
2016-12-09,97.0988,99.1341
2016-12-08,97.0886,99.0394
2016-12-07,97.0788,98.9514
2016-12-06,97.0694,98.8662
2016-12-05,97.0604,98.8094
2016-12-02,97.0516,98.7553
2016-12-01,97.0430,98.6996
2016-11-30,97.0347,98.6446
2016-11-29,97.0266,98.5732
2016-11-28,97.0188,98.4925
2016-11-25,97.0114,98.4045
2016-11-23,97.0044,98.3246
2016-11-22,96.9978,98.2516
2016-11-21,96.9915,98.1733
2016-11-18,96.9856,98.0936
2016-11-17,96.9800,98.0287
2016-11-16,96.9747,97.9670
2016-11-15,96.9697,97.9081
2016-11-14,96.9650,97.8527
2016-11-11,96.9606,97.7997
2016-11-10,96.9563,97.7261
2016-11-09,96.9525,97.6586
2016-11-08,96.9489,97.6260
2016-11-07,96.9455,97.5908
2016-11-04,96.9423,97.5607
2016-11-03,96.9392,97.5518
2016-11-02,96.9361,97.5432
2016-11-01,96.9330,97.5373
2016-10-31,96.9300,97.5258
2016-10-28,96.9270,97.5083
2016-10-27,96.9241,97.4977
2016-10-26,96.9212,97.4822
2016-10-25,96.9184,97.4765
2016-10-24,96.9156,97.4769
2016-10-21,96.9128,97.4793
2016-10-20,96.9099,97.4878
2016-10-19,96.9070,97.4841
2016-10-18,96.9041,97.4821
2016-10-17,96.9012,97.4835
2016-10-14,96.8983,97.4586
2016-10-13,96.8955,97.4355
2016-10-12,96.8928,97.4169
2016-10-11,96.8901,97.3944
2016-10-10,96.8876,97.3685
2016-10-07,96.8852,97.3277
2016-10-06,96.8829,97.2953
2016-10-05,96.8809,97.2547
2016-10-04,96.8790,97.2123
2016-10-03,96.8773,97.1736
2016-09-30,96.8758,97.1270
2016-09-29,96.8746,97.0719
2016-09-28,96.8736,97.0210
2016-09-27,96.8728,96.9684
2016-09-26,96.8724,96.9252
2016-09-23,96.8721,96.8998
2016-09-22,96.8720,96.8676
2016-09-21,96.8720,96.8277
2016-09-20,96.8722,96.7911
2016-09-19,96.8726,96.7613
2016-09-16,96.8732,96.7284
2016-09-15,96.8739,96.7019
2016-09-14,96.8748,96.6632
2016-09-13,96.8758,96.6347
2016-09-12,96.8770,96.5944
2016-09-09,96.8785,96.5375
2016-09-08,96.8802,96.4970
2016-09-07,96.8821,96.4345
2016-09-06,96.8843,96.3542
2016-09-02,96.8870,96.2814
2016-09-01,96.8900,96.2131
2016-08-31,96.8934,96.1442
2016-08-30,96.8972,96.0790
2016-08-29,96.9013,96.0096
2016-08-26,96.9058,95.9375
2016-08-25,96.9107,95.8738
2016-08-24,96.9159,95.8074
2016-08-23,96.9215,95.7376
2016-08-22,96.9274,95.6592
2016-08-19,96.9338,95.5817
2016-08-18,96.9406,95.5032
2016-08-17,96.9478,95.4153
2016-08-16,96.9555,95.3324
2016-08-15,96.9636,95.2471
2016-08-12,96.9723,95.1532
2016-08-11,96.9814,95.0578
2016-08-10,96.9911,94.9512
2016-08-09,97.0013,94.8530
2016-08-08,97.0121,94.7559
2016-08-05,97.0235,94.6559
2016-08-04,97.0354,94.5546
2016-08-03,97.0478,94.4649
2016-08-02,97.0608,94.3799
2016-08-01,97.0743,94.2947
2016-07-29,97.0882,94.2030
2016-07-28,97.1027,94.1157
2016-07-27,97.1178,94.0227
2016-07-26,97.1333,93.9258
2016-07-25,97.1494,93.8261
2016-07-22,97.1661,93.7219
2016-07-21,97.1834,93.6203
2016-07-20,97.2013,93.5283
2016-07-19,97.2198,93.4294
2016-07-18,97.2388,93.3411
2016-07-15,97.2584,93.2500
2016-07-14,97.2786,93.1585
2016-07-13,97.2993,93.0629
2016-07-12,97.3206,92.9810
2016-07-11,97.3424,92.9045
2016-07-08,97.3647,92.8383
2016-07-07,97.3874,92.7771
2016-07-06,97.4106,92.7273
2016-07-05,97.4341,92.6785
2016-07-01,97.4580,92.6337
2016-06-30,97.4823,92.5840
2016-06-29,97.5069,92.5376
2016-06-28,97.5318,92.5121
2016-06-27,97.5571,92.5043
2016-06-24,97.5825,92.5106
2016-06-23,97.6080,92.4970
2016-06-22,97.6336,92.4265
2016-06-21,97.6598,92.3711
2016-06-20,97.6864,92.3078
2016-06-17,97.7134,92.2468
2016-06-16,97.7409,92.1956
2016-06-15,97.7687,92.1498
2016-06-14,97.7970,92.1061
2016-06-13,97.8256,92.0595
2016-06-10,97.8545,92.0110
2016-06-09,97.8839,91.9549
2016-06-08,97.9137,91.8915
2016-06-07,97.9440,91.8237
2016-06-06,97.9747,91.7596
2016-06-03,98.0060,91.6987
2016-06-02,98.0377,91.6361
2016-06-01,98.0698,91.5689
2016-05-31,98.1025,91.5075
2016-05-27,98.1356,91.4375
2016-05-26,98.1693,91.3726
2016-05-25,98.2034,91.3097
2016-05-24,98.2381,91.2509
2016-05-23,98.2732,91.2135
2016-05-20,98.3087,91.1856
2016-05-19,98.3445,91.1543
2016-05-18,98.3806,91.1377
2016-05-17,98.4170,91.1054
2016-05-16,98.4537,91.0684
2016-05-13,98.4908,91.0217
2016-05-12,98.5284,90.9857
2016-05-11,98.5663,90.9421
2016-05-10,98.6046,90.8974
2016-05-09,98.6433,90.8456
2016-05-06,98.6825,90.8103
2016-05-05,98.7221,90.7750
2016-05-04,98.7620,90.7536
2016-05-03,98.8022,90.7461
2016-05-02,98.8427,90.7393
2016-04-29,98.8835,90.7252
2016-04-28,98.9244,90.7066
2016-04-27,98.9657,90.6807
2016-04-26,99.0074,90.6326
2016-04-25,99.0495,90.5930
2016-04-22,99.0920,90.5547
2016-04-21,99.1349,90.5180
2016-04-20,99.1782,90.4758
2016-04-19,99.2219,90.4537
2016-04-18,99.2659,90.4448
2016-04-15,99.3103,90.3812
2016-04-14,99.3551,90.3221
2016-04-13,99.4005,90.2660
2016-04-12,99.4464,90.2089
2016-04-11,99.4929,90.1615
