time,FAMA,MAMA
2013-03-20,104.7656,114.9433
2013-03-19,104.7144,114.8341
2013-03-18,104.6636,114.7334
2013-03-15,104.6130,114.6330
2013-03-14,104.5626,114.5215
2013-03-13,104.5126,114.4036
2013-03-12,104.4629,114.3067
2013-03-11,104.4134,114.2177
2013-03-08,104.3641,114.1306
2013-03-07,104.3151,114.0408
2013-03-06,104.2662,113.9558
2013-03-05,104.2175,113.8761
2013-03-04,104.1690,113.8065
2013-03-01,104.1205,113.7441
2013-02-28,104.0722,113.6945
2013-02-27,104.0238,113.6568
2013-02-26,103.9754,113.6098
2013-02-25,103.9270,113.5811
2013-02-22,103.8785,113.5618
2013-02-21,103.8298,113.5212
2013-02-20,103.7811,113.4964
2013-02-19,103.7323,113.4656
2013-02-15,103.6834,113.4286
2013-02-14,103.6344,113.3872
2013-02-13,103.5854,113.3533
2013-02-12,103.5363,113.3165
2013-02-11,103.4872,113.2796
2013-02-08,103.4380,113.2416
2013-02-07,103.3887,113.1942
2013-02-06,103.3394,113.1578
2013-02-05,103.2901,113.1135
2013-02-04,103.2407,113.0633
2013-02-01,103.1914,113.0068
2013-01-31,103.1421,112.9415
2013-01-30,103.0928,112.8879
2013-01-29,103.0436,112.8312
2013-01-28,102.9944,112.7716
2013-01-25,102.9453,112.7054
2013-01-24,102.8962,112.6383
2013-01-23,102.8473,112.5737
2013-01-22,102.7984,112.5068
2013-01-18,102.7496,112.4899
2013-01-17,102.7007,112.4824
2013-01-16,102.6515,112.4796
2013-01-15,102.6021,112.4830
2013-01-14,102.5525,112.4870
2013-01-11,102.5025,112.4903
2013-01-10,102.4524,112.4829
2013-01-09,102.4019,112.4847
2013-01-08,102.3513,112.4897
2013-01-07,102.3003,112.4916
2013-01-04,102.2491,112.4919
2013-01-03,102.1977,112.4872
2013-01-02,102.1459,112.4749
2012-12-31,102.0940,112.4562
2012-12-28,102.0420,112.4655
2012-12-27,101.9896,112.4850
2012-12-26,101.9368,112.4878
2012-12-24,101.8838,112.4950
2012-12-21,101.8305,112.4997
2012-12-20,101.7769,112.4985
2012-12-19,101.7230,112.4893
2012-12-18,101.6689,112.4781
2012-12-17,101.6146,112.4633
2012-12-14,101.5601,112.4605
2012-12-13,101.5053,112.4686
2012-12-12,101.4502,112.4754
2012-12-11,101.3948,112.4767
2012-12-10,101.3391,112.4706
2012-12-07,101.2832,112.4738
2012-12-06,101.2269,112.4809
2012-12-05,101.1704,112.5013
2012-12-04,101.1135,112.5281
2012-12-03,101.0561,112.5511
2012-11-30,100.9983,112.5735
2012-11-29,100.9402,112.5927
2012-11-28,100.8816,112.6035
2012-11-27,100.8227,112.6117
2012-11-26,100.7635,112.6245
2012-11-23,100.7039,112.6277
2012-11-21,100.6439,112.6273
2012-11-20,100.5837,112.6457
2012-11-19,100.5231,112.6708
2012-11-16,100.4621,112.6893
2012-11-15,100.4006,112.7280
2012-11-14,100.3387,112.7736
2012-11-13,100.2762,112.8216
2012-11-12,100.2132,112.8536
2012-11-09,100.1496,112.8805
2012-11-08,100.0857,112.9053
2012-11-07,100.0212,112.9277
2012-11-06,99.9564,112.9440
2012-11-05,99.8911,112.9426
2012-11-02,99.8255,112.9467
2012-11-01,99.7596,112.9549
2012-10-31,99.6933,112.9414
2012-10-26,99.6267,112.9432
2012-10-25,99.5598,112.9523
2012-10-24,99.4925,112.9713
2012-10-23,99.4248,112.9956
2012-10-22,99.3566,113.0171
2012-10-19,99.2879,113.0204
2012-10-18,99.2189,113.0298
2012-10-17,99.1495,113.0299
2012-10-16,99.0798,112.9968
2012-10-15,99.0098,112.9027
2012-10-12,98.9400,112.8197
2012-10-11,98.8703,112.7425
2012-10-10,98.8006,112.6765
2012-10-09,98.7308,112.6094
2012-10-08,98.6611,112.5290
2012-10-05,98.5914,112.4370
2012-10-04,98.5218,112.3396
2012-10-03,98.4524,112.2424
2012-10-02,98.3831,112.1435
2012-10-01,98.3139,112.0476
2012-09-28,98.2449,111.9469
2012-09-27,98.1761,111.8630
2012-09-26,98.1073,111.7872
2012-09-25,98.0386,111.7218
2012-09-24,97.9698,111.6500
2012-09-21,97.9010,111.5757
2012-09-20,97.8323,111.4966
2012-09-19,97.7637,111.4156
2012-09-18,97.6951,111.3322
2012-09-17,97.6265,111.2443
2012-09-14,97.5581,111.1550
2012-09-13,97.4898,111.0667
2012-09-12,97.4216,110.9803
2012-09-11,97.3534,110.9081
2012-09-10,97.2853,110.8381
2012-09-07,97.2172,110.7810
2012-09-06,97.1490,110.7318
2012-09-05,97.0808,110.6845
2012-09-04,97.0124,110.6605
2012-08-31,96.9438,110.6391
2012-08-30,96.8750,110.6157
2012-08-29,96.8060,110.6007
2012-08-28,96.7367,110.5756
2012-08-27,96.6671,110.5515
2012-08-24,96.5973,110.5223
2012-08-23,96.5274,110.4806
2012-08-22,96.4572,110.4506
2012-08-21,96.3869,110.4113
2012-08-20,96.3165,110.3633
2012-08-17,96.2459,110.3041
2012-08-16,96.1752,110.2400
2012-08-15,96.1045,110.1775
2012-08-14,96.0338,110.1287
2012-08-13,95.9630,110.0800
2012-08-10,95.8921,110.0266
2012-08-09,95.8210,109.9710
2012-08-08,95.7499,109.9200
2012-08-07,95.6787,109.8648
2012-08-06,95.6074,109.8088
2012-08-03,95.5361,109.7591
2012-08-02,95.4646,109.7103
2012-08-01,95.3930,109.6847
2012-07-31,95.3212,109.6546
2012-07-30,95.2492,109.6195
2012-07-27,95.1770,109.5800
2012-07-26,95.1046,109.5418
2012-07-25,95.0320,109.5174
2012-07-24,94.9592,109.5095
2012-07-23,94.8861,109.5059
2012-07-20,94.8127,109.4993
2012-07-19,94.7389,109.4833
2012-07-18,94.6648,109.4502
2012-07-17,94.5905,109.4582
2012-07-16,94.5157,109.4930
2012-07-13,94.4405,109.5215
2012-07-12,94.3647,109.5432
2012-07-11,94.2884,109.5822
2012-07-10,94.2116,109.6090
2012-07-09,94.1342,109.6301
2012-07-06,94.0563,109.6316
2012-07-05,93.9781,109.6229
2012-07-03,93.8994,109.5915
2012-07-02,93.8206,109.5561
2012-06-29,93.7415,109.5209
2012-06-28,93.6622,109.4869
2012-06-27,93.5827,109.4768
2012-06-26,93.5028,109.4573
2012-06-25,93.4227,109.4437
2012-06-22,93.3422,109.4247
2012-06-21,93.2613,109.4006
2012-06-20,93.1802,109.3781
2012-06-19,93.0988,109.3239
2012-06-18,93.0173,109.2683
2012-06-15,92.9356,109.2158
2012-06-14,92.8538,109.1581
2012-06-13,92.7719,109.1232
2012-06-12,92.6897,109.0995
2012-06-11,92.6073,109.0672
2012-06-08,92.5246,109.0464
2012-06-07,92.4415,109.0101
2012-06-06,92.3583,108.9775
2012-06-05,92.2748,108.9472
2012-06-04,92.1910,108.9445
2012-06-01,92.1068,108.9456
2012-05-31,92.0222,108.9436
2012-05-30,91.9371,108.9193
2012-05-29,91.8518,108.8853
2012-05-25,91.7662,108.8397
2012-05-24,91.6804,108.8061
2012-05-23,91.5944,108.7619
2012-05-22,91.5081,108.7170
2012-05-21,91.4216,108.6675
2012-05-18,91.3349,108.6121
2012-05-17,91.2481,108.5671
2012-05-16,91.1611,108.5099
2012-05-15,91.0739,108.4414
2012-05-14,90.9866,108.3762
2012-05-11,90.8993,108.3081
2012-05-10,90.8118,108.2291
2012-05-09,90.7243,108.1527
2012-05-08,90.6367,108.0719
2012-05-07,90.5491,107.9887
2012-05-04,90.4614,107.8965
2012-05-03,90.3738,107.7962
2012-05-02,90.2863,107.6818
2012-05-01,90.1988,107.5614
2012-04-30,90.1116,107.4402
2012-04-27,90.0245,107.3231
2012-04-26,89.9376,107.2064
2012-04-25,89.8508,107.0957
2012-04-24,89.7642,106.9955
2012-04-23,89.6776,106.9150
2012-04-20,89.5909,106.8417
2012-04-19,89.5043,106.7620
2012-04-18,89.4175,106.6821
2012-04-17,89.3308,106.5977
2012-04-16,89.2440,106.4699
2012-04-13,89.1574,106.3683
2012-04-12,89.0710,106.2653
2012-04-11,88.9846,106.1465
2012-04-10,88.8983,106.0425
2012-04-09,88.8122,105.9389
2012-04-05,88.7261,105.8191
2012-04-04,88.6402,105.6950
2012-04-03,88.5545,105.5662
2012-04-02,88.4690,105.4161
2012-03-30,88.3839,105.2647
2012-03-29,88.2990,105.1166
2012-03-28,88.2145,104.9691
2012-03-27,88.1303,104.8258
2012-03-26,88.0464,104.6817
2012-03-23,87.9628,104.5328
2012-03-22,87.8796,104.3956
2012-03-21,87.7966,104.2570
2012-03-20,87.7139,104.1217
2012-03-19,87.6314,103.9875
2012-03-16,87.5492,103.8434
2012-03-15,87.4673,103.6962
2012-03-14,87.3858,103.5476
2012-03-13,87.3046,103.4049
2012-03-12,87.2237,103.2662
2012-03-09,87.1430,103.1422
2012-03-08,87.0626,103.0192
2012-03-07,86.9825,102.8997
2012-03-06,86.9025,102.7908
2012-03-05,86.8226,102.6838
2012-03-02,86.7429,102.5559
2012-03-01,86.6635,102.4375
2012-02-29,86.5842,102.3253
2012-02-28,86.5051,102.2167
2012-02-27,86.4261,102.0997
2012-02-24,86.3474,101.9841
2012-02-23,86.2688,101.8660
2012-02-22,86.1904,101.7476
2012-02-21,86.1123,101.6497
2012-02-17,86.0342,101.5536
2012-02-16,85.9562,101.4564
2012-02-15,85.8783,101.3605
2012-02-14,85.8005,101.2681
2012-02-13,85.7228,101.1749
2012-02-10,85.6451,101.0785
2012-02-09,85.5676,100.9823
2012-02-08,85.4901,100.8809
2012-02-07,85.4128,100.7796
2012-02-06,85.3355,100.6793
2012-02-03,85.2584,100.5811
2012-02-02,85.1814,100.4771
2012-02-01,85.1046,100.3843
2012-01-31,85.0278,100.2842
2012-01-30,84.9511,100.1832
2012-01-27,84.8746,100.0818
2012-01-26,84.7982,99.9912
2012-01-25,84.7218,99.8966
2012-01-24,84.6456,99.7968
2012-01-23,84.5694,99.6948
2012-01-20,84.4934,99.6030
2012-01-19,84.4175,99.5188
2012-01-18,84.3416,99.4799
2012-01-17,84.2655,99.4375
2012-01-13,84.1893,99.4009
2012-01-12,84.1129,99.3687
2012-01-11,84.0362,99.3282
2012-01-10,83.9594,99.2770
2012-01-09,83.8824,99.2312
2012-01-06,83.8052,99.1833
2012-01-05,83.7280,99.1294
2012-01-04,83.6506,99.0627
2012-01-03,83.5731,98.9902
2011-12-30,83.4957,98.9126
2011-12-29,83.4182,98.8482
2011-12-28,83.3406,98.7698
2011-12-27,83.2631,98.7034
2011-12-23,83.1855,98.6307
2011-12-22,83.1079,98.5584
2011-12-21,83.0303,98.5011
2011-12-20,82.9525,98.4465
2011-12-19,82.8747,98.3580
2011-12-16,82.7969,98.2937
2011-12-15,82.7190,98.2249
2011-12-14,82.6411,98.1327
2011-12-13,82.5632,98.0324
2011-12-12,82.4855,97.9171
2011-12-09,82.4079,97.7947
2011-12-08,82.3306,97.6572
2011-12-07,82.2536,97.5356
2011-12-06,82.1768,97.3985
2011-12-05,82.1003,97.2664
2011-12-02,82.0241,97.1451
2011-12-01,81.9481,97.0295
2011-11-30,81.8723,96.9138
2011-11-29,81.7968,96.8054
2011-11-28,81.7213,96.7368
2011-11-25,81.6459,96.6601
2011-11-23,81.5704,96.6124
2011-11-22,81.4948,96.5590
2011-11-21,81.4191,96.4857
2011-11-18,81.3434,96.4107
2011-11-17,81.2677,96.3132
2011-11-16,81.1921,96.2119
2011-11-15,81.1166,96.1043
2011-11-14,81.0413,95.9834
2011-11-11,80.9662,95.8694
2011-11-10,80.8913,95.7540
2011-11-09,80.8167,95.6608
2011-11-08,80.7421,95.5730
2011-11-07,80.6675,95.4554
2011-11-04,80.5932,95.3405
2011-11-03,80.5191,95.2299
2011-11-02,80.4452,95.1129
2011-11-01,80.3715,95.0141
2011-10-31,80.2979,94.9291
2011-10-28,80.2244,94.8244
2011-10-27,80.1510,94.7024
2011-10-26,80.0779,94.5856
2011-10-25,80.0050,94.4927
2011-10-24,79.9322,94.4082
2011-10-21,79.8594,94.3120
2011-10-20,79.7868,94.2183
2011-10-19,79.7143,94.1490
2011-10-18,79.6418,94.0781
2011-10-17,79.5692,93.9978
2011-10-14,79.4967,93.8724
2011-10-13,79.4245,93.7230
2011-10-12,79.3526,93.5935
2011-10-11,79.2811,93.4667
2011-10-10,79.2098,93.3451
2011-10-07,79.1387,93.2130
2011-10-06,79.0680,93.1038
2011-10-05,78.9975,92.9976
2011-10-04,78.9271,92.9182
2011-10-03,78.8568,92.8502
2011-09-30,78.7865,92.7898
2011-09-29,78.7161,92.7197
2011-09-28,78.6458,92.6242
2011-09-27,78.5755,92.5370
2011-09-26,78.5054,92.4480
2011-09-23,78.4353,92.3765
2011-09-22,78.3652,92.3341
2011-09-21,78.2950,92.2954
2011-09-20,78.2247,92.2310
2011-09-19,78.1543,92.1561
2011-09-16,78.0840,92.0896
2011-09-15,78.0136,92.0233
2011-09-14,77.9432,91.9730
2011-09-13,77.8727,91.9386
2011-09-12,77.8020,91.9258
2011-09-09,77.7310,91.9187
2011-09-08,77.6597,91.9176
2011-09-07,77.5881,91.8941
2011-09-06,77.5162,91.8586
2011-09-02,77.4441,91.8353
2011-09-01,77.3718,91.8010
2011-08-31,77.2993,91.7471
2011-08-30,77.2267,91.6835
2011-08-29,77.1540,91.6158
2011-08-26,77.0814,91.5469
2011-08-25,77.0087,91.4972
2011-08-24,76.9359,91.4676
2011-08-23,76.8628,91.4309
2011-08-22,76.7896,91.4078
2011-08-19,76.7162,91.4153
2011-08-18,76.6423,91.4312
2011-08-17,76.5680,91.4110
2011-08-16,76.4934,91.3465
2011-08-15,76.4188,91.2827
2011-08-12,76.3441,91.2082
2011-08-11,76.2694,91.1606
2011-08-10,76.1945,91.1209
2011-08-09,76.1195,91.1050
2011-08-08,76.0442,91.0425
2011-08-05,75.9689,91.0045
2011-08-04,75.8933,90.9318
2011-08-03,75.8177,90.8669
2011-08-02,75.7421,90.7592
2011-08-01,75.6667,90.6549
2011-07-29,75.5913,90.5340
2011-07-28,75.5162,90.4057
2011-07-27,75.4414,90.2763
2011-07-26,75.3669,90.1482
2011-07-25,75.2926,90.0097
2011-07-22,75.2186,89.8654
2011-07-21,75.1450,89.7112
2011-07-20,75.0718,89.5570
2011-07-19,74.9991,89.4084
2011-07-18,74.9267,89.2494
2011-07-15,74.8547,89.1457
2011-07-14,74.7829,89.0395
2011-07-13,74.7112,88.9397
2011-07-12,74.6397,88.8384
2011-07-11,74.5684,88.7377
2011-07-08,74.4972,88.6305
2011-07-07,74.4261,88.5136
2011-07-06,74.3554,88.3956
2011-07-05,74.2848,88.2694
2011-07-01,74.2145,88.1550
2011-06-30,74.1445,88.0445
2011-06-29,74.0746,87.9500
2011-06-28,74.0049,87.8604
2011-06-27,73.9353,87.7729
2011-06-24,73.8657,87.6983
2011-06-23,73.7962,87.6375
2011-06-22,73.7267,87.5700
2011-06-21,73.6571,87.5044
2011-06-20,73.5875,87.4351
2011-06-17,73.5179,87.3719
2011-06-16,73.4483,87.3115
2011-06-15,73.3787,87.2605
2011-06-14,73.3089,87.2110
2011-06-13,73.2390,87.1508
2011-06-10,73.1691,87.0953
2011-06-09,73.0991,87.0393
2011-06-08,73.0291,86.9731
2011-06-07,72.9590,86.9092
2011-06-06,72.8889,86.8484
2011-06-03,72.8188,86.7808
2011-06-02,72.7486,86.7109
2011-06-01,72.6785,86.6343
2011-05-31,72.6083,86.5542
2011-05-27,72.5382,86.4597
2011-05-26,72.4683,86.3725
2011-05-25,72.3984,86.2862
2011-05-24,72.3286,86.1957
2011-05-23,72.2589,86.1030
2011-05-20,72.1894,86.0078
2011-05-19,72.1199,85.9008
2011-05-18,72.0507,85.7902
2011-05-17,71.9816,85.6793
2011-05-16,71.9128,85.5670
2011-05-13,71.8442,85.4629
2011-05-12,71.7758,85.3517
2011-05-11,71.7075,85.2261
2011-05-10,71.6396,85.1150
2011-05-09,71.5719,84.9976
2011-05-06,71.5044,84.8864
2011-05-05,71.4372,84.7753
2011-05-04,71.3702,84.6698
2011-05-03,71.3033,84.5510
2011-05-02,71.2368,84.4180
2011-04-29,71.1705,84.2879
2011-04-28,71.1046,84.1653
2011-04-27,71.0390,84.0405
2011-04-26,70.9736,83.9166
2011-04-25,70.9086,83.8023
2011-04-21,70.8438,83.6915
2011-04-20,70.7792,83.5761
2011-04-19,70.7149,83.4797
2011-04-18,70.6508,83.3786
2011-04-15,70.5868,83.2734
2011-04-14,70.5231,83.1655
2011-04-13,70.4595,83.0637
2011-04-12,70.3962,82.9667
2011-04-11,70.3330,82.8727
2011-04-08,70.2700,82.7737
2011-04-07,70.2072,82.6732
2011-04-06,70.1446,82.5698
2011-04-05,70.0821,82.4672
2011-04-04,70.0199,82.3640
2011-04-01,69.9578,82.2582
2011-03-31,69.8960,82.1512
2011-03-30,69.8345,82.0499
2011-03-29,69.7731,81.9447
2011-03-28,69.7119,81.8425
2011-03-25,69.6509,81.7478
2011-03-24,69.5902,81.6476
2011-03-23,69.5296,81.5586
2011-03-22,69.4691,81.4716
2011-03-21,69.4088,81.3925
2011-03-18,69.3486,81.3144
2011-03-17,69.2885,81.2457
2011-03-16,69.2284,81.1861
2011-03-15,69.1683,81.1326
2011-03-14,69.1082,81.0442
2011-03-11,69.0482,80.9414
2011-03-10,68.9884,80.8316
2011-03-09,68.9289,80.7231
2011-03-08,68.8696,80.5915
2011-03-07,68.8107,80.4790
2011-03-04,68.7521,80.3788
2011-03-03,68.6937,80.2668
2011-03-02,68.6355,80.1442
2011-03-01,68.5777,80.0393
2011-02-28,68.5201,79.9345
2011-02-25,68.4627,79.8177
2011-02-24,68.4057,79.6974
2011-02-23,68.3489,79.5845
2011-02-22,68.2925,79.4739
2011-02-18,68.2363,79.3520
2011-02-17,68.1804,79.2124
2011-02-16,68.1250,79.0748
2011-02-15,68.0700,78.9406
2011-02-14,68.0153,78.8083
2011-02-11,67.9611,78.6724
2011-02-10,67.9073,78.5316
2011-02-09,67.8539,78.3880
2011-02-08,67.8009,78.2398
2011-02-07,67.7485,78.0820
2011-02-04,67.6966,77.9334
2011-02-03,67.6451,77.7879
2011-02-02,67.5942,77.6436
2011-02-01,67.5437,77.4992
2011-01-31,67.4936,77.3518
2011-01-28,67.4441,77.2118
2011-01-27,67.3950,77.0863
2011-01-26,67.3463,76.9489
2011-01-25,67.2980,76.8103
2011-01-24,67.2502,76.6681
2011-01-21,67.2029,76.5347
2011-01-20,67.1560,76.4234
2011-01-19,67.1095,76.3093
2011-01-18,67.0632,76.1947
2011-01-14,67.0173,76.1075
2011-01-13,66.9717,76.0232
2011-01-12,66.9262,75.9448
2011-01-11,66.8809,75.8640
2011-01-10,66.8357,75.7927
2011-01-07,66.7907,75.7186
2011-01-06,66.7458,75.6421
2011-01-05,66.7011,75.5607
2011-01-04,66.6566,75.4877
2011-01-03,66.6122,75.4106
2010-12-31,66.5680,75.3335
2010-12-30,66.5240,75.2598
2010-12-29,66.4801,75.1859
2010-12-28,66.4363,75.1121
2010-12-27,66.3927,75.0421
2010-12-23,66.3493,74.9736
2010-12-22,66.3059,74.9012
2010-12-21,66.2627,74.8277
2010-12-20,66.2197,74.7547
2010-12-17,66.1768,74.6880
2010-12-16,66.1340,74.6177
2010-12-15,66.0914,74.5494
2010-12-14,66.0489,74.4794
2010-12-13,66.0065,74.4024
2010-12-10,65.9644,74.3334
2010-12-09,65.9223,74.2606
2010-12-08,65.8804,74.1901
2010-12-07,65.8386,74.1150
2010-12-06,65.7971,74.0445
2010-12-03,65.7556,73.9679
2010-12-02,65.7143,73.8882
2010-12-01,65.6733,73.8089
2010-11-30,65.6324,73.7332
2010-11-29,65.5917,73.6735
2010-11-26,65.5511,73.6050
2010-11-24,65.5106,73.5301
2010-11-23,65.4703,73.4436
2010-11-22,65.4302,73.3712
2010-11-19,65.3903,73.2854
2010-11-18,65.3506,73.2008
2010-11-17,65.3112,73.1192
2010-11-16,65.2720,73.0505
2010-11-15,65.2329,72.9794
2010-11-12,65.1939,72.8997
2010-11-11,65.1552,72.8186
2010-11-10,65.1167,72.7271
2010-11-09,65.0785,72.6282
2010-11-08,65.0405,72.5307
2010-11-05,65.0029,72.4304
2010-11-04,64.9656,72.3302
2010-11-03,64.9286,72.2297
2010-11-02,64.8919,72.1430
2010-11-01,64.8554,72.0573
2010-10-29,64.8192,71.9736
2010-10-28,64.7833,71.8876
2010-10-27,64.7476,71.8159
2010-10-26,64.7121,71.7406
2010-10-25,64.6768,71.6688
2010-10-22,64.6416,71.6009
2010-10-21,64.6066,71.5333
2010-10-20,64.5718,71.4642
2010-10-19,64.5372,71.3986
2010-10-18,64.5027,71.3383
2010-10-15,64.4684,71.2502
2010-10-14,64.4343,71.1712
2010-10-13,64.4004,71.0889
2010-10-12,64.3668,71.0122
2010-10-11,64.3334,70.9377
2010-10-08,64.3003,70.8635
2010-10-07,64.2673,70.7931
2010-10-06,64.2345,70.7228
2010-10-05,64.2019,70.6567
2010-10-04,64.1694,70.5909
2010-10-01,64.1372,70.5382
2010-09-30,64.1050,70.4827
2010-09-29,64.0730,70.4352
2010-09-28,64.0410,70.3795
2010-09-27,64.0091,70.3267
2010-09-24,63.9774,70.2747
2010-09-23,63.9457,70.2252
2010-09-22,63.9142,70.1890
2010-09-21,63.8827,70.1474
2010-09-20,63.8512,70.1087
2010-09-17,63.8197,70.0707
2010-09-16,63.7883,70.0413
2010-09-15,63.7569,70.0146
2010-09-14,63.7254,69.9890
2010-09-13,63.6940,69.9664
2010-09-10,63.6625,69.9393
2010-09-09,63.6309,69.9211
2010-09-08,63.5993,69.9119
2010-09-07,63.5676,69.9042
2010-09-03,63.5357,69.8972
2010-09-02,63.5038,69.8808
2010-09-01,63.4717,69.8787
2010-08-31,63.4395,69.8725
2010-08-30,63.4072,69.8811
2010-08-27,63.3747,69.8883
2010-08-26,63.3419,69.8880
2010-08-25,63.3090,69.8988
2010-08-24,63.2759,69.8955
2010-08-23,63.2427,69.8944
2010-08-20,63.2092,69.8843
2010-08-19,63.1757,69.8683
2010-08-18,63.1421,69.8442
2010-08-17,63.1084,69.8171
2010-08-16,63.0747,69.7950
2010-08-13,63.0409,69.7766
2010-08-12,63.0071,69.7574
2010-08-11,62.9731,69.7356
2010-08-10,62.9392,69.7049
2010-08-09,62.9052,69.6625
2010-08-06,62.8712,69.6188
2010-08-05,62.8373,69.5851
2010-08-04,62.8034,69.5453
2010-08-03,62.7695,69.5082
2010-08-02,62.7356,69.4758
2010-07-30,62.7018,69.4409
2010-07-29,62.6679,69.4190
2010-07-28,62.6340,69.3989
2010-07-27,62.6000,69.3764
2010-07-26,62.5659,69.3524
2010-07-23,62.5318,69.3295
2010-07-22,62.4977,69.3066
2010-07-21,62.4635,69.2885
2010-07-20,62.4292,69.2826
2010-07-19,62.3947,69.2695
2010-07-16,62.3602,69.2379
2010-07-15,62.3256,69.2160
2010-07-14,62.2910,69.1787
2010-07-13,62.2564,69.1410
2010-07-12,62.2218,69.1043
2010-07-09,62.1872,69.0774
2010-07-08,62.1526,69.0543
2010-07-07,62.1179,69.0308
2010-07-06,62.0831,69.0126
2010-07-02,62.0483,69.0141
2010-07-01,62.0133,69.0247
2010-06-30,61.9781,69.0314
2010-06-29,61.9426,69.0330
2010-06-28,61.9070,69.0256
2010-06-25,61.8712,68.9961
2010-06-24,61.8354,68.9769
2010-06-23,61.7996,68.9514
2010-06-22,61.7636,68.9149
2010-06-21,61.7277,68.8825
2010-06-18,61.6917,68.8423
2010-06-17,61.6558,68.8044
2010-06-16,61.6199,68.7615
2010-06-15,61.5840,68.7216
2010-06-14,61.5481,68.6846
2010-06-11,61.5123,68.6544
2010-06-10,61.4764,68.6242
2010-06-09,61.4404,68.5981
2010-06-08,61.4045,68.5929
2010-06-07,61.3684,68.5888
2010-06-04,61.3321,68.5823
2010-06-03,61.2956,68.5692
2010-06-02,61.2591,68.5409
2010-06-01,61.2225,68.5154
2010-05-28,61.1858,68.5070
2010-05-27,61.1491,68.4933
2010-05-26,61.1121,68.4731
2010-05-25,61.0752,68.4705
2010-05-24,61.0380,68.4606
2010-05-21,61.0007,68.4509
2010-05-20,60.9633,68.4358
2010-05-19,60.9257,68.4296
2010-05-18,60.8880,68.3948
2010-05-17,60.8503,68.3535
2010-05-14,60.8126,68.3091
2010-05-13,60.7749,68.2600
2010-05-12,60.7373,68.2087
2010-05-11,60.6997,68.1502
2010-05-10,60.6623,68.1237
2010-05-07,60.6248,68.1004
2010-05-06,60.5872,68.1004
2010-05-05,60.5495,68.0902
2010-05-04,60.5116,68.0636
2010-05-03,60.4736,68.0331
2010-04-30,60.4357,67.9939
2010-04-29,60.3977,67.9578
2010-04-28,60.3597,67.9131
2010-04-27,60.3217,67.8699
2010-04-26,60.2838,67.8335
2010-04-23,60.2459,67.7860
2010-04-22,60.2080,67.7422
2010-04-21,60.1701,67.7028
2010-04-20,60.1323,67.6637
2010-04-19,60.0944,67.6203
2010-04-16,60.0566,67.5623
2010-04-15,60.0189,67.5126
2010-04-14,59.9812,67.4610
2010-04-13,59.9436,67.4068
2010-04-12,59.9061,67.3646
2010-04-09,59.8687,67.3256
2010-04-08,59.8312,67.2841
2010-04-07,59.7937,67.2485
2010-04-06,59.7563,67.2077
2010-04-05,59.7188,67.1640
2010-04-01,59.6814,67.1175
2010-03-31,59.6440,67.0767
2010-03-30,59.6067,67.0354
2010-03-29,59.5694,66.9909
2010-03-26,59.5321,66.9469
2010-03-25,59.4948,66.8987
2010-03-24,59.4576,66.8501
2010-03-23,59.4205,66.8050
2010-03-22,59.3833,66.7548
2010-03-19,59.3463,66.7118
2010-03-18,59.3093,66.6699
2010-03-17,59.2723,66.6238
2010-03-16,59.2354,66.5808
2010-03-15,59.1984,66.5322
2010-03-12,59.1616,66.4878
2010-03-11,59.1248,66.4424
2010-03-10,59.0880,66.3984
2010-03-09,59.0513,66.3650
2010-03-08,59.0145,66.3317
2010-03-05,58.9777,66.2933
2010-03-04,58.9410,66.2498
2010-03-03,58.9043,66.2088
2010-03-02,58.8676,66.1664
2010-03-01,58.8309,66.1207
2010-02-26,58.7942,66.0680
2010-02-25,58.7577,66.0227
2010-02-24,58.7212,65.9774
2010-02-23,58.6847,65.9288
2010-02-22,58.6483,65.8860
2010-02-19,58.6119,65.8406
2010-02-18,58.5756,65.7928
2010-02-17,58.5394,65.7411
2010-02-16,58.5032,65.6971
2010-02-12,58.4670,65.6589
2010-02-11,58.4309,65.6271
2010-02-10,58.3947,65.5966
2010-02-09,58.3585,65.5709
2010-02-08,58.3223,65.5427
2010-02-05,58.2860,65.5217
2010-02-04,58.2496,65.4974
2010-02-03,58.2132,65.4728
2010-02-02,58.1767,65.4330
2010-02-01,58.1403,65.3936
2010-01-29,58.1038,65.3586
2010-01-28,58.0674,65.3359
2010-01-27,58.0308,65.3054
2010-01-26,57.9943,65.2602
2010-01-25,57.9578,65.2178
2010-01-22,57.9213,65.1730
2010-01-21,57.8849,65.1311
2010-01-20,57.8484,65.0692
2010-01-19,57.8122,64.9998
2010-01-15,57.7760,64.9079
2010-01-14,57.7402,64.8283
2010-01-13,57.7046,64.7450
2010-01-12,57.6692,64.6724
2010-01-11,57.6340,64.5975
2010-01-08,57.5990,64.5276
2010-01-07,57.5642,64.4493
2010-01-06,57.5296,64.3775
2010-01-05,57.4952,64.3025
2010-01-04,57.4610,64.2220
2009-12-31,57.4270,64.1317
2009-12-30,57.3933,64.0492
2009-12-29,57.3599,63.9565
2009-12-28,57.3267,63.8669
2009-12-24,57.2939,63.7738
2009-12-23,57.2613,63.6895
2009-12-22,57.2290,63.6075
2009-12-21,57.1969,63.5251
2009-12-18,57.1651,63.4490
2009-12-17,57.1336,63.3763
2009-12-16,57.1022,63.3056
2009-12-15,57.0710,63.2270
2009-12-14,57.0401,63.1487
2009-12-11,57.0094,63.0617
